ChassyID	NCBI_CBS6556	Uniprot_DMKU3_1042	Gene_name_DMKU3_1042	Standard_A	Standard_B	Standard_C	HighTemp_A	HighTemp_B	HighTemp_C	LowpH_A	LowpH_B	LowpH_C	OsmoticStress_A	OsmoticStress_B	OsmoticStress_C	Protein_name	ec_number
Chassy_KM_2624	KMXK_0D02420	W0T9E0	KLMA_40218	7356421.545	5411694.265	292863.4565	54116951.65	5411694.265	6309572.445	2928643.565	2154433.69	251187.6432	39809.71706	99999	73563.22545	 Glyceraldehyde-3-phosphate dehydrogenase - GAP1	1.2.1.12
Chassy_KM_3051	KMXK_0E00190	W0TCX8	KLMA_50012	74055.84692	24620923.01	5484415.576	54844164.76	9047356.242	11052950.41	3674660.941	22275428.52	1492494.545	3674660.941	5484415.576	14924954.45	 Potassium-activated aldehyde dehydrogenase - ALD4	
Chassy_KM_2808	KMXK_0D04260	W0TBN1	KLMA_40404	0.318256739	0.584893192	0.737800829	0.737800829	0.737800829	0.584893192	0.737800829	0.737800829	0.737800829	0.445439771	0.737800829	0.737800829	 Aldehyde dehydrogenase 5 - ALD5	
Chassy_KM_87	KMXK_0A00970	W0T8F8	KLMA_10742	0.389495494	0.730195739	0.389495494	0.245197085	0.245197085	0.245197085	0.245197085	0.245197085	0.389495494	0.115883993	0.389495494	0.245197085	 Magnesium-activated aldehyde dehydrogenase - ALD6	
Chassy_KM_4548	KMXK_0G03180	W0TGV8	KLMA_80309	85769588.86	541169525.5	11659143.01	11659143.01	999999	2928643.565	11659143.01	54116951.65	4641587.834	18478496.97	184784978.7	85769588.86	 Elongation factor 1-alpha - TEF	
Chassy_KM_365	KMXK_0A03750	W0T7K9	KLMA_10462	1178768634	848342897.2	163789369.7	1178768634	1178768634	84834288.82	84834288.82	372759371	22758458.26	2275845925	163789369.7	2275845925	 Enolase - ENO	
Chassy_KM_1961	KMXK_0C03060	W0T7K6	KLMA_30312	52982.16906	99999	117209.2298	9999	2591.943797	2591.943797	17432.28822	22121.16291	5735.15251	52982.16906	45202.53656	30390.95382	" Aconitate hydratase, mitochondrial - ACO2b"	4.2.1.-
Chassy_KM_692	KMXK_0A07020	W0T2Z0	KLMA_10153	1.253933905	0.501310729	0.839525796	0.225279857	0	0	0.501310729	0.311133937	0.501310729	0.403003723	0.403003723	0.225279857	" Aconitate hydratase, mitochondrial - ACO2a"	4.2.1.-
Chassy_KM_5080	KMXK_0H04250	W0TJE4	KLMA_70426	496.7023564	26559.87783	10721.67222	868.7490026	1231.846739	2655.087783	7053.802311	4976.023564	1518.911083	4976.023564	99999	35110.91734	 Peroxisomal hydratase-dehydrogenase-epimerase - FOX2	
Chassy_KM_3781	KMXK_0F01270	W0TFY6	KLMA_60435	99999	124518.7085	124518.7085	15504.1578	24039.99184	26825.95795	57795.92884	29934.77295	21543.3469	64493.66771	517946.4679	299356.7295	 ATP synthase subunit beta - ATP2	3.6.3.14
Chassy_KM_1806	KMXK_0C01510	W0TBI1	KLMA_30149	8253.041853	13334.21432	7497.942093	145.7799268	37.3118685	81.54041853	2609.157216	1210.527659	9084.175757	748.8942093	1210.527659	999	 Isocitrate dehydrogenase [NADP] - IDP2	1.1.1.42
Chassy_KM_2875	KMXK_0D04930	W0TEG4	KLMA_40470	157.4893192	172.7800829	90.20108394	68.18309709	7.317637711	16.37800829	99	90.20108394	172.7800829	74.8577575	119.2264435	130.8256739	 Isocitrate dehydrogenase [NADP] - IDP1	1.1.1.42
Chassy_KM_1414	KMXK_0B05960	W0T6K4	KLMA_20582	3510.191734	4327.761281	868.7490026	612.5907273	375.4935807	532.6699231	3052.855509	4036.017259	1416.474163	4036.017259	6578.332247	3763.935807	 Elongation factor 2 - EFT1	
Chassy_KM_4585	KMXK_0G03550	W0TKF9	KLMA_80348	11363.63666	4083.238653	2295.736176	76.42636827	48.48168092	42.54004654	2965.348839	2447.436747	2781.559402	937.0418666	824.4041853	680.2920691	 5-methyltetrahydropteroyltriglutamate homocysteine methyltransferase - MET6	
Chassy_KM_4793	KMXK_0H01380	W0TG03	KLMA_70140	40614.85988	12215.77349	44891.51258	2226.542952	817.5467307	1220.677349	14923.95545	12215.77349	12215.77349	22274.42952	24619.92401	16495.48074	 ATP synthase subunit alpha - ATP1	
Chassy_KM_3020	KMXK_0D06390	W0TAG3	KLMA_40608	11.58925412	4.011872336	6.943282347	5.309573445	2.16227766	4.011872336	11.58925412	6.943282347	11.58925412	18.95262315	14.84893192	5.309573445	 Eukaryotic translation initiation factor 3 subunit G - TIF35	
Chassy_KM_1858	KMXK_0C02030	W0T9L5	KLMA_30201	0.487352107	0.268961003	0.743328822	0	0	0.268961003	0.172102298	0.610262028	0.172102298	0.610262028	0.373823796	0.373823796	 PAB1-binding protein 1 - PBP1	
Chassy_KM_3812	KMXK_0F01580	W0TF55	KLMA_60412	99999	6449465.771	3339.484984	1929.697729	4640.588834	1114.883993	2993576.295	1930696.729	5179473.679	802.0857221	895.1505019	7195.85673	 Phosphotransferase - RAG5	2.7.1.-
Chassy_KM_2934	KMXK_0D05520	W0TAW0	KLMA_40526	19.15337686	26.21338768	59.61898993	2.408856313	3.061585988	3.378288223	23.01235651	11.52639456	17.23348001	16.34324802	33.08856313	17.23348001	 Fatty acid synthase subunit beta - FAS1	
Chassy_KM_4875	KMXK_0H02200	W0TEK0	KLMA_70219	25.62486144	33.69204372	45.41588834	2.204402976	3.175318937	4.298316906	17.38094418	15.97794246	18.89988537	24.92943797	28.59813644	15.53449003	 Fatty acid synthase subunit alpha - FAS2	
Chassy_KM_2256	KMXK_0C06020	W0T8F1	KLMA_30602	115.5914401	6308.573445	2927.644565	57.43414134	91.61187281	291.8644565	734.6422545	1164.914401	680.2920691	500.1872336	583.3414134	540.1695265	 Acetyl-coenzyme A synthetase - ACS1	6.2.1.1
Chassy_KM_3568	KMXK_0E05360	W0TC09	KLMA_50533	6.943282347	5.812920691	5.812920691	2.16227766	4.411695265	2.414548874	3.641588834	4.011872336	2.981071706	3.641588834	4.843414134	2.981071706	 Acetyl-coenzyme A synthetase - ACS2	6.2.1.1
Chassy_KM_291	KMXK_0A03010	W0T3H5	KLMA_10540	65792.32247	9999	9005.280202	13687.7451	6578.332247	5924.530976	9005.280202	18737.17423	9005.280202	43286.61281	13687.7451	35110.91734	 Phosphoglycerate kinase - PGK	2.7.2.3
Chassy_KM_4009	KMXK_0F03550	W0TDT2	KLMA_60219	33244.97932	18232.48001	4488.251258	739.5684692	669.0187504	1349.314038	6060.898993	14923.95545	3673.661941	11051.95141	22274.42952	30077.82518	 Pyruvate kinase - PYK1	2.7.1.40
Chassy_KM_1919	KMXK_0C02640	W0TBT2	KLMA_30264	2154433.69	1467798.268	87991.25436	16680.00537	14676.99268	8798.225436	129153.9665	359380.3664	31621.7766	2154433.69	879921.5436	681291.0691	 60S ribosomal protein L3 - RPL3	
Chassy_KM_4542	KMXK_0G03120	W0THR5	KLMA_80302	15847.93192	39809.71706	63094.73445	12588.25412	11219.18454	3980.071706	8911.509381	14124.37545	5622.413252	125891.5412	141252.7545	354812.3892	 Transketolase - TKL1	2.2.1.1
Chassy_KM_3038	KMXK_0D06570	W0TC93	KLMA_40624	1500.310729	171906.2202	4435.687331	76268.85859	19683.19447	50801.18047	19683.19447	66607.46291	3382.855153	50801.18047	87331.61624	150130.0729	 Alcohol dehydrogenase - adh	
Chassy_KM_4704	KMXK_0H00490	W0TIE1	KLMA_70051	3162276.66	848341.8982	517946.4679	227583.5926	26825.95795	372758.372	1389494.494	848341.8982	1637892.707	61053.02297	610539.2297	138948.5494	 Actin - ACT	
Chassy_KM_3802	KMXK_0F01480	W0TFW6	KLMA_60420	15847.93192	2753.228703	690.8309709	629.9573445	397.1071706	435.5158322	3980.071706	1904.460718	2088.296131	6308.573445	17377.00829	4785.300923	 Dihydrolipoyl dehydrogenase - LPD1	1.8.1.4
Chassy_KM_370	KMXK_0A03800	W0T7K4	KLMA_10457	3323.597932	1822.348001	1822.348001	405.1585988	148.2495545	669.0187504	4960.947603	4060.585988	3006.882518	999	4488.251258	999	 Plasma membrane ATPase - PMA1	3.6.3.6
Chassy_KM_1948	KMXK_0C02930	W0T7J1	KLMA_30297	0.110336318	0.110336318	0.149756995	0	0	0	0	0.035503366	0	0.149756995	0.190577239	0.072267222	 Phospholipid-transporting ATPase - DNF1	3.6.3.1
Chassy_KM_1115	KMXK_0B02970	W0T5P3	KLMA_20282	511.4805877	860.9535665	593.5570709	1344.960324	409.1127071	440.7344703	167.1924325	242.8354098	155.1523006	688.7785379	639.4004271	474.7944314	 Heat shock protein 60 - HSP60	
Chassy_KM_3280	KMXK_0E02480	W0TFM8	KLMA_50245	26101571.16	99999999	5623412.252	215442.469	464157.8834	681291.0691	4641587.834	9999999	2610156.216	3831185.85	17782793.1	12115275.59	 60S ribosomal protein L4-B - RPL4B	
Chassy_KM_118	KMXK_0A01280	W0T8D4	KLMA_10712	9119.108394	999	1317.256739	2753.228703	911.0108394	1095.478196	574.4399373	757.577575	1317.256739	3310.311215	2088.296131	911.0108394	 Heat shock protein SSC1 - SSC1	
Chassy_KM_3748	KMXK_0F00940	W0TEH6	KLMA_60469	10.71190257	6.456740329	11.81867502	1.466930206	2.788186679	2.54013324	3.855953393	4.196204977	5.224688844	7.93265153	9.461834444	6.801118281	 Acetyl-CoA carboxylase - ACC1	
Chassy_KM_359	KMXK_0A03690	W0T3V9	KLMA_10468	1332.521432	2609.157216	1614.598098	236.1373706	109.0694171	463.1588834	3161.27766	1466.799268	1210.527659	1956.341781	5622.413252	1777.27941	" 6-phosphogluconate dehydrogenase, decarboxylating - GND1"	1.1.1.44
Chassy_KM_1811	KMXK_0C01560	W0T8S6	KLMA_30153	497.5106245	136.8906706	57.53853648	17.02245515	15.19206824	16.08276394	39.23936909	37.14128748	93.78599777	380.4128748	144.4757811	43.78811562	 Elongation factor 3 - TEF3	
Chassy_KM_2793	KMXK_0D04110	W0T9W3	KLMA_40388	372758.372	316226.766	22757.45926	19305.97729	16377.93707	19305.97729	51793.74679	71967.5673	13893.95494	372758.372	439396.0561	316226.766	 Fructose-bisphosphate aldolase - FBA1	
Chassy_KM_3352	KMXK_0E03200	W0TFU0	KLMA_50315	485.9675252	6492.816316	3650.741273	2370.373706	4868.675252	8658.643234	4215.965034	8658.643234	2052.525026	42168.65034	8658.643234	31621.7766	 S-(hydroxymethyl)glutathione dehydrogenase - SFA1	1.1.1.284
Chassy_KM_1090	KMXK_0B02720	W0T9E2	KLMA_20256	50.08969775	52.60023165	37.3118685	12.33521432	20.5443469	29.1416253	73.98942093	26.38419634	47.69675252	11.710618	16.7827941	9	" Alpha-1,4 glucan phosphorylase - GPH1"	2.4.1.1
Chassy_KM_3680	KMXK_0F00260	W0TDY2	KLMA_60541	169.125428	35.65241237	61.35507341	31.57020656	20.5443469	23.24462017	48.23882632	69.17038287	93.26684551	61.35507341	169.125428	111.5335583	 2-oxoglutarate dehydrogenase E1 component - KGD1	
Chassy_KM_4967	KMXK_0H03120	W0TFK1	KLMA_70312	9.72267222	214.443469	868.7490026	12.21941148	10.49756995	11.32846739	92.26033469	99	92.26033469	612.5907273	2309.1297	1320.941148	 Long-chain-fatty-acid--CoA ligase 2 - FAA2	
Chassy_KM_3341	KMXK_0E03090	W0TD39	KLMA_50304	8.506529014	11.24368331	12.54777988	3.338730126	0.980173739	1.821950884	9	6.381283196	11.87923625	4.731149775	4.878016072	1.486591219	 Glutamate synthase [NADH] - GLT1	
Chassy_KM_1052	KMXK_0B02340	W0T6J0	KLMA_20220	296.6351442	9999	16236.76739	111.8837892	378.2690191	378.2690191	614.8482111	2334.721469	1273.274986	7846.599704	18328.80711	5454.594781	 3-ketoacyl-CoA thiolase - POT1	
Chassy_KM_2287	KMXK_0C06330	W0TCV6	KLMA_30634	1894.735652	46414.88834	8798.225436	1290.549665	407.4238653	112.6463666	46414.88834	4083.238653	27824.59402	8798.225436	1894.735652	12914.49665	 Transaldolase - TAL1	2.2.1.2
Chassy_KM_3455	KMXK_0E04230	W0TDD2	KLMA_50419	18.05460718	82.17637711	90.20108394	108.6478196	830.7637711	6917.309709	477.6300923	629.9573445	24.11886432	523.8074602	830.7637711	250.1886432	 Catalase - CTT1	1.11.1.6
Chassy_KM_2887	KMXK_0D05050	W0TCH3	KLMA_40482	464157.8834	464157.8834	383117.685	21543.3469	14676.99268	146778.9268	99999	562340.3252	26100.57216	3162276.66	1467798.268	562340.3252	 40S ribosomal protein S4 - RPS4B	
Chassy_KM_3692	KMXK_0F00380	W0TER0	KLMA_60529	9999	21543.3469	3413.548874	629.9573445	734.6422545	3413.548874	3413.548874	25117.86432	1164.914401	85768.58986	184783.9797	116590.4401	 Acetyltransferase component of pyruvate dehydrogenase complex - LAT1	2.3.1.12
Chassy_KM_5005	KMXK_0H03500	W0TEY4	KLMA_70354	11658.14401	13592.56391	6308.573445	2153.43469	1164.914401	3980.071706	34144.48874	63094.73445	4640.588834	29285.44565	73563.22545	54115.95265	" ADP,ATP carrier protein - AAC"	
Chassy_KM_4154	KMXK_0F05000	W0TEZ4	KLMA_60075	2088.296131	523.8074602	207.9296131	143.5439771	130.8256739	189.5460718	574.4399373	157.4893192	207.9296131	108.6478196	362.0780548	82.17637711	 Pyruvate decarboxylase - PDC1	
Chassy_KM_571	KMXK_0A05810	W0T527	KLMA_10279	609.5402297	342.3320018	267.2695795	42.93970561	23.70911228	42.93970561	176.827941	290.2632655	55.23413252	208.6179992	780.3707377	403.7089951	 Rotenone-insensitive NADH-ubiquinone oxidoreductase - NDI1	
Chassy_KM_1612	KMXK_0B07940	W0TAW4	KLMA_20781	3.757944314	379.7546021	327.1927873	27.28869435	25.26363528	20.01748011	99	242.8354098	180.1609194	194.1293423	180.1609194	106.7105056	 TrkA - YUC8	
Chassy_KM_3958	KMXK_0F03040	W0TD46	KLMA_60271	1777.27941	13334.21432	6492.816316	648.3816316	1777.27941	561.3413252	4868.675252	13334.21432	1332.521432	99999	749893.2093	115477.1985	 Probable trans-2-enoyl-CoA reductase - ETR1	
Chassy_KM_3756	KMXK_0F01020	W0TDM8	KLMA_60461	6.943282347	7.912509381	4.308844442	2.981071706	3.466835922	5.309573445	4.011872336	6.079457844	2.349654392	4.623413252	5.683439176	2.758374043	 ATP-dependent 6-phosphofructokinase - PFK2	
Chassy_KM_513	KMXK_0A05230	W0T4J4	KLMA_10341	14.6719108	7.449466108	4.702923698	3.555505605	2.440213263	2.849159022	3.071515548	3.555505605	5.032367686	5.749448574	7.449466108	3.81866605	 ATP-dependent 6-phosphofructokinase - PFK1	
Chassy_KM_1402	KMXK_0B05840	W0T883	KLMA_20568	1995261.315	999999	398106.1706	630956.3445	398106.1706	501186.2336	1584892.192	1584892.192	199525.2315	3981070.706	12589253.12	1995261.315	" Succinate--CoA ligase [ADP-forming] subunit alpha, mitochondrial - LSC1"	6.2.1.5
Chassy_KM_2347	KMXK_0C06930	W0T8N1	KLMA_30687	17781.7941	20534.25026	15398.26526	561.3413252	364.1741273	648.3816316	13334.21432	5622.413252	7497.942093	17781.7941	3650.741273	8658.643234	 Adenosylhomocysteinase - SAH1	3.3.1.1
Chassy_KM_20	KMXK_0A00300	W0T4W1	KLMA_10813	173.75284	85.97490026	56.22367659	16.475284	15.29750835	14.19911083	56.22367659	69.54802311	52.36699231	150.9911083	113.9756995	92.26033469	 Heat shock protein homolog SSE1 - SSE1	
Chassy_KM_3507	KMXK_0E04750	W0TBV5	KLMA_50473	5179474678	719685672	19306976.29	37275936.2	138949548.4	26826956.95	26826956.95	517947466.9	7196855.73	517947466.9	372759371	372759371	 60S ribosomal protein L2 - RPL2	
Chassy_KM_1668	KMXK_0C00130	W0T942	KLMA_30011	0.847849797	18.44862439	16.55676291	24.11886432	2.414548874	2.981071706	10.65914401	9	20.5443469	94.01185073	72.56422545	94.01185073	 Beta-glucosidase - KLMA_30011	3.2.1.21
Chassy_KM_4196	KMXK_0F05420	W0TE50	KLMA_60037	4.411695265	3.957218882	1.928644565	0.88881958	0.930697729	1.457401904	1.993577295	2.197141846	2.646739674	1.993577295	1.993577295	1.404099184	 Protein URA1 - URA2	
Chassy_KM_4418	KMXK_0G01880	W0TK04	KLMA_80178	1.848035868	1.192345972	0.873817423	0.519911083	0.36887451	0.299081397	0.873817423	0.77827941	0.519911083	1.080567538	0.601568264	0.687612476	 Carbamoyl-phosphate synthase arginine-specific large chain - CPA2	
Chassy_KM_45	KMXK_0A00550	W0T5T9	KLMA_10786	1389495493	3727593719	268269578.5	7196855.73	3727592.72	517946.4679	26826956.95	193069771.9	1930696.729	1930697728	1930697728	2682695794	 40S ribosomal protein S6 - RPS6	
Chassy_KM_3380	KMXK_0E03480	W0TD70	KLMA_50344	67.97785379	58.45570709	34.34981105	143.974067	50.24805877	50.24805877	46.57944314	43.17344703	143.974067	79.02502278	155.1523006	73.29639508	 ATP-dependent molecular chaperone HSC82 - HSP82	
Chassy_KM_3208	KMXK_0E01760	W0TFG0	KLMA_50170	37274.9372	22757.45926	4392.970561	1388.495494	718.685673	3161.27766	2274.845926	11786.68635	1929.697729	31621.7766	9999	13893.95494	 40S ribosomal protein S1 - RPS1	
Chassy_KM_4143	KMXK_0F04890	W0TE99	KLMA_60087	120.1527659	62.90804842	28.66348839	6.742636827	11.91549665	13.67799268	14.64748142	16.7827941	48.48168092	55.23413252	45.41588834	39.84238653	 C-1-tetrahydrofolate synthase - ADE3	
Chassy_KM_66	KMXK_0A00760	W0T4R5	KLMA_10763	718.685673	576.9692884	371.759372	576.9692884	110.5883993	25.82695795	576.9692884	414.9562163	414.9562163	895.1505019	333.0484984	718.685673	 Glucose-6-phosphate isomerase - RAG2	5.3.1.9
Chassy_KM_1152	KMXK_0B03340	W0T7J2	KLMA_20318	31622775.6	31622775.6	316226.766	177826.941	562340.3252	316226.766	7498941.093	56234131.52	316226.766	4216964.034	31622775.6	23713736.06	 60S ribosomal protein L20 - RPL20B	
Chassy_KM_4267	KMXK_0G00370	W0TJM6	KLMA_80028	8658.643234	3650.741273	8658.643234	648.3816316	420.6965034	272.8419634	1538.926526	272.8419634	648.3816316	561.3413252	648.3816316	1332.521432	 Fumarate hydratase - FUM1	
Chassy_KM_3825	KMXK_0F01710	W0TDG7	KLMA_60401	126.4274986	884.8667904	378.2690191	182.2980711	111.8837892	161.3776739	614.8482111	334.9818286	142.8449888	482.2930239	783.7599704	614.8482111	 Catalase - CTA1	1.11.1.6
Chassy_KM_1096	KMXK_0B02780	W0T7C7	KLMA_20263	10.54781985	106.4607828	73.98942093	9.746078283	14.39926526	26.38419634	55.23413252	24.48296748	21.06734069	51.32991147	164.48171	176.827941	 Acyl-coenzyme A oxidase - POX1	
Chassy_KM_369	KMXK_0A03790	W0T3V3	KLMA_10458	1831.980711	68.51927962	53.55594781	1.976351442	2.359818286	3.281332399	28.76351442	11.74274986	7.858667904	47.32930239	13.38449888	22.35721469	 Enoate reductase 1 - KYE1	
Chassy_KM_237	KMXK_0A02470	W0T7Z3	KLMA_10592	55.23413252	12.33521432	18.57341781	1.371373706	0.615598098	0.615598098	9	4.108969775	5.189658189	67.12920691	18.57341781	27.72984833	 Enoate reductase 1 - KYE1	
Chassy_KM_4055	KMXK_0F04010	W0TEG9	KLMA_60167	6492.816316	648.3816316	485.9675252	864.9643234	236.1373706	99	999	1153.781985	748.8942093	864.9643234	648.3816316	236.1373706	 Malate dehydrogenase - MDH1	1.1.1.37
Chassy_KM_1575	KMXK_0B07570	W0T6Z2	KLMA_20742	8375.776401	20308.17621	1700.25428	836.6776401	411.4626383	2423.462017	11936.76642	9999	28941.66125	17011.5428	34550.07295	17011.5428	 40S ribosomal protein S3 - RPS3	
Chassy_KM_2779	KMXK_0D03970	W0T9U9	KLMA_40373	4.843414134	45.41588834	30.6227766	11.58925412	170.1328304	13.67799268	28.28644565	106.9775162	26.12272579	78.43282347	99	78.43282347	 Uncharacterized protein - OM45	
Chassy_KM_517	KMXK_0A05270	W0T4J0	KLMA_10336	1273.274986	334.9818286	142.8449888	25.36650899	13.38449888	53.55594781	783.7599704	1127.837892	1273.274986	378.2690191	544.5594781	694.1927962	" Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial - LSC2"	6.2.1.5
Chassy_KM_4402	KMXK_0G01720	W0TJY9	KLMA_80163	2370.373706	2737.419634	1538.926526	85.59643234	176.827941	152.9926526	132.3521432	236.1373706	152.9926526	748.8942093	561.3413252	176.827941	 Mitochondrial outer membrane protein porin 1 - POR1	
Chassy_KM_1939	KMXK_0C02840	W0T9T6	KLMA_30286	6.19685673	2.72759372	6.19685673	0.930697729	0	0	1.682695795	1.682695795	2.72759372	1.682695795	0	0.389495494	 Monothiol glutaredoxin-3 - GRX3	
Chassy_KM_504	KMXK_0A05140	W0T3J8	KLMA_10348	333.0484984	192.0697729	110.5883993	110.5883993	63.49466771	79.30857221	267.2695795	154.051578	576.9692884	239.4099184	56.79692884	137.9495494	 ATP-dependent RNA helicase eIF4A - TIF1	
Chassy_KM_1673	KMXK_0C00180	W0T947	KLMA_30016	12.89495494	192.0697729	70.9685673	25.82695795	60.05402297	2.16227766	60.05402297	438.3970561	315.227766	609.5402297	6.19685673	116.8768635	 Putative reductase 1 - YPR1	
Chassy_KM_1451	KMXK_0B06330	W0T633	KLMA_20619	63.93816316	73.98942093	9	420.6965034	1.053525026	0.539926526	648.3816316	864.9643234	864.9643234	35.51741273	0.77827941	0	 Putative reductase 1 - YPR1	
Chassy_KM_3732	KMXK_0F00780	W0TEJ2	KLMA_60484	25.36650899	15.23776739	12.5387618	6.386199822	10.99353946	10.99353946	12.5387618	13.38449888	14.28306733	15.23776739	23.81628923	17.32980711	 Cell division control protein 48 - CDC48	
Chassy_KM_1776	KMXK_0C01210			236.1373706	864.9643234	748.8942093	152.9926526	132.3521432	63.93816316	272.8419634	485.9675252	152.9926526	364.1741273	999	748.8942093	CBS 6556 specific No description in DMKU3-1042- NA	
Chassy_KM_2480	KMXK_0D00970	W0T9L0	KLMA_40081	51.32991147	79.58421878	41.16965034	7.058421878	7.659643234	5.493816316	38.24189758	21.06734069	51.32991147	30.6227766	30.6227766	22.71373706	 Bifunctional purine biosynthesis protein ADE17 - ADE17	
Chassy_KM_4747	KMXK_0H00920	W0TFW4	KLMA_70095	1273.274986	783.7599704	1127.837892	28.76351442	36.92690191	17.32980711	111.8837892	262.6650899	182.2980711	296.6351442	427.1332399	262.6650899	 Cytochrome b-c1 complex subunit 1 - COR1	
Chassy_KM_1003	KMXK_0B01850	W0T5D1	KLMA_20172	296.6351442	205.9138081	99	25.36650899	25.36650899	17.32980711	334.9818286	205.9138081	161.3776739	614.8482111	1273.274986	783.7599704	 Pyruvate dehydrogenase E1 component subunit alpha - PDA1	1.2.4.1
Chassy_KM_153	KMXK_0A01630	W0T8A1	KLMA_10677	463.1588834	598.4842503	680.2920691	145.7799268	39.84238653	45.41588834	188.5735652	99	526.4997064	145.7799268	99	165.8100537	 Protein MET17 - MET17	
Chassy_KM_3198	KMXK_0E01660	W0TBQ4	KLMA_50161	13.12537545	18.95262315	222.8721139	9	111.2018454	69.79457844	78.43282347	198.5262315	43.66835922	2237.721139	4465.835922	1583.893192	 Dihydroxyacetone kinase 1 - DAK1	
Chassy_KM_4697	KMXK_0H00420	W0TE32	KLMA_70044	141.510267	9999	24243.62017	586.8016072	57.78016072	48.23882632	17011.5428	2029.917621	999	1192.776642	1700.25428	1700.25428	 Sorbitol dehydrogenase 1 - SOR1	
Chassy_KM_2204	KMXK_0C05490	W0T8B2	KLMA_30552	5.468607662	5.078323128	2.931828756	0.645190588	0.982883949	0.750827032	4.366976946	2.931828756	3.45295851	4.711586478	7.829699955	2.065395295	 Eukaryotic translation initiation factor 3 subunit A - TIF32	
Chassy_KM_2413	KMXK_0D00300	W0T9F4	KLMA_40016	32.40484984	6.19685673	7.030857221	2.340484984	1.15443469	0.930697729	7.961505019	12.89495494	11.45197085	14.5051578	14.5051578	6.19685673	 Saccharopine dehydrogenase [NADP - LYS9	
Chassy_KM_4801	KMXK_0H01460	W0TEC9	KLMA_70149	14677991.68	31622775.6	464157.8834	681291.0691	1467798.268	681291.0691	1467798.268	21544345.9	681291.0691	146779925.8	215443468	316227765	 60S ribosomal protein L32 - RPL32	
Chassy_KM_3238	KMXK_0E02060	W0TFI4	KLMA_50200	99999	77425.36827	59947.42503	2153.43469	3592.813664	7741.636827	12914.49665	166809.0537	16680.00537	77425.36827	359380.3664	77425.36827	 60S acidic ribosomal protein P0 - RPP0	
Chassy_KM_4740	KMXK_0H00850	W0TF05	KLMA_70087	3592.813664	2153.43469	3592.813664	12914.49665	1290.549665	2153.43469	5993.842503	4640.588834	1667.100537	5993.842503	128.1549665	2781.559402	 Superoxide dismutase [Cu-Zn] - SOD1	1.15.1.1
