Gene ontology (biological process)	Gene names  (ORF ) DMKU	Entry Uniprot ID	UNIprot ID	description	Gene Names CBS6556
phospholipid metabolic process [GO:0006644]	KLMA_10078	W0T2R0	W0T2R0	 Lipid phosphate phosphatase 1 - LPP1 	KMXK_0A07740
ascospore formation [GO:0030437]; axial cellular bud site selection [GO:0007120]; ER to Golgi vesicle-mediated transport [GO:0006888]; negative regulation of receptor localization to synapse [GO:1902684]; regulation of AMPA receptor activity [GO:2000311]	KLMA_10240	W0T2R2	W0T2R2	 ER-derived vesicles protein ERV14 - ERV14 	KMXK_0A06190
translation [GO:0006412]	KLMA_10083	W0T2R5	W0T2R5	 Ribosomal_L37e super family - RpL37a 	KMXK_0A07690
cellular response to glucose starvation [GO:0042149]; regulation of mitotic metaphase/anaphase transition [GO:0030071]	KLMA_10245	W0T2R7	W0T2R7	 Protein SDS23 - SDS23 	KMXK_0A06130
	KLMA_10088	W0T2S0	W0T2S0	 PH-like super family protein - SKG3 	KMXK_0A07650
	KLMA_10250	W0T2S1	W0T2S1	 YAP1-binding protein 1 - YBP1 	KMXK_0A06080
	KLMA_10093	W0T2S5	W0T2S5	 Probable kinetochore protein SPC25 - SPC25 	KMXK_0A07600
"DNA repair [GO:0006281]; meiotic gene conversion [GO:0006311]; meiotic sister chromatid segregation [GO:0045144]; regulation of transcription, DNA-templated [GO:0006355]; transcription by RNA polymerase II [GO:0006366]"	KLMA_10255	W0T2S6	W0T2S6	 Mediator of RNA polymerase II transcription subunit 31 - SOH1 	KMXK_0A06040
phospholipid catabolic process [GO:0009395]	KLMA_10260	W0T2S9	W0T2S9	 Lysophospholipase - PLB 	KMXK_0A05990
transcription by RNA polymerase II [GO:0006366]	KLMA_10098	W0T2T1	W0T2T1	 Transcription initiation factor TFIID subunit 2 - TAF2 	KMXK_0A07550
aminophospholipid transport [GO:0015917]; mitochondrial genome maintenance [GO:0000002]; mitochondrial outer membrane translocase complex assembly [GO:0070096]; mitochondrion-endoplasmic reticulum membrane tethering [GO:1990456]; mitochondrion inheritance [GO:0000001]; protein import into mitochondrial outer membrane [GO:0045040]	KLMA_10265	W0T2T3	W0T2T3	 Mitochondrial distribution and morphology protein 12 - MDM12 	KMXK_0A05950
attachment of spindle microtubules to kinetochore involved in homologous chromosome segregation [GO:0051455]; cellular response to nutrient [GO:0031670]; exit from mitosis [GO:0010458]; intracellular signal transduction [GO:0035556]; meiotic centromeric cohesion protection [GO:1990813]; positive regulation of attachment of mitotic spindle microtubules to kinetochore [GO:1902425]; positive regulation of cell size [GO:0045793]; positive regulation of G2/M transition of mitotic cell cycle [GO:0010971]; positive regulation of GTPase activity [GO:0043547]; positive regulation of mitotic metaphase/anaphase transition [GO:0045842]; positive regulation of mitotic spindle pole body separation [GO:0010696]; positive regulation of protein export from nucleus [GO:0046827]; positive regulation of protein localization to cell division site involved in mitotic actomyosin contractile ring assembly [GO:0110083]; positive regulation of septation initiation signaling [GO:0031031]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of nucleus organization [GO:1903353]; regulation of protein localization to mitotic spindle pole body [GO:1902542]; resolution of meiotic recombination intermediates [GO:0000712]; spindle assembly involved in meiosis [GO:0090306]; synaptonemal complex disassembly [GO:0070194]	KLMA_10270	W0T2T7	W0T2T7	 Serine/threonine-protein kinase - CDC5 	KMXK_0A05900
autophagy [GO:0006914]; exocytosis [GO:0006887]	KLMA_10103	W0T2T8	W0T2T8	 Rab guanine nucleotide exchange factor SEC2 - SEC2 	KMXK_0A07500
	KLMA_10275	W0T2U2	W0T2U2	 RNA exonuclease NGL2 - NGL2 	KMXK_0A05850
endocytosis [GO:0006897]; phosphatidylinositol-mediated signaling [GO:0048015]; positive regulation of Golgi to plasma membrane protein transport [GO:0042998]; positive regulation of protein secretion [GO:0050714]	KLMA_10108	W0T2U3	W0T2U3	 Phosphatidylinositol 4-kinase PIK1 - PIK1 	KMXK_0A07460
chromatin silencing at telomere [GO:0006348]; negative regulation of autophagy [GO:0010507]; phosphate ion transport [GO:0006817]; positive regulation of TORC1 signaling [GO:1904263]; protein localization to vacuolar membrane [GO:1903778]; transcription by RNA polymerase I [GO:0006360]; transcription by RNA polymerase III [GO:0006383]	KLMA_10280	W0T2U5	W0T2U5	 GTP-binding protein GTR1 - GTR1 	KMXK_0A05800
	KLMA_10113	W0T2U8	W0T2U8	 Uncharacterized membrane protein YGL140C - KLMA_10113 	KMXK_0A07410
inner mitochondrial membrane organization [GO:0007007]	KLMA_10285	W0T2V1	W0T2V1	 She9_MDM33 super family - SHE9 	KMXK_0A05750
chromatin silencing at silent mating-type cassette [GO:0030466]; DNA replication initiation [GO:0006270]; pre-replicative complex assembly involved in nuclear cell cycle DNA replication [GO:0006267]; regulation of chromatin silencing at telomere [GO:0031938]	KLMA_10118	W0T2V2	W0T2V2	 Origin recognition complex subunit 5 - ORC5 	KMXK_0A07360
mRNA export from nucleus [GO:0006406]	KLMA_10290	W0T2V6	W0T2V6	 IBN_N super family - SXM1 	KMXK_0A05720
	KLMA_10123	W0T2V8	W0T2V8	 Protein SIP3 - SIP3 	KMXK_0A07310
transmembrane transport [GO:0055085]	KLMA_10295	W0T2W0	W0T2W0	 Probable transporter MCH2 - MCH2 	KMXK_0A05680
	KLMA_10128	W0T2W3	W0T2W3	 Uncharacterized protein - RTC4 	KMXK_0A07260
"nuclear-transcribed mRNA catabolic process, exonucleolytic [GO:0000291]; positive regulation of nuclear-transcribed mRNA poly(A) tail shortening [GO:0060213]; positive regulation of translational initiation [GO:0045948]; regulation of cell separation after cytokinesis [GO:0010590]; telomeric repeat-containing RNA transcription by RNA polymerase II [GO:0097394]; transcription initiation from RNA polymerase II promoter [GO:0006367]"	KLMA_10300	W0T2W5	W0T2W5	 DNA-directed RNA polymerase II subunit RPB7 - RPB7 	KMXK_0A05630
	KLMA_10305	W0T2W9	W0T2W9	 Probable phosphoglycerate mutase YOR283W - KLMA_10305 	KMXK_0A05580
carbohydrate metabolic process [GO:0005975]	KLMA_10133	W0T2X0	W0T2X0	 Protein MPA43 - MPA43 	KMXK_0A07210
	KLMA_10310	W0T2X2	W0T2X2	 Family of serine hydrolases 3 - FSH3 	KMXK_0A05530
double-strand break repair via nonhomologous end joining [GO:0006303]; nucleosome assembly [GO:0006334]; positive regulation of histone H3-K9 acetylation [GO:2000617]	KLMA_10138	W0T2X5	W0T2X5	 Vacuolar protein sorting-associated protein 75 - VPS75 	KMXK_0A07160
	KLMA_10315	W0T2X7	W0T2X7	 Transport protein particle 130 kDa subunit - TRS130 	KMXK_0A05480
	KLMA_10320	W0T2Y2	W0T2Y2	" 1,3-beta-glucanosyltransferase - GAS3 "	KMXK_0A05420
	KLMA_10148	W0T2Y4	W0T2Y4	 F-box domain - KLMA_10148 	KMXK_0A07070
anaphase-promoting complex-dependent catabolic process [GO:0031145]; positive regulation of mitotic metaphase/anaphase transition [GO:0045842]	KLMA_10325	W0T2Y7	W0T2Y7	 Anaphase-promoting complex subunit CDC23 - CDC23 	KMXK_0A05370
tricarboxylic acid cycle [GO:0006099]	KLMA_10153	W0T2Z0	W0T2Z0	" Aconitate hydratase, mitochondrial - ACO2a "	KMXK_0A07020
	KLMA_10330	W0T2Z1	W0T2Z1	 HSF_DNA-bind super family - MGA1 	KMXK_0A05320
"exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000467]; nuclear polyadenylation-dependent mRNA catabolic process [GO:0071042]; nuclear polyadenylation-dependent rRNA catabolic process [GO:0071035]; nuclear polyadenylation-dependent tRNA catabolic process [GO:0071038]; nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5' [GO:0034427]; poly(A)+ mRNA export from nucleus [GO:0016973]"	KLMA_10158	W0T2Z6	W0T2Z6	 Exosome complex component RRP43 - RRP43 	KMXK_0A06970
ubiquinone biosynthetic process [GO:0006744]	KLMA_10163	W0T302	W0T302	" Ubiquinone biosynthesis O-methyltransferase, mitochondrial - COQ3 "	KMXK_0A06920
	KLMA_10345	W0T305	W0T305	 tRNA (Uracil-5-)-methyltransferase - TRM2 	KMXK_0A05180
protein glycosylation [GO:0006486]	KLMA_10350	W0T310	W0T310	 Probable mannosyltransferase YUR1 - YUR1 	KMXK_0A05120
	KLMA_10355	W0T312			
"regulation of transcription, DNA-templated [GO:0006355]; transcription initiation from RNA polymerase II promoter [GO:0006367]"	KLMA_10360	W0T316	W0T316	 Transcription initiation factor IIE subunit beta - TFA2 	KMXK_0A05030
	KLMA_10168	W0T318	W0T318	 tRNA (Guanine-N(1)-)-methyltransferase - TRM10 	KMXK_0A06870
protein import into mitochondrial matrix [GO:0030150]	KLMA_10365	W0T321	W0T321	 Presequence translocated-associated motor subunit PAM17 - PAM17 	KMXK_0A04980
endocytosis [GO:0006897]	KLMA_10370	W0T325	W0T325	 Pantothenate transporter FEN2 - FEN2 	KMXK_0A04930
autophagy of peroxisome [GO:0030242]; protein localization by the Cvt pathway [GO:0032258]; protein localization to phagophore assembly site [GO:0034497]; vesicle organization [GO:0016050]	KLMA_10375	W0T330	W0T330	 Autophagy-related protein 27 - ATG27 	KMXK_0A04880
(1->6)-beta-D-glucan biosynthetic process [GO:0006078]; cell wall biogenesis [GO:0042546]	KLMA_10380	W0T333	W0T333	 Cell wall synthesis protein KRE9 - KRE9 	KMXK_0A04840
cellular zinc ion homeostasis [GO:0006882]	KLMA_10385	W0T337	W0T337	 Zinc-regulated transporter 3 - ZRT3 	KMXK_0A04770
Arp2/3 complex-mediated actin nucleation [GO:0034314]; ascospore wall assembly [GO:0030476]; endocytosis [GO:0006897]; establishment of mitochondrion localization [GO:0051654]; mitochondrion inheritance [GO:0000001]; protein localization by the Cvt pathway [GO:0032258]	KLMA_10173	W0T339	W0T339	 Actin-related protein 2 - ARP2 	KMXK_0A06820
"aerobic respiration [GO:0009060]; mitochondrial electron transport, ubiquinol to cytochrome c [GO:0006122]"	KLMA_10390	W0T342	W0T342	 Cytochrome b-c1 complex subunit 8 - QCR8 	KMXK_0A04720
cellular manganese ion homeostasis [GO:0030026]; mitochondrion organization [GO:0007005]	KLMA_10178	W0T343	W0T343	 Protein MAM3 - MAM3 	KMXK_0A06770
	KLMA_10395	W0T346	W0T346	 MatE super family - KLMA_10395 	KMXK_0A04650
	KLMA_10183	W0T348	W0T348	 Zinc finger - RPN4 	KMXK_0A06720
cell morphogenesis involved in conjugation with cellular fusion [GO:0000753]; posttranslational protein targeting to endoplasmic reticulum membrane [GO:0006620]; protein insertion into ER membrane [GO:0045048]	KLMA_10400	W0T349	W0T349	 Ubiquitin-like protein MDY2 - MDY2 	KMXK_0A04390
rRNA processing [GO:0006364]	KLMA_10405	W0T354	W0T354	 Bud site selection protein 21 - KLMA_10405 	KMXK_0A04340
chromosome segregation [GO:0007059]	KLMA_10188	W0T355	W0T355	 Serine/threonine-protein kinase KIN3 - KIN3 	KMXK_0A06670
	KLMA_10410	W0T359	W0T359	 54S ribosomal protein L20 - MRPL20 	KMXK_0A04280
meiotic chromosome segregation [GO:0045132]	KLMA_10415	W0T364	W0T364	 Shugoshin - SGO1 	KMXK_0A04230
	KLMA_10203	W0T367			
"cellular protein localization [GO:0034613]; nucleotide-excision repair, DNA damage recognition [GO:0000715]; ubiquitin-dependent protein catabolic process [GO:0006511]"	KLMA_10420	W0T369	W0T369	 DNA repair protein RAD7 - RAD7 	KMXK_0A04170
	KLMA_10208	W0T371	W0T371	 Peroxisomal biogenesis factor 8 - PEX8 	KMXK_0A06500
spliceosomal complex assembly [GO:0000245]	KLMA_10425	W0T373	W0T373	 Pre-mRNA-splicing factor RSE1 - RSE1 	KMXK_0A04120
	KLMA_10213	W0T376	W0T376	 DUF1640 - KLMA_10213 	KMXK_0A06450
	KLMA_10430	W0T377	W0T377	 RRM - PES4 	KMXK_0A04050
regulation of cell cycle [GO:0051726]	KLMA_10218	W0T381	W0T381	 Uncharacterized protein YLR287C - KLMA_10218 	KMXK_0A06400
prolyl-tRNA aminoacylation [GO:0006433]	KLMA_10435	W0T382	W0T382	 Putative prolyl-tRNA synthetase YHR020W - KLMA_10435 	KMXK_0A04000
thiamine metabolic process [GO:0006772]	KLMA_10223	W0T385	W0T385	 Protein PET18 - PET18 	KMXK_0A06350
	KLMA_10440	W0T386	W0T386	 Uncharacterized protein - KLMA_10440 	KMXK_0A03950
mRNA 5'-splice site recognition [GO:0000395]; spliceosomal snRNP assembly [GO:0000387]	KLMA_10228	W0T389	W0T389	 U1 small nuclear ribonucleoprotein C homolog - YHC1 	KMXK_0A06300
5S class rRNA transcription by RNA polymerase III [GO:0042791]; protein localization to chromatin [GO:0071168]	KLMA_10445	W0T390	W0T390	 Transcription factor tau 138 kDa subunit - TFC3 	KMXK_0A03900
chromatin remodeling [GO:0006338]	KLMA_10233	W0T393	W0T393	 Uncharacterized protein - KLMA_10233 	KMXK_0A06260
deactivation of mitotic spindle assembly checkpoint [GO:1902426]; negative regulation of mitotic spindle pole body separation [GO:0010697]; positive regulation of ubiquitin-dependent protein catabolic process [GO:2000060]; positive regulation of ubiquitin protein ligase activity [GO:1904668]	KLMA_10450	W0T394	W0T394	 APC/C activator protein CDH1 - CDH1 	KMXK_0A03860
	KLMA_10238	W0T398	W0T398	 Uncharacterized protein - KLMA_10238 	KMXK_0A06210
siroheme biosynthetic process [GO:0019354]; sulfate assimilation [GO:0000103]	KLMA_10243	W0T3A2	W0T3A2	 Siroheme biosynthesis protein MET8 - MET8 	KMXK_0A06150
"transcription, DNA-templated [GO:0006351]"	KLMA_10460	W0T3A3	W0T3A3	 GAL4-like Zn2Cys6 binuclear cluster DNA-binding domain - PDR1 	KMXK_0A03770
carbon utilization [GO:0015976]; negative regulation of pyruvate dehydrogenase activity [GO:1904183]; peptidyl-serine phosphorylation [GO:0018105]	KLMA_10248	W0T3A6	W0T3A6	 Probable protein kinase YGL059W - PKP2 	KMXK_0A06100
"regulation of transcription from RNA polymerase II promoter in response to oxidative stress [GO:0043619]; response to xenobiotic stimulus [GO:0009410]; transcription, DNA-templated [GO:0006351]"	KLMA_10465	W0T3A7	W0T3A7	 Protein STB5 - STB5 	KMXK_0A03720
gluconeogenesis [GO:0006094]; pyruvate metabolic process [GO:0006090]	KLMA_10253	W0T3B0	W0T3B0	 Pyruvate carboxylase - PYC2 	KMXK_0A06050
	KLMA_10258	W0T3B5	W0T3B5	 OPA3-like protein - KLMA_10258 	KMXK_0A06010
quinolinic acid transmembrane transport [GO:1903222]	KLMA_10475	W0T3B6	W0T3B6	 High-affinity nicotinic acid transporter - TNA1 	KMXK_0A03640
"plasma membrane tubulation [GO:0097320]; protein targeting to vacuole [GO:0006623]; retrograde transport, endosome to Golgi [GO:0042147]"	KLMA_10263	W0T3B9	W0T3B9	 Sorting nexin MVP1 - MVP1 	KMXK_0A05960
Golgi to vacuole transport [GO:0006896]; protein targeting to vacuole [GO:0006623]	KLMA_10480	W0T3C1	W0T3C1	 AP-3 complex subunit beta - APL6 	KMXK_0A03590
aerobic respiration [GO:0009060]	KLMA_10268	W0T3C3	W0T3C3	 Mitochondrial intermembrane space cysteine motif-containing protein MIC17 - MIC17 	KMXK_0A05920
protein palmitoylation [GO:0018345]	KLMA_10273	W0T3C7	W0T3C7	 Palmitoyltransferase PFA4 - PFA4 	KMXK_0A05870
mitochondrial RNA catabolic process [GO:0000957]	KLMA_10278	W0T3D1	W0T3D1	 Exoribonuclease II - DSS1 	KMXK_0A05820
cytoplasmic translation [GO:0002181]; regulation of translation [GO:0006417]	KLMA_10495	W0T3D3	W0T3D3	 Antiviral helicase SLH1 - SLH1 	KMXK_0A03460
cellular ion homeostasis [GO:0006873]; mitochondrion inheritance [GO:0000001]	KLMA_10283	W0T3D4	W0T3D4	 Mitochondrial distribution and morphology protein 32 - MDM32 	KMXK_0A05770
ceramide biosynthetic process [GO:0046513]	KLMA_10500	W0T3D7	W0T3D7	 Ceramide synthase subunit LIP1 - LIP1 	KMXK_0A03410
'de novo' IMP biosynthetic process [GO:0006189]; adenine metabolic process [GO:0046083]; nucleoside metabolic process [GO:0009116]; purine nucleobase biosynthetic process [GO:0009113]	KLMA_10505	W0T3E2	W0T3E2	 Amidophosphoribosyltransferase - ADE4 	KMXK_0A03360
"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]; positive regulation of transcription by RNA polymerase I [GO:0045943]"	KLMA_10293	W0T3E4	W0T3E4	 U3 small nucleolar RNA-associated protein 5 - UTP5 	KMXK_0A05700
"regulation of cell size [GO:0008361]; regulation of endoplasmic reticulum unfolded protein response [GO:1900101]; regulation of transcription from RNA polymerase II promoter in response to oxidative stress [GO:0043619]; response to singlet oxygen [GO:0000304]; transcription, DNA-templated [GO:0006351]"	KLMA_10510	W0T3E7	W0T3E7	 HSF_DNA-bind super family - SKN7 	KMXK_0A03310
ascospore wall assembly [GO:0030476]	KLMA_10298	W0T3E9	W0T3E9	 Cytochrome P450-DIT2 - DIT2 	KMXK_0A05650
	KLMA_10515	W0T3F1	W0T3F1	 GAL4-like Zn2Cys6 binuclear cluster DNA-binding domain - KLMA_10515 	KMXK_0A03260
	KLMA_10303	W0T3F3	W0T3F3	 Putative thiosulfate sulfurtransferase FMP31 - RDL2 	KMXK_0A05600
	KLMA_10520	W0T3F6	W0T3F6	 Uncharacterized protein AN0679 - KLMA_10520 	KMXK_0A03210
histone deubiquitination [GO:0016578]; histone H3-K4 methylation [GO:0051568]; histone H3-K79 methylation [GO:0034729]; RNA splicing [GO:0008380]; ubiquitin-dependent protein catabolic process [GO:0006511]	KLMA_10308	W0T3F8	W0T3F8	 Ubiquitinyl hydrolase 1 - UBP8 	KMXK_0A05550
