NCBI_CBS6556	Uniprot_DMKU3_1042	Gene_name_DMKU3_1042	standard_A	standard_B	standard_C	high_temp_A	high_temp_B	high_temp_C	low_pH_A	low_pH_B	low_pH_C	osmotic_stress_A	osmotic_stress_B	osmotic_stress_C	Protein_name	ec_number	Coverage	MW
KMXK_0A00970	W0T8F8	KLMA_10742	0.2433829	0.238259787	0.403547288	1.55948738	1.050729456	0.686352423	0.432393029	0.245216851	0.380819216	0.396077214	0.708305298	0.281067957	 Magnesium-activated aldehyde dehydrogenase - ALD6		15	"549,000,015,258,789"
KMXK_0E04230	W0TDD2	KLMA_50419	6.558981708	11.0527282	16.19920224	22.12465746	35.58202877	60.324684	30.09350897	29.37763561	14.90315436	30.59261021	32.85785669	25.08808764	 Catalase - CTT1	1.11.1.6	66	"624,000,015,258,789"
KMXK_0F01710	W0TDG7	KLMA_60401	9.357595431	11.8421847	18.18765432	19.36856942	19.72513334	22.1243712	26.81883634	11.61459285	15.46530836	21.5888692	18.7326009	14.30297593	 Catalase - CTA1	1.11.1.6	62	"577,000,007,629,395"
KMXK_0G03550	W0TKF9	KLMA_80348	36.91542011	39.6312216	49.11771724	38.26727636	35.45591468	43.02333138	81.84206955	49.32928257	66.20833708	60.07553014	43.19106229	54.30496212	 5-methyltetrahydropteroyltriglutamate homocysteine methyltransferase - MET6		76	"861,999,969,482,422"
KMXK_0H04250	W0TJE4	KLMA_70426	12.13512732	20.14589072	33.4835154	21.80053392	22.37429831	46.53100517	33.19134559	28.61659494	33.72425526	35.07545971	39.0663224	36.66435766	 Peroxisomal hydratase-dehydrogenase-epimerase - FOX2		65	"101,599,998,474,121"
KMXK_0G00680	W0TG93	KLMA_80059	95.08362917	73.07284442	90.46763697	100.0712563	77.83447411	100.4549946	121.7700623	61.44891554	80.50509582	83.73063315	99.80438011	97.73272401	 Glyceraldehyde-3-phosphate dehydrogenase - GAP3	1.2.1.12	66	"354,000,015,258,789"
KMXK_0D02420	W0T9E0	KLMA_40218	28.22362594	24.10446095	28.14105411	62.72386913	51.11044493	56.73518744	38.67111433	23.64120362	28.97789023	38.18555709	21.22565781	23.23360809	 Glyceraldehyde-3-phosphate dehydrogenase - GAP1	1.2.1.12	60	"350,999,984,741,211"
KMXK_0G03180	W0TGV8	KLMA_80309	69.47618763	64.39188539	87.68295114	63.7563907	70.19234822	96.40289628	91.96324651	77.68528388	105.7992808	104.0802585	102.2696738	82.40329117	 Elongation factor 1-alpha - TEF		72	"497,999,992,370,606"
KMXK_0E03090	W0TD39	KLMA_50304	3.329800041	4.031029341	6.233835523	8.20329815	5.832663198	7.569507731	7.641725303	6.784022915	14.66290382	7.925807294	7.147319196	4.190488757	 Glutamate synthase [NADH] - GLT1		40	"236,399,993,896,484"
KMXK_0D05520	W0TAW0	KLMA_40526	4.515122322	4.712906355	9.363214966	4.325657498	6.932139229	7.65684423	5.717954821	6.750757501	8.668686005	9.541438357	7.434753294	6.58344845	 Fatty acid synthase subunit beta - FAS1		49	"227,699,996,948,242"
KMXK_0A03010	W0T3H5	KLMA_10540	50.39421651	51.73220459	68.05299947	131.4808226	104.7453268	131.9850055	71.92260244	60.91333529	71.39313114	92.11387677	94.41196459	98.80294721	 Phosphoglycerate kinase - PGK	2.7.2.3	84	"442,999,992,370,605"
KMXK_0C03060	W0T7K6	KLMA_30312	17.39688575	14.9665255	25.34922427	25.08509098	18.84525994	27.09865334	31.67837343	15.40354037	26.88357537	26.91861919	26.96914633	24.49888573	" Aconitate hydratase, mitochondrial - ACO2b"	4.2.1.-	56	"849,000,015,258,789"
KMXK_0A07020	W0T2Z0	KLMA_10153	1.575547499	1.075882925	0.7634201	1.008537546	0.115360319	0.171873764	0.91435099	0.892600136	1.080844999	0.837556501	1.044786549	0.594354551	" Aconitate hydratase, mitochondrial - ACO2a"	4.2.1.-	25	"866,999,969,482,422"
KMXK_0F00940	W0TEH6	KLMA_60469	4.456668821	3.846969754	6.094677946	2.710282687	4.208512931	7.688041395	4.198265379	4.718913681	4.207472319	7.3996051	8.152129863	4.48876315	 Acetyl-CoA carboxylase - ACC1		46	"249,699,996,948,242"
KMXK_0C06020	W0T8F1	KLMA_30602	9.311227169	17.53901065	30.50956943	20.12210907	14.86796388	20.19927032	15.87988523	15.22808379	19.55446879	18.32586563	20.84534084	16.67854079	 Acetyl-coenzyme A synthetase - ACS1	6.2.1.1	63	"78,5"
KMXK_0E05360	W0TC09	KLMA_50533	3.741951988	4.502690779	6.20443991	2.944231839	3.414706883	5.087525156	4.178468485	5.247139329	6.07128797	4.404683046	5.868741598	4.972970045	 Acetyl-coenzyme A synthetase - ACS2	6.2.1.1	39	"749,000,015,258,789"
KMXK_0F01270	W0TFY6	KLMA_60435	52.0707302	32.66481133	52.51803411	50.60252225	52.22225933	66.90299262	59.27998542	36.24023331	40.70860156	50.18877349	75.71602743	66.69503196	 ATP synthase subunit beta - ATP2	3.6.3.14	83	54
KMXK_0B05960	W0T6K4	KLMA_20582	17.73160565	18.55754175	18.33934537	18.93876239	19.05618663	27.48063212	23.04532151	19.51775031	28.37797715	29.51497629	26.51470598	19.5541504	 Elongation factor 2 - EFT1		68	"931,999,969,482,422"
KMXK_0H02200	W0TEK0	KLMA_70219	3.753271109	3.674266254	7.415976686	4.104419364	4.663807909	7.188736558	4.759436124	5.97669327	7.418275505	6.189026511	9.241802949	6.646890305	 Fatty acid synthase subunit alpha - FAS2		47	"207,100,006,103,516"
KMXK_0B02720	W0T9E2	KLMA_20256	12.72616912	10.87714149	17.90402917	15.53877117	20.4385638	32.22575398	24.09894655	15.23867106	22.84062983	13.70168966	14.71623873	11.23634723	" Alpha-1,4 glucan phosphorylase - GPH1"	2.4.1.1	61	"103,300,003,051,758"
KMXK_0H01380	W0TG03	KLMA_70140	30.75694387	21.65857013	35.57299065	34.79662621	21.43338832	31.93331257	48.0198272	19.96349004	32.5336217	37.10755778	39.2443132	36.40551638	 ATP synthase subunit alpha - ATP1		56	59
KMXK_0C01510	W0TBI1	KLMA_30149	22.00263218	19.82795446	29.40839909	27.10021209	12.52316236	18.65808859	32.97644734	15.07536603	29.0431713	18.98608138	28.07425185	21.43564316	 Isocitrate dehydrogenase [NADP] - IDP2	1.1.1.42	65	"467,000,007,629,395"
KMXK_0D04930	W0TEG4	KLMA_40470	16.81157595	13.52985763	27.87486668	27.43664297	11.87012867	13.40104936	23.28814917	22.73416373	27.52868408	16.4099704	21.45072523	13.93510395	 Isocitrate dehydrogenase [NADP] - IDP1	1.1.1.42	63	48
KMXK_0D04110	W0T9W3	KLMA_40388	57.36365403	63.52375576	53.28622675	46.06343764	43.99883949	71.53133696	56.05153644	43.06126163	41.38826813	60.18617599	80.1912671	68.81028162	 Fructose-bisphosphate aldolase - FBA1		85	"394,000,015,258,789"
KMXK_0F01580	W0TF55	KLMA_60412	27.77059079	47.19733647	18.79870312	21.07196732	33.69930286	27.1287224	86.56498666	69.04701759	71.47235	20.40990942	20.3800676	22.62197721	 Phosphotransferase - RAG5	2.7.1.-	83	"535,999,984,741,211"
KMXK_0G03120	W0THR5	KLMA_80302	13.79111582	14.85993315	19.21998182	20.46792541	16.58770648	25.80086975	23.69919423	14.12461532	18.80750657	19.56105284	30.10058897	27.67379684	 Transketolase - TKL1	2.2.1.1	60	"736,999,969,482,422"
KMXK_0E03200	W0TFU0	KLMA_50315	19.18537684	30.59389098	44.74100518	67.25822888	55.05751491	62.01596642	32.48116181	42.63282746	44.68170434	68.86105689	55.83425982	64.63554143	 S-(hydroxymethyl)glutathione dehydrogenase - SFA1	1.1.1.284	75	"404,000,015,258,789"
KMXK_0F00260	W0TDY2	KLMA_60541	7.387418096	5.044593701	8.202036384	11.66951496	8.978671057	9.630284097	8.249195553	7.32331109	10.28130548	13.6123588	14.39619593	10.9919837	 2-oxoglutarate dehydrogenase E1 component - KGD1		48	115
KMXK_0F01020	W0TDM8	KLMA_60461	3.708057944	4.028559002	2.941412873	4.56714251	4.570759205	6.809911724	4.14062054	5.014377991	5.340942357	5.090693078	4.314307631	4.633087125	 ATP-dependent 6-phosphofructokinase - PFK2		43	"101,900,001,525,879"
KMXK_0A05230	W0T4J4	KLMA_10341	3.466348984	2.209890897	2.297792588	3.530226386	3.976973739	3.543763569	3.072382198	2.436157485	3.409034331	2.473233982	3.295304338	1.525107041	 ATP-dependent 6-phosphofructokinase - PFK1		37	"107,599,998,474,121"
KMXK_0F05420	W0TE50	KLMA_60037	2.659699441	1.728578369	1.521581701	2.174835619	2.125867664	1.928136195	2.337258248	2.717128338	3.222338266	1.741785423	1.739238716	1.519285363	 Protein URA1 - URA2		35	"246,899,993,896,484"
KMXK_0G01880	W0TK04	KLMA_80178	0.637350651	0.623934675	0.442728722	0.191055258	0.204803672	0.032559409	0.232482448	0.517643847	0.626812321	0.65192634	0.197922194	0.593324227	 Carbamoyl-phosphate synthase arginine-specific large chain - CPA2		18	"123,300,003,051,758"
KMXK_0A03690	W0T3V9	KLMA_10468	19.49734819	22.70842642	20.319369	31.12239492	29.1278315	24.99709899	28.51031623	24.93049933	38.71680583	38.37365115	32.24100056	28.57537923	" 6-phosphogluconate dehydrogenase, decarboxylating - GND1"	1.1.1.44	72	"532,999,992,370,606"
KMXK_0C01560	W0T8S6	KLMA_30153	9.041365585	6.303391714	5.740361902	7.393122552	6.552980439	9.763196071	8.464523442	7.401699592	10.95399648	14.3064519	9.57213883	7.692963247	 Elongation factor 3 - TEF3		54	"115,400,001,525,879"
KMXK_0B07940	W0TAW4	KLMA_20781	3.638365484	12.12863084	23.4375957	16.86260944	17.35223181	18.78579126	17.30997986	17.77252367	23.17705242	14.91904994	23.44609879	21.22063192	 TrkA - YUC8		64	"779,000,015,258,789"
KMXK_0D06570	W0TC93	KLMA_40624	14.71708531	30.33842743	34.59409812	39.06763865	37.73578412	43.8373652	29.87986535	36.88301501	37.14818872	46.08388512	58.02028234	54.95608569	 Alcohol dehydrogenase - adh		52	"415,999,984,741,211"
KMXK_0B02790	W0T523	KLMA_20264	3.169632868	2.501278343	3.758848665	2.908685097	3.941398488	4.645458561	4.027532849	4.39489192	5.212057234	4.158063633	5.286895577	3.4775541	 Clathrin heavy chain - CHC1		42	"186,800,003,051,758"
KMXK_0C00130	W0T942	KLMA_30011	1.591025917	7.395626663	10.65757921	20.41345201	6.593711098	6.959278517	13.42155742	8.970689524	11.82069697	20.98894955	24.57592196	22.96568996	 Beta-glucosidase - KLMA_30011	3.2.1.21	53	"93,5"
KMXK_0A03800	W0T7K4	KLMA_10457	6.575005335	4.985850556	9.643466003	7.781874941	8.76666505	11.19885453	15.83275703	10.33295484	25.53070321	14.50299581	9.749616381	8.354293403	 Plasma membrane ATPase - PMA1	3.6.3.6	40	"978,000,030,517,578"
KMXK_0C05990	W0TCS3	KLMA_30599	48.91023059	45.96340701	68.41395337	48.56128099	55.08945196	60.47278139	110.8006474	118.8154131	118.7020876	101.4947253	89.46649784	95.83103697	 Protein AIM2 - AIM2		66	"27,5"
KMXK_0H03120	W0TFK1	KLMA_70312	3.695331465	8.251083159	14.54335354	13.3140567	9.493339614	11.8582805	11.79354959	8.151965626	15.94949173	22.26476722	27.56631012	12.41153558	 Long-chain-fatty-acid--CoA ligase 2 - FAA2		49	"840,999,984,741,211"
KMXK_0A01280	W0T8D4	KLMA_10712	10.04037451	8.607170134	18.82008637	23.5707772	18.20367267	21.45543195	18.60149129	10.5491967	14.39715646	14.97399653	18.88871993	15.23338367	 Heat shock protein SSC1 - SSC1		50	"693,000,030,517,578"
KMXK_0D05180	W0TBW6	KLMA_40494	3.751184838	4.475847982	4.569199079	3.442359379	2.653487727	3.216303321	4.188778391	7.272206369	4.496491016	6.212077783	4.079843859	3.318686375	 Sulfite reductase [NADPH] subunit beta - MET5		48	"158,600,006,103,516"
KMXK_0F03550	W0TDT2	KLMA_60219	20.34367245	15.25690759	20.70761272	18.6688299	17.27918212	33.56258249	22.71685859	26.55170098	22.88970932	23.80681414	26.56743589	30.43360322	 Pyruvate kinase - PYK1	2.7.1.40	78	"545,999,984,741,211"
KMXK_0B02970	W0T5P3	KLMA_20282	8.192752219	10.28614361	19.05687194	28.16865423	21.75460558	38.25309208	19.53568977	11.07899527	13.86951559	20.36297058	20.11411156	16.28633927	 Heat shock protein 60 - HSP60		61	"609,000,015,258,789"
KMXK_0A00300	W0T4W1	KLMA_10813	8.832008037	9.392421151	8.435137073	11.81720912	12.6675803	11.86252398	13.42490222	11.06826049	12.66444807	14.98851065	18.50392175	16.4001294	 Heat shock protein homolog SSE1 - SSE1		54	"773,000,030,517,578"
KMXK_0A03750	W0T7K9	KLMA_10462	26.26125181	27.49725457	21.09592441	35.74284486	43.05918382	41.8470886	34.5226661	18.37729606	18.32591076	25.94533766	25.82839646	36.25893301	 Enolase - ENO		63	"467,000,007,629,395"
KMXK_0B02340	W0T6J0	KLMA_20220	9.79867415	29.36535039	41.64534806	18.87967533	23.7866543	22.2749531	35.77752432	18.9961262	20.23326028	37.10755778	50.03412047	40.03274043	 3-ketoacyl-CoA thiolase - POT1		74	"430,999,984,741,211"
KMXK_0H00490	W0TIE1	KLMA_70051	28.2797642	25.58784976	33.3387356	46.15282922	36.26780914	39.08419005	36.57357093	28.49285928	49.46177249	33.50183073	42.77290351	30.79659933	 Actin - ACT		68	"412,999,992,370,605"
KMXK_0E02480	W0TFM8	KLMA_50245	36.65505944	25.66469595	39.92783057	38.27655839	32.49061176	38.4233356	40.93104647	26.41409191	46.23332135	40.04708312	47.29539115	46.68249142	 60S ribosomal protein L4-B - RPL4B		64	"390,999,984,741,211"
KMXK_0E03480	W0TD70	KLMA_50344	5.153063629	5.945350716	6.662048683	14.47639526	12.09976965	17.12670827	12.82314543	13.02393692	11.29366076	14.31666679	14.99670796	11.45049499	 ATP-dependent molecular chaperone HSC82 - HSP82		42	"814,000,015,258,789"
KMXK_0F04890	W0TE99	KLMA_60087	5.33856875	3.960187681	5.722046694	8.638693869	6.172362486	8.671820236	8.69183516	5.961436018	8.176520283	12.03444361	7.399728868	7.668418067	 C-1-tetrahydrofolate synthase - ADE3		44	"102,400,001,525,879"
KMXK_0A08010	W0T3P9	KLMA_10051	11.49023907	13.05704551	21.07469025	22.81011624	34.15281175	57.02740902	17.8227242	18.90059647	10.71770919	17.73506054	17.83357886	16.89174283	 Phosphotransferase - GLK1	2.7.1.-	65	"535,999,984,741,211"
KMXK_0A05810	W0T527	KLMA_10279	20.6477162	16.29390138	17.79257943	21.56110307	11.91883598	14.17136361	17.17831789	13.07562839	20.30631472	19.7177407	18.3256886	16.00812481	 Rotenone-insensitive NADH-ubiquinone oxidoreductase - NDI1		71	"574,000,015,258,789"
KMXK_0C06930	W0T8N1	KLMA_30687	16.3461015	13.23143966	19.11801199	13.67832691	15.01224745	23.95707651	23.40966433	22.3530139	23.87855369	34.11662509	23.08193287	20.1628692	 Adenosylhomocysteinase - SAH1	3.3.1.1	51	"490,999,984,741,211"
KMXK_0E01130	W0TCJ3	KLMA_50104	5.266643423	4.938553227	5.962467149	3.662282989	4.125742	5.702219567	9.158775706	7.73680919	6.087698007	10.07357923	5.884604174	7.565103207	 Alanine--tRNA ligase - ALA1	6.1.1.7	49	"106,900,001,525,879"
KMXK_0D03970	W0T9U9	KLMA_40373	1.217544875	9.236177124	9.179758767	14.47639526	25.60134066	20.22491714	23.06742808	14.74421543	5.067859844	23.81503452	23.42361597	16.89984392	 Uncharacterized protein - OM45		57	"62,5"
KMXK_0A05140	W0T3J8	KLMA_10348	17.39688575	19.59875829	19.63116028	29.2297644	22.41019146	29.34185031	30.90723353	22.95299316	27.22076361	24.27433595	20.76792445	20.09059442	 ATP-dependent RNA helicase eIF4A - TIF1		70	"44,5"
KMXK_0F04010	W0TEG9	KLMA_60167	29.41695952	26.45174807	37.24728209	40.31446364	40.45970991	40.4690555	52.26204568	22.63343474	27.74263096	26.44275298	31.5189611	31.88781157	 Malate dehydrogenase - MDH1	1.1.1.37	80	36
KMXK_0B06330	W0T633	KLMA_20619	20.02017496	14.26696238	8.454793058	43.85314256	8.386991887	7.473400192	49.81922086	28.25325949	17.46932375	6.689301637	0.822957091	1.209046488	 Putative reductase 1 - YPR1		79	"344,000,015,258,789"
KMXK_0C00180	W0T947	KLMA_30016	8.90009816	11.32618982	12.05751518	18.2760894	16.84607643	10.65793516	24.85876499	12.61206141	7.936975949	8.254980814	4.82224773	12.82614771	 Putative reductase 1 - YPR1		65	"342,000,007,629,395"
KMXK_0F01480	W0TFW6	KLMA_60420	15.33842618	7.638690138	12.93786386	17.83363643	14.76937696	20.60148129	17.12772655	12.3067311	11.43062906	22.87539576	24.19262408	11.13351692	 Dihydrolipoyl dehydrogenase - LPD1	1.8.1.4	60	"527,999,992,370,606"
KMXK_0H04420	W0THL5	KLMA_70443	15.52270753	11.77092581	10.12348611	18.37196513	27.10274917	17.21800499	10.46903807	11.01696725	15.87154965	11.73678921	4.632054108	9.966707664	 Probable 2-methylcitrate dehydratase - PDH1		59	"587,999,992,370,605"
KMXK_0B02780	W0T7C7	KLMA_20263	3.57970914	6.27602288	13.34831787	5.59809356	5.407249001	4.529963552	8.23832854	8.989762441	10.77740031	10.43310617	11.91873056	17.88878829	 Acyl-coenzyme A oxidase - POX1		44	"829,000,015,258,789"
KMXK_0E01660	W0TBQ4	KLMA_50161	5.131861351	5.023837722	9.114109709	7.231440178	14.91561016	23.43043493	10.76954426	11.38215452	9.485003505	20.81636703	20.51645794	19.43293233	 Dihydroxyacetone kinase 1 - DAK1		53	"627,999,992,370,606"
KMXK_0D05020	W0TBV3	KLMA_40479	24.40556884	22.85822518	25.80541124	25.39972166	21.44437246	21.50957081	30.90723353	21.96378087	17.10923541	17.79473831	26.31264214	28.80182187	 Cytochrome b-c1 complex subunit 2 - QCR2		71	"389,000,015,258,789"
KMXK_0A06050	W0T3B0	KLMA_10253	3.006354404	2.800460444	3.392459203	4.715839479	3.177371945	4.087413122	4.21558096	3.029008035	4.363728268	6.013719907	4.885336867	3.220699317	 Pyruvate carboxylase - PYC2	6.4.1.1	39	"128,600,006,103,516"
KMXK_0C01060	W0TBD3	KLMA_30099	7.497279513	6.511987003	6.092230087	48.59425897	13.3817643	16.48537145	11.45325876	9.847885727	14.18731705	17.08968035	8.841675576	9.678099356	 Phosphoglucomutase-2 - PGM2		52	"622,000,007,629,395"
KMXK_0C00110	W0TB61	KLMA_30009	0	0.121688493	1.214053598	45.75616021	1.204317788	0.350546741	0.045341988	0.025714151	0	21.48696779	6.967676317	6.023753708	 Beta-galactosidase - LAC4		61	"117,5"
KMXK_0C07360			0	0	0	8.763695924	1.345432722	0	0	0	0	4.282750504	0	1.579489605	No description in DMKU3-1042- NA		26	"20,5"
KMXK_0C06300	W0TAV6	KLMA_30631	21.40789923	20.07427527	22.94566292	9.356691999	9.037713093	10.68798229	18.11436907	14.72726199	21.05392843	25.73678179	27.70320739	24.19971283	" Ketol-acid reductoisomerase, mitochondrial - ILV5"	1.1.1.86	60	"445,999,984,741,211"
KMXK_0C02640	W0TBT2	KLMA_30264	17.17972102	10.57078143	20.37332843	20.8052822	12.84637729	17.45278973	19.18381719	18.19063158	39.31700771	21.25220422	27.30740785	25.62843151	 60S ribosomal protein L3 - RPL3		46	"435,999,984,741,211"
KMXK_0D00970	W0T9L0	KLMA_40081	9.140514501	7.263598898	13.70084177	8.802089644	11.05224122	12.42736348	15.06426665	9.20939056	16.45870996	8.896502703	15.90962515	12.97493351	 Bifunctional purine biosynthesis protein ADE17 - ADE17		58	"649,000,015,258,789"
KMXK_0E04070	W0TE03	KLMA_50402	5.261235151	7.908799048	9.343875662	8.227731771	6.113472889	8.259282243	7.160655962	6.866741631	7.107941493	11.09124387	9.399709886	9.329774084	 2-isopropylmalate synthase - LEU4		48	"64,5"
KMXK_0F03480	W0TD08	KLMA_60226	1.930697942	1.890057523	1.462076225	0.508608583	0.178096443	0.265343459	0.618891989	2.450702238	0.867210912	0.901956801	2.566232922	1.23155751	 2-isopropylmalate synthase - LEU4		28	"670,999,984,741,211"
KMXK_0H00420	W0TE32	KLMA_70044	9.29000798	30.1221966	36.27432096	30.43862038	13.52669526	16.46658326	19.96054928	18.01000434	27.96934918	20.29159525	24.88794865	25.86724549	 Sorbitol dehydrogenase 1 - SOR1		81	"382,999,992,370,605"
KMXK_0B00530	W0T518	KLMA_20042	11.65196711	9.826633839	14.12203137	23.92697122	15.2020611	22.64934325	11.79829762	8.092053643	21.35570266	2.218930175	3.281077508	3.029790472	 Acetyl-CoA hydrolase - ACH1		62	58
KMXK_0F05000	W0TEZ4	KLMA_60075	11.31255186	7.381521099	8.470930465	11.32792352	15.95343643	22.50307458	11.51888778	7.163926646	9.199238848	7.712679271	8.892339807	6.78960294	 Pyruvate decarboxylase - PDC1		53	"617,999,992,370,605"
KMXK_0D01320	W0TDD4	KLMA_40110	6.165423891	10.49864732	9.483224743	14.85059719	14.34432561	13.7229881	12.60514717	12.84168649	10.00335227	19.3059074	17.9429303	19.0671522	" 3-hydroxyisobutyryl-CoA hydrolase, mitochondrial - EHD3"	3.1.2.4	45	"555,999,984,741,211"
KMXK_0A02290	W0T3Q1	KLMA_10610	3.226114141	3.158205729	3.3621292	1.973295233	2.176599357	2.214212754	4.620199449	3.250423716	3.462109505	5.607720923	5.901201657	2.555249327	 Protein SCP160 - SCP160		42	"135,300,003,051,758"
KMXK_0B03480	W0T7N1	KLMA_20333	3.64047598	3.563845417	8.653458508	93.43887813	10.68789045	11.32176412	5.827794963	3.854693404	9.876018967	20.47802001	8.540454274	10.67546217	 Galactokinase - GAL1		54	"559,000,015,258,789"
KMXK_0C04000	W0T9G9	KLMA_30403	4.707695669	3.715022437	3.954899232	5.224730608	5.228868044	5.244765622	5.797304645	5.736360123	9.515285382	5.823663238	4.475397612	4.898770869	 Aminopeptidase - APE2	3.4.11.-	44	"975,999,984,741,211"
KMXK_0H00920	W0TFW4	KLMA_70095	15.12231742	9.601116125	21.60068666	13.87733569	11.18886602	12.63192253	16.88640768	10.5021412	13.48585909	12.63854541	18.68830643	15.43835253	 Cytochrome b-c1 complex subunit 1 - COR1		56	"482,999,992,370,606"
KMXK_0C07160	W0TD23	KLMA_30709	5.865829805	5.436565439	7.246420344	7.883689116	6.729919925	4.834085034	6.550106751	9.026330349	11.50094674	8.787429234	6.82486484	6.235816386	 Glutamyl-tRNA synthetase - GUS1		51	"808,000,030,517,578"
KMXK_0G01720	W0TJY9	KLMA_80163	15.63989842	17.61939426	27.86119191	23.6780102	17.70503438	21.26386895	31.97561512	16.33984778	11.12550348	15.99757013	27.22220082	18.72876033	 Mitochondrial outer membrane protein porin 1 - POR1		62	"292,000,007,629,395"
KMXK_0C02840	W0T9T6	KLMA_30286	1.760641596	1.202276816	3.918191311	4.946134082	5.736504126	3.463385975	4.198265379	2.380901971	2.324022647	2.41713752	0.381381697	1.715271367	 Monothiol glutaredoxin-3 - GRX3		39	"276,000,003,814,697"
KMXK_0A01630	W0T8A1	KLMA_10677	14.46332142	15.56957834	19.46672678	16.66687276	9.38409133	16.73078439	16.94784015	11.5015646	14.92638123	8.8480386	13.08337719	12.08136396	 Protein MET17 - MET17		60	"482,000,007,629,395"
KMXK_0A06750	W0T2L5	KLMA_10180	14.3019621	14.00091152	21.2935603	12.44793122	9.307836616	15.2932826	10.56577073	14.78673758	19.53803192	15.39827456	22.19755109	28.53662881	 Argininosuccinate synthase - ARG1		61	"465,999,984,741,211"
KMXK_0F00780	W0TEJ2	KLMA_60484	5.507467478	3.940997683	3.877729235	5.542537514	6.760807893	8.264290223	5.024924145	5.287918942	5.939911684	6.741289418	7.363871783	6.511892262	 Cell division control protein 48 - CDC48		40	"911,999,969,482,422"
KMXK_0G03210	W0THS3	KLMA_80312	5.436973445	5.644327389	6.95919233	6.563672134	6.339910044	11.01666606	11.44999321	7.025537175	10.0842917	10.48833145	9.747866098	8.680641721	 Glycyl-tRNA synthetase 1 - GRS1		35	"749,000,015,258,789"
KMXK_0E04920	W0TBW7	KLMA_50488	3.378102768	2.078566116	2.622993533	13.60488761	21.58652989	29.16333257	4.56204491	4.683948323	4.017905581	4.953590773	27.11864222	21.83144364	 Inositol-3-phosphate synthase - INO1		56	"587,999,992,370,605"
KMXK_0F00380	W0TER0	KLMA_60529	12.05134948	7.80518154	14.12028814	14.07821345	21.63482887	16.75209484	17.13084248	13.43147455	10.05642192	18.60112842	21.66295931	16.54040392	 Acetyltransferase component of pyruvate dehydrogenase complex - LAT1	2.3.1.12	48	"490,999,984,741,211"
KMXK_0B03470	W0T5V9	KLMA_20332	2.201503647	4.146842859	3.289131619	49.44480272	6.463283905	9.629558431	0.504732702	1.123834419	0.70724733	17.01164233	5.773076466	5.91624219	 Bifunctional protein GAL10 - GAL10		53	"76,5"
