GeneName_CENPK	uniprotID_S288c	GeneName_S288C	Standard _A	Standard _B	Standard _C	High_temperature_A	High_temperature_B	High_temperature_C	Low_pH_A	Low_pH_B	Low_pH_C	Osmotic_stress _A	Osmotic_stress _B	Osmotic_stress _C	uniprotID_CENPK	Protein_name	Coverage	MW
CENPK1137D_3299	P04807	YGL253W	4.823527551	6.308567554	4.956002166	5.915883581	6.653258018	4.328739139	9.098235946	8.073723955	8.889869872	11.12071483	14.76141528	12.78805409	N1P4P1	Hexokinase-2 - HXK2	71	"537,999,992,370,605"
CENPK1137D_3515	P22202	YER103W	15.20068211	13.68501282	13.36153519	13.75831665	14.36279378	14.96195942	11.7322166	14.31155645	12.89715328	17.44417808	20.49644063	14.37365981	N1P731	Heat shock protein SSA4 - SSA4	62	"69,5"
CENPK1137D_4754	P09435	YBL075C	15.46234104	15.9203874	17.66896761	13.52154038	18.68543498	15.25569003	13.92274086	20.73856552	16.97095472	10.00444342	11.81773858	7.712467398	N1P8N4	Heat shock protein SSA3 - SSA3	56	"704,000,015,258,789"
CENPK1137D_1268	P16474	YJL034W	7.336292937	4.541628433	4.988825712	6.087399631	8.133403941	8.044292055	5.565162067	5.556100568	5.47806469	7.124069051	4.009201879	5.366724903	N1P0X7	78 kDa glucose-regulated protein homolog - KAR2	44	"743,000,030,517,578"
CENPK1137D_4214	P32324	YOR133W	29.86828025	24.53891291	27.82829546	26.57522699	27.7428202	28.85389347	19.69204465	22.20220808	24.4465555	22.45728044	32.5232094	28.66302367	N1P7B9	Elongation factor 2 - EFT1	75	"930,999,984,741,211"
CENPK1137D_891	P06169	YLR044C	46.39856309	50.30907927	47.8014044	50.61727708	56.52605504	58.09515625	44.64299365	46.19947744	35.2841332	48.48200495	48.4003261	54.59385959	N1P0G2	Pyruvate decarboxylase isozyme 1 - PDC1	71	"614,000,015,258,789"
CENPK1137D_3053	P26263	YGR087C	4.554542392	4.98523582	5.117099953	5.789042824	6.451492476	6.315037505	6.822073151	7.552250721	5.061456191	3.814849971	3.680890899	3.91071634	N1P9V9	Pyruvate decarboxylase isozyme 3 - PDC6	39	"614,000,015,258,789"
CENPK1137D_2692	Q00955	YNR016C	5.11247106	5.54335511	4.871330974	4.738761912	5.822355712	5.829068782	4.36322486	4.830227904	5.318499587	5.250383898	5.524011166	5.494246985	N1P4Q3	Acetyl-CoA carboxylase - ACC1	53	250
CENPK1137D_4997	Q01574	YAL054C	18.62477249	18.82838232	21.19241246	22.5132783	22.97476521	26.96711733	11.62375164	15.2779253	15.47411772	11.90955962	14.6388945	13.25051488	N1P7N2	Acetyl-coenzyme A synthetase 1 - ACS1	66	79
CENPK1137D_541	P52910	YLR153C	8.485487245	7.543706862	8.092866689	6.734121349	7.384945411	6.81881625	4.742668763	8.785178198	7.811598045	7.788369179	7.477785231	9.722497442	N1NZR0	Acetyl-coenzyme A synthetase 2 - ACS2	55	"753,000,030,517,578"
CENPK1137D_1415	P00830	YJR121W	48.93070198	54.58204752	43.61606289	41.0008036	44.66897555	39.73492624	52.13459659	49.3845013	42.1001809	64.61340352	56.52245223	68.50101599	N1P8W3	"ATP synthase subunit beta, mitochondrial - ATP2"	85	"547,000,007,629,395"
CENPK1137D_3207	P16861	YGR240C	6.105240229	6.392088447	5.934112526	6.446700251	8.745159031	7.516088418	4.401816519	4.488822323	8.67458713	9.526511857	11.41693694	8.776263203	N1P2M1	ATP-dependent 6-phosphofructokinase subunit alpha - PFK1	62	"107,800,003,051,758"
CENPK1137D_242	P16862	YMR205C	3.012725083	2.458407876	2.743043628	2.979987313	4.289395244	3.09450266	2.312891528	3.049520784	3.174368288	4.324248719	3.746304055	4.490985505	N1P0I3	ATP-dependent 6-phosphofructokinase subunit beta - PFK2	56	"104,400,001,525,879"
CENPK1137D_4941	P00549	YAL038W	38.48029753	43.32956017	41.21337777	41.53960668	45.28210157	45.40427837	32.75880423	42.15584684	35.52563599	38.91839614	41.86081323	45.17315268	N1P8V5	Pyruvate kinase 1 - CDC19	85	"544,000,015,258,789"
CENPK1137D_2362	P52489	YOR347C	0.281461175	0.594580973	0.433581371	0.74653713	0.407232228	0.308623976	0.615502286	0.681380495	0.129254691	0.235749734	0.561882039	0.466424782	N1P3V3	Pyruvate kinase 2 - PYK2	28	"550,999,984,741,211"
CENPK1137D_1019	Q02207	YKR009C	9.475559918	9.132751736	10.46897817	12.80579385	10.44511502	12.54584294	7.765697203	9.404470942	9.176189294	10.74484842	9.201271664	11.82180635	N1NZF4	Peroxisomal hydratase-dehydrogenase-epimerase - FOX2	71	"98,5"
CENPK1137D_1222	P06105	YJL080C	2.450533387	2.689570332	1.861001573	2.522154964	2.632966849	3.327392119	2.641835645	2.544337689	2.405114663	2.670043023	1.917945732	1.896221588	N1P334	Protein SCP160 - SCP160	44	"134,600,006,103,516"
CENPK1137D_624	P16521	YLR249W	13.66848089	12.45601534	11.97403802	8.362571019	9.749400076	9.31278445	9.187502314	9.689222841	11.19899359	14.46176845	15.82129557	13.90154507	N1NYG5	Elongation factor 3A - YEF3	70	"115,699,996,948,242"
CENPK1137D_2662	P53978	YNL014W	1.989334454	2.452346696	2.267902413	3.414208337	3.044578959	4.281049627	1.776107211	1.96620685	2.022380622	1.419585717	1.02302338	1.137034312	N1P4M0	Elongation factor 3B - HEF3	43	"115,699,996,948,242"
CENPK1137D_677	P19414	YLR304C	10.40839216	11.53111992	9.534221786	10.81335222	10.5599716	11.83090967	9.80506076	10.52230032	9.821947652	11.04216421	11.61763398	12.17739196	N1P1J9	"Aconitate hydratase, mitochondrial - ACO1"	62	"851,999,969,482,422"
CENPK1137D_1295	P39533	YJL200C	3.602834536	4.603213289	3.950762533	3.372741494	3.758689827	3.679190096	3.559001871	4.167580879	4.338201809	2.412755443	4.104045202	3.011928183	N1P8L4	"Homocitrate dehydratase, mitochondrial - ACO2"	43	"864,000,015,258,789"
CENPK1137D_1639	P54115	YPL061W	32.87017528	32.36180498	30.20363734	27.17422384	34.25425856	27.51599347	31.29418039	35.45086084	34.66791963	66.90389436	89.07333467	75.97446666	N1NX93	"Magnesium-activated aldehyde dehydrogenase, cytosolic - ALD6"	78	"542,999,992,370,605"
CENPK1137D_1799	P02829	YPL240C	10.78585125	24.77333113	18.06525161	29.73309868	31.03943425	37.99512125	21.77197954	20.2687475	20.3114996	29.02347327	20.86324903	14.51454655	N1NXP6	ATP-dependent molecular chaperone HSP82 - HSP82	52	"811,999,969,482,422"
CENPK1137D_3221	P00924	YGR254W	33.19045949	36.98284878	38.33078405	24.60535305	39.30270078	28.73337162	40.64014172	46.0085556	41.95428343	52.64657388	53.07543996	45.01547854	N1P439	Enolase 1 - ENO1	80	"467,000,007,629,395"
CENPK1137D_5376	P38689	YHL011C	1.327713892	1.238130893	1.208864742	1.554558125	1.622858257	1.949248501	1.28169657	2.248766421	1.166850489	1.905704947	2.005022035	2.061046601	N1P336	Ribose-phosphate pyrophosphokinase 3 - PRS3	33	35
CENPK1137D_4810	P38063	YBL068W	0	0.840854284	0.386884428	0.085712786	0.519378692	0.32597767	0.214341302	0.454097163	0.500000336	0.249005764	0.261982866	0.416190586	N1P9M4	Ribose-phosphate pyrophosphokinase 4 - PRS4	19	"355,999,984,741,211"
CENPK1137D_3512	P38620	YER099C	0	0.552070828	0.210364043	0.089190535	0.282406304	0.111835327	0.073535496	0.246910209	0.271869542	0.259109034	0.089880204	0.226298936	N1P3H7	Ribose-phosphate pyrophosphokinase 2 - PRS2	19	"347,000,007,629,395"
CENPK1137D_945	P14540	YKL060C	54.32801747	62.51609715	66.12576225	36.08302788	52.41112658	42.26446742	66.04908446	64.4337479	61.84563525	86.27043456	77.48309921	84.03900744	N1P7U8	Fructose-bisphosphate aldolase - FBA1	85	"39,5"
CENPK1137D_673	P31539	YLL026W	13.71119225	15.21459791	12.70296564	15.28843434	18.93488489	17.47068794	13.46829544	15.23366719	16.06332331	8.353434559	9.358260854	7.295667456	N1NZK6	Heat shock protein 104 - HSP104	67	"101,900,001,525,879"
CENPK1137D_1594	P32589	YPL106C	11.62721659	11.680971	10.78888075	10.95387565	12.7085496	10.86195578	11.08196933	10.36404804	10.21848415	18.63765951	21.63966079	21.06063835	N1NX50	Heat shock protein homolog SSE1 - SSE1	65	"771,999,969,482,422"
CENPK1137D_4723	P32590	YBR169C	5.067640173	5.345296759	5.116190744	5.012572674	7.568265771	5.205196479	2.763903947	5.415599264	4.453654098	4.801119049	3.639410911	3.707135328	N1PAU3	Heat shock protein homolog SSE2 - SSE2	48	"77,5"
CENPK1137D_724	P06168	YLR355C	46.62162	56.31497623	44.04894176	28.92535249	30.1961994	31.35411352	41.47844614	47.05400414	42.12975811	28.67554991	38.80181483	38.01639167	N1NYP1	"Ketol-acid reductoisomerase, mitochondrial - ILV5"	72	"442,999,992,370,605"
CENPK1137D_152	P38009	YMR120C	14.39575865	13.95241696	12.59915004	8.04665964	11.15046645	9.067998665	12.04705834	14.29790054	16.28284519	15.51859126	20.30280595	16.85359412	N1P0C5	Bifunctional purine biosynthesis protein ADE17 - ADE17	78	"650,999,984,741,211"
CENPK1137D_876	P54113	YLR028C	6.125096249	6.896976986	5.02942555	4.659858907	5.591617605	5.842961315	5.01982397	6.987687527	6.889544895	3.831722838	5.762207966	6.404377747	N1P0E7	Bifunctional purine biosynthesis protein ADE16 - ADE16	61	"650,999,984,741,211"
CENPK1137D_1336	P0CS90	YJR045C	13.70954429	16.19283609	20.05373618	14.71108893	20.56221943	16.70662566	12.91485877	17.50048938	12.93710155	16.89326943	17.26833933	23.05035744	N1P1J4	"Heat shock protein SSC1, mitochondrial - SSC1"	62	"706,999,969,482,422"
CENPK1137D_2390	P07262	YOR375C	23.76079463	23.83026446	21.90294974	14.94519995	17.7970492	20.48304982	46.28008803	46.20473228	42.47090834	45.4203167	49.93001006	43.25517961	N1NX34	NADP-specific glutamate dehydrogenase 1 - GDH1	77	"494,000,015,258,789"
CENPK1137D_4927	P39708	YAL062W	3.464480889	3.63764859	2.962407498	3.411219011	3.162734355	4.77676962	10.03991594	9.989084244	12.23803276	7.233003418	9.260114733	5.88322382	N1P7G4	NADP-specific glutamate dehydrogenase 2 - GDH3	46	"49,5"
CENPK1137D_1434	P47169	YJR137C	6.031870914	7.427565366	6.05817638	4.293258436	4.911313836	3.503868519	5.219107774	5.920663421	6.519163606	5.621460729	4.740993319	5.165604002	N1P0B3	Sulfite reductase [NADPH] subunit beta - MET5	64	161
CENPK1137D_4331	P19358	YDR502C	27.66934892	24.77763429	23.53338148	19.5396899	19.47327074	25.63082299	23.23745656	26.66686391	19.63710484	24.11005355	19.69078128	17.86619471	N1P7G8	S-adenosylmethionine synthase 2 - SAM2	78	"420,999,984,741,211"
CENPK1137D_559	P10659	YLR180W	18.55350456	17.30166966	12.61675364	10.06148155	12.00336977	17.28529912	14.07430983	16.36740623	14.65454168	18.01678978	12.33790509	12.19815639	N1NYC1	S-adenosylmethionine synthase 1 - SAM1	76	"417,000,007,629,395"
CENPK1137D_4905	P07251	YBL099W	24.78658512	30.4817991	22.79547253	18.49603996	24.01002765	20.91564458	22.97122401	29.48240488	21.1292917	28.07757822	28.07702967	32.287276	N1P9R2	"ATP synthase subunit alpha, mitochondrial - ATP1"	60	"58,5"
CENPK1137D_3170	P07245	YGR204W	8.172641221	8.158537449	6.762671786	8.430395331	7.722150868	7.746922684	6.519497731	5.215403481	6.209101648	7.085107603	7.454352725	6.400043421	N1P634	"C-1-tetrahydrofolate synthase, cytoplasmic - ADE3"	62	102
CENPK1137D_4629	P09440	YBR084W	0.788321604	1.081492382	0.788647755	1.014173657	0.521939239	0.419266897	0.933802498	0.925658109	0.692809991	0.971391096	0.798529019	0.848387134	N1P8D0	"C-1-tetrahydrofolate synthase, mitochondrial - MIS1"	24	106
CENPK1137D_4186	P17255	YDL185W	6.700129572	6.688566958	6.971464796	6.27222949	6.989970983	8.939815908	5.87823019	6.111390473	7.611417256	7.470402697	6.320729738	7.700631764	N1P711	V-type proton ATPase catalytic subunit A - VMA1	62	"118,400,001,525,879"
CENPK1137D_5334	P38720	YHR183W	18.04479528	15.4673401	17.68320747	13.27002828	16.4731444	12.31392581	16.35935206	14.40260882	16.51443936	23.22117269	22.1717957	20.92106203	N1P1B1	"6-phosphogluconate dehydrogenase, decarboxylating 1 - GND1"	82	"534,000,015,258,789"
CENPK1137D_3224	P53319	YGR256W	7.673310972	6.664101524	7.562318775	8.165220728	9.597587178	7.835932918	7.151276881	8.87610679	8.716961503	6.880235919	6.762059715	7.690776478	N1P4G1	"6-phosphogluconate dehydrogenase, decarboxylating 2 - GND2"	63	"537,999,992,370,605"
CENPK1137D_2911	P11154	YGL062W	4.416892745	3.623535514	4.049064665	4.685213752	4.032193818	4.26070658	3.316249473	3.381798083	3.72365281	4.165528205	6.16896284	5.120927429	N1P377	Pyruvate carboxylase 1 - PYC1	51	"129,800,003,051,758"
CENPK1137D_4774			2.375412948	2.215140003	5.915978414	2.969076541	2.168521166	4.984632924	2.447933697	1.895956311	5.113280686	2.843827086	4.006067097	2.483722902	N1P8P8	Pyc2p	56	"196,000,003,814,697"
CENPK1137D_4457	P17709	YCL040W	12.68692657	14.285725	11.3592563	12.80579385	12.76226449	14.61370441	7.813564537	15.05717527	13.46328187	14.58543315	14.72056346	15.45186557	N1P652	Glucokinase-1 - GLK1	64	"552,000,007,629,395"
CENPK1137D_4343	Q04409	YDR516C	4.182870618	3.149954623	2.565242068	4.030622468	5.027716515	6.038893931	1.902849813	2.106514919	1.463480528	4.230492645	4.853359245	3.059899067	N1PAL7	Putative glucokinase-2 - EMI2	44	"557,999,992,370,606"
CENPK1137D_2964	P05030	YGL008C	6.856245784	5.643504707	6.878699827	7.498959822	7.557788297	7.517917287	5.142592086	5.040992323	7.800314636	10.12377399	12.82133427	8.108758955	N1P3Q6	Plasma membrane ATPase 1 - PMA1	37	"994,000,015,258,789"
CENPK1137D_1665	P19657	YPL036W	3.898490208	3.242497204	4.086263058	5.704467672	5.030847976	5.004307805	3.12744769	3.285143232	4.629592018	5.907670515	5.980354451	4.395793916	N1NVZ2	Plasma membrane ATPase 2 - PMA2	34	102
CENPK1137D_676	P06106	YLR303W	28.39109637	31.12627363	24.11149532	21.53257723	21.64766358	18.53931636	24.81056881	22.66059818	27.54921322	23.78016579	28.51423008	23.6699923	N1NZZ7	Homocysteine/cysteine synthase - MET17	79	"48,5"
CENPK1137D_444	P37291	YLR058C	12.00651842	13.10736983	14.77154299	9.364597482	9.776034812	13.16522412	14.48485073	16.68171019	13.6116563	11.18959154	11.17074016	11.86821269	N1NY19	"Serine hydroxymethyltransferase, cytosolic - SHM2"	70	"520,999,984,741,211"
CENPK1137D_4822	P37292	YBR263W	4.760650498	5.304609223	4.891398242	3.778073931	2.488542021	3.825590687	3.76125266	4.540258095	4.183858735	3.618697204	3.074564008	3.482562897	N1P767	"Serine hydroxymethyltransferase, mitochondrial - SHM1"	48	"535,999,984,741,211"
CENPK1137D_1774	P23254	YPR074C	5.908470463	6.87353986	5.81110609	4.278999065	5.077643525	4.332815946	5.873706931	4.715896605	5.821899178	6.823635332	7.179253651	4.846036005	N1NXM0	Transketolase 1 - TKL1	52	"736,999,969,482,422"
CENPK1137D_4663	P33315	YBR117C	3.637458066	2.615022751	1.906931438	2.68720849	2.323224552	2.790472893	3.280128828	4.149717706	4.280162452	6.144823012	8.581765557	5.092295084	N1PAT1	Transketolase 2 - TKL2	43	75
CENPK1137D_634	P19882	YLR259C	12.90509412	15.3073757	17.03730266	21.2864613	19.69171683	24.39887627	11.39749083	15.62433253	14.42611514	16.94648731	16.11464168	15.28708729	N1NYH2	"Heat shock protein 60, mitochondrial - HSP60"	68	"605,999,984,741,211"
CENPK1137D_3343	P60010	YFL039C	37.20505122	33.52066803	37.40170854	40.63246235	43.68207379	31.51360176	29.61743257	26.72000625	33.81809461	36.63679948	25.32696089	32.98830149	N1PA17	Actin - ACT1	82	"415,999,984,741,211"
CENPK1137D_5133	P20967	YIL125W	5.61486347	6.121817534	5.683205796	8.022905787	8.375395355	6.932196706	5.833857202	6.041497473	6.65221237	9.123710945	7.842138377	7.753312224	N1P1W8	"2-oxoglutarate dehydrogenase, mitochondrial - KGD1"	52	"114,199,996,948,242"
CENPK1137D_5033	P32191	YIL155C	14.93908319	12.04319251	10.87510428	15.89677678	19.22242227	20.54999838	10.03113024	10.70353866	11.78552381	13.8445609	12.70984399	14.97308659	N1P1P0	"Glycerol-3-phosphate dehydrogenase, mitochondrial - GUT2"	72	"721,999,969,482,422"
CENPK1137D_3258	P22137	YGL206C	2.674234866	3.11907153	2.853393203	2.724024069	3.489437671	2.815850219	1.8515164	2.577344969	3.687658265	2.330229959	3.81005366	2.532487125	N1PA00	Clathrin heavy chain - CHC1	47	"186,899,993,896,484"
CENPK1137D_4893	P18239	YBL030C	38.92921934	29.47974217	41.14017972	32.72352618	38.35408955	41.0317783	28.06757381	28.68119341	32.88666902	43.37386683	51.74230659	35.43699387	N1PAX7	"ADP,ATP carrier protein 2 - PET9"	57	"342,999,992,370,605"
CENPK1137D_3698	P25694	YDL126C	6.443711753	7.740996669	5.866908521	5.379409885	7.578083147	8.059719303	7.961295268	8.813405631	8.467648297	8.651990684	7.602980064	8.611906018	N1PA88	Cell division control protein 48 - CDC48	62	"918,000,030,517,578"
CENPK1137D_4319	Q12680	YDL171C	1.423089729	1.266898889	1.71284277	1.132600566	0.807244261	1.154802965	2.115365818	2.206958125	2.885184783	1.97628119	1.942336219	1.783952974	N1P7N3	Glutamate synthase [NADH] - GLT1	35	"237,800,003,051,758"
CENPK1137D_3951	P08566	YDR127W	2.62681393	2.875214625	2.425349069	2.013759423	2.39802583	1.972881161	1.893906302	2.008993435	2.607150444	1.507032002	2.218122434	2.518867523	N1P6D0	Pentafunctional AROM polypeptide - ARO1	41	"174,5"
CENPK1137D_3869	P00942	YDR050C	40.94634905	49.8901384	44.13020552	48.71971417	44.8930187	51.60804666	37.00185023	55.61689553	50.93672803	62.47957527	61.40641454	62.02751979	N1P6G4	Triosephosphate isomerase - TPI1	82	"267,000,007,629,395"
CENPK1137D_577	Q12460	YLR197W	8.437185454	6.411930047	8.518017983	6.456258215	4.96399392	5.468016975	6.083125464	5.488022977	6.488445832	7.066922189	8.41003471	5.781632149	N1P1B4	Nucleolar protein 56 - NOP56	66	"567,000,007,629,395"
CENPK1137D_2328	Q12499	YOR310C	3.262221586	3.042114231	2.747054775	3.532617151	2.978091268	3.577046802	2.6266795	2.603770266	2.546265342	3.05148065	3.559933245	3.256305103	N1NXG4	Nucleolar protein 58 - NOP58	44	"567,999,992,370,605"
CENPK1137D_3592	P29311	YER177W	36.38270075	35.58861088	23.55178755	33.37335726	33.21386992	34.24882113	28.82242676	33.37914532	35.13274464	30.47387267	27.5252115	25.33581489	N1P3Q2	Protein BMH1 - BMH1	57	30
CENPK1137D_3922	P34730	YDR099W	35.31802768	32.93506335	24.01696417	30.88498282	30.69221712	31.49042194	26.71035516	35.33171565	35.67781324	28.16024507	28.1596949	24.59440869	N1P4P6	Protein BMH2 - BMH2	71	"307,999,992,370,605"
CENPK1137D_4469	P00815	YCL030C	5.693815171	6.745609522	5.822752878	4.474967224	5.745034108	5.30462038	4.985442083	4.312179186	6.076943661	4.769096162	5.817257788	5.528913736	N1P7Z8	Histidine biosynthesis trifunctional protein - HIS4	53	"875,999,984,741,211"
CENPK1137D_3804	Q00055	YDL022W	5.59189355	6.371408785	6.516269099	7.75012871	7.452860491	8.951784343	6.389798634	5.975849421	7.174789421	50.18987013	56.69996819	59.64233712	N1P674	Glycerol-3-phosphate dehydrogenase [NAD(+)] 1 - GPD1	61	"427,999,992,370,606"
CENPK1137D_1961	P41911	YOL059W	1.692245301	2.255572183	2.818608679	2.832025341	4.225733576	2.652197337	0.769827458	2.584850439	1.20099676	2.359868786	3.652660599	2.061046601	N1NVP2	"Glycerol-3-phosphate dehydrogenase [NAD(+)] 2, mitochondrial - GPD2"	45	"492,999,992,370,605"
CENPK1137D_723	P15019	YLR354C	14.19662222	16.10947158	12.47895759	15.10671917	13.87386258	18.94219922	16.50551752	14.64690441	14.25815607	22.23061223	15.22353244	15.89047447	N1NZP0	Transaldolase - TAL1	61	"369,000,015,258,789"
CENPK1137D_3011	P53228	YGR043C	2.13470907	4.717542782	4.40293585	6.323187512	6.60099928	7.928596286	4.146000568	5.771309239	6.354711706	9.598800196	8.53164716	5.865236852	N1P3G9	Transaldolase NQM1 - NQM1	55	"370,999,984,741,211"
CENPK1137D_553	P41939	YLR174W	8.150562805	8.853400916	8.960755113	8.914607924	9.962393427	11.96603608	11.24604129	9.90090151	8.343701987	6.826849243	8.366508821	8.522198009	N1NZD0	Isocitrate dehydrogenase [NADP] cytoplasmic - IDP2	59	"46,5"
CENPK1137D_3760	P21954	YDL066W	4.838393133	8.943881554	5.214611028	5.665048325	5.396848331	6.482265762	7.402543601	7.129349895	5.195488411	4.951632232	8.452013483	6.065299777	N1P7R0	"Isocitrate dehydrogenase [NADP], mitochondrial - IDP1"	49	"480,999,984,741,211"
CENPK1137D_2666	P53982	YNL009W	1.472218412	2.429952882	1.771974466	2.278697697	1.050098135	0.659073136	1.587147965	1.75702299	0.755030526	0.503448624	1.013681554	0.841468787	N1NWR1	Isocitrate dehydrogenase [NADP] - IDP3	33	"477,000,007,629,395"
CENPK1137D_3028	P38972	YGR061C	2.824088225	2.758625271	2.591498921	2.469614586	2.33967771	2.400525123	2.432946029	2.254070348	2.965609811	2.592077633	3.490425691	2.787802701	N1P9V4	Phosphoribosylformylglycinamidine synthase - ADE6	40	"148,699,996,948,242"
CENPK1137D_2901	P46655	YGL245W	7.637135934	7.82526426	5.9695729	7.005441066	6.971962889	6.437492926	8.100609087	5.802658337	7.714935614	8.703658864	9.901128545	5.860264688	N1P367	"Glutamate--tRNA ligase, cytoplasmic - GUS1"	55	"806,999,969,482,422"
CENPK1137D_1962	P22768	YOL058W	28.94566827	22.3543395	25.5777217	18.50338377	21.88388016	16.5848615	17.28339121	19.90469414	17.79766145	5.592460782	9.325358439	9.907610039	N1P2Q7	Argininosuccinate synthase - ARG1	71	"467,999,992,370,605"
CENPK1137D_3001	P07244	YGL234W	8.173350469	7.005897795	6.021288995	5.738093505	6.564146661	5.577565704	4.955623089	5.739088683	6.890527165	5.757073888	6.909361863	5.260007937	N1P3F9	"Bifunctional purine biosynthetic protein ADE5,7 - ADE5,7"	57	"859,000,015,258,789"
CENPK1137D_3692	Q12122	YDL131W	11.86074605	11.7234969	12.78299953	9.169780468	13.5076525	10.06124112	11.79096125	10.61402512	11.04856374	15.74504186	14.41173395	12.54893139	N1P3Z8	"Homocitrate synthase, mitochondrial - LYS21"	78	"48,5"
CENPK1137D_4208	P48570	YDL182W	10.96053123	9.574450453	9.979408847	4.691587497	10.65424633	9.091400005	8.414481617	8.748242434	9.632573182	11.00655513	10.92526039	9.069185059	N1PAJ0	"Homocitrate synthase, cytosolic isozyme - LYS20"	73	47
CENPK1137D_3413	P39692	YFR030W	3.958751656	5.276569603	4.646169793	2.795612574	2.918438929	3.113269502	4.244097085	4.160248463	4.972792343	5.722767783	5.187431012	4.647294966	N1PA31	Sulfite reductase [NADPH] flavoprotein component - MET10	54	"114,599,998,474,121"
CENPK1137D_936	P22515	YKL210W	4.648209055	3.569246822	4.23212868	4.833565481	4.840417753	5.096790913	3.505899573	3.214220749	3.717833484	5.615792253	5.484454013	5.637701284	N1P0K4	Ubiquitin-activating enzyme E1 1 - UBA1	58	"114,099,998,474,121"
CENPK1137D_4082	P33416	YDR258C	6.751665913	6.881857134	7.110964879	8.82831578	7.940250532	9.167571465	5.32074898	5.388900319	5.140702834	3.513919388	4.648793373	4.939052176	N1P535	"Heat shock protein 78, mitochondrial - HSP78"	53	"911,999,969,482,422"
