"prot"	"anaerobic_A"	"anaerobic_B"	"anaerobic_C"	"high_temp_A"	"high_temp_B"	"high_temp_C"	"low_pH_A"	"low_pH_B"	"low_pH_C"	"osmotic_stress_A"	"osmotic_stress_B"	"osmotic_stress_C"	"standard_A"	"standard_B"	"standard_C"	"Top.Protein.Description"	"ChassyID"	"uniprotID_CENPK"	"GeneName_CENPK"	"uniprotID_S288c"	"GeneName_S288C"	"Protein_name"
"a8.a1.a1"	337.225666367733	310.24646343405	300.271619255741	317.751686644376	309.354405378246	317.986675214003	366.349225750932	375.996857450011	362.446766297336	362.010334032908	358.441396032752	373.483989261343	365.766257201314	406.080623874619	364.381140371826	"Chassy_SC_3037;N1P0M8;P07149; Fatty acid synthase subunit beta - FAS1"	"Chassy_SC_3037"	"N1P0M8"	"CENPK1137D_1128"	"P07149"	"YKL182W"	" Fatty acid synthase subunit beta - FAS1"
"a9.a1.a1"	274.407671503579	273.684389155361	251.222974163973	216.883206977585	201.932279431956	215.9834349979	236.15516286599	250.725398439495	200.709858282511	205.16524972095	223.377018543521	227.20470580844	218.035192684239	222.049146084013	212.123257948291	"Chassy_SC_1029;N1P1J1;P07259; Protein URA2 - URA2"	"Chassy_SC_1029"	"N1P1J1"	"CENPK1137D_1503"	"P07259"	"YJL130C"	" Protein URA2 - URA2"
"a9.a2.a1"	202.000140934155	211.076256883738	213.554232076228	198.069603011962	186.809181914017	220.957103579509	236.38104976716	233.770888849429	235.911439682004	152.619362866632	158.838591359102	173.9690358236	266.144599757537	298.494805847365	259.893782130502	"Chassy_SC_3818;N1P185;P03965; Carbamoyl-phosphate synthase arginine-specific large chain - CPA2"	"Chassy_SC_3818"	"N1P185"	"CENPK1137D_1403"	"P03965"	"YJR109C"	" Carbamoyl-phosphate synthase arginine-specific large chain - CPA2"
"b10.a1.a1"	1105.08047837249	1148.17189300282	1137.3894814834	1099.06238519471	1258.60704756594	1034.0596091064	863.604126044434	984.790910614903	1006.91455431165	1077.70136646302	985.627684408028	1100.87884205158	1178.70502949664	1058.87430036327	1141.44741203635	"Chassy_SC_557;N1P0G2;P06169; Pyruvate decarboxylase isozyme 1 - PDC1"	"Chassy_SC_557"	"N1P0G2"	"CENPK1137D_891"	"P06169"	"YLR044C"	" Pyruvate decarboxylase isozyme 1 - PDC1"
"b10.a2.a1"	296.428781252481	258.475641484821	264.741860868075	307.802215963077	314.751257096097	282.887787681329	281.321581666995	334.967013452385	272.532190870285	242.351521877056	253.720933457247	261.135552058932	241.559510132298	260.835792565315	246.887467342055	"Chassy_SC_941;N1P9V9;P26263; Pyruvate decarboxylase isozyme 3 - PDC6"	"Chassy_SC_941"	"N1P9V9"	"CENPK1137D_3053"	"P26263"	"YGR087C"	" Pyruvate decarboxylase isozyme 3 - PDC6"
"b10.a3.a1"	82.6805100032244	78.7221087199944	95.7132337685075	73.8712020605057	96.9611467458884	80.6861143254497	82.8665863460859	65.9436095149452	69.0370819032684	79.2153163327198	89.1342252245383	99.776015455101	76.7665133087548	80.3521415381796	83.779779916744	"Chassy_SC_3816;N1P457;Q07471; Thiamine metabolism regulatory protein THI3 - THI3"	"Chassy_SC_3816"	"N1P457"	"CENPK1137D_3747"	"Q07471"	"YDL080C"	" Thiamine metabolism regulatory protein THI3 - THI3"
"b11.a1.a1"	924.330964367983	872.924787618001	963.478872545408	866.019841127765	919.887695434339	984.159102127996	759.39632733898	707.216074207916	792.941654810947	909.846162200924	823.240949216953	908.483651961407	845.811017575354	834.026614242671	805.638095929089	"Chassy_SC_4969;N1NXP6;P02829; ATP-dependent molecular chaperone HSP82 - HSP82"	"Chassy_SC_4969"	"N1NXP6"	"CENPK1137D_1799"	"P02829"	"YPL240C"	" ATP-dependent molecular chaperone HSP82 - HSP82"
"b12.a1.a1"	2028.92561535142	1999.89741950383	1972.69425487953	666.974511785423	603.340706573508	612.987607930172	629.553064567446	673.05278918846	672.212998771425	696.442344569243	712.817476200226	654.827051950208	630.229294660469	642.586061574477	600.125732449915	"Chassy_SC_635;N1P4S9;P04806; Hexokinase-1 - HXK1"	"Chassy_SC_635"	"N1P4S9"	"CENPK1137D_3329"	"P04806"	"YFR053C"	" Hexokinase-1 - HXK1"
"b12.a2.a1"	469.072632683565	453.536912356404	449.277775150487	277.612486363917	335.369190800971	272.144497349582	290.172977378893	289.654036676622	303.241960832069	456.378399474359	431.281932390256	456.517119047709	371.439928032802	307.667940331731	367.998531218769	"Chassy_SC_2437;N1P4P1;P04807; Hexokinase-2 - HXK2"	"Chassy_SC_2437"	"N1P4P1"	"CENPK1137D_3299"	"P04807"	"YGL253W"	" Hexokinase-2 - HXK2"
"b13.a1.a1"	880.892217665038	812.128121649782	827.553888355562	618.684807308127	604.836524369667	645.286267130883	787.189493674964	769.029300054817	712.213589827824	681.336271886025	718.095946909934	640.623629199088	842.305783869855	749.316246213922	764.583116750958	"Chassy_SC_4389;N1PA49;P05694; 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase - MET6"	"Chassy_SC_4389"	"N1PA49"	"CENPK1137D_3503"	"P05694"	"YER091C"	" 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase - MET6"
"b14.a1.a1"	161.558225539422	165.209334577103	163.657863893038	625.757369604635	689.438773797638	722.607021599837	511.462311828957	576.893065145299	590.398354210393	548.029568307535	546.844793041368	539.806824679546	611.482114383804	645.859063651721	627.809207299651	"Chassy_SC_3446;N1P7N2;Q01574; Acetyl-coenzyme A synthetase 1 - ACS1"	"Chassy_SC_3446"	"N1P7N2"	"CENPK1137D_4997"	"Q01574"	"YAL054C"	" Acetyl-coenzyme A synthetase 1 - ACS1"
"b14.a2.a1"	326.138648935994	274.696735590631	272.117075468108	237.411259920213	202.405152024702	259.313393118762	319.362353100772	218.872227620608	228.232775102456	283.660184472978	301.043052037784	280.283667999405	278.005528092446	238.413019100655	213.075432746807	"Chassy_SC_2625;N1NZR0;P52910; Acetyl-coenzyme A synthetase 2 - ACS2"	"Chassy_SC_2625"	"N1NZR0"	"CENPK1137D_541"	"P52910"	"YLR153C"	" Acetyl-coenzyme A synthetase 2 - ACS2"
"b15.a1.a1"	250.913180178138	253.84316595905	240.443975714673	244.442301177918	243.578893905329	235.040335743431	260.189724761541	286.241119240483	261.258413542245	293.164182805691	289.371586862217	296.322262116458	222.165950421227	252.799311441504	273.457084113187	"Chassy_SC_4324;N1P4Q3;Q00955; Acetyl-CoA carboxylase - ACC1"	"Chassy_SC_4324"	"N1P4Q3"	"CENPK1137D_2692"	"Q00955"	"YNR016C"	" Acetyl-CoA carboxylase - ACC1"
"b16.a1.a1"	712.054199147172	681.04473798677	631.808468853363	588.313166148646	623.70432537307	575.476546900673	585.253196341798	583.382586330905	630.266643911929	581.51968432592	637.11058726378	705.310050487068	614.900817639192	643.62174861538	632.469126139418	"Chassy_SC_893;N1P7B9;P32324; Elongation factor 2 - EFT1"	"Chassy_SC_893"	"N1P7B9"	"CENPK1137D_4214"	"P32324"	"YOR133W"	" YDR385W"
"b17.a1.a1"	481.923151881044	472.644473210368	420.217182763583	516.529941127737	532.468555127273	484.436286334612	522.847795611792	504.32255427653	513.924254103051	529.9197418783	583.495058106107	560.047662891103	481.758157233868	482.431126733676	513.263789115637	"Chassy_SC_2813;N1P1J9;P19414; Aconitate hydratase, mitochondrial - ACO1"	"Chassy_SC_2813"	"N1P1J9"	"CENPK1137D_677"	"P19414"	"YLR304C"	" Aconitate hydratase, mitochondrial - ACO1"
"b17.a2.a1"	202.041620335688	208.864700557933	168.575466378948	159.687352475421	155.46726594326	174.419146010469	206.366203987177	203.825030748776	194.349708915585	177.779334610328	186.119477927697	185.485400195612	171.58047632608	208.835962902951	175.55660114396	"Chassy_SC_3628;N1P8L4;P39533; Homocitrate dehydratase, mitochondrial - ACO2"	"Chassy_SC_3628"	"N1P8L4"	"CENPK1137D_1295"	"P39533"	"YJL200C"	" Homocitrate dehydratase, mitochondrial - ACO2"
"b18.a1.a1"	1013.12553652792	1051.61229005974	1100.83670853371	817.064770998582	856.332728637655	820.932356402217	861.5296427157	922.743555941066	929.724725422868	1135.33414423799	1241.1296408211	1250.92151126346	1009.739605227	900.566792808586	874.742500901498	"Chassy_SC_4808;N1P8W3;P00830; ATP synthase subunit beta, mitochondrial - ATP2"	"Chassy_SC_4808"	"N1P8W3"	"CENPK1137D_1415"	"P00830"	"YJR121W"	" ATP synthase subunit beta, mitochondrial - ATP2"
"b19.a1.a1"	373.909986954409	330.960575849805	354.16417130335	722.602689122322	695.511182290376	687.30760416392	551.465981139781	601.733831745528	627.468289537272	354.430664416303	411.464567670487	363.229105828418	608.763577632401	586.740830694609	598.795994186751	"Chassy_SC_5099;N1NZK6;P31539; Heat shock protein 104 - HSP104"	"Chassy_SC_5099"	"N1NZK6"	"CENPK1137D_673"	"P31539"	"YLL026W"	" Heat shock protein 104 - HSP104"
"b20.a1.a1"	438.295211398467	471.739931195356	467.309850560835	524.583102182885	525.22274630943	531.852404363514	496.575592002248	446.705168093561	484.405859350757	642.533908275081	648.885860909592	703.163541718136	512.555395441124	499.896547658625	519.306546170773	"Chassy_SC_2159;N1NX50;P32589; Heat shock protein homolog SSE1 - SSE1"	"Chassy_SC_2159"	"N1NX50"	"CENPK1137D_1594"	"P32589"	"YPL106C"	" Heat shock protein homolog SSE1 - SSE1"
"b20.a2.a1"	92.4886793961961	101.448568432003	69.2594489723161	307.266232362255	319.231047802197	342.771711045698	300.260224374747	283.480898092172	274.87268722036	279.899970974593	231.772280650829	269.878918180008	255.835261457032	261.308019724078	253.46494370913	"Chassy_SC_2757;N1PAU3;P32590; Heat shock protein homolog SSE2 - SSE2"	"Chassy_SC_2757"	"N1PAU3"	"CENPK1137D_4723"	"P32590"	"YBR169C"	" Heat shock protein homolog SSE2 - SSE2"
"b21.a1.a1"	942.736888011649	942.406489787929	960.875225691479	665.787341556898	721.476666478343	717.527017707305	676.997910652466	662.909913861703	671.721344941679	920.487606976134	892.004305737795	995.62714226444	678.573150475444	623.980056271001	656.025719504566	"Chassy_SC_2859;N1NWR7;P00890; Citrate synthase, mitochondrial - CIT1"	"Chassy_SC_2859"	"N1NWR7"	"CENPK1137D_2676"	"P00890"	"YNR001C"	" Citrate synthase, mitochondrial - CIT1"
"b21.a2.a1"	493.358780819219	456.609453598292	452.321462346843	231.822907076592	218.85599296569	219.794191095205	155.570651465913	150.618503788253	139.490842897508	270.248374099341	316.204478603919	334.211379328365	129.347179747215	145.712783701468	147.631228982706	"Chassy_SC_3237;N1P997;P08679; Citrate synthase, peroxisomal - CIT2"	"Chassy_SC_3237"	"N1P997"	"CENPK1137D_4500"	"P08679"	"YCR005C"	" Citrate synthase, peroxisomal - CIT2"
"b21.a3.a1"	32.1996501731189	27.1207930080435	0	111.533262966671	82.2024616983649	121.822650177648	78.2761762340807	70.41500433273	34.5109789311893	39.5989812665673	75.5668943792091	70.3559381043946	44.8528153749283	46.9478111490712	64.4787181002278	"Chassy_SC_109;N1P1X2;P43635; Citrate synthase 3, mitochondrial - CIT3"	"Chassy_SC_109"	"N1P1X2"	"CENPK1137D_1702"	"P43635"	"YPR001W"	" Citrate synthase 3, mitochondrial - CIT3"
"b22.a1.a1"	1128.0872658314	1011.65990254093	1071.39058830787	758.37740454646	776.570974843969	726.976643181418	775.135926286583	857.922979580441	779.005640894555	768.149704971548	803.093573014866	773.100641057341	846.994757110411	723.967570085838	839.147337275768	"Chassy_SC_620;N1P8V5;P00549; Pyruvate kinase 1 - CDC19"	"Chassy_SC_620"	"N1P8V5"	"CENPK1137D_4941"	"P00549"	"YAL038W"	" Pyruvate kinase 1 - CDC19"
"b22.a2.a1"	110.795454882305	71.6583925266247	113.461480493783	56.878652047043	60.8273502908203	62.12593397338	86.8987568817309	78.1716307147843	53.1565217620656	60.9934627948083	83.8910317147974	57.348852696288	43.2225014457354	65.6454644318576	80.917544910659	"Chassy_SC_4384;N1P3V3;P52489; Pyruvate kinase 2 - PYK2"	"Chassy_SC_4384"	"N1P3V3"	"CENPK1137D_2362"	"P52489"	"YOR347C"	" Pyruvate kinase 2 - PYK2"
"b23.a1.a1"	428.373835369061	451.867063922532	443.154625778505	308.227548483422	348.975201430743	322.369664824472	413.572182138966	402.196680225405	412.065247114453	399.941535792867	413.156260856509	495.332974635729	438.687143818805	422.205045008178	426.868406372426	"Chassy_SC_709;N1NYG5;P16521; Elongation factor 3A - YEF3"	"Chassy_SC_709"	"N1NYG5"	"CENPK1137D_624"	"P16521"	"YLR249W"	" Elongation factor 3A - YEF3"
"b23.a2.a1"	95.2504243752655	131.592057928293	110.26451257284	183.739265863574	178.542085663081	170.599936993441	154.338928880615	162.275938807976	167.449776904691	112.00719143064	86.8584456166375	143.432423555028	145.676268129183	147.958635177033	173.990828402531	"Chassy_SC_1597;N1P4M0;P53978; Elongation factor 3B - HEF3"	"Chassy_SC_1597"	"N1P4M0"	"CENPK1137D_2662"	"P53978"	"YNL014W"	" Elongation factor 3B - HEF3"
"b24.a1.a1"	847.679034203557	796.364365780939	788.885757078199	598.40325896746	611.913002059097	646.461067689047	612.339715292504	570.774405663536	589.732869616401	676.678018980031	683.367512981857	668.986268304523	702.963767679059	647.740394737527	619.087726954627	"Chassy_SC_3658;N1P1J4;P0CS90; Heat shock protein SSC1, mitochondrial - SSC1"	"Chassy_SC_3658"	"N1P1J4"	"CENPK1137D_1336"	"P0CS90"	"YJR045C"	" Heat shock protein SSC1, mitochondrial - SSC1"
"b25.a1.a1"	334.545446219193	331.160407254885	293.881966913607	217.333867429182	243.407069134991	206.056951798156	233.119079271565	224.103945635542	203.111572406431	288.545158742045	291.397654396581	304.031206054645	215.958442244563	193.544493627096	213.957583858013	"Chassy_SC_20;N1P2M1;P16861; ATP-dependent 6-phosphofructokinase subunit alpha - PFK1"	"Chassy_SC_20"	"N1P2M1"	"CENPK1137D_3207"	"P16861"	"YGR240C"	" ATP-dependent 6-phosphofructokinase subunit alpha - PFK1"
"b25.a2.a1"	282.340143495627	289.321863692424	286.604859892811	198.638396164649	206.27087113384	195.329813885947	233.861036258486	195.469241162815	199.414023971694	244.522320024179	236.37430246835	268.90114890492	171.427940709743	193.9199169481	206.202242372291	"Chassy_SC_12;N1P0I3;P16862; ATP-dependent 6-phosphofructokinase subunit beta - PFK2"	"Chassy_SC_12"	"N1P0I3"	"CENPK1137D_242"	"P16862"	"YMR205C"	" ATP-dependent 6-phosphofructokinase subunit beta - PFK2"
"b26.a1.a1"	1413.63885102967	1332.0513360045	1340.96863081369	836.922071637312	842.353014675812	833.326657933609	927.020968714792	960.702538356441	996.147105084298	897.468090424236	872.085546554965	949.400106111551	1061.20071593184	1030.51917979988	1022.94410064534	"Chassy_SC_2377;N1NYP1;P06168; Ketol-acid reductoisomerase, mitochondrial - ILV5"	"Chassy_SC_2377"	"N1NYP1"	"CENPK1137D_724"	"P06168"	"YLR355C"	" Ketol-acid reductoisomerase, mitochondrial - ILV5"
"b27.a1.a1"	269.370357839518	254.511108607748	252.121010464781	248.484341234292	218.957330649417	196.701151817789	253.406005596454	282.99493205981	288.7060789203	256.105664677569	241.123537769172	257.010507198504	273.39573804535	264.453891035028	279.627092850308	"Chassy_SC_4051;N1P0B3;P47169; Sulfite reductase [NADPH] subunit beta - MET5"	"Chassy_SC_4051"	"N1P0B3"	"CENPK1137D_1434"	"P47169"	"YJR137C"	" Sulfite reductase [NADPH] subunit beta - MET5"
"b27.a2.a1"	97.5086477053553	87.9109727959726	98.4436536246287	103.902727431988	98.7730138109293	95.9962725051585	86.4524078867746	126.060584640203	111.865966790955	111.419432631078	65.5945567446237	99.4058359540301	81.9717696226419	91.0380802203104	105.761578359939	"Chassy_SC_598;N1P4H3;P32565; 26S proteasome regulatory subunit RPN2 - RPN2"	"Chassy_SC_598"	"N1P4H3"	"CENPK1137D_5182"	"P32565"	"YIL075C"	" 26S proteasome regulatory subunit RPN2 - RPN2"
"b28.a1.a1"	2075.3293655593	1798.60114235251	2047.08922102873	1222.97104016611	1397.5168525712	1353.55828536932	1225.13652315329	1201.23507334964	1384.12558664365	1656.67629745874	1447.27143075757	1589.79098032098	1544.63352684855	1414.59964896403	1368.5457233854	"Chassy_SC_4132;N1P8B2;P00950; Phosphoglycerate mutase 1 - GPM1"	"Chassy_SC_4132"	"N1P8B2"	"CENPK1137D_1155"	"P00950"	"YKL152C"	" Phosphoglycerate mutase 1 - GPM1"
"b29.a1.a1"	1010.75103284992	1039.96420826244	961.73549355769	798.865878126652	874.416460608216	800.397618560162	896.144727880591	758.574880844535	937.883630272653	876.804391483151	865.12751718643	814.945716770284	832.347875689304	862.13168382011	772.868069736537	"Chassy_SC_4394;N1NZZ7;P06106; Homocysteine/cysteine synthase - MET17"	"Chassy_SC_4394"	"N1NZZ7"	"CENPK1137D_676"	"P06106"	"YLR303W"	" Homocysteine/cysteine synthase - MET17"
"b30.a1.a1"	1009.75680731188	1095.46605359321	1073.16902154418	959.530858035137	1093.24563158094	972.827359065519	908.301471950785	968.275262249774	1055.92382433723	1090.12995413305	1113.22672948939	1161.91894992598	1200.15833731412	1025.72394785162	1064.85744410692	"Chassy_SC_3513;N1P7U8;P14540; Fructose-bisphosphate aldolase - FBA1"	"Chassy_SC_3513"	"N1P7U8"	"CENPK1137D_945"	"P14540"	"YKL060C"	" Fructose-bisphosphate aldolase - FBA1"
"b31.a1.a1"	718.310613879314	754.954750380524	657.44464492939	622.780983514622	703.616624306412	654.525831815212	574.569069773939	628.456516105822	719.746193488044	809.36154455181	742.001741512938	776.510897643351	754.062236703891	729.310909631886	732.921756354095	"Chassy_SC_637;N1P9R2;P07251; ATP synthase subunit alpha, mitochondrial - ATP1"	"Chassy_SC_637"	"N1P9R2"	"CENPK1137D_4905"	"P07251"	"YBL099W"	" ATP synthase subunit alpha, mitochondrial - ATP1"
"b32.a1.a1"	648.79007169214	730.062393339192	699.737701152711	736.70306203245	699.596074369365	707.765665995464	583.737906439722	578.446776086337	660.960785339996	654.887514883502	620.768639393416	690.738818324401	721.319296106459	668.802120521726	591.890612864538	"Chassy_SC_3829;N1NYH2;P19882; Heat shock protein 60, mitochondrial - HSP60"	"Chassy_SC_3829"	"N1NYH2"	"CENPK1137D_634"	"P19882"	"YLR259C"	" Heat shock protein 60, mitochondrial - HSP60"
"b33.a1.a1"	404.019568207976	410.686417348583	413.741325454469	292.569803583543	336.739570627658	319.560531867086	380.570805485968	388.891702745149	420.958310000317	370.902455092753	445.643458743842	395.166836734803	389.879895242179	401.735766282188	362.156368813887	"Chassy_SC_3814;N1NXM0;P23254; Transketolase 1 - TKL1"	"Chassy_SC_3814"	"N1NXM0"	"CENPK1137D_1774"	"P23254"	"YPR074C"	" Transketolase 1 - TKL1"
"b33.a2.a1"	12.4847353799996	10.5155156090433	10.416765049718	210.301894143498	215.049736871604	229.703080502502	266.67960814087	274.102598896359	285.180372318953	362.822474917104	394.942195869217	387.519200023723	163.735704936508	218.731636644635	187.946204701651	"Chassy_SC_106;N1PAT1;P33315; Transketolase 2 - TKL2"	"Chassy_SC_106"	"N1PAT1"	"CENPK1137D_4663"	"P33315"	"YBR117C"	" Transketolase 2 - TKL2"
