"prot"	"HighTemp_A"	"HighTemp_B"	"HighTemp_C"	"LowpH_A"	"LowpH_B"	"LowpH_C"	"OsmoticStress_A"	"OsmoticStress_B"	"OsmoticStress_C"	"standard_A"	"standard_B"	"standard_C"	"Top.Protein.Description"	"ChassyID"	"NCBI_CBS6556"	"Uniprot_DMKU3_1042"	"Gene_name_DMKU3_1042"	"Protein_name"	"ec_number"
"a8.a2.a1"	3.34479430693714	NA	NA	6.62466435437115	1.53270125339512	7.0108051932032	2.71386083639568	1.90746573881744	NA	15.6208109358729	1.25145028589035	5.03579660035983	"Chassy_KM_692;KMXK_0A07020;W0T2Z0; Aconitate hydratase, mitochondrial - ACO2a"	"Chassy_KM_692"	"KMXK_0A07020"	"W0T2Z0"	"KLMA_10153"	" Aconitate hydratase, mitochondrial - ACO2a"	"4.2.1.-"
"b10.a1.a1"	65664.8750613249	91383.318065528	65940.2163892235	69740.1356557052	69617.1006613789	46847.6706166846	103505.713525885	99276.6184242792	98282.6833719078	71931.9104127699	70853.6714533233	98778.8742629809	"Chassy_KM_3781;KMXK_0F01270;W0TFY6; ATP synthase subunit beta - ATP2"	"Chassy_KM_3781"	"KMXK_0F01270"	"W0TFY6"	"KLMA_60435"	" ATP synthase subunit beta - ATP2"	"3.6.3.14"
"b11.a1.a1"	23569.2335222261	16666.2964424453	4839.79458380697	27124.1706466193	22596.6857826843	9420.81153275367	17277.9629605639	23279.2969965483	13385.4792717674	7898.57378802065	13874.081360412	19413.6976095713	"Chassy_KM_4704;KMXK_0H00490;W0TIE1; Actin - ACT"	"Chassy_KM_4704"	"KMXK_0H00490"	"W0TIE1"	"KLMA_70051"	" Actin - ACT"	""
"b12.a1.a1"	83114.8207139635	68463.1471698678	44477.1529409626	72532.649293793	59440.7220858163	58384.8691275015	68860.3614355476	45194.4580500966	58989.2078707806	59487.0013512474	62362.1246225305	64365.54438137	"Chassy_KM_291;KMXK_0A03010;W0T3H5; Phosphoglycerate kinase - PGK"	"Chassy_KM_291"	"KMXK_0A03010"	"W0T3H5"	"KLMA_10540"	" Phosphoglycerate kinase - PGK"	"2.7.2.3"
"b13.a1.a1"	15552.4284826647	17517.1824509404	6541.23127468017	18313.7741410838	24454.8542356108	12287.7323660462	26546.8997700105	20440.1366352502	15256.5802929903	23671.7629360776	30321.4993315792	23977.216162909	"Chassy_KM_1414;KMXK_0B05960;W0T6K4; Elongation factor 2 - EFT1"	"Chassy_KM_1414"	"KMXK_0B05960"	"W0T6K4"	"KLMA_20582"	" Elongation factor 2 - EFT1"	""
"b14.a1.a1"	89408.7844803043	63964.0632602336	62948.0813118533	68539.6823970298	70311.1990766414	58444.0699910004	63724.8077489311	89909.8862834371	79601.0217187547	23635.7682213695	78402.1524546633	58628.1075450996	"Chassy_KM_3038;KMXK_0D06570;W0TC93; Alcohol dehydrogenase - adh"	"Chassy_KM_3038"	"KMXK_0D06570"	"W0TC93"	"KLMA_40624"	" Alcohol dehydrogenase - adh"	""
"b15.a1.a1"	10969.7001801439	10067.1578078523	1955.69976223773	37962.3965604508	47646.4165834505	32117.7317742415	37492.9787277511	19669.3573242149	20703.7529828772	35621.3189104687	55571.625167389	41019.0482511039	"Chassy_KM_4585;KMXK_0G03550;W0TKF9; 5-methyltetrahydropteroyltriglutamate homocysteine methyltransferase - MET6"	"Chassy_KM_4585"	"KMXK_0G03550"	"W0TKF9"	"KLMA_80348"	" 5-methyltetrahydropteroyltriglutamate homocysteine methyltransferase - MET6"	""
"b16.a1.a1"	9036.93184071814	19390.257211321	3494.79673068874	77990.7329355899	122859.916390393	65142.8560832848	3927.09175917697	3140.34002702951	10383.9839374779	14824.7925217727	70856.4038033242	6205.28155932612	"Chassy_KM_3812;KMXK_0F01580;W0TF55; Phosphotransferase - RAG5"	"Chassy_KM_3812"	"KMXK_0F01580"	"W0TF55"	"KLMA_60412"	" Phosphotransferase - RAG5"	"2.7.1.-"
"b17.a1.a1"	61093.4353557257	54497.4961505888	39524.6529040435	72586.6814948363	69202.3435779941	50131.602064349	117555.980432016	100935.290852231	94079.293855861	68860.2119264172	58977.3054678201	90848.3542379167	"Chassy_KM_4793;KMXK_0H01380;W0TG03; ATP synthase subunit alpha - ATP1"	"Chassy_KM_4793"	"KMXK_0H01380"	"W0TG03"	"KLMA_70140"	" ATP synthase subunit alpha - ATP1"	""
"b18.a1.a1"	7469.98078720026	10339.8365143593	10223.2781680605	28597.9473131838	32440.493380096	13600.5343937256	24450.9978492502	43769.8634996622	32312.7977361015	21443.4251258181	24763.772939401	22041.9947565354	"Chassy_KM_4009;KMXK_0F03550;W0TDT2; Pyruvate kinase - PYK1"	"Chassy_KM_4009"	"KMXK_0F03550"	"W0TDT2"	"KLMA_60219"	" Pyruvate kinase - PYK1"	"2.7.1.40"
"b19.a1.a1"	12188.5401139218	7073.84112657084	4942.0729141057	42627.9989714355	18636.3779535862	15965.5487777578	22422.4951893711	31008.6906614639	17890.783022319	24033.9513525453	23862.1630005119	19966.2181156314	"Chassy_KM_370;KMXK_0A03800;W0T7K4; Plasma membrane ATPase - PMA1"	"Chassy_KM_370"	"KMXK_0A03800"	"W0T7K4"	"KLMA_10457"	" Plasma membrane ATPase - PMA1"	"3.6.3.6"
"b20.a1.a1"	2525.43873544085	5220.70500977156	3578.40071517091	6076.86635542406	6199.08955175459	3287.59646748856	4553.80918391956	7886.01899515777	4485.18937215018	1300.55316171308	13489.004035752	18634.8728736982	"Chassy_KM_2256;KMXK_0C06020;W0T8F1; Acetyl-coenzyme A synthetase - ACS1"	"Chassy_KM_2256"	"KMXK_0C06020"	"W0T8F1"	"KLMA_30602"	" Acetyl-coenzyme A synthetase - ACS1"	"6.2.1.1"
"b20.a2.a1"	57.8217648537285	111.241408290611	48.9402680824806	97.5954720345862	115.516465569165	75.3224581972269	132.686950483485	161.441282648211	75.2940294773489	159.546926235707	168.445207022517	190.736562042813	"Chassy_KM_3568;KMXK_0E05360;W0TC09; Acetyl-coenzyme A synthetase - ACS2"	"Chassy_KM_3568"	"KMXK_0E05360"	"W0TC09"	"KLMA_50533"	" Acetyl-coenzyme A synthetase - ACS2"	"6.2.1.1"
"b21.a1.a1"	5361.18587563529	29911.3169441326	38424.0371431193	6248.4730083973	19867.1779683994	1622.25562533893	8588.75465288226	13133.7590443517	9803.08726842408	673.732702648109	3028.17156018364	4417.09752173181	"Chassy_KM_3455;KMXK_0E04230;W0TDD2; Catalase - CTT1"	"Chassy_KM_3455"	"KMXK_0E04230"	"W0TDD2"	"KLMA_50419"	" Catalase - CTT1"	"1.11.1.6"
"b22.a1.a1"	782.857905138897	1157.37279710868	789.977983590222	2459.40723167191	2581.20079948475	1338.17411112611	1937.57005617144	3507.54513187999	2248.03451316132	1613.40108156514	2342.63402627429	4485.5959114978	"Chassy_KM_2934;KMXK_0D05520;W0TAW0; Fatty acid synthase subunit beta - FAS1"	"Chassy_KM_2934"	"KMXK_0D05520"	"W0TAW0"	"KLMA_40526"	" Fatty acid synthase subunit beta - FAS1"	""
"b22.a2.a1"	477.027603113611	524.926081470563	469.627014948894	473.318953498576	517.094823918253	618.912227048401	450.125633813437	693.547046980755	626.206534070243	362.861928016839	315.07399875787	655.134917225687	"Chassy_KM_1408;KMXK_0B05900;W0T7K3; Isocitrate dehydrogenase [NAD] subunit, mitochondrial - IDH2"	"Chassy_KM_1408"	"KMXK_0B05900"	"W0T7K3"	"KLMA_20575"	" Isocitrate dehydrogenase [NAD] subunit, mitochondrial - IDH2"	""
"b23.a1.a1"	7425.0285510163	2931.21709883969	813.659782213508	12366.5964155794	7776.61777016381	16557.9806286422	9372.60817370595	8369.30876016179	10781.7066721683	20111.2485057724	19203.2698270832	24943.7558185053	"Chassy_KM_1806;KMXK_0C01510;W0TBI1; Isocitrate dehydrogenase [NADP] - IDP2"	"Chassy_KM_1806"	"KMXK_0C01510"	"W0TBI1"	"KLMA_30149"	" Isocitrate dehydrogenase [NADP] - IDP2"	"1.1.1.42"
"b23.a2.a1"	126.657483881982	32.9032313427631	18.8555807400632	57.5192646547061	69.3155131336489	21.8396932387101	140.658064538535	348.03740956138	232.48986512879	379.738600630391	183.088381096089	150.368997706657	"Chassy_KM_2875;KMXK_0D04930;W0TEG4; Isocitrate dehydrogenase [NADP] - IDP1"	"Chassy_KM_2875"	"KMXK_0D04930"	"W0TEG4"	"KLMA_40470"	" Isocitrate dehydrogenase [NADP] - IDP1"	"1.1.1.42"
"b24.a1.a1"	29530.9471942687	35987.5805785863	19083.4987294359	33827.4857130052	43524.6200776421	20512.3143595796	56703.2655750495	56465.5890331342	64866.1525675838	18995.5960908628	29644.1502600176	42332.842965541	"Chassy_KM_4542;KMXK_0G03120;W0THR5; Transketolase - TKL1"	"Chassy_KM_4542"	"KMXK_0G03120"	"W0THR5"	"KLMA_80302"	" Transketolase - TKL1"	"2.2.1.1"
"b25.a1.a1"	48382.311830763	25764.4614472701	20464.4959850414	39322.6855905271	59780.1987956022	24657.3458106401	45019.2897580241	62528.8038767914	59483.8861620334	59459.3451678087	54879.5168029083	27393.9694363964	"Chassy_KM_2793;KMXK_0D04110;W0T9W3; Fructose-bisphosphate aldolase - FBA1"	"Chassy_KM_2793"	"KMXK_0D04110"	"W0T9W3"	"KLMA_40388"	" Fructose-bisphosphate aldolase - FBA1"	""
"b26.a1.a1"	40145.5348448626	36288.3448654852	20298.9676012076	15212.0391087336	20965.3125179992	8603.39949474355	35264.826179535	29953.6679918859	19839.5608261751	24874.1673087888	23112.3159222399	30978.4277929317	"Chassy_KM_118;KMXK_0A01280;W0T8D4; Heat shock protein SSC1 - SSC1"	"Chassy_KM_118"	"KMXK_0A01280"	"W0T8D4"	"KLMA_10712"	" Heat shock protein SSC1 - SSC1"	""
"b27.a1.a1"	5830.64561844515	6060.95546260645	4362.05257807695	13101.1783831184	18722.007456255	7577.33410821028	21438.7975316103	31032.3198314597	22212.6813533832	10120.9240262837	15867.7381868864	9085.72909393646	"Chassy_KM_3692;KMXK_0F00380;W0TER0; Acetyltransferase component of pyruvate dehydrogenase complex - LAT1"	"Chassy_KM_3692"	"KMXK_0F00380"	"W0TER0"	"KLMA_60529"	" Acetyltransferase component of pyruvate dehydrogenase complex - LAT1"	"2.3.1.12"
"b28.a1.a1"	29601.3936127716	25406.3487544431	15219.8177186838	4292.8871615082	6711.32879543879	2653.48629040145	11469.4640605101	9462.79888829705	10542.872842004	7154.01349276589	9649.07814803539	8693.39878797267	"Chassy_KM_1115;KMXK_0B02970;W0T5P3; Heat shock protein 60 - HSP60"	"Chassy_KM_1115"	"KMXK_0B02970"	"W0T5P3"	"KLMA_20282"	" Heat shock protein 60 - HSP60"	""
"b29.a1.a1"	20207.4565392333	24465.0237458662	18337.5229673138	22212.9930675824	30401.0679229895	27619.4071765473	59880.3463364391	42900.5692763678	29148.5913526626	43051.2531366779	39519.2988966405	33908.9607862339	"Chassy_KM_3280;KMXK_0E02480;W0TFM8; 60S ribosomal protein L4-B - RPL4B"	"Chassy_KM_3280"	"KMXK_0E02480"	"W0TFM8"	"KLMA_50245"	" 60S ribosomal protein L4-B - RPL4B"	""
"b30.a1.a1"	4620.18621386311	5582.59640149069	1809.62840153324	9384.94858164469	15935.4447356908	10660.9289872716	13060.7560921737	17813.7163885929	14809.9494267921	17089.8022343596	17750.9967071756	12843.9397591348	"Chassy_KM_1919;KMXK_0C02640;W0TBT2; 60S ribosomal protein L3 - RPL3"	"Chassy_KM_1919"	"KMXK_0C02640"	"W0TBT2"	"KLMA_30264"	" 60S ribosomal protein L3 - RPL3"	""
"b31.a1.a1"	1851.80908960054	3005.55626673265	1529.25838617884	2668.93888224017	2674.99869127664	2769.39197229804	4494.9901746727	8569.80563303158	5277.58998968686	2843.4697170478	2739.94987218101	2951.69206686211	"Chassy_KM_3802;KMXK_0F01480;W0TFW6; Dihydrolipoyl dehydrogenase - LPD1"	"Chassy_KM_3802"	"KMXK_0F01480"	"W0TFW6"	"KLMA_60420"	" Dihydrolipoyl dehydrogenase - LPD1"	"1.8.1.4"
"b32.a1.a1"	10763.1973617267	17332.2228089207	16722.0515146973	22793.732795568	20490.8677064329	20040.60205774	27330.1630128552	46310.9637311468	32315.8434268388	6239.11238507881	35123.9619265503	64611.8696072351	"Chassy_KM_1052;KMXK_0B02340;W0T6J0; 3-ketoacyl-CoA thiolase - POT1"	"Chassy_KM_1052"	"KMXK_0B02340"	"W0T6J0"	"KLMA_20220"	" 3-ketoacyl-CoA thiolase - POT1"	""
"b34.a1.a1"	59366.5319223858	53464.3484390745	36533.6322307554	24404.0630336737	41540.2169868215	17176.4848592671	50510.0086622565	31405.6606414392	49652.9902141887	8557.09412281688	25100.662740475	25818.0493387498	"Chassy_KM_3352;KMXK_0E03200;W0TFU0; S-(hydroxymethyl)glutathione dehydrogenase - SFA1"	"Chassy_KM_3352"	"KMXK_0E03200"	"W0TFU0"	"KLMA_50315"	" S-(hydroxymethyl)glutathione dehydrogenase - SFA1"	"1.1.1.284"
"b35.a1.a1"	1461.60948964818	2146.51421518127	1898.68634184799	6180.12978298124	2914.00853357476	4130.00978022838	717.109488513279	1338.02913779125	518.503192611627	5505.45869799998	3269.81306055668	4201.02609471551	"Chassy_KM_1090;KMXK_0B02720;W0T9E2; Alpha-1,4 glucan phosphorylase - GPH1"	"Chassy_KM_1090"	"KMXK_0B02720"	"W0T9E2"	"KLMA_20256"	" Alpha-1,4 glucan phosphorylase - GPH1"	"2.4.1.1"
"b36.a1.a1"	3930.38239475533	3023.92190964994	2685.61958457746	12990.749940506	12392.2735700852	5488.05518304505	7108.45312525526	16126.6453281005	10370.2877713986	7733.74018643631	8944.87416495187	6493.57339767237	"Chassy_KM_359;KMXK_0A03690;W0T3V9; 6-phosphogluconate dehydrogenase, decarboxylating - GND1"	"Chassy_KM_359"	"KMXK_0A03690"	"W0T3V9"	"KLMA_10468"	" 6-phosphogluconate dehydrogenase, decarboxylating - GND1"	"1.1.1.44"
"b37.a1.a1"	21966.7282477686	21435.660425047	10984.4756222013	21218.9646856755	25076.7991556116	22002.1671919433	31764.0418256762	28780.8444585951	21818.5169855426	33332.8665016123	21811.9983548263	19204.2753331221	"Chassy_KM_1402;KMXK_0B05840;W0T883; Succinate--CoA ligase [ADP-forming] subunit alpha, mitochondrial - LSC1"	"Chassy_KM_1402"	"KMXK_0B05840"	"W0T883"	"KLMA_20568"	" Succinate--CoA ligase [ADP-forming] subunit alpha, mitochondrial - LSC1"	"6.2.1.5"
"b38.a1.a1"	182.772438685456	240.476841913522	248.23670574782	718.637051914209	915.895791128883	312.988528460252	598.411888168393	1032.43706752877	516.198671023665	492.410965117125	837.627059354605	1221.758197849	"Chassy_KM_4875;KMXK_0H02200;W0TEK0; Fatty acid synthase subunit alpha - FAS2"	"Chassy_KM_4875"	"KMXK_0H02200"	"W0TEK0"	"KLMA_70219"	" Fatty acid synthase subunit alpha - FAS2"	""
"b39.a1.a1"	2135.63070794317	770.08267322478	176.842503577149	2203.23825507162	1101.89523134455	1171.09349088261	958.690316556545	426.629803542968	1462.61631833251	347.693077909108	1722.24100170523	1579.76767861568	"Chassy_KM_2287;KMXK_0C06330;W0TCV6; Transaldolase - TAL1"	"Chassy_KM_2287"	"KMXK_0C06330"	"W0TCV6"	"KLMA_30634"	" Transaldolase - TAL1"	"2.2.1.2"
"b40.a1.a1"	17228.1644829542	11963.2197753133	6022.91605281261	24013.1850752206	36714.9346128875	20436.9247920913	30851.7847928275	38531.2811485678	27205.703333229	25642.2398450129	36906.0757021545	22398.2418262125	"Chassy_KM_2887;KMXK_0D05050;W0TCH3; 40S ribosomal protein S4 - RPS4B"	"Chassy_KM_2887"	"KMXK_0D05050"	"W0TCH3"	"KLMA_40482"	" 40S ribosomal protein S4 - RPS4B"	""
"b42.a1.a1"	11485.3801503452	4079.2112936232	3578.4714861017	5090.93642771708	3854.09321068119	5728.79070393598	4071.2111141036	207.032691706453	2118.50194064052	3764.28445631695	3635.85513139815	6770.9800340734	"Chassy_KM_4740;KMXK_0H00850;W0TF05; Superoxide dismutase [Cu-Zn] - SOD1"	"Chassy_KM_4740"	"KMXK_0H00850"	"W0TF05"	"KLMA_70087"	" Superoxide dismutase [Cu-Zn] - SOD1"	"1.15.1.1"
"b43.a1.a1"	72820.7307258183	52654.4466826342	35155.5327659273	34085.0496839883	30161.3278996366	23684.6255797269	38780.3710090216	10473.940860735	29745.4841605864	11471.9522750963	30673.4149563971	39523.3044993908	"Chassy_KM_3537;KMXK_0E05050;W0TCK6; Peptidyl-prolyl cis-trans isomerase - CPR1"	"Chassy_KM_3537"	"KMXK_0E05050"	"W0TCK6"	"KLMA_50501"	" Peptidyl-prolyl cis-trans isomerase - CPR1"	"5.2.1.8"
"b44.a1.a1"	581.531465893702	612.418204907707	367.173140086816	2239.4088794313	3634.1299893376	1473.91990968857	5620.2544894779	12353.8667040863	12600.8851767439	250.084897826976	3949.48796875905	10340.3722182648	"Chassy_KM_4967;KMXK_0H03120;W0TFK1; Long-chain-fatty-acid--CoA ligase 2 - FAA2"	"Chassy_KM_4967"	"KMXK_0H03120"	"W0TFK1"	"KLMA_70312"	" Long-chain-fatty-acid--CoA ligase 2 - FAA2"	""
"b45.a1.a1"	7764.63936021546	6107.75022670363	3946.41564989751	8801.77921105735	10888.6096445078	1972.18502506615	19887.2703086335	28065.0106723119	20892.913010505	5808.15050819951	9342.46112901335	7912.45673097732	"Chassy_KM_3958;KMXK_0F03040;W0TD46; Probable trans-2-enoyl-CoA reductase - ETR1"	"Chassy_KM_3958"	"KMXK_0F03040"	"W0TD46"	"KLMA_60271"	" Probable trans-2-enoyl-CoA reductase - ETR1"	""
"b46.a1.a1"	2969.31543998555	3090.13078470142	1434.12825052193	3577.81670394645	5824.01956899904	7458.93689071077	6183.07090906301	5088.13278882847	2599.59630655706	10925.150835612	6047.53602643456	4765.80817013425	"Chassy_KM_3208;KMXK_0E01760;W0TFG0; 40S ribosomal protein S1 - RPS1"	"Chassy_KM_3208"	"KMXK_0E01760"	"W0TFG0"	"KLMA_50170"	" 40S ribosomal protein S1 - RPS1"	""
"b47.a1.a1"	20341.5411239778	24235.2389711883	14322.4774966016	57487.4743650914	55926.2955083146	33562.4339791307	81677.841879906	33183.89837161	44533.379092883	77851.1133131518	85551.5077841313	76475.6156357292	"Chassy_KM_2347;KMXK_0C06930;W0T8N1; Adenosylhomocysteinase - SAH1"	"Chassy_KM_2347"	"KMXK_0C06930"	"W0T8N1"	"KLMA_30687"	" Adenosylhomocysteinase - SAH1"	"3.3.1.1"
"b48.a1.a1"	13380.5703930279	23848.1937373966	12727.0114592365	24227.1428313077	55159.2938375241	15138.6825729973	28801.4639054952	46710.7773296436	36827.2963271218	35444.4328145476	61921.2518724761	19611.9334066774	"Chassy_KM_1152;KMXK_0B03340;W0T7J2; 60S ribosomal protein L20 - RPL20B"	"Chassy_KM_1152"	"KMXK_0B03340"	"W0T7J2"	"KLMA_20318"	" 60S ribosomal protein L20 - RPL20B"	""
"b49.a1.a1"	25759.8746383292	29606.2796705515	17475.5773414048	20765.2322332918	31878.0388220538	24279.1268362589	31022.7991267374	37126.4530416079	27779.7877223065	42126.6164904076	35258.3950183482	24897.5513948922	"Chassy_KM_3507;KMXK_0E04750;W0TBV5; 60S ribosomal protein L2 - RPL2"	"Chassy_KM_3507"	"KMXK_0E04750"	"W0TBV5"	"KLMA_50473"	" 60S ribosomal protein L2 - RPL2"	""
"b50.a1.a1"	5757.13131022272	5160.95895507106	4862.84063447034	5276.07951213169	6701.72025665062	4228.90228061831	6832.12117620992	10445.3487512676	8152.7838286867	7348.95524431931	4659.04036309245	7212.16989167111	"Chassy_KM_3680;KMXK_0F00260;W0TDY2; 2-oxoglutarate dehydrogenase E1 component - KGD1"	"Chassy_KM_3680"	"KMXK_0F00260"	"W0TDY2"	"KLMA_60541"	" 2-oxoglutarate dehydrogenase E1 component - KGD1"	""
"b51.a1.a1"	50.8325461936288	74.9016835968898	51.2125064430348	130.760404820662	118.035065232636	48.10462470369	171.991992090978	152.14132118921	75.7638648813111	207.284137340445	108.333960168213	212.264948194968	"Chassy_KM_3748;KMXK_0F00940;W0TEH6; Acetyl-CoA carboxylase - ACC1"	"Chassy_KM_3748"	"KMXK_0F00940"	"W0TEH6"	"KLMA_60469"	" Acetyl-CoA carboxylase - ACC1"	""
"b52.a1.a1"	944.768760978068	144.154219832069	65.651809887492	1320.37664912402	1028.06918682124	737.325124897904	563.73490420434	475.863283792617	311.497419014715	1713.46518473602	1126.77789454211	1094.6555877143	"Chassy_KM_4055;KMXK_0F04010;W0TEG9; Malate dehydrogenase - MDH1"	"Chassy_KM_4055"	"KMXK_0F04010"	"W0TEG9"	"KLMA_60167"	" Malate dehydrogenase - MDH1"	"1.1.1.37"
