"prot"	"anaerobic_A"	"anaerobic_B"	"anaerobic_C"	"high_temp_A"	"high_temp_B"	"high_temp_C"	"low_pH_A"	"low_pH_B"	"low_pH_C"	"osmotic_stress_A"	"osmotic_stress_B"	"osmotic_stress_C"	"standard_A"	"standard_B"	"standard_C"	"Top.Protein.Description"	"ChassyID"	"uniprotID_CENPK"	"GeneName_CENPK"	"uniprotID_S288c"	"GeneName_S288C"	"Protein_name"
"a5.a3.a1"	63.6945229800442	49.7743564567158	93.2238335647471	163.762008499583	181.075364851088	64.3380995118477	75.3540175742167	85.1631559361804	89.9560978750877	88.6291558397205	85.4951185427531	99.8938511913575	69.361066089257	71.030066437149	86.3480834941072	"Chassy_SC_3651;N1P9M4;P38063; Ribose-phosphate pyrophosphokinase 4 - PRS4"	"Chassy_SC_3651"	"N1P9M4"	"CENPK1137D_4810"	"P38063"	"YBL068W"	" Ribose-phosphate pyrophosphokinase 4 - PRS4"
"a5.a4.a1"	49.5871873059857	67.4625411348997	59.5152228492616	117.123599056109	118.27282872996	65.7675033084315	77.0510496050516	53.2889185520702	46.5271055466912	43.6662885949665	54.5939617302661	58.1992610693509	53.2505478145711	36.7222070996075	71.0261137859673	"Chassy_SC_1368;N1P3H7;P38620; Ribose-phosphate pyrophosphokinase 2 - PRS2"	"Chassy_SC_1368"	"N1P3H7"	"CENPK1137D_3512"	"P38620"	"YER099C"	" Ribose-phosphate pyrophosphokinase 2 - PRS2"
"a6.a1.a1"	270.843072141319	312.21694850049	316.536471278549	758.156727804488	738.992007774023	592.673694262161	642.149043533218	766.225993644303	710.495190442178	707.684620162405	631.879346361628	575.321692878846	830.356254705158	752.031346169126	838.775381716258	"Chassy_SC_5025;N1P731;P22202; Heat shock protein SSA4 - SSA4"	"Chassy_SC_5025"	"N1P731"	"CENPK1137D_3515"	"P22202"	"YER103W"	" Heat shock protein SSA4 - SSA4"
"a6.a2.a1"	275.147888998484	285.793676036328	313.382453896301	698.314635732958	699.16508403849	538.57954861609	629.305032576887	811.523918269058	717.379652928824	446.725973437135	434.908098159191	385.140329964833	741.438987011382	709.85179535544	755.494240001988	"Chassy_SC_4931;N1P8N4;P09435; Heat shock protein SSA3 - SSA3"	"Chassy_SC_4931"	"N1P8N4"	"CENPK1137D_4754"	"P09435"	"YBL075C"	" Heat shock protein SSA3 - SSA3"
"a6.a3.a1"	255.690008080904	367.59260356894	373.358143401758	441.067664274354	475.842604099725	296.00722514552	319.974904823441	318.109526420647	358.649440455577	318.548627775843	321.948131879416	282.6361047794	376.547374867124	365.606770543815	387.333168415152	"Chassy_SC_244;N1P0X7;P16474; 78 kDa glucose-regulated protein homolog - KAR2"	"Chassy_SC_244"	"N1P0X7"	"CENPK1137D_1268"	"P16474"	"YJL034W"	" 78 kDa glucose-regulated protein homolog - KAR2"
"a7.a1.a1"	261.537970020135	329.082665043352	330.615371859271	348.96618369527	436.582054046274	236.715529680272	363.55645431725	427.2128618937	438.49532635605	396.836412926905	359.017186007653	387.412355694174	539.404444688614	537.856275436964	505.422742699411	"Chassy_SC_3878;N1NWL3;P19097; Fatty acid synthase subunit alpha - FAS2"	"Chassy_SC_3878"	"N1NWL3"	"CENPK1137D_1888"	"P19097"	"YPL231W"	" Fatty acid synthase subunit alpha - FAS2"
"a8.a1.a1"	257.34566358686	301.012034467036	313.557867006887	345.078513322502	371.858746870153	256.108006463402	341.897968552521	401.615477331894	383.151143860498	357.927262308982	334.676553615926	358.452182908828	462.417191331209	487.227284506417	447.130510874415	"Chassy_SC_3037;N1P0M8;P07149; Fatty acid synthase subunit beta - FAS1"	"Chassy_SC_3037"	"N1P0M8"	"CENPK1137D_1128"	"P07149"	"YKL182W"	" Fatty acid synthase subunit beta - FAS1"
"a9.a1.a1"	207.793778431414	263.556584067553	262.067079497368	239.235221555604	247.479083184136	176.441301991834	222.696917626791	262.352691017461	203.033796242551	185.894880360171	208.046258763572	207.452069878686	262.382386895146	254.593575104445	250.221296304436	"Chassy_SC_1029;N1P1J1;P07259; Protein URA2 - URA2"	"Chassy_SC_1029"	"N1P1J1"	"CENPK1137D_1503"	"P07259"	"YJL130C"	" Protein URA2 - URA2"
"a9.a2.a1"	151.214927210973	200.135474176897	222.562061559489	219.293289830249	229.755520397807	180.353627835507	222.904885168409	243.743521432961	241.533926167339	132.135964157354	147.670801622082	154.645926491332	326.42388225313	349.945558886509	311.148130342305	"Chassy_SC_3818;N1P185;P03965; Carbamoyl-phosphate synthase arginine-specific large chain - CPA2"	"Chassy_SC_3818"	"N1P185"	"CENPK1137D_1403"	"P03965"	"YJR109C"	" Carbamoyl-phosphate synthase arginine-specific large chain - CPA2"
"b10.a1.a1"	881.731549484445	1204.57376303596	1196.94786703709	1134.6383649331	1419.5193755864	797.559654811383	789.764231420631	1104.61333366813	1148.64170744673	1260.09035726233	925.214189472949	1177.6195108241	1666.06097715475	1365.44574801083	1522.34643845864	"Chassy_SC_557;N1P0G2;P06169; Pyruvate decarboxylase isozyme 1 - PDC1"	"Chassy_SC_557"	"N1P0G2"	"CENPK1137D_891"	"P06169"	"YLR044C"	" Pyruvate decarboxylase isozyme 1 - PDC1"
"b10.a2.a1"	225.120401468782	248.061937451163	276.253679979321	334.707664964966	378.049036181913	228.81933548053	264.19225454096	355.696270919491	282.043915698243	225.283735377512	236.466786712951	241.786391958155	293.545158696612	302.708799985961	294.47175813381	"Chassy_SC_941;N1P9V9;P26263; Pyruvate decarboxylase isozyme 3 - PDC6"	"Chassy_SC_941"	"N1P9V9"	"CENPK1137D_3053"	"P26263"	"YGR087C"	" Pyruvate decarboxylase isozyme 3 - PDC6"
"b10.a3.a1"	59.8530151713269	70.3708512633076	99.2861474390204	85.1459805676508	122.856026595091	68.3397430068933	80.1061407690981	64.4759971976623	64.4978465829011	62.0070128207533	82.6145791080307	83.8814806863858	83.6284286161545	85.3469417095184	92.3508567573253	"Chassy_SC_3816;N1P457;Q07471; Thiamine metabolism regulatory protein THI3 - THI3"	"Chassy_SC_3816"	"N1P457"	"CENPK1137D_3747"	"Q07471"	"YDL080C"	" Thiamine metabolism regulatory protein THI3 - THI3"
"b11.a1.a1"	732.5863608606	900.933259095318	1012.95288952958	902.790057967674	1052.36871100765	760.45109941508	696.5842048701	780.035919655192	888.59144005471	1036.49702808113	772.045752839028	953.261395205212	1158.28805525941	1056.35982835653	1047.50978759524	"Chassy_SC_4969;N1NXP6;P02829; ATP-dependent molecular chaperone HSP82 - HSP82"	"Chassy_SC_4969"	"N1NXP6"	"CENPK1137D_1799"	"P02829"	"YPL240C"	" ATP-dependent molecular chaperone HSP82 - HSP82"
"b12.a1.a1"	1656.19699986574	2168.85874021981	2082.6493540865	702.743748633092	703.578295468473	481.952438348292	580.050482861795	740.490315939556	744.084898396116	761.449180388074	667.98046021612	664.896658402318	839.187301388001	798.075977751128	763.711554541026	"Chassy_SC_635;N1P4S9;P04806; Hexokinase-1 - HXK1"	"Chassy_SC_635"	"N1P4S9"	"CENPK1137D_3329"	"P04806"	"YFR053C"	" Hexokinase-1 - HXK1"
"b12.a2.a1"	362.422586276179	450.133054375291	470.257522498698	303.153523801612	401.654554111292	220.44244308841	272.304878642832	305.316736881903	316.332353058145	467.58851420003	403.081730156313	447.05857781833	470.279782456227	361.522064717537	451.894960798489	"Chassy_SC_2437;N1P4P1;P04807; Hexokinase-2 - HXK2"	"Chassy_SC_2437"	"N1P4P1"	"CENPK1137D_3299"	"P04807"	"YGL253W"	" Hexokinase-2 - HXK2"
"b13.a1.a1"	696.898491238465	834.578900438672	869.279353403773	653.866813933197	705.243332286293	506.391514655976	721.464177885757	851.831702566831	791.76522859376	742.426183782728	672.953154940415	649.045121970986	1153.03120058237	941.451785464698	990.342846701344	"Chassy_SC_4389;N1PA49;P05694; 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase - MET6"	"Chassy_SC_4389"	"N1PA49"	"CENPK1137D_3503"	"P05694"	"YER091C"	" 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase - MET6"
"b14.a1.a1"	119.930794090517	154.369961254279	170.297367673189	661.034838606837	799.125770652008	564.718820436825	473.569113053034	629.744987138369	647.233377375827	577.511059066164	511.730105335989	537.58679034959	811.883317916736	802.447586545339	801.574105710303	"Chassy_SC_3446;N1P7N2;Q01574; Acetyl-coenzyme A synthetase 1 - ACS1"	"Chassy_SC_3446"	"N1P7N2"	"CENPK1137D_4997"	"Q01574"	"YAL054C"	" Acetyl-coenzyme A synthetase 1 - ACS1"
"b14.a2.a1"	248.572804421074	264.589820457458	283.994955212564	260.914132221367	248.032272249406	210.421651080848	299.017426422287	227.447209784516	233.096789306464	270.140493009766	280.824559711462	261.364899481623	342.391650721468	274.821867256383	251.426625905448	"Chassy_SC_2625;N1NZR0;P52910; Acetyl-coenzyme A synthetase 2 - ACS2"	"Chassy_SC_2625"	"N1NZR0"	"CENPK1137D_541"	"P52910"	"YLR153C"	" Acetyl-coenzyme A synthetase 2 - ACS2"
"b15.a1.a1"	189.365488023028	243.353047511639	250.758863013352	268.321430694038	295.988615275043	191.414320392741	244.799312253469	301.53767555975	269.526853487841	280.609486957153	269.880547990352	277.868047028376	267.832171430453	292.692337500917	328.603614347196	"Chassy_SC_4324;N1P4Q3;Q00955; Acetyl-CoA carboxylase - ACC1"	"Chassy_SC_4324"	"N1P4Q3"	"CENPK1137D_2692"	"Q00955"	"YNR016C"	" Acetyl-CoA carboxylase - ACC1"
"b16.a1.a1"	558.845259730545	692.550648564852	662.62389934393	623.046694488785	726.229718188106	453.50976654475	540.166436010922	637.190991250963	694.312166297659	618.415900805008	596.681346663664	721.512587900998	816.856547188857	799.459119860105	807.959589498343	"Chassy_SC_893;N1P7B9;P32324; Elongation factor 2 - EFT1"	"Chassy_SC_893"	"N1P7B9"	"CENPK1137D_4214"	"P32324"	"YOR133W"	" YDR385W"
"b17.a1.a1"	372.72925224723	470.255065840751	439.668940186157	549.938258913524	624.464519378882	384.185250373569	483.858755210683	546.779324799384	557.603675742602	555.549842647158	546.214218601994	559.808256153146	625.266730869737	586.385407950708	645.764055041361	"Chassy_SC_2813;N1P1J9;P19414; Aconitate hydratase, mitochondrial - ACO1"	"Chassy_SC_2813"	"N1P1J9"	"CENPK1137D_677"	"P19414"	"YLR304C"	" Aconitate hydratase, mitochondrial - ACO1"
"b17.a2.a1"	151.247143702263	197.913980525019	175.444668858179	178.35934748229	192.809336572663	143.608752965979	195.227929224418	211.045576058332	196.128832087317	157.572348091589	173.178638463745	165.947033531217	201.815387222164	238.341332364898	204.248191739894	"Chassy_SC_3628;N1P8L4;P39533; Homocitrate dehydratase, mitochondrial - ACO2"	"Chassy_SC_3628"	"N1P8L4"	"CENPK1137D_1295"	"P39533"	"YJL200C"	" Homocitrate dehydratase, mitochondrial - ACO2"
"b18.a1.a1"	805.730244741274	1097.49623063029	1158.26105985086	853.781584346351	982.850274354837	638.563301024127	787.911989419162	1031.60081927719	1054.30256653692	1338.15039726966	1166.47577607811	1355.3873606671	1406.33324266318	1147.24340685057	1144.21018343195	"Chassy_SC_4808;N1P8W3;P00830; ATP synthase subunit beta, mitochondrial - ATP2"	"Chassy_SC_4808"	"N1P8W3"	"CENPK1137D_1415"	"P00830"	"YJR121W"	" ATP synthase subunit beta, mitochondrial - ATP2"
"b19.a1.a1"	286.448420013105	322.351809160332	370.190121443339	758.870144717401	805.843362170589	538.120513187548	509.699300416844	658.269638182645	691.000292032156	349.29506887784	384.464547392044	347.637517634899	807.930520486012	723.750745872507	761.896037624992	"Chassy_SC_5099;N1NZK6;P31539; Heat shock protein 104 - HSP104"	"Chassy_SC_5099"	"N1NZK6"	"CENPK1137D_673"	"P31539"	"YLL026W"	" Heat shock protein 104 - HSP104"
"b20.a1.a1"	337.781390973626	469.301388271505	489.243548908038	558.159760697586	616.350141662406	420.345791000688	460.107021073614	481.336132384611	523.264922616001	693.862236378253	607.768231019747	719.096810525878	669.180078331453	609.241942501722	653.924922531424	"Chassy_SC_2159;N1NX50;P32589; Heat shock protein homolog SSE1 - SSE1"	"Chassy_SC_2159"	"N1NX50"	"CENPK1137D_1594"	"P32589"	"YPL106C"	" Heat shock protein homolog SSE1 - SSE1"
"b20.a2.a1"	67.2355062292174	92.0708539867428	71.7098672272691	334.148596950707	383.18377658646	275.310549769561	281.543072701778	298.483005281801	284.647418750899	266.013248973846	215.907444833684	250.709024510637	312.599859909656	303.298101268612	302.897428871031	"Chassy_SC_2757;N1PAU3;P32590; Heat shock protein homolog SSE2 - SSE2"	"Chassy_SC_2757"	"N1PAU3"	"CENPK1137D_4723"	"P32590"	"YBR169C"	" Heat shock protein homolog SSE2 - SSE2"
"b21.a1.a1"	747.727245904359	977.104593727351	1010.19965466474	701.543916964517	834.53789607675	560.894002384424	622.692436538605	728.76885103849	743.500140901353	1050.4958136007	836.887729663542	1054.34584349646	909.949814263535	773.256789426115	840.291244485726	"Chassy_SC_2859;N1NWR7;P00890; Citrate synthase, mitochondrial - CIT1"	"Chassy_SC_2859"	"N1NWR7"	"CENPK1137D_2676"	"P00890"	"YNR001C"	" Citrate synthase, mitochondrial - CIT1"
"b21.a2.a1"	381.909802742598	453.365360163588	473.461923889527	255.020348781073	267.241692603696	179.439164164963	148.161956531996	153.576153739328	137.331508266843	255.458780963611	295.044350117178	317.204257273501	148.095979848367	161.85779510468	169.601666724202	"Chassy_SC_3237;N1P997;P08679; Citrate synthase, peroxisomal - CIT2"	"Chassy_SC_3237"	"N1P997"	"CENPK1137D_4500"	"P08679"	"YCR005C"	" Citrate synthase, peroxisomal - CIT2"
"b21.a3.a1"	22.4989957666449	22.7484478320456	0	126.412771416178	104.939641199292	101.633166069204	75.7708244655009	69.0776908912346	30.6183386257264	27.8629097333936	69.9785075138052	57.1105852152632	46.421543423517	47.8905567365009	69.730259197119	"Chassy_SC_109;N1P1X2;P43635; Citrate synthase 3, mitochondrial - CIT3"	"Chassy_SC_109"	"N1P1X2"	"CENPK1137D_1702"	"P43635"	"YPR001W"	" Citrate synthase 3, mitochondrial - CIT3"
"b22.a1.a1"	900.784755453091	1053.36055356973	1127.10122800734	794.871284854402	895.269681665723	568.007990324204	710.676626214122	955.591338387704	871.821710477472	852.597562790875	753.052645285837	798.176630500789	1160.06379791581	907.251603142393	1094.32801714228	"Chassy_SC_620;N1P8V5;P00549; Pyruvate kinase 1 - CDC19"	"Chassy_SC_620"	"N1P8V5"	"CENPK1137D_4941"	"P00549"	"YAL038W"	" Pyruvate kinase 1 - CDC19"
"b22.a2.a1"	81.091573996024	63.6977422924749	117.813378707614	66.2630597820352	78.721218978863	53.1268589883136	83.9095382114021	77.0951410813248	48.7034722243261	45.8631260705776	77.7299793525626	45.6071388234303	44.5765655837661	68.6738031267547	88.9698832761749	"Chassy_SC_4384;N1P3V3;P52489; Pyruvate kinase 2 - PYK2"	"Chassy_SC_4384"	"N1P3V3"	"CENPK1137D_2362"	"P52489"	"YOR347C"	" Pyruvate kinase 2 - PYK2"
"b23.a1.a1"	329.851702584494	448.376925970556	463.811438939386	335.151287962438	417.195787001347	259.507669063687	384.862612387428	431.072829115565	439.788644762923	401.534319479014	386.053606133698	489.058329873795	564.30382855226	508.059853171192	529.891955882348	"Chassy_SC_709;N1NYG5;P16521; Elongation factor 3A - YEF3"	"Chassy_SC_709"	"N1NYG5"	"CENPK1137D_624"	"P16521"	"YLR249W"	" Elongation factor 3A - YEF3"
"b23.a2.a1"	69.3196887819096	121.298497730802	114.474765716801	204.051881295728	220.039610766	140.578377199082	147.016561161953	166.090229571921	167.117153005614	92.4704159795409	80.494253177535	125.055537912107	168.693382975068	164.54169622603	202.294256236843	"Chassy_SC_1597;N1P4M0;P53978; Elongation factor 3B - HEF3"	"Chassy_SC_1597"	"N1P4M0"	"CENPK1137D_2662"	"P53978"	"YNL014W"	" Elongation factor 3B - HEF3"
"b24.a1.a1"	669.655978028602	817.421641542948	828.431063201319	633.292824271889	713.117832232286	507.279578379258	564.561125757166	622.728400559631	646.449499961279	736.573071817531	640.240114595822	680.73323795695	945.836295099625	804.961154867394	789.632375171305	"Chassy_SC_3658;N1P1J4;P0CS90; Heat shock protein SSC1, mitochondrial - SSC1"	"Chassy_SC_3658"	"N1P1J4"	"CENPK1137D_1336"	"P0CS90"	"YJR045C"	" Heat shock protein SSC1, mitochondrial - SSC1"
"b25.a1.a1"	255.223871384595	322.558073517624	306.847115876655	239.712019117047	295.78929666774	168.623083597434	219.901224210099	233.163489568937	205.645515155231	275.514843709863	271.78017097903	285.832539351434	259.646196940622	219.629491564442	252.543665387713	"Chassy_SC_20;N1P2M1;P16861; ATP-dependent 6-phosphofructokinase subunit alpha - PFK1"	"Chassy_SC_20"	"N1P2M1"	"CENPK1137D_3207"	"P16861"	"YGR240C"	" ATP-dependent 6-phosphofructokinase subunit alpha - PFK1"
"b25.a2.a1"	214.029393587227	279.541740224003	299.205347087696	219.897294412521	252.552388296455	160.158677840771	220.584513911552	201.96391189683	201.625619910913	227.613448170065	220.217345130185	249.709749243637	201.618874384085	220.087593111072	242.734982442629	"Chassy_SC_12;N1P0I3;P16862; ATP-dependent 6-phosphofructokinase subunit beta - PFK2"	"Chassy_SC_12"	"N1P0I3"	"CENPK1137D_242"	"P16862"	"YMR205C"	" ATP-dependent 6-phosphofructokinase subunit beta - PFK2"
"b26.a1.a1"	1138.3994707547	1409.94259806885	1412.53878075877	873.674601493615	967.527947761123	647.847820006784	846.337519937802	1076.23941557655	1135.44870079405	1020.24536939595	818.102068368909	1000.60779008635	1485.02836095116	1326.17047184038	1353.4320733252	"Chassy_SC_2377;N1NYP1;P06168; Ketol-acid reductoisomerase, mitochondrial - ILV5"	"Chassy_SC_2377"	"N1NYP1"	"CENPK1137D_724"	"P06168"	"YLR355C"	" Ketol-acid reductoisomerase, mitochondrial - ILV5"
"b27.a1.a1"	203.837509027766	244.031693613345	263.009335820768	272.575824263251	267.359814916458	161.241684421306	238.566043907097	297.945354350408	300.068619784889	240.097969192217	224.665579320852	237.587107035922	336.177849265012	307.225932314078	336.565316491981	"Chassy_SC_4051;N1P0B3;P47169; Sulfite reductase [NADPH] subunit beta - MET5"	"Chassy_SC_4051"	"N1P0B3"	"CENPK1137D_1434"	"P47169"	"YJR137C"	" Sulfite reductase [NADPH] subunit beta - MET5"
"b27.a2.a1"	71.0255723602147	79.1049065607034	102.135192540799	118.105352176904	125.046619764957	80.7903540430027	83.488722980292	127.379179143413	108.337883112106	91.9108113441313	60.6982240822851	83.539108764634	89.8593146342489	97.6096320143016	118.580156703054	"Chassy_SC_598;N1P4H3;P32565; 26S proteasome regulatory subunit RPN2 - RPN2"	"Chassy_SC_598"	"N1P4H3"	"CENPK1137D_5182"	"P32565"	"YIL075C"	" 26S proteasome regulatory subunit RPN2 - RPN2"
"b28.a1.a1"	1695.51442266777	1938.23344171574	2161.65615811416	1257.06539964358	1568.71430027302	1033.71996442502	1111.14599813876	1361.05904133548	1616.82942972372	2069.41033541412	1361.32349070759	1764.49227401591	2240.30358026981	1864.34365269006	1849.55021562247	"Chassy_SC_4132;N1P8B2;P00950; Phosphoglycerate mutase 1 - GPM1"	"Chassy_SC_4132"	"N1P8B2"	"CENPK1137D_1155"	"P00950"	"YKL152C"	" Phosphoglycerate mutase 1 - GPM1"
"b29.a1.a1"	803.771033667337	1084.61799541119	1011.10934293602	835.532631786143	1002.65395462329	623.169449632948	818.805103758515	839.667663570962	1064.24738742091	993.192078223264	811.540385159494	845.840931403915	1138.10857136903	1094.68288334316	1001.86156411642	"Chassy_SC_4394;N1NZZ7;P06106; Homocysteine/cysteine synthase - MET17"	"Chassy_SC_4394"	"N1NZZ7"	"CENPK1137D_676"	"P06106"	"YLR303W"	" Homocysteine/cysteine synthase - MET17"
"b30.a1.a1"	802.950746071054	1146.05712951269	1128.9830229688	996.094341728559	1240.92738213494	752.014735414939	829.647939779373	1085.15554560123	1208.82253228862	1276.87102707254	1045.66485036507	1249.66295043002	1699.30444437165	1319.53646708165	1413.02018142286	"Chassy_SC_3513;N1P7U8;P14540; Fructose-bisphosphate aldolase - FBA1"	"Chassy_SC_3513"	"N1P7U8"	"CENPK1137D_945"	"P14540"	"YKL060C"	" Fructose-bisphosphate aldolase - FBA1"
"b31.a1.a1"	563.940639307828	772.44904852198	689.669895971161	658.018683655523	814.805849012563	513.37436004485	530.536798538241	689.022100534194	800.766719643991	905.586081042302	695.476512070136	802.051640112196	1021.3999934385	914.453396980266	946.408165320969	"Chassy_SC_637;N1P9R2;P07251; ATP synthase subunit alpha, mitochondrial - ATP1"	"Chassy_SC_637"	"N1P9R2"	"CENPK1137D_4905"	"P07251"	"YBL099W"	" ATP synthase subunit alpha, mitochondrial - ATP1"
"b32.a1.a1"	507.418303667923	745.485236799569	734.302088109329	773.06825266565	810.360767648129	553.541724547974	538.800955455305	631.527312153535	730.709897426349	709.276030124811	581.296557666374	705.128068467481	972.921846753206	833.138007462715	752.472732456719	"Chassy_SC_3829;N1NYH2;P19882; Heat shock protein 60, mitochondrial - HSP60"	"Chassy_SC_3829"	"N1NYH2"	"CENPK1137D_634"	"P19882"	"YLR259C"	" Heat shock protein 60, mitochondrial - HSP60"
"b33.a1.a1"	310.416026047097	405.194678985205	432.854232370728	318.803441940389	403.221124885896	257.328963878335	354.850202897098	416.100995300643	449.995425370683	368.089595585407	416.576330911935	381.415999303087	495.912295170849	481.624311870982	444.201984982508	"Chassy_SC_3814;N1NXM0;P23254; Transketolase 1 - TKL1"	"Chassy_SC_3814"	"N1NXM0"	"CENPK1137D_1774"	"P23254"	"YPR074C"	" Transketolase 1 - TKL1"
"b33.a2.a1"	8.41876454767607	8.33487698566972	10.667178424146	232.26755709488	262.803194681681	187.225489146864	250.758985072061	288.115636258175	296.132892033393	358.853837639282	368.946420238143	373.301754699869	191.730818029159	250.506013976232	219.753260546731	"Chassy_SC_106;N1PAT1;P33315; Transketolase 2 - TKL2"	"Chassy_SC_106"	"N1PAT1"	"CENPK1137D_4663"	"P33315"	"YBR117C"	" Transketolase 2 - TKL2"
