"prot"	"anaerobic_A"	"anaerobic_B"	"anaerobic_C"	"high_temp_A"	"high_temp_B"	"high_temp_C"	"low_pH_A"	"low_pH_B"	"low_pH_C"	"osmotic_stress_A"	"osmotic_stress_B"	"osmotic_stress_C"	"standard_A"	"standard_B"	"standard_C"	"Top.Protein.Description"	"ChassyID"	"uniprotID_CENPK"	"GeneName_CENPK"	"uniprotID_S288c"	"GeneName_S288C"	"Protein_name"
"a5.a3.a1"	NA	NA	NA	NA	34.5452082554408	NA	NA	NA	5.63592318580006	3.60127343828498	NA	NA	4.35000450805137	NA	14.6688949667527	"Chassy_SC_3651;N1P9M4;P38063; Ribose-phosphate pyrophosphokinase 4 - PRS4"	"Chassy_SC_3651"	"N1P9M4"	"CENPK1137D_4810"	"P38063"	"YBL068W"	" Ribose-phosphate pyrophosphokinase 4 - PRS4"
"a5.a4.a1"	62.8830599371205	196.598799409946	99.6227546422282	84.2547712589509	160.630229309399	109.022449527696	74.3383458549553	75.4072578382467	97.1168325405055	102.055110352414	105.624151279607	100.247773883093	65.0359364380335	86.4245594216905	75.009381358197	"Chassy_SC_1368;N1P3H7;P38620; Ribose-phosphate pyrophosphokinase 2 - PRS2"	"Chassy_SC_1368"	"N1P3H7"	"CENPK1137D_3512"	"P38620"	"YER099C"	" Ribose-phosphate pyrophosphokinase 2 - PRS2"
"a6.a1.a1"	206.166998449154	155.54915491871	338.926663396861	3901.62040220344	4861.40208940487	3675.56892963592	3266.76006043235	4270.6526120032	4839.86884776747	4115.9857742262	4781.92463677642	3427.11297036645	3238.91830875899	3543.86785494579	4290.01698934933	"Chassy_SC_5025;N1P731;P22202; Heat shock protein SSA4 - SSA4"	"Chassy_SC_5025"	"N1P731"	"CENPK1137D_3515"	"P22202"	"YER103W"	" Heat shock protein SSA4 - SSA4"
"a6.a2.a1"	2644.94657785279	2669.76451156202	2097.65002316257	13684.9529509196	19201.9724514131	14355.1965731081	15675.6473268862	18347.8872882784	19117.2426916514	5728.761312027	5927.02934652774	4548.36495670229	10910.2752848945	12204.8136977578	16271.1606709743	"Chassy_SC_4931;N1P8N4;P09435; Heat shock protein SSA3 - SSA3"	"Chassy_SC_4931"	"N1P8N4"	"CENPK1137D_4754"	"P09435"	"YBL075C"	" Heat shock protein SSA3 - SSA3"
"a6.a3.a1"	15884.2700655432	18778.832545531	18543.1804859604	18548.8032252085	22142.4168054384	16621.2070743159	13979.2297559142	16060.8778564215	15152.7964271444	15916.1973771959	15221.0849744783	15293.172665911	14064.0207171804	12834.8289898476	14257.8861080691	"Chassy_SC_244;N1P0X7;P16474; 78 kDa glucose-regulated protein homolog - KAR2"	"Chassy_SC_244"	"N1P0X7"	"CENPK1137D_1268"	"P16474"	"YJL034W"	" 78 kDa glucose-regulated protein homolog - KAR2"
"a7.a1.a1"	31128.2815788779	37139.1740338708	38839.652309045	45892.4790028424	50673.8519570675	42623.5480445196	57719.2056304779	64564.776657793	73351.8262546611	57220.0640678927	51065.1910846963	58298.41776533	67936.7571676189	71042.3007987485	71980.3517205452	"Chassy_SC_3878;N1NWL3;P19097; Fatty acid synthase subunit alpha - FAS2"	"Chassy_SC_3878"	"N1NWL3"	"CENPK1137D_1888"	"P19097"	"YPL231W"	" Fatty acid synthase subunit alpha - FAS2"
"a8.a1.a1"	32405.8991269102	35559.5324632353	34114.2583952507	41823.6525720525	43074.1943373196	40480.8897039552	56284.0619568178	63187.2008255389	62963.7776262572	53476.6316820555	52362.1211607269	58985.4930600395	57934.5866432005	64439.2918818824	60729.2106198183	"Chassy_SC_3037;N1P0M8;P07149; Fatty acid synthase subunit beta - FAS1"	"Chassy_SC_3037"	"N1P0M8"	"CENPK1137D_1128"	"P07149"	"YKL182W"	" Fatty acid synthase subunit beta - FAS1"
"a9.a1.a1"	16513.290879067	17946.592222129	17554.9141093619	15087.2592681961	16375.3345113672	14758.471774858	15012.2113419271	18252.3326126596	16822.1742108519	13110.3840846467	13302.521642999	14211.0392394148	16793.3743620842	18162.2497395867	18415.5732654841	"Chassy_SC_1029;N1P1J1;P07259; Protein URA2 - URA2"	"Chassy_SC_1029"	"N1P1J1"	"CENPK1137D_1503"	"P07259"	"YJL130C"	" Protein URA2 - URA2"
"a9.a2.a1"	6687.92960349036	7754.91387948926	7186.42713693673	6934.67104268803	7044.03019023481	5477.5658920499	7413.57281561135	8690.44751143133	9872.66018179331	4086.9333765	4576.55548954359	5067.19402991268	11949.6987919872	13414.936855915	11714.0457147049	"Chassy_SC_3818;N1P185;P03965; Carbamoyl-phosphate synthase arginine-specific large chain - CPA2"	"Chassy_SC_3818"	"N1P185"	"CENPK1137D_1403"	"P03965"	"YJR109C"	" Carbamoyl-phosphate synthase arginine-specific large chain - CPA2"
"b10.a1.a1"	76836.9486559013	81383.7237221083	88104.4950094217	90698.290109904	110011.060715181	77062.3592449018	54191.7618758851	63165.00521661	81024.5234856264	73706.7199592415	68366.2551590725	75233.9002608143	92799.8695773074	77855.277079031	85955.9025024209	"Chassy_SC_557;N1P0G2;P06169; Pyruvate decarboxylase isozyme 1 - PDC1"	"Chassy_SC_557"	"N1P0G2"	"CENPK1137D_891"	"P06169"	"YLR044C"	" Pyruvate decarboxylase isozyme 1 - PDC1"
"b10.a2.a1"	25.4943055865273	23.9210525303879	19.3367177477432	309.145947183123	344.497869189025	322.739949438495	252.84709288352	386.48442992948	288.252189990158	18.0704667441752	6.24861802293253	37.9487918857868	67.2756696655619	93.6452675321433	156.405729676433	"Chassy_SC_941;N1P9V9;P26263; Pyruvate decarboxylase isozyme 3 - PDC6"	"Chassy_SC_941"	"N1P9V9"	"CENPK1137D_3053"	"P26263"	"YGR087C"	" Pyruvate decarboxylase isozyme 3 - PDC6"
"b11.a1.a1"	126349.00253858	158090.720542393	156603.075640992	173726.424446264	214223.55464837	162686.718046577	108740.961449849	126469.125634104	148116.258653331	158379.427493668	160743.085969274	170004.788408762	148410.11686432	136597.6467418	148311.712047682	"Chassy_SC_4969;N1NXP6;P02829; ATP-dependent molecular chaperone HSP82 - HSP82"	"Chassy_SC_4969"	"N1NXP6"	"CENPK1137D_1799"	"P02829"	"YPL240C"	" ATP-dependent molecular chaperone HSP82 - HSP82"
"b12.a1.a1"	249008.91596647	287982.007397306	280544.621824786	39690.4816361261	46815.0964023357	36436.4762831717	35966.0426463331	42836.4577937331	51102.4278359757	44514.5867346702	45118.9084937247	47250.0935356144	36045.2396448356	36657.5819119728	44080.7263040999	"Chassy_SC_635;N1P4S9;P04806; Hexokinase-1 - HXK1"	"Chassy_SC_635"	"N1P4S9"	"CENPK1137D_3329"	"P04806"	"YFR053C"	" Hexokinase-1 - HXK1"
"b12.a2.a1"	12478.346570674	12492.1814875049	13440.6835860387	5967.13961538489	6732.19382827243	5018.65719890646	6024.24705577366	6482.50670403854	6865.85858417155	13473.804300878	14982.8142245011	15012.9124040696	8313.23167425547	6279.5481101021	7349.64188661115	"Chassy_SC_2437;N1P4P1;P04807; Hexokinase-2 - HXK2"	"Chassy_SC_2437"	"N1P4P1"	"CENPK1137D_3299"	"P04807"	"YGL253W"	" Hexokinase-2 - HXK2"
"b13.a1.a1"	119422.187872313	138118.873079397	136497.648257345	85889.0416855481	89701.028366996	73757.3207076141	109478.361801349	118772.314551236	127701.676089242	80986.796986641	81064.1343574684	82077.1443921545	148106.970761452	131110.767330463	140467.464863062	"Chassy_SC_4389;N1PA49;P05694; 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase - MET6"	"Chassy_SC_4389"	"N1PA49"	"CENPK1137D_3503"	"P05694"	"YER091C"	" 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase - MET6"
"b14.a1.a1"	3222.39146419827	4315.54704394049	4878.99017272674	111702.748286808	126356.945835527	105949.985945016	59919.8140275343	69587.7159423971	75073.0620235347	51353.7824864258	49343.4883161255	63720.760521047	90809.2612955119	100550.244382791	95297.615241694	"Chassy_SC_3446;N1P7N2;Q01574; Acetyl-coenzyme A synthetase 1 - ACS1"	"Chassy_SC_3446"	"N1P7N2"	"CENPK1137D_4997"	"Q01574"	"YAL054C"	" Acetyl-coenzyme A synthetase 1 - ACS1"
"b14.a2.a1"	6449.90542495031	6394.19899239357	6183.82349056479	4996.31159554858	5203.66522590562	4127.99311248521	6023.16841259155	6414.93449179447	5522.64204537747	7500.2183090345	7653.2515288234	7696.90813505206	6813.0841633192	6236.02028519957	6218.21711540487	"Chassy_SC_2625;N1NZR0;P52910; Acetyl-coenzyme A synthetase 2 - ACS2"	"Chassy_SC_2625"	"N1NZR0"	"CENPK1137D_541"	"P52910"	"YLR153C"	" Acetyl-coenzyme A synthetase 2 - ACS2"
"b15.a1.a1"	17478.8714365973	19091.2951691977	19761.591546102	22544.2409674115	23901.5654291056	18708.9155229757	22596.77521042	26277.6082410307	25672.6326942524	25072.5245949621	25325.0147850136	28874.0728776429	23429.1793883692	24412.0044656071	26714.4685595048	"Chassy_SC_4324;N1P4Q3;Q00955; Acetyl-CoA carboxylase - ACC1"	"Chassy_SC_4324"	"N1P4Q3"	"CENPK1137D_2692"	"Q00955"	"YNR016C"	" Acetyl-CoA carboxylase - ACC1"
"b16.a1.a1"	84300.9752567376	98115.1257076684	96372.7646384954	82204.6946260375	87717.2368398579	73693.3547239294	73274.3075918615	84940.006643902	93991.5162862808	82670.7588571624	80720.7081856074	93133.834696464	95667.4416494256	95103.6465628441	106010.138662936	"Chassy_SC_893;N1P7B9;P32324; Elongation factor 2 - EFT1"	"Chassy_SC_893"	"N1P7B9"	"CENPK1137D_4214"	"P32324"	"YOR133W"	" YDR385W"
"b17.a1.a1"	24436.1425456162	27096.9211974251	26875.2436960927	39360.449590423	43332.9533434975	35302.7480840998	38029.88835199	38585.2464626082	45543.9709384055	44333.5083898259	42872.9422282922	45500.131227504	35559.1174777535	38573.0771389521	43312.3965454154	"Chassy_SC_2813;N1P1J9;P19414; Aconitate hydratase, mitochondrial - ACO1"	"Chassy_SC_2813"	"N1P1J9"	"CENPK1137D_677"	"P19414"	"YLR304C"	" Aconitate hydratase, mitochondrial - ACO1"
"b17.a2.a1"	3550.47271541896	3947.12319336036	2992.77430450271	2518.2452651274	2861.86210585642	2217.06232974799	3403.39841650818	3338.94160939771	3189.5800274635	2479.4457463363	2519.44598605415	2839.84962546322	3128.81055953116	3568.28384976159	3716.95667400002	"Chassy_SC_3628;N1P8L4;P39533; Homocitrate dehydratase, mitochondrial - ACO2"	"Chassy_SC_3628"	"N1P8L4"	"CENPK1137D_1295"	"P39533"	"YJL200C"	" Homocitrate dehydratase, mitochondrial - ACO2"
"b18.a1.a1"	115399.138481363	130287.563305197	134174.211031274	93400.1173112661	110370.010928991	87003.9327471124	96452.0308945853	100302.83177691	109718.882199515	147448.936724877	150910.220199098	152580.490136752	110762.037604307	101217.03067388	108398.830889731	"Chassy_SC_4808;N1P8W3;P00830; ATP synthase subunit beta, mitochondrial - ATP2"	"Chassy_SC_4808"	"N1P8W3"	"CENPK1137D_1415"	"P00830"	"YJR121W"	" ATP synthase subunit beta, mitochondrial - ATP2"
"b19.a1.a1"	23264.9484089907	24704.4001098633	24626.3896199564	101329.839401147	109622.451624806	93111.188280993	65272.3965987921	79054.3976770992	82451.9739022921	31029.7461370149	30918.6016332446	31418.3736340081	70400.3290455421	71012.8628411162	75184.503060052	"Chassy_SC_5099;N1NZK6;P31539; Heat shock protein 104 - HSP104"	"Chassy_SC_5099"	"N1NZK6"	"CENPK1137D_673"	"P31539"	"YLL026W"	" Heat shock protein 104 - HSP104"
"b20.a1.a1"	15296.2014602401	20279.7416434057	19599.1400435724	32624.6253715191	35761.9973597948	27804.0370568993	21382.4047315696	26914.5441993169	33199.9892862928	50217.6682810226	48184.645917753	55434.7351544409	31513.468890696	28965.3040035153	33627.0534163621	"Chassy_SC_2159;N1NX50;P32589; Heat shock protein homolog SSE1 - SSE1"	"Chassy_SC_2159"	"N1NX50"	"CENPK1137D_1594"	"P32589"	"YPL106C"	" Heat shock protein homolog SSE1 - SSE1"
"b20.a2.a1"	209.431817975814	351.968860457983	430.468247372518	5054.9116776277	5586.9037584716	4598.61475700954	2473.39717626803	3939.91506061157	4636.30772917384	1868.88220757002	1896.67831901402	2684.59819137542	3074.05625888441	3119.26925302015	4323.6025224285	"Chassy_SC_2757;N1PAU3;P32590; Heat shock protein homolog SSE2 - SSE2"	"Chassy_SC_2757"	"N1PAU3"	"CENPK1137D_4723"	"P32590"	"YBR169C"	" Heat shock protein homolog SSE2 - SSE2"
"b21.a1.a1"	70746.8720517267	84069.2267416979	90257.3995433547	48831.7118624696	56683.1830686283	44560.2121891126	39968.3465610649	43861.159042051	50632.0051754062	83619.6858587644	88609.4046600754	95934.2900720314	36995.0209858881	37657.5086142564	39402.5166747978	"Chassy_SC_2859;N1NWR7;P00890; Citrate synthase, mitochondrial - CIT1"	"Chassy_SC_2859"	"N1NWR7"	"CENPK1137D_2676"	"P00890"	"YNR001C"	" Citrate synthase, mitochondrial - CIT1"
"b21.a2.a1"	2313.99105394898	2992.07624249604	2801.13932671875	551.014227582245	709.523940140096	417.290279032788	70.3783278513791	68.0102251159419	163.934661545771	877.177109996987	1124.55152572517	1250.66562670861	84.3792418416589	96.747036000447	105.334034696614	"Chassy_SC_3237;N1P997;P08679; Citrate synthase, peroxisomal - CIT2"	"Chassy_SC_3237"	"N1P997"	"CENPK1137D_4500"	"P08679"	"YCR005C"	" Citrate synthase, peroxisomal - CIT2"
"b21.a3.a1"	409.866008639582	419.266784864185	428.554788869082	1475.41151616636	1575.470029954	1237.30232123508	952.999656891956	1195.8226264528	1466.09215131192	1053.91124562581	896.180264611446	890.356888884401	1148.78517187147	1156.59274568074	1270.3709587338	"Chassy_SC_109;N1P1X2;P43635; Citrate synthase 3, mitochondrial - CIT3"	"Chassy_SC_109"	"N1P1X2"	"CENPK1137D_1702"	"P43635"	"YPR001W"	" Citrate synthase 3, mitochondrial - CIT3"
"b22.a1.a1"	177089.817076694	189313.617853501	197842.138440036	112252.521643086	135303.394316938	111190.739622547	96810.1440829285	107707.487533373	125727.605265854	116841.788866628	116555.287975175	127059.62449639	127847.702348688	122708.962119548	132360.245318478	"Chassy_SC_620;N1P8V5;P00549; Pyruvate kinase 1 - CDC19"	"Chassy_SC_620"	"N1P8V5"	"CENPK1137D_4941"	"P00549"	"YAL038W"	" Pyruvate kinase 1 - CDC19"
"b22.a2.a1"	224.666194233857	338.26254979538	311.913966030481	362.940424757098	291.867140351693	381.225155688219	275.012248199946	394.82193429421	327.321985342974	158.928781978962	160.925323978492	163.71957410181	205.022949622411	204.610842980346	353.28857147364	"Chassy_SC_4384;N1P3V3;P52489; Pyruvate kinase 2 - PYK2"	"Chassy_SC_4384"	"N1P3V3"	"CENPK1137D_2362"	"P52489"	"YOR347C"	" Pyruvate kinase 2 - PYK2"
"b23.a1.a1"	24187.8703792688	28363.359109699	26855.3884207813	16852.4648791461	19601.1336894148	13019.3787444518	20529.6868564202	23788.8142878351	26729.4836899032	28664.5850968076	29599.2173067895	32003.5420353435	30140.2054817826	27970.5342559559	29446.2135912563	"Chassy_SC_709;N1NYG5;P16521; Elongation factor 3A - YEF3"	"Chassy_SC_709"	"N1NYG5"	"CENPK1137D_624"	"P16521"	"YLR249W"	" Elongation factor 3A - YEF3"
"b23.a2.a1"	55.8801324861164	64.0747084390579	100.335031962897	1516.24254966483	1488.82024647148	1227.31338157725	463.854482294372	635.262548610528	608.221084918461	80.9092471768697	109.764705802109	107.871170212592	545.368588179715	575.279278031042	769.391184260924	"Chassy_SC_1597;N1P4M0;P53978; Elongation factor 3B - HEF3"	"Chassy_SC_1597"	"N1P4M0"	"CENPK1137D_2662"	"P53978"	"YNL014W"	" Elongation factor 3B - HEF3"
"b24.a1.a1"	96655.0834037092	118601.352088354	124777.628152066	82592.4179965815	92355.1632315589	79506.7481553323	70339.9433154326	76150.6289474793	83492.1766429187	88004.2141183007	97480.5941852832	93336.1961914693	83017.0560676679	75708.0891359229	78338.6621009365	"Chassy_SC_3658;N1P1J4;P0CS90; Heat shock protein SSC1, mitochondrial - SSC1"	"Chassy_SC_3658"	"N1P1J4"	"CENPK1137D_1336"	"P0CS90"	"YJR045C"	" Heat shock protein SSC1, mitochondrial - SSC1"
"b25.a1.a1"	21991.0436611469	24316.774408984	22842.0549878633	14744.5927100067	8876.64114882607	7222.03081875683	11417.0313364311	6961.32910805631	7399.9638464569	20005.9973469068	10312.6446432438	21288.6441730341	5948.27512356374	5922.10235826614	6824.70060317231	"Chassy_SC_20;N1P2M1;P16861; ATP-dependent 6-phosphofructokinase subunit alpha - PFK1"	"Chassy_SC_20"	"N1P2M1"	"CENPK1137D_3207"	"P16861"	"YGR240C"	" ATP-dependent 6-phosphofructokinase subunit alpha - PFK1"
"b25.a2.a1"	17425.6400875547	18124.4439119258	18165.6354185964	10552.1900246995	12389.9066697188	8910.48715812728	8188.66055894486	9389.72051939514	10646.6461359535	14053.5638303831	14241.8810978386	15847.5760803037	10285.8816909718	9263.76821186188	11308.8252865747	"Chassy_SC_12;N1P0I3;P16862; ATP-dependent 6-phosphofructokinase subunit beta - PFK2"	"Chassy_SC_12"	"N1P0I3"	"CENPK1137D_242"	"P16862"	"YMR205C"	" ATP-dependent 6-phosphofructokinase subunit beta - PFK2"
"b26.a1.a1"	161411.501139957	177051.588211837	163626.924016933	76594.7689692251	89826.5670861183	70952.5114464494	91694.0237577517	98665.4876053366	104063.07405814	84422.7129690233	82898.8733325122	89196.3116110157	120531.49088829	106466.110659139	105325.245535538	"Chassy_SC_2377;N1NYP1;P06168; Ketol-acid reductoisomerase, mitochondrial - ILV5"	"Chassy_SC_2377"	"N1NYP1"	"CENPK1137D_724"	"P06168"	"YLR355C"	" Ketol-acid reductoisomerase, mitochondrial - ILV5"
"b27.a1.a1"	12004.493278769	14963.3722620314	13806.5071805515	8996.44982230295	10594.0693212614	7548.88213381816	13700.8332370969	17080.1961130759	14686.3438689533	13386.1016500363	13821.7521740061	15459.8581147222	15214.9123681377	15335.791826616	16175.8067784407	"Chassy_SC_4051;N1P0B3;P47169; Sulfite reductase [NADPH] subunit beta - MET5"	"Chassy_SC_4051"	"N1P0B3"	"CENPK1137D_1434"	"P47169"	"YJR137C"	" Sulfite reductase [NADPH] subunit beta - MET5"
"b27.a2.a1"	759.889253637235	956.740896787304	930.197540406954	1193.34409764308	1344.68234964497	1192.74516200045	1101.10664914415	1352.45297267894	1047.50522085398	1230.66636478719	991.260189967082	1386.9696016732	1141.74419299999	1195.54948449545	1289.70075639734	"Chassy_SC_598;N1P4H3;P32565; 26S proteasome regulatory subunit RPN2 - RPN2"	"Chassy_SC_598"	"N1P4H3"	"CENPK1137D_5182"	"P32565"	"YIL075C"	" 26S proteasome regulatory subunit RPN2 - RPN2"
"b28.a1.a1"	307989.151232279	330936.637731107	368054.734642896	159900.047903097	197685.717368644	147457.324028406	136760.346636088	149289.089012864	213326.628604725	242793.351825934	214311.345744031	231941.462779834	178243.23360979	165236.681274896	180764.484843322	"Chassy_SC_4132;N1P8B2;P00950; Phosphoglycerate mutase 1 - GPM1"	"Chassy_SC_4132"	"N1P8B2"	"CENPK1137D_1155"	"P00950"	"YKL152C"	" Phosphoglycerate mutase 1 - GPM1"
"b29.a1.a1"	193512.958965882	219879.668295244	214543.02709548	143385.459189698	173698.242631203	139177.566589859	130496.068198061	143459.708815672	189978.382752138	156645.166191462	153949.009812326	165530.573189687	162127.129367754	153318.305488374	180317.436351714	"Chassy_SC_4394;N1NZZ7;P06106; Homocysteine/cysteine synthase - MET17"	"Chassy_SC_4394"	"N1NZZ7"	"CENPK1137D_676"	"P06106"	"YLR303W"	" Homocysteine/cysteine synthase - MET17"
"b30.a1.a1"	144313.498489352	178614.324224013	169448.912462957	145154.941016943	176739.675266642	131125.067943624	137055.588651786	156201.41230059	180652.490780101	198168.773518863	192144.770694742	198833.748549395	208516.936814689	166419.724531188	195720.250982835	"Chassy_SC_3513;N1P7U8;P14540; Fructose-bisphosphate aldolase - FBA1"	"Chassy_SC_3513"	"N1P7U8"	"CENPK1137D_945"	"P14540"	"YKL060C"	" Fructose-bisphosphate aldolase - FBA1"
"b31.a1.a1"	100392.221068591	112566.434803217	113335.367586676	105108.229104213	120809.52579551	92923.7362504271	100622.016986869	117144.84200383	129061.709507641	147038.963631912	141329.988283205	144832.449667162	134062.271878019	130996.896743194	133212.14824944	"Chassy_SC_637;N1P9R2;P07251; ATP synthase subunit alpha, mitochondrial - ATP1"	"Chassy_SC_637"	"N1P9R2"	"CENPK1137D_4905"	"P07251"	"YBL099W"	" ATP synthase subunit alpha, mitochondrial - ATP1"
"b32.a1.a1"	54161.4922057804	67719.894607773	65884.6469684699	87462.3735950711	100602.55955364	78923.6237354857	52110.3941529218	55891.7633292376	65094.9897265292	60849.6361705771	65149.6373713816	64384.1094035677	63336.0405490633	65615.6723871441	63794.9395162145	"Chassy_SC_3829;N1NYH2;P19882; Heat shock protein 60, mitochondrial - HSP60"	"Chassy_SC_3829"	"N1NYH2"	"CENPK1137D_634"	"P19882"	"YLR259C"	" Heat shock protein 60, mitochondrial - HSP60"
"b33.a1.a1"	31877.7824837407	38066.1310125192	34069.8898218585	25391.713288513	28556.0603223921	21309.2835279771	33532.656955929	35856.4770448798	38132.041107037	38629.797520573	38589.3214021827	36425.772868734	29746.811605343	32473.8292505366	30728.5640886516	"Chassy_SC_3814;N1NXM0;P23254; Transketolase 1 - TKL1"	"Chassy_SC_3814"	"N1NXM0"	"CENPK1137D_1774"	"P23254"	"YPR074C"	" Transketolase 1 - TKL1"
"b33.a2.a1"	NA	17.2698299241569	6.85918723161428	5905.17575769591	6423.77860500598	5987.00378673087	7262.51038233829	7913.59618773368	7934.18354999748	17701.3338674101	17756.6946762034	15280.8678755938	3544.27691907314	4621.00175023482	4785.89399791287	"Chassy_SC_106;N1PAT1;P33315; Transketolase 2 - TKL2"	"Chassy_SC_106"	"N1PAT1"	"CENPK1137D_4663"	"P33315"	"YBR117C"	" Transketolase 2 - TKL2"
