"prot"	"HighTemp_A"	"HighTemp_B"	"HighTemp_C"	"LowpH_A"	"LowpH_B"	"LowpH_C"	"LowpH_D"	"standard_A"	"standard_B"	"standard_C"	"standard_D"	"Top.Protein.Description"	"Chassy_ID"	"W29_NCBI"	"CLIB122_NCBI"	"CLIB122_UNIPROT"	"Protein_name"	"ec_number"
"a5.a1.a1"	62921.7711881999	65301.6878493116	65125.9883338939	42365.6795744682	45619.7580113555	46835.8846028746	48334.5202123667	58251.4393838585	33788.2878789971	52159.2703329713	60991.1025825824	"Chassy_YL_F_20;YALI1_F00654g;YALI0F00484g1_1;Q6C3E1;uniprot|Q6C3E1 Yarrowia lipolytica YALI0F00484g GUT1 Glycerol kinase"	"Chassy_YL_F_20"	"YALI1_F00654g"	"YALI0F00484g1_1"	"Q6C3E1"	"uniprot|Q6C3E1 Yarrowia lipolytica YALI0F00484g GUT1 Glycerol kinase"	""
"a6.a1.a1"	35599.7076647312	53402.0698892062	47279.4674533678	97532.1749645121	92099.5071066719	85655.6523044583	91536.0423877047	66248.266503713	45676.8163910191	58026.8746858981	73186.4126608276	"Chassy_YL_E_604;YALI1_E15659g;YALI0E12683g1_1;Q6C638;uniprot|Q6C638 Yarrowia lipolytica YALI0E12683g MET6 Homocysteine methyltransferase"	"Chassy_YL_E_604"	"YALI1_E15659g"	"YALI0E12683g1_1"	"Q6C638"	"uniprot|Q6C638 Yarrowia lipolytica YALI0E12683g MET6 Homocysteine methyltransferase"	""
"a7.a1.a1"	39597.8657793025	57947.6873637783	50190.3203059819	53267.0369968341	49568.7532855342	54982.5338875261	54285.6550809776	55185.8302046471	26040.3234498059	50008.8579748377	54077.8092054726	"Chassy_YL_D_470;YALI1_D11984g;YALI0D09361g1_1;Q6C9P6;uniprot|Q6C9P6 Yarrowia lipolytica YALI0D09361g ACO1 Aconitase"	"Chassy_YL_D_470"	"YALI1_D11984g"	"YALI0D09361g1_1"	"Q6C9P6"	"uniprot|Q6C9P6 Yarrowia lipolytica YALI0D09361g ACO1 Aconitase"	"4.2.1.-"
"a7.a2.a1"	1096.93281353285	1722.53664544901	1116.19623131307	1780.73893256866	1970.10803342742	2089.02895806387	1922.06886232939	2648.35845240793	587.886226513765	1920.1199707494	2259.58361686717	"Chassy_YL_E_700;YALI1_E17935g;YALI0E14949g1_1;Q6C5V2;uniprot|Q6C5V2 Yarrowia lipolytica YALI0E14949g ACO2 Aconitase"	"Chassy_YL_E_700"	"YALI1_E17935g"	"YALI0E14949g1_1"	"Q6C5V2"	"uniprot|Q6C5V2 Yarrowia lipolytica YALI0E14949g ACO2 Aconitase"	"4.2.1.-"
"a8.a1.a1"	132364.51649199	173503.314308449	149952.893975887	132744.701163789	130533.250764583	131787.57374814	135679.177915904	150101.905242271	92791.1052656052	136813.538964246	135408.867572226	"Chassy_YL_C_439;YALI1_C12642g;YALI0C09141g1_1;O59949;uniprot|O59949 Yarrowia lipolytica YALI0C09141g TEF Elongation factor 1-alpha (EF-1-alpha)"	"Chassy_YL_C_439"	"YALI1_C12642g"	"YALI0C09141g1_1"	"O59949"	"uniprot|O59949 Yarrowia lipolytica YALI0C09141g TEF Elongation factor 1-alpha (EF-1-alpha)"	""
"a9.a1.a1"	26898.7145272712	38837.4721953675	31706.1989885025	28103.2769987331	26385.5256793111	25619.3349421828	28484.235264062	26766.3456000556	16151.831545229	24467.1736190054	28323.0566249764	"Chassy_YL_B_208;YALI1_B05364g;YALI0B03982g1_1;Q6CFT7;highly similar to uniprot|P00830 Saccharomyces cerevisiae YJR121W ATP2 Beta subunit of the F1 sector of mitochondrial F1F0 ATP synthase, which is a large, evolutionarily conserved enzyme complex required for ATP synthesis"	"Chassy_YL_B_208"	"YALI1_B05364g"	"YALI0B03982g1_1"	"Q6CFT7"	"highly similar to uniprot|P00830 Saccharomyces cerevisiae YJR121W ATP2 Beta subunit of the F1 sector of mitochondrial F1F0 ATP synthase, which is a large, evolutionarily conserved enzyme complex required for ATP synthesis"	"3.6.3.14"
"b11.a1.a1"	90758.2393951246	128560.271179037	101230.664163995	97469.0011091083	83229.7054383079	95885.2354498226	97444.2695888262	99415.8994563168	46557.4862650683	88380.5260721784	94533.7430998552	"Chassy_YL_F_154;YALI1_F04433g;YALI0F03179g1_1;Q6C326;highly similar to uniprot|P07251 Saccharomyces cerevisiae YBL099w ATP1 F1F0-ATPase complex, F1 alpha subunit"	"Chassy_YL_F_154"	"YALI1_F04433g"	"YALI0F03179g1_1"	"Q6C326"	"highly similar to uniprot|P07251 Saccharomyces cerevisiae YBL099w ATP1 F1F0-ATPase complex, F1 alpha subunit"	""
"b12.a1.a1"	57820.6722316842	71510.1116037098	59347.1657966836	39199.9510143413	39662.1457087002	43517.1022250719	35757.4777109951	60932.3018509143	34080.1413735505	49762.82612802	57400.6580049007	"Chassy_YL_E_720;YALI1_E18441g;YALI0E15378g1_1;F2Z6I5;uniprot|Q9P4D9 Yarrowia lipolytica YALI0E15378g MFE2 Multifunctional beta-oxidation enzyme, hydratase- dehydrogenase-epimerase"	"Chassy_YL_E_720"	"YALI1_E18441g"	"YALI0E15378g1_1"	"F2Z6I5"	"uniprot|Q9P4D9 Yarrowia lipolytica YALI0E15378g MFE2 Multifunctional beta-oxidation enzyme, hydratase- dehydrogenase-epimerase"	""
"b13.a1.a1"	26134.2277288502	22456.4386548169	22051.7476959988	26631.3544967021	40157.6402431971	47400.0704985091	34441.9807040773	30322.5849778335	13409.928016448	19547.5613375084	27225.3550862825	"Chassy_YL_B_1074;YALI1_B28659g;YALI0B22066g1_1;Q6CDQ7;highly similar to uniprot|P05030 Saccharomyces cerevisiae YGL008c PMA1 H+-transporting P-type ATPase, major isoform, plasma membrane"	"Chassy_YL_B_1074"	"YALI1_B28659g"	"YALI0B22066g1_1"	"Q6CDQ7"	"highly similar to uniprot|P05030 Saccharomyces cerevisiae YGL008c PMA1 H+-transporting P-type ATPase, major isoform, plasma membrane"	"3.6.3.6"
"b14.a1.a1"	70929.7067058672	76203.7083026953	76309.368907659	28223.3367171252	34551.9154852289	36540.3212345494	29250.286835723	68879.7877088365	37265.4231788281	53306.9737908525	67741.5430715127	"Chassy_YL_D_1302;YALI1_D34353g;YALI0D25960g1_1;No Uniprot ID;similar to uniprot|P46367 Saccharomyces cerevisiae YOR374w ALD4 aldehyde dehydrogenase, frameshift"	"Chassy_YL_D_1302"	"YALI1_D34353g"	"YALI0D25960g1_1"	""	"similar to uniprot|P46367 Saccharomyces cerevisiae YOR374w ALD4 aldehyde dehydrogenase, frameshift"	""
"b15.a1.a1"	49823.8276387609	71874.1977700925	69669.9529003238	69452.2076290015	75014.1404420189	62037.9229859229	57858.1503205476	62780.6850030567	42073.426219208	56716.0059879554	76712.7064813086	"Chassy_YL_D_800;YALI1_D20676g;YALI0D16753g1_1;Q6C8V3;uniprot|Q6C8V3 Yarrowia lipolytica YALI0D16753g MDH1 Mitochondrial malate dehydrogenase"	"Chassy_YL_D_800"	"YALI1_D20676g"	"YALI0D16753g1_1"	"Q6C8V3"	"uniprot|Q6C8V3 Yarrowia lipolytica YALI0D16753g MDH1 Mitochondrial malate dehydrogenase"	"1.1.1.37"
"b16.a1.a1"	28733.0568372241	34976.0523261291	38299.9164767183	26039.4208110716	22169.8894404238	17986.2712075353	19818.7258646964	21229.4565542298	14910.6433766007	18695.2995642233	26981.6694686101	"Chassy_YL_E_129;YALI1_E03300g;YALI0E02684g1_1;Q6C793;uniprot|Q6C793 Yarrowia lipolytica YALI0E02684g CIT2 Mitochondrial citrate synthase, putative"	"Chassy_YL_E_129"	"YALI1_E03300g"	"YALI0E02684g1_1"	"Q6C793"	"uniprot|Q6C793 Yarrowia lipolytica YALI0E02684g CIT2 Mitochondrial citrate synthase, putative"	"2.3.3.5; 2.3.3.16"
"b16.a2.a1"	6996.87577773245	9398.57628851865	7493.06767039215	4455.6951101665	4765.55734104885	4425.82757817763	3785.21289766726	7661.90967936368	4200.83251685407	7844.80273558843	6562.13585514932	"Chassy_YL_E_35;YALI1_E01019g;YALI0E00638g1_1;Q6C7I2;uniprot|Q6C7I2 Yarrowia lipolytica YALI0E00638g CIT1 Mitochondrial 2-methyl citrate synthase"	"Chassy_YL_E_35"	"YALI1_E01019g"	"YALI0E00638g1_1"	"Q6C7I2"	"uniprot|Q6C7I2 Yarrowia lipolytica YALI0E00638g CIT1 Mitochondrial 2-methyl citrate synthase"	""
"b17.a1.a1"	10321.3494657075	16560.5889920709	18223.3155052683	47635.0488444382	69224.3234392188	73081.5822901772	71807.125582315	21167.2548320838	3885.29748723374	18401.7422924953	17964.1316302625	"Chassy_YL_F_915;YALI1_F23664g;YALI0F17820g1_1;Q6C1A9;highly similar to uniprot|P39708 Saccharomyces cerevisiae YAL062W (ohnolog of YOR375C) GDH3 NADP- glutamate dehydrogenase"	"Chassy_YL_F_915"	"YALI1_F23664g"	"YALI0F17820g1_1"	"Q6C1A9"	"highly similar to uniprot|P39708 Saccharomyces cerevisiae YAL062W (ohnolog of YOR375C) GDH3 NADP- glutamate dehydrogenase"	""
"b18.a1.a1"	19997.2012121342	25418.3780242493	22472.2026742359	23590.764889838	28105.8406712592	29751.1638515513	27355.2361189215	23642.2552769534	9268.84392561053	19152.6222234158	24534.0659770625	"Chassy_YL_F_475;YALI1_F12842g;YALI0F09185g1_1;P30614;uniprot|P30614 Yarrowia lipolytica YALI0F09185g PYK1 Pyruvate kinase"	"Chassy_YL_F_475"	"YALI1_F12842g"	"YALI0F09185g1_1"	"P30614"	"uniprot|P30614 Yarrowia lipolytica YALI0F09185g PYK1 Pyruvate kinase"	"2.7.1.40"
"b19.a1.a1"	39293.0875480278	53606.3010846626	46317.2725121622	22505.9291448561	25308.1069926009	23636.7884943304	21871.3558122314	29915.4406512518	9553.62694340018	27182.3216807587	29173.2471598533	"Chassy_YL_C_376;YALI1_C10555g;YALI0C07953g1_1;Q6CCN4;highly similar to uniprot|P46598 Candida albicans CaHSC82, Heat shock protein 90 homolog"	"Chassy_YL_C_376"	"YALI1_C10555g"	"YALI0C07953g1_1"	"Q6CCN4"	"highly similar to uniprot|P46598 Candida albicans CaHSC82, Heat shock protein 90 homolog"	""
"b20.a2.a1"	2560.53688406591	2664.55000636882	2394.6108678537	1918.55181568308	1840.73208963679	2149.46967565403	1889.51071066857	3364.90116249524	1300.10558577604	1527.1537306996	2695.42456640086	"Chassy_YL_F_505;YALI1_F13373g;YALI0F09790g1_1;Q6C290;highly similar to uniprot|P05759 Saccharomyces cerevisiae YLR167w UBI3 ubiquitin/40S small subunit ribosomal protein"	"Chassy_YL_F_505"	"YALI1_F13373g"	"YALI0F09790g1_1"	"Q6C290"	"highly similar to uniprot|P05759 Saccharomyces cerevisiae YLR167w UBI3 ubiquitin/40S small subunit ribosomal protein"	""
"b21.a1.a1"	38629.0724639616	56243.1426211415	44394.0121334786	44089.9502512539	37860.321794114	46871.7137995362	48032.4698686449	59438.7477102877	34209.3292979811	48210.1487609888	58356.2518289565	"Chassy_YL_E_1239;YALI1_E30886g;YALI0E26004g1_1;Q6C4K5;similar to uniprot|P14540 Saccharomyces cerevisiae YKL060c FBA1 fructose-bisphosphate aldolase"	"Chassy_YL_E_1239"	"YALI1_E30886g"	"YALI0E26004g1_1"	"Q6C4K5"	"similar to uniprot|P14540 Saccharomyces cerevisiae YKL060c FBA1 fructose-bisphosphate aldolase"	""
"b22.a1.a1"	14626.0555863945	18303.1947305151	15567.2971853923	16244.359811357	16407.4392355285	18165.4523568879	17780.2267702389	18785.8383878604	5550.93877455331	14278.0215512349	18221.598590343	"Chassy_YL_A_14;YALI1_A00406g;YALI0A00352g1_1;Q6CI99;uniprot|Q6CI99 Yarrowia lipolytica YALI0A00352g EFT1 Translation elongation factor eEF2"	"Chassy_YL_A_14"	"YALI1_A00406g"	"YALI0A00352g1_1"	"Q6CI99"	"uniprot|Q6CI99 Yarrowia lipolytica YALI0A00352g EFT1 Translation elongation factor eEF2"	""
"b24.a1.a1"	35215.4848495135	43541.4474865478	49353.4768467997	15878.3568597423	22576.0153644506	24743.1988661652	19314.7783401029	39639.2000328237	23132.4620689727	35432.7036386049	39503.6937915768	"Chassy_YL_B_775;YALI1_B20462g;YALI0B15598g1_1;Q6CEH4;highly similar to uniprot|P38720 Saccharomyces cerevisiae YHR183W (ohnolog of YGR256W) GND1 6- phosphogluconate dehydrogenase"	"Chassy_YL_B_775"	"YALI1_B20462g"	"YALI0B15598g1_1"	"Q6CEH4"	"highly similar to uniprot|P38720 Saccharomyces cerevisiae YHR183W (ohnolog of YGR256W) GND1 6- phosphogluconate dehydrogenase"	"1.1.1.44"
"b26.a1.a1"	26256.3546874568	30695.9215358875	30083.0034301861	23773.0685232717	26351.5670390602	30793.4550105883	22936.4948097437	30737.211903145	15881.7459054612	27006.9548747704	32745.4103404561	"Chassy_YL_B_419;YALI1_B10813g;YALI0B08184g1_1;Q6CFD2;highly similar to uniprot|P08536 Saccharomyces cerevisiae YJR010w MET3, ATP sulfurylase"	"Chassy_YL_B_419"	"YALI1_B10813g"	"YALI0B08184g1_1"	"Q6CFD2"	"highly similar to uniprot|P08536 Saccharomyces cerevisiae YJR010w MET3, ATP sulfurylase"	"2.7.7.4"
"b27.a1.a1"	8653.97444727354	11707.1148013337	10124.1806456918	6872.86691480642	8272.9762258162	8660.34746257883	6949.1866323833	10574.9656450403	3762.14384465083	10331.1813702287	11485.0757535586	"Chassy_YL_C_1216;YALI1_C33152g;YALI0C24101g1_1;Q6CAV2;uniprot|Q6CAV2 Yarrowia lipolytica YALI0C24101g PYC1 Pyruvate carboxylase"	"Chassy_YL_C_1216"	"YALI1_C33152g"	"YALI0C24101g1_1"	"Q6CAV2"	"uniprot|Q6CAV2 Yarrowia lipolytica YALI0C24101g PYC1 Pyruvate carboxylase"	"6.4.1.1"
"b28.a1.a1"	21380.6813070121	26810.4596476933	21762.211660549	26253.5636816112	23225.8236033413	25437.697062369	22513.1379331877	25192.8046201559	14780.6148641845	21312.9300969338	26646.0486564278	"Chassy_YL_D_608;YALI1_D15424g;YALI0D12400g1_1;P29407;uniprot|P29407 Yarrowia lipolytica YALI0D12400g PGK1 Phosphoglycerate kinase"	"Chassy_YL_D_608"	"YALI1_D15424g"	"YALI0D12400g1_1"	"P29407"	"uniprot|P29407 Yarrowia lipolytica YALI0D12400g PGK1 Phosphoglycerate kinase"	"2.7.2.3"
"b30.a1.a1"	32458.7493007863	42548.3439447854	37172.5204158465	39662.2151128604	39835.4091155532	43574.1634056441	39476.7827890891	41817.2250554374	36729.8867335958	36221.1805678287	46181.2630791491	"Chassy_YL_E_671;YALI1_E17214g;W29 specific;No Uniprot ID;No description in CLIB122"	"Chassy_YL_E_671"	"YALI1_E17214g"	""	""	"No description in CLIB122"	""
"b31.a1.a1"	21498.940205114	25544.4110843666	21807.6307420018	15491.040849307	18790.9873920028	18850.5643158721	16495.8162272744	13439.6903593124	6324.0012013169	10532.7280468447	13866.1929094645	"Chassy_YL_F_138;YALI1_F04045g;YALI0F02805g1_1;Q6C342;highly similar to uniprot|P19882 Saccharomyces cerevisiae YLR259c HSP60 heat shock protein - chaperone, mitochondrial"	"Chassy_YL_F_138"	"YALI1_F04045g"	"YALI0F02805g1_1"	"Q6C342"	"highly similar to uniprot|P19882 Saccharomyces cerevisiae YLR259c HSP60 heat shock protein - chaperone, mitochondrial"	""
"b32.a1.a1"	10187.3810299762	14269.2482324655	12093.4315448136	6892.05553240162	5350.56752923382	6247.32283663582	6562.06096001696	10524.0672132342	3536.80678535674	9813.71854122182	9215.72096470368	"Chassy_YL_E_1609;YALI1_E39693g;YALI0E33517g1_1;Q6C3M8;uniprot|Q6C3M8 Yarrowia lipolytica YALI0E33517g KGD1 2-oxoglutarate dehydrogenase complex E1 component"	"Chassy_YL_E_1609"	"YALI1_E39693g"	"YALI0E33517g1_1"	"Q6C3M8"	"uniprot|Q6C3M8 Yarrowia lipolytica YALI0E33517g KGD1 2-oxoglutarate dehydrogenase complex E1 component"	""
"b33.a1.a1"	3097.41504161024	3033.10375624489	2678.0926557719	1151.12432800692	1996.7951954164	2406.10403134735	1072.99525683801	4256.58135276331	1235.5178226699	2662.28531582566	3154.49580925802	"Chassy_YL_F_548;YALI1_F14495g;YALI0F10857g1_1;O74935;uniprot|O74935 Yarrowia lipolytica YALI0F10857g POX2 Fatty-acyl coenzyme A oxidase"	"Chassy_YL_F_548"	"YALI1_F14495g"	"YALI0F10857g1_1"	"O74935"	"uniprot|O74935 Yarrowia lipolytica YALI0F10857g POX2 Fatty-acyl coenzyme A oxidase"	"1.3.3.6"
"b33.a2.a1"	597.098397780557	737.325265795129	528.888441485709	11.5255320779579	77.2466667929902	24.4863558434624	15.6791350192307	453.579519349053	53.4474377265978	454.313261455635	348.457729684202	"Chassy_YL_C_1205;YALI1_C32886g;YALI0C23859g1_1;F2Z630;uniprot|O74938 Yarrowia lipolytica YALI0C23859g POX5 (=ACO5) Fatty-acyl coenzyme A oxidase"	"Chassy_YL_C_1205"	"YALI1_C32886g"	"YALI0C23859g1_1"	"F2Z630"	"uniprot|O74938 Yarrowia lipolytica YALI0C23859g POX5 (=ACO5) Fatty-acyl coenzyme A oxidase"	""
"b33.a3.a1"	1.04140356514934	NA	NA	206.553640139745	373.815786968235	433.314254848875	198.573884797162	243.836494053618	1.73146742295036	124.134757822985	120.798353224691	"Chassy_YL_E_311;YALI1_E07899g;YALI0E06567g1_1;Q6C6T0;uniprot|Q6C6T0 Yarrowia lipolytica YALI0E06567g POX6 Fatty-acyl coenzyme A oxidase"	"Chassy_YL_E_311"	"YALI1_E07899g"	"YALI0E06567g1_1"	"Q6C6T0"	"uniprot|Q6C6T0 Yarrowia lipolytica YALI0E06567g POX6 Fatty-acyl coenzyme A oxidase"	""
"b33.a4.a1"	11.5480849338973	9.45796413147907	7.85312371658403	130.499758028582	205.021069125044	213.404568124112	163.733015676019	101.054945523674	20.6673566174356	90.5999980632314	82.1081612078006	"Chassy_YL_E_1312;YALI1_E32603g;YALI0E27654g1_1;F2Z627;uniprot|O74937 Yarrowia lipolytica YALI0E27654g POX4 Fatty-acyl coenzyme A oxidase"	"Chassy_YL_E_1312"	"YALI1_E32603g"	"YALI0E27654g1_1"	"F2Z627"	"uniprot|O74937 Yarrowia lipolytica YALI0E27654g POX4 Fatty-acyl coenzyme A oxidase"	""
"b34.a1.a1"	41503.0281182225	56592.3335106806	50375.1791711364	40036.0733521762	49072.5154315087	43278.3284161669	45116.9234757122	54948.4266740121	17017.4595834418	51464.3363517031	49234.8950256278	"Chassy_YL_D_410;YALI1_D10600g;YALI0D08272g1_1;Q9UVF3;uniprot|Q9UVF3 Yarrowia lipolytica YALI0D08272g ACT1 Actin"	"Chassy_YL_D_410"	"YALI1_D10600g"	"YALI0D08272g1_1"	"Q9UVF3"	"uniprot|Q9UVF3 Yarrowia lipolytica YALI0D08272g ACT1 Actin"	""
"b35.a1.a1"	21229.2239544518	23148.7352565012	50070.2968930266	21549.9989789709	23427.7294764636	18262.3941030029	19211.4089604237	24453.3138795305	15030.3900884431	22392.9691422679	59817.7039549373	"Chassy_YL_C_566;YALI1_C15832g;YALI0C11341g1_1;Q6CC94;highly similar to uniprot|Q12230 Saccharomyces cerevisiae YPL004C LSP1 Primary component of eisosomes, which are large immobile patch structures at the cell cortex associated with endocytosis"	"Chassy_YL_C_566"	"YALI1_C15832g"	"YALI0C11341g1_1"	"Q6CC94"	"highly similar to uniprot|Q12230 Saccharomyces cerevisiae YPL004C LSP1 Primary component of eisosomes, which are large immobile patch structures at the cell cortex associated with endocytosis"	""
"b36.a1.a1"	32568.6758209039	41659.7918794091	33568.2827902855	19138.0616204797	20662.4562685913	27017.6318823641	19151.5291496443	30798.4345719453	12497.6115337382	22334.3345781044	31620.5721126508	"Chassy_YL_D_1263;YALI1_D33380g;YALI0D25168g1_1;Q6C7U9;similar to uniprot|P06106 Saccharomyces cerevisiae YLR303w MET25 O-acetylhomoserine sulfhydrylase"	"Chassy_YL_D_1263"	"YALI1_D33380g"	"YALI0D25168g1_1"	"Q6C7U9"	"similar to uniprot|P06106 Saccharomyces cerevisiae YLR303w MET25 O-acetylhomoserine sulfhydrylase"	""
"b37.a1.a1"	23053.2938689919	33129.5952140832	27405.5921150685	30218.1160524125	27055.6322287481	28395.3153075098	29470.4551141347	26244.5667482376	14044.2855665404	30319.2381836282	28627.659167041	"Chassy_YL_D_633;YALI1_D16029g;YALI0D12903g1_1;O59950;uniprot|O59950 Yarrowia lipolytica YALI0D12903g RPS4/RPS7 Ribosomal 40S subunit protein S4 (S7)"	"Chassy_YL_D_633"	"YALI1_D16029g"	"YALI0D12903g1_1"	"O59950"	"uniprot|O59950 Yarrowia lipolytica YALI0D12903g RPS4/RPS7 Ribosomal 40S subunit protein S4 (S7)"	""
"b38.a1.a1"	15463.941998899	21597.9528190302	27963.4712484958	14298.924597159	12611.5319750991	8885.77084488065	10153.532085009	14773.7026175431	6510.83095754608	13280.1869003617	24236.4811288263	"Chassy_YL_F_1053;YALI1_F27211g;YALI0F20504g1_1;Q6C0Z6;uniprot|Q6C0Z6 Yarrowia lipolytica YALI0F20504g CCP1 Mitochondrial cytochrome-c peroxidase"	"Chassy_YL_F_1053"	"YALI1_F27211g"	"YALI0F20504g1_1"	"Q6C0Z6"	"uniprot|Q6C0Z6 Yarrowia lipolytica YALI0F20504g CCP1 Mitochondrial cytochrome-c peroxidase"	"1.11.1.5"
