"prot"	"HighTemp_A"	"HighTemp_B"	"HighTemp_C"	"LowpH_A"	"LowpH_B"	"LowpH_C"	"LowpH_D"	"standard_A"	"standard_B"	"standard_C"	"standard_D"	"Top.Protein.Description"	"Chassy_ID"	"W29_NCBI"	"CLIB122_NCBI"	"CLIB122_UNIPROT"	"Protein_name"	"ec_number"
"a5.a1.a1"	1386.51948226016	1926.67224372245	1574.0116036476	1478.11450786988	1142.24298567383	1336.46391457482	1362.05726156339	1557.01661326966	762.908106280994	1196.33432582473	1509.00700438522	"Chassy_YL_F_20;YALI1_F00654g;YALI0F00484g1_1;Q6C3E1;uniprot|Q6C3E1 Yarrowia lipolytica YALI0F00484g GUT1 Glycerol kinase"	"Chassy_YL_F_20"	"YALI1_F00654g"	"YALI0F00484g1_1"	"Q6C3E1"	"uniprot|Q6C3E1 Yarrowia lipolytica YALI0F00484g GUT1 Glycerol kinase"	""
"a6.a1.a1"	583.769283731918	658.739447664129	762.395923173194	1054.97095363279	1205.47156359592	1165.28750289647	1128.50215948259	863.409671585634	1057.66496503228	869.838087809222	1002.94793817144	"Chassy_YL_E_604;YALI1_E15659g;YALI0E12683g1_1;Q6C638;uniprot|Q6C638 Yarrowia lipolytica YALI0E12683g MET6 Homocysteine methyltransferase"	"Chassy_YL_E_604"	"YALI1_E15659g"	"YALI0E12683g1_1"	"Q6C638"	"uniprot|Q6C638 Yarrowia lipolytica YALI0E12683g MET6 Homocysteine methyltransferase"	""
"a7.a1.a1"	584.95997674037	649.176373956967	712.323773979241	738.777556634396	775.692566485493	804.697673256426	678.553628077112	710.643683943618	583.829826437457	736.050096565774	752.486081905438	"Chassy_YL_D_470;YALI1_D11984g;YALI0D09361g1_1;Q6C9P6;uniprot|Q6C9P6 Yarrowia lipolytica YALI0D09361g ACO1 Aconitase"	"Chassy_YL_D_470"	"YALI1_D11984g"	"YALI0D09361g1_1"	"Q6C9P6"	"uniprot|Q6C9P6 Yarrowia lipolytica YALI0D09361g ACO1 Aconitase"	"4.2.1.-"
"a7.a2.a1"	94.9946092031102	96.2100028887452	141.078423402064	95.7751260806172	155.233665236089	128.318264289674	100.194528512661	145.859070887991	54.4958082683744	126.75876188206	198.086479572909	"Chassy_YL_E_700;YALI1_E17935g;YALI0E14949g1_1;Q6C5V2;uniprot|Q6C5V2 Yarrowia lipolytica YALI0E14949g ACO2 Aconitase"	"Chassy_YL_E_700"	"YALI1_E17935g"	"YALI0E14949g1_1"	"Q6C5V2"	"uniprot|Q6C5V2 Yarrowia lipolytica YALI0E14949g ACO2 Aconitase"	"4.2.1.-"
"a8.a1.a1"	1023.08690177622	1266.4575198205	1359.98286395879	1212.61114058626	1255.04342722012	1308.25248408695	1427.29492967776	1158.79192841508	1341.86089861277	1267.6280591171	1276.10474909739	"Chassy_YL_C_439;YALI1_C12642g;YALI0C09141g1_1;O59949;uniprot|O59949 Yarrowia lipolytica YALI0C09141g TEF Elongation factor 1-alpha (EF-1-alpha)"	"Chassy_YL_C_439"	"YALI1_C12642g"	"YALI0C09141g1_1"	"O59949"	"uniprot|O59949 Yarrowia lipolytica YALI0C09141g TEF Elongation factor 1-alpha (EF-1-alpha)"	""
"a9.a1.a1"	846.603198663904	1030.93689534616	1355.10266246467	1044.2444256179	1356.1145515451	1210.3198667104	1244.74928137688	1021.45154247439	1051.88981085722	1171.12798922634	1396.96644063881	"Chassy_YL_B_208;YALI1_B05364g;YALI0B03982g1_1;Q6CFT7;highly similar to uniprot|P00830 Saccharomyces cerevisiae YJR121W ATP2 Beta subunit of the F1 sector of mitochondrial F1F0 ATP synthase, which is a large, evolutionarily conserved enzyme complex required for ATP synthesis"	"Chassy_YL_B_208"	"YALI1_B05364g"	"YALI0B03982g1_1"	"Q6CFT7"	"highly similar to uniprot|P00830 Saccharomyces cerevisiae YJR121W ATP2 Beta subunit of the F1 sector of mitochondrial F1F0 ATP synthase, which is a large, evolutionarily conserved enzyme complex required for ATP synthesis"	"3.6.3.14"
"b11.a1.a1"	837.435106486749	1050.74344144751	1146.55418602631	1004.911231171	996.740681093059	1025.07374953789	1124.31765086626	857.241574974771	909.496116684813	932.474274388327	1037.52965152365	"Chassy_YL_F_154;YALI1_F04433g;YALI0F03179g1_1;Q6C326;highly similar to uniprot|P07251 Saccharomyces cerevisiae YBL099w ATP1 F1F0-ATPase complex, F1 alpha subunit"	"Chassy_YL_F_154"	"YALI1_F04433g"	"YALI0F03179g1_1"	"Q6C326"	"highly similar to uniprot|P07251 Saccharomyces cerevisiae YBL099w ATP1 F1F0-ATPase complex, F1 alpha subunit"	""
"b12.a1.a1"	581.409444336313	589.38747159744	692.792074001579	521.054758836004	564.807297973858	504.109478150427	462.873000681828	571.116132187497	567.077754443277	591.905226908042	717.98326939171	"Chassy_YL_E_720;YALI1_E18441g;YALI0E15378g1_1;F2Z6I5;uniprot|Q9P4D9 Yarrowia lipolytica YALI0E15378g MFE2 Multifunctional beta-oxidation enzyme, hydratase- dehydrogenase-epimerase"	"Chassy_YL_E_720"	"YALI1_E18441g"	"YALI0E15378g1_1"	"F2Z6I5"	"uniprot|Q9P4D9 Yarrowia lipolytica YALI0E15378g MFE2 Multifunctional beta-oxidation enzyme, hydratase- dehydrogenase-epimerase"	""
"b13.a1.a1"	371.749854264452	411.05075789649	517.869877452579	451.993211791104	659.788661435531	671.481725746702	591.563331171922	434.952840265883	315.238158341436	409.496801007122	606.016633242856	"Chassy_YL_B_1074;YALI1_B28659g;YALI0B22066g1_1;Q6CDQ7;highly similar to uniprot|P05030 Saccharomyces cerevisiae YGL008c PMA1 H+-transporting P-type ATPase, major isoform, plasma membrane"	"Chassy_YL_B_1074"	"YALI1_B28659g"	"YALI0B22066g1_1"	"Q6CDQ7"	"highly similar to uniprot|P05030 Saccharomyces cerevisiae YGL008c PMA1 H+-transporting P-type ATPase, major isoform, plasma membrane"	"3.6.3.6"
"b14.a1.a1"	955.929429926275	987.591788498808	1196.08834318297	563.242299231401	916.312334095335	894.254474839928	605.997226615001	1039.62450973652	1176.19728914747	895.112506635907	1184.79940689788	"Chassy_YL_D_1302;YALI1_D34353g;YALI0D25960g1_1;No Uniprot ID;similar to uniprot|P46367 Saccharomyces cerevisiae YOR374w ALD4 aldehyde dehydrogenase, frameshift"	"Chassy_YL_D_1302"	"YALI1_D34353g"	"YALI0D25960g1_1"	""	"similar to uniprot|P46367 Saccharomyces cerevisiae YOR374w ALD4 aldehyde dehydrogenase, frameshift"	""
"b14.a2.a1"	43.1534290344609	6.1437014809405	21.2673636282263	0	26.0410287210465	28.4834874564173	6.68653828940366	34.2433401464169	57.8287353697628	16.6902177299332	34.6962194355931	"Chassy_YL_C_142;YALI1_C04093g;YALI0C03025g1_1;Q6CD79;similar to uniprot|P46367 Saccharomyces cerevisiae YOR374W ALD4 Mitochondrial aldehyde dehydrogenase, required for growth on ethanol and conversion of acetaldehyde to acetate"	"Chassy_YL_C_142"	"YALI1_C04093g"	"YALI0C03025g1_1"	"Q6CD79"	"similar to uniprot|P46367 Saccharomyces cerevisiae YOR374W ALD4 Mitochondrial aldehyde dehydrogenase, required for growth on ethanol and conversion of acetaldehyde to acetate"	""
"b15.a1.a1"	916.561408197074	1505.11179117439	1555.58429852092	1527.26821336815	1443.04442556706	1324.69966612261	1506.68773392768	1352.85899205979	1215.49513064933	1390.2377273624	1591.44237202074	"Chassy_YL_D_800;YALI1_D20676g;YALI0D16753g1_1;Q6C8V3;uniprot|Q6C8V3 Yarrowia lipolytica YALI0D16753g MDH1 Mitochondrial malate dehydrogenase"	"Chassy_YL_D_800"	"YALI1_D20676g"	"YALI0D16753g1_1"	"Q6C8V3"	"uniprot|Q6C8V3 Yarrowia lipolytica YALI0D16753g MDH1 Mitochondrial malate dehydrogenase"	"1.1.1.37"
"b16.a1.a1"	663.784810390008	714.697002705804	1045.48581676268	619.246928299811	782.234304565163	520.515331301107	650.245944301053	590.262278240837	765.210397216036	578.067694536129	950.962221665365	"Chassy_YL_E_129;YALI1_E03300g;YALI0E02684g1_1;Q6C793;uniprot|Q6C793 Yarrowia lipolytica YALI0E02684g CIT2 Mitochondrial citrate synthase, putative"	"Chassy_YL_E_129"	"YALI1_E03300g"	"YALI0E02684g1_1"	"Q6C793"	"uniprot|Q6C793 Yarrowia lipolytica YALI0E02684g CIT2 Mitochondrial citrate synthase, putative"	"2.3.3.5; 2.3.3.16"
"b16.a2.a1"	241.856119648475	305.114662738476	301.379298410611	209.604492881506	219.659860996998	233.659750016005	170.887117376269	270.220141155867	230.920944307681	266.997040693409	350.113354004859	"Chassy_YL_E_35;YALI1_E01019g;YALI0E00638g1_1;Q6C7I2;uniprot|Q6C7I2 Yarrowia lipolytica YALI0E00638g CIT1 Mitochondrial 2-methyl citrate synthase"	"Chassy_YL_E_35"	"YALI1_E01019g"	"YALI0E00638g1_1"	"Q6C7I2"	"uniprot|Q6C7I2 Yarrowia lipolytica YALI0E00638g CIT1 Mitochondrial 2-methyl citrate synthase"	""
"b17.a1.a1"	414.89573564511	452.717625719245	640.511544210079	1289.20616558201	1809.72699370721	1816.47343277603	1734.86714273817	777.946207000083	261.931369648296	666.00509386304	694.599951728957	"Chassy_YL_F_915;YALI1_F23664g;YALI0F17820g1_1;Q6C1A9;highly similar to uniprot|P39708 Saccharomyces cerevisiae YAL062W (ohnolog of YOR375C) GDH3 NADP- glutamate dehydrogenase"	"Chassy_YL_F_915"	"YALI1_F23664g"	"YALI0F17820g1_1"	"Q6C1A9"	"highly similar to uniprot|P39708 Saccharomyces cerevisiae YAL062W (ohnolog of YOR375C) GDH3 NADP- glutamate dehydrogenase"	""
"b18.a1.a1"	655.072992170726	683.215425054679	891.648225518424	649.64495222178	986.505522606949	988.694837493141	969.577887525057	708.282144556688	691.659409783183	678.878655630225	807.605405580316	"Chassy_YL_F_475;YALI1_F12842g;YALI0F09185g1_1;P30614;uniprot|P30614 Yarrowia lipolytica YALI0F09185g PYK1 Pyruvate kinase"	"Chassy_YL_F_475"	"YALI1_F12842g"	"YALI0F09185g1_1"	"P30614"	"uniprot|P30614 Yarrowia lipolytica YALI0F09185g PYK1 Pyruvate kinase"	"2.7.1.40"
"b19.a1.a1"	632.096900260689	679.737180631038	735.234464864854	425.360810977871	550.359790913362	547.742236400441	428.002021729159	462.58237623245	320.079224687437	510.749380868591	593.5194605788	"Chassy_YL_C_376;YALI1_C10555g;YALI0C07953g1_1;Q6CCN4;highly similar to uniprot|P46598 Candida albicans CaHSC82, Heat shock protein 90 homolog"	"Chassy_YL_C_376"	"YALI1_C10555g"	"YALI0C07953g1_1"	"Q6CCN4"	"highly similar to uniprot|P46598 Candida albicans CaHSC82, Heat shock protein 90 homolog"	""
"b20.a2.a1"	1173.91462847388	1125.62857737106	1318.77868677562	934.436206461211	1003.13262869099	897.114941875463	1049.3430375824	1203.80868369867	744.422151016121	1249.90107370486	1125.4011714967	"Chassy_YL_F_505;YALI1_F13373g;YALI0F09790g1_1;Q6C290;highly similar to uniprot|P05759 Saccharomyces cerevisiae YLR167w UBI3 ubiquitin/40S small subunit ribosomal protein"	"Chassy_YL_F_505"	"YALI1_F13373g"	"YALI0F09790g1_1"	"Q6C290"	"highly similar to uniprot|P05759 Saccharomyces cerevisiae YLR167w UBI3 ubiquitin/40S small subunit ribosomal protein"	""
"b21.a1.a1"	858.316700971063	1174.3488851233	1174.58552082945	1030.27159635899	1042.62989777383	1057.14963560369	1122.25976021087	1264.02569250907	804.600377142865	1223.81908215101	1269.32419461113	"Chassy_YL_E_1239;YALI1_E30886g;YALI0E26004g1_1;Q6C4K5;similar to uniprot|P14540 Saccharomyces cerevisiae YKL060c FBA1 fructose-bisphosphate aldolase"	"Chassy_YL_E_1239"	"YALI1_E30886g"	"YALI0E26004g1_1"	"Q6C4K5"	"similar to uniprot|P14540 Saccharomyces cerevisiae YKL060c FBA1 fructose-bisphosphate aldolase"	""
"b22.a1.a1"	383.161844391887	369.385387674154	480.974479133205	441.749380410039	562.371850298556	569.897735358022	498.402427644431	498.857715078487	342.63999241161	465.403042631461	549.118933245358	"Chassy_YL_A_14;YALI1_A00406g;YALI0A00352g1_1;Q6CI99;uniprot|Q6CI99 Yarrowia lipolytica YALI0A00352g EFT1 Translation elongation factor eEF2"	"Chassy_YL_A_14"	"YALI1_A00406g"	"YALI0A00352g1_1"	"Q6CI99"	"uniprot|Q6CI99 Yarrowia lipolytica YALI0A00352g EFT1 Translation elongation factor eEF2"	""
"b22.a2.a1"	29.6325587688895	27.844543291955	31.3601445249657	41.5927010525131	36.4119809667467	39.3593332594207	61.7506598153958	30.2446485108322	0	30.3328344762725	54.1413902151713	"Chassy_YL_A_848;YALI1_A21203g;YALI0A20152g1_1;Q6CGD8;highly similar to uniprot|P32324 Saccharomyces cerevisiae YOR133W (ohnolog of YDR385W) EFT1 translation elongation factor eEF2"	"Chassy_YL_A_848"	"YALI1_A21203g"	"YALI0A20152g1_1"	"Q6CGD8"	"highly similar to uniprot|P32324 Saccharomyces cerevisiae YOR133W (ohnolog of YDR385W) EFT1 translation elongation factor eEF2"	""
"b24.a1.a1"	675.269795985493	704.135062813154	1015.9277539825	394.315554071118	675.917781665496	659.143729632258	561.481369146327	790.122026880701	728.038648955789	748.607255557706	882.940891956045	"Chassy_YL_B_775;YALI1_B20462g;YALI0B15598g1_1;Q6CEH4;highly similar to uniprot|P38720 Saccharomyces cerevisiae YHR183W (ohnolog of YGR256W) GND1 6- phosphogluconate dehydrogenase"	"Chassy_YL_B_775"	"YALI1_B20462g"	"YALI0B15598g1_1"	"Q6CEH4"	"highly similar to uniprot|P38720 Saccharomyces cerevisiae YHR183W (ohnolog of YGR256W) GND1 6- phosphogluconate dehydrogenase"	"1.1.1.44"
"b26.a1.a1"	482.802455201832	505.375710124883	662.124226556012	506.647690289698	638.19178947791	694.126563228272	555.278491362523	599.841341818287	575.019117383335	536.402527751649	756.568165046681	"Chassy_YL_B_419;YALI1_B10813g;YALI0B08184g1_1;Q6CFD2;highly similar to uniprot|P08536 Saccharomyces cerevisiae YJR010w MET3, ATP sulfurylase"	"Chassy_YL_B_419"	"YALI1_B10813g"	"YALI0B08184g1_1"	"Q6CFD2"	"highly similar to uniprot|P08536 Saccharomyces cerevisiae YJR010w MET3, ATP sulfurylase"	"2.7.7.4"
"b27.a1.a1"	210.406911337694	244.849369920013	321.711625928092	195.263425370602	264.527405973691	266.635345315434	253.412061256302	305.36912513835	190.246142903364	302.546344475349	367.305336246356	"Chassy_YL_C_1216;YALI1_C33152g;YALI0C24101g1_1;Q6CAV2;uniprot|Q6CAV2 Yarrowia lipolytica YALI0C24101g PYC1 Pyruvate carboxylase"	"Chassy_YL_C_1216"	"YALI1_C33152g"	"YALI0C24101g1_1"	"Q6CAV2"	"uniprot|Q6CAV2 Yarrowia lipolytica YALI0C24101g PYC1 Pyruvate carboxylase"	"6.4.1.1"
"b28.a1.a1"	606.481605878175	610.342476038175	676.22531342667	696.755162932796	705.817526496775	829.594526935879	753.407470642864	654.604164622299	444.752531330717	657.911883819585	923.096967396145	"Chassy_YL_D_608;YALI1_D15424g;YALI0D12400g1_1;P29407;uniprot|P29407 Yarrowia lipolytica YALI0D12400g PGK1 Phosphoglycerate kinase"	"Chassy_YL_D_608"	"YALI1_D15424g"	"YALI0D12400g1_1"	"P29407"	"uniprot|P29407 Yarrowia lipolytica YALI0D12400g PGK1 Phosphoglycerate kinase"	"2.7.2.3"
"b30.a1.a1"	890.553432252913	1151.27172039229	1303.95152167387	917.401175822646	1371.64075312462	1595.30398805174	1166.16991657688	1048.10649760601	1408.91729225352	1235.20957213906	1368.43171401612	"Chassy_YL_E_671;YALI1_E17214g;W29 specific;No Uniprot ID;No description in CLIB122"	"Chassy_YL_E_671"	"YALI1_E17214g"	""	""	"No description in CLIB122"	""
"b31.a1.a1"	556.274957679535	548.375885551218	725.086194727296	470.478685803935	580.136337616544	481.290572069079	426.373806139531	372.974843663819	318.975655659734	375.479949601194	480.425059648837	"Chassy_YL_F_138;YALI1_F04045g;YALI0F02805g1_1;Q6C342;highly similar to uniprot|P19882 Saccharomyces cerevisiae YLR259c HSP60 heat shock protein - chaperone, mitochondrial"	"Chassy_YL_F_138"	"YALI1_F04045g"	"YALI0F02805g1_1"	"Q6C342"	"highly similar to uniprot|P19882 Saccharomyces cerevisiae YLR259c HSP60 heat shock protein - chaperone, mitochondrial"	""
"b32.a1.a1"	263.991864154221	331.034171119036	392.489556016824	206.280366545922	230.080752749065	242.933832850731	178.614921899215	319.679661113195	273.985527943699	292.312667304844	315.100499323207	"Chassy_YL_E_1609;YALI1_E39693g;YALI0E33517g1_1;Q6C3M8;uniprot|Q6C3M8 Yarrowia lipolytica YALI0E33517g KGD1 2-oxoglutarate dehydrogenase complex E1 component"	"Chassy_YL_E_1609"	"YALI1_E39693g"	"YALI0E33517g1_1"	"Q6C3M8"	"uniprot|Q6C3M8 Yarrowia lipolytica YALI0E33517g KGD1 2-oxoglutarate dehydrogenase complex E1 component"	""
"b33.a1.a1"	209.679609817405	229.278837959167	349.804514898894	135.411608865458	263.044911856054	258.099757602415	174.622661769616	287.226719170689	212.175944523023	297.798679187339	348.346041807663	"Chassy_YL_F_548;YALI1_F14495g;YALI0F10857g1_1;O74935;uniprot|O74935 Yarrowia lipolytica YALI0F10857g POX2 Fatty-acyl coenzyme A oxidase"	"Chassy_YL_F_548"	"YALI1_F14495g"	"YALI0F10857g1_1"	"O74935"	"uniprot|O74935 Yarrowia lipolytica YALI0F10857g POX2 Fatty-acyl coenzyme A oxidase"	"1.3.3.6"
"b33.a2.a1"	168.926860893203	132.03448315028	197.626913178056	29.7189654431218	50.9973509779738	68.347618574077	44.5310650386918	171.048535474765	112.055313760153	157.902216791205	144.598630461293	"Chassy_YL_C_1205;YALI1_C32886g;YALI0C23859g1_1;F2Z630;uniprot|O74938 Yarrowia lipolytica YALI0C23859g POX5 (=ACO5) Fatty-acyl coenzyme A oxidase"	"Chassy_YL_C_1205"	"YALI1_C32886g"	"YALI0C23859g1_1"	"F2Z630"	"uniprot|O74938 Yarrowia lipolytica YALI0C23859g POX5 (=ACO5) Fatty-acyl coenzyme A oxidase"	""
"b33.a3.a1"	31.0427418712616	24.0861231078737	30.6569194626472	77.8890447405596	143.167317157629	154.607268021231	96.4312238508558	117.599197952447	21.039506540609	104.761962592215	98.3635534793694	"Chassy_YL_E_311;YALI1_E07899g;YALI0E06567g1_1;Q6C6T0;uniprot|Q6C6T0 Yarrowia lipolytica YALI0E06567g POX6 Fatty-acyl coenzyme A oxidase"	"Chassy_YL_E_311"	"YALI1_E07899g"	"YALI0E06567g1_1"	"Q6C6T0"	"uniprot|Q6C6T0 Yarrowia lipolytica YALI0E06567g POX6 Fatty-acyl coenzyme A oxidase"	""
"b33.a4.a1"	15.2315670649203	4.2478778398741	7.49821732888054	45.0864638807522	77.9497114286659	88.9833951515811	62.8539989737215	42.4329486387379	10.4170847305765	36.7638501288943	48.8487121428167	"Chassy_YL_E_1312;YALI1_E32603g;YALI0E27654g1_1;F2Z627;uniprot|O74937 Yarrowia lipolytica YALI0E27654g POX4 Fatty-acyl coenzyme A oxidase"	"Chassy_YL_E_1312"	"YALI1_E32603g"	"YALI0E27654g1_1"	"F2Z627"	"uniprot|O74937 Yarrowia lipolytica YALI0E27654g POX4 Fatty-acyl coenzyme A oxidase"	""
"b33.a5.a1"	31.0427418712616	24.0861231078737	22.9708701163706	19.8250879830609	31.5522135830121	48.2609406257963	27.0769798711532	43.1745977752871	31.4251902326925	44.0075632495415	49.6868406067264	"Chassy_YL_E_1579;YALI1_E38912g;YALI0E32835g1_1;O74934;uniprot|O74934 Yarrowia lipolytica YALI0E32835g POX1 Fatty-acyl coenzyme A oxidase"	"Chassy_YL_E_1579"	"YALI1_E38912g"	"YALI0E32835g1_1"	"O74934"	"uniprot|O74934 Yarrowia lipolytica YALI0E32835g POX1 Fatty-acyl coenzyme A oxidase"	"1.3.3.6"
"b34.a1.a1"	660.381162725996	899.032687669305	911.343805148836	752.360214792247	721.055451990694	944.429384711307	735.907310293666	789.910589011322	541.531462197219	765.938253622607	817.097151687165	"Chassy_YL_D_410;YALI1_D10600g;YALI0D08272g1_1;Q9UVF3;uniprot|Q9UVF3 Yarrowia lipolytica YALI0D08272g ACT1 Actin"	"Chassy_YL_D_410"	"YALI1_D10600g"	"YALI0D08272g1_1"	"Q9UVF3"	"uniprot|Q9UVF3 Yarrowia lipolytica YALI0D08272g ACT1 Actin"	""
"b35.a1.a1"	717.938836598635	742.967486476425	1310.70386243304	851.351571657532	951.461233908129	737.174469063255	765.582858232817	872.750891448403	720.656598957019	800.388558979454	1555.82589751256	"Chassy_YL_C_566;YALI1_C15832g;YALI0C11341g1_1;Q6CC94;highly similar to uniprot|Q12230 Saccharomyces cerevisiae YPL004C LSP1 Primary component of eisosomes, which are large immobile patch structures at the cell cortex associated with endocytosis"	"Chassy_YL_C_566"	"YALI1_C15832g"	"YALI0C11341g1_1"	"Q6CC94"	"highly similar to uniprot|Q12230 Saccharomyces cerevisiae YPL004C LSP1 Primary component of eisosomes, which are large immobile patch structures at the cell cortex associated with endocytosis"	""
"b36.a1.a1"	650.225056063166	869.812063434595	816.395859986078	465.201540360335	556.795309648758	641.438548734958	468.849754145081	646.020084519924	494.772365196146	586.892555687419	773.105620436188	"Chassy_YL_D_1263;YALI1_D33380g;YALI0D25168g1_1;Q6C7U9;similar to uniprot|P06106 Saccharomyces cerevisiae YLR303w MET25 O-acetylhomoserine sulfhydrylase"	"Chassy_YL_D_1263"	"YALI1_D33380g"	"YALI0D25168g1_1"	"Q6C7U9"	"similar to uniprot|P06106 Saccharomyces cerevisiae YLR303w MET25 O-acetylhomoserine sulfhydrylase"	""
