"prot"	"HighTemp_A"	"HighTemp_B"	"HighTemp_C"	"LowpH_A"	"LowpH_B"	"LowpH_C"	"OsmoticStress_A"	"OsmoticStress_B"	"OsmoticStress_C"	"standard_A"	"standard_B"	"standard_C"	"Top.Protein.Description"	"ChassyID"	"NCBI_CBS6556"	"Uniprot_DMKU3_1042"	"Gene_name_DMKU3_1042"	"Protein_name"	"ec_number"
"a4.a1.a1"	601.411152244373	571.134946408392	757.245819020617	626.068048531432	521.136108674458	661.505374425564	636.080905357391	649.762130787906	614.542564558888	753.002297014917	627.881386235231	668.704591203831	"Chassy_KM_3619;KMXK_0E05880;W0TEK8; Heat shock protein SSB - SSB"	"Chassy_KM_3619"	"KMXK_0E05880"	"W0TEK8"	"KLMA_50592"	" Heat shock protein SSB - SSB"	""
"a4.a2.a1"	842.831601928883	680.264455894756	957.529660250976	287.84097038409	317.620578849649	228.395848022467	545.358313624738	562.318833260351	443.442597704605	231.19114964824	312.534716229077	169.890580881779	"Chassy_KM_4603;KMXK_0G03730;W0THY0; Heat shock protein SSA3 - SSA3"	"Chassy_KM_4603"	"KMXK_0G03730"	"W0THY0"	"KLMA_80367"	" Heat shock protein SSA3 - SSA3"	""
"a4.a3.a1"	107.282065011522	122.014473730165	115.996911532141	339.713234147455	329.722975979602	362.579852428569	508.145768735782	410.123153723517	277.07420611672	578.45467096475	353.663794811358	491.281488226373	"Chassy_KM_1288;KMXK_0B04700;W0T5M8; Heat shock protein SSA2 - SSA2"	"Chassy_KM_1288"	"KMXK_0B04700"	"W0T5M8"	"KLMA_20459"	" Heat shock protein SSA2 - SSA2"	""
"a4.a4.a1"	86.6676913921129	98.5692506336569	69.3218274594151	82.4285896907199	74.1053538803487	46.2317688420356	64.7925624132115	101.516557733061	43.6489388973419	87.8072398939636	78.8208564403617	75.1667581343648	"Chassy_KM_1525;KMXK_0B07070;W0TAL8; 78 kDa glucose-regulated protein homolog - GRP78"	"Chassy_KM_1525"	"KMXK_0B07070"	"W0TAL8"	"KLMA_20691"	" 78 kDa glucose-regulated protein homolog - GRP78"	""
"a5.a1.a1"	2443.07377587284	2355.81435915489	2482.80036570233	1989.07332489593	1856.91049701442	1931.96968233344	2482.79822706274	2491.42549648109	2516.09681544568	2494.14133207877	1837.11197117655	2150.37467451043	"Chassy_KM_4548;KMXK_0G03180;W0TGV8; Elongation factor 1-alpha - TEF"	"Chassy_KM_4548"	"KMXK_0G03180"	"W0TGV8"	"KLMA_80309"	" Elongation factor 1-alpha - TEF"	""
"a6.a1.a1"	2859.64400088629	2981.66196622844	2898.2047678334	1944.8090877053	1916.54197885784	1718.27661588117	1900.32362305502	1498.91527331834	2190.17516134403	2037.11491970155	2037.32613145722	1514.61949141277	"Chassy_KM_365;KMXK_0A03750;W0T7K9; Enolase - ENO"	"Chassy_KM_365"	"KMXK_0A03750"	"W0T7K9"	"KLMA_10462"	" Enolase - ENO"	""
"a7.a1.a1"	363.800218451752	622.317548517254	939.09846006599	614.995160447429	516.320337043403	520.636674504889	588.4082076764	950.216835414384	898.421547864619	285.055139263471	599.212032826721	727.890585677895	"Chassy_KM_5080;KMXK_0H04250;W0TJE4; Peroxisomal hydratase-dehydrogenase-epimerase - FOX2"	"Chassy_KM_5080"	"KMXK_0H04250"	"W0TJE4"	"KLMA_70426"	" Peroxisomal hydratase-dehydrogenase-epimerase - FOX2"	""
"a8.a1.a1"	766.292287836123	537.341072665498	430.482760859942	722.537867138014	677.861950302799	759.479407185553	619.247573447828	878.288003217549	652.390987040312	949.646169010441	762.918095501743	956.934240644136	"Chassy_KM_1961;KMXK_0C03060;W0T7K6; Aconitate hydratase, mitochondrial - ACO2b"	"Chassy_KM_1961"	"KMXK_0C03060"	"W0T7K6"	"KLMA_30312"	" Aconitate hydratase, mitochondrial - ACO2b"	"4.2.1.-"
"a8.a2.a1"	2.52230140247675	2.86867407128121	0	1.8329330401578	6.19889774316012	12.6215562107184	14.1973396737335	12.6198783339605	1.99599038776609	12.123294597436	13.5588251657195	14.1629483839957	"Chassy_KM_692;KMXK_0A07020;W0T2Z0; Aconitate hydratase, mitochondrial - ACO2a"	"Chassy_KM_692"	"KMXK_0A07020"	"W0T2Z0"	"KLMA_10153"	" Aconitate hydratase, mitochondrial - ACO2a"	"4.2.1.-"
"b10.a1.a1"	709.154173755521	1025.71127484033	1115.16716131998	1001.77035312577	809.394432552366	1100.16761644748	1034.80590660943	1365.19274460795	1410.25459402673	1352.66308463728	915.368715968443	1260.5888090618	"Chassy_KM_3781;KMXK_0F01270;W0TFY6; ATP synthase subunit beta - ATP2"	"Chassy_KM_3781"	"KMXK_0F01270"	"W0TFY6"	"KLMA_60435"	" ATP synthase subunit beta - ATP2"	"3.6.3.14"
"b11.a1.a1"	1925.82116067248	2030.5249256943	734.399174365826	1667.73659213453	1859.58940904056	943.872480314828	1491.2282390227	1633.58996917609	1149.16480162353	1149.92900682296	1473.30209554519	1617.85716486059	"Chassy_KM_4704;KMXK_0H00490;W0TIE1; Actin - ACT"	"Chassy_KM_4704"	"KMXK_0H00490"	"W0TIE1"	"KLMA_70051"	" Actin - ACT"	""
"b12.a1.a1"	1547.77376571572	1544.45468901566	1771.19069082643	1214.0786386104	1243.30415125916	1325.11740538127	1264.88036483879	1136.90676829079	1592.18965306424	1438.91942945733	1089.86694340944	1053.60829444286	"Chassy_KM_291;KMXK_0A03010;W0T3H5; Phosphoglycerate kinase - PGK"	"Chassy_KM_291"	"KMXK_0A03010"	"W0T3H5"	"KLMA_10540"	" Phosphoglycerate kinase - PGK"	"2.7.2.3"
"b13.a1.a1"	417.013527576567	419.98917333281	412.783483151977	480.579260782107	511.12125068926	531.886540207346	552.545064212139	656.937540797486	523.331493330618	719.061830749642	513.265500491622	551.206592510174	"Chassy_KM_1414;KMXK_0B05960;W0T6K4; Elongation factor 2 - EFT1"	"Chassy_KM_1414"	"KMXK_0B05960"	"W0T6K4"	"KLMA_20582"	" Elongation factor 2 - EFT1"	""
"b14.a1.a1"	1356.55829921936	1626.85293060664	1681.8145993598	1175.71976754387	1245.32311573671	1592.77980257238	1170.94248578455	1697.24821313609	1385.96680373359	628.947409362006	1277.9431617295	1273.79886949176	"Chassy_KM_3038;KMXK_0D06570;W0TC93; Alcohol dehydrogenase - adh"	"Chassy_KM_3038"	"KMXK_0D06570"	"W0TC93"	"KLMA_40624"	" Alcohol dehydrogenase - adh"	""
"b15.a1.a1"	367.80283940741	327.663144807713	234.857436506418	679.080831003503	621.855525961562	671.347915019865	550.337254575691	425.052658640964	487.359633146467	735.611186209148	627.51722480648	690.895992323358	"Chassy_KM_4585;KMXK_0G03550;W0TKF9; 5-methyltetrahydropteroyltriglutamate homocysteine methyltransferase - MET6"	"Chassy_KM_4585"	"KMXK_0G03550"	"W0TKF9"	"KLMA_80348"	" 5-methyltetrahydropteroyltriglutamate homocysteine methyltransferase - MET6"	""
"b16.a1.a1"	513.878610301062	655.636764167291	444.29890920581	1987.37247073598	1520.9472979039	2649.16601850734	307.750822173487	248.384903538227	486.358721942586	1101.71978880135	1471.93844361679	505.783876177863	"Chassy_KM_3812;KMXK_0F01580;W0TF55; Phosphotransferase - RAG5"	"Chassy_KM_3812"	"KMXK_0F01580"	"W0TF55"	"KLMA_60412"	" Phosphotransferase - RAG5"	"2.7.1.-"
"b17.a1.a1"	829.114208036897	783.001240982385	956.198942508237	681.196603675379	572.928549850398	835.88025218356	1009.46057470696	788.438655112887	780.441099888007	861.991627509695	695.399209855962	925.266227323383	"Chassy_KM_4793;KMXK_0H01380;W0TG03; ATP synthase subunit alpha - ATP1"	"Chassy_KM_4793"	"KMXK_0H01380"	"W0TG03"	"KLMA_70140"	" ATP synthase subunit alpha - ATP1"	""
"b18.a1.a1"	566.522061295041	742.659431199145	868.016584296705	970.222006469965	863.034756538997	757.651613646087	735.827100196608	1186.47417377158	1226.38137911864	892.149428967767	792.152123548862	744.723375851446	"Chassy_KM_4009;KMXK_0F03550;W0TDT2; Pyruvate kinase - PYK1"	"Chassy_KM_4009"	"KMXK_0F03550"	"W0TDT2"	"KLMA_60219"	" Pyruvate kinase - PYK1"	"2.7.1.40"
"b19.a1.a1"	360.021395648224	212.153830511784	298.624429794286	535.664505443461	458.441728995343	410.727982622874	416.997375016847	448.875282567155	355.995018200242	493.973376932697	382.802530260462	421.38750951222	"Chassy_KM_370;KMXK_0A03800;W0T7K4; Plasma membrane ATPase - PMA1"	"Chassy_KM_370"	"KMXK_0A03800"	"W0T7K4"	"KLMA_10457"	" Plasma membrane ATPase - PMA1"	"3.6.3.6"
"b19.a2.a1"	0	0	0	0	2.70548711456565	1.03508208774714	0	2.97469325641635	2.00966652328525	0	3.62903750987895	2.04728871310728	"Chassy_KM_1948;KMXK_0C02930;W0T7J1; Phospholipid-transporting ATPase - DNF1"	"Chassy_KM_1948"	"KMXK_0C02930"	"W0T7J1"	"KLMA_30297"	" Phospholipid-transporting ATPase - DNF1"	"3.6.3.1"
"b20.a1.a1"	302.734752901207	266.451300003239	572.975818187902	468.706621710052	386.97863192613	476.099120156247	416.049160858589	514.566575240049	496.44623008862	252.505872356944	657.446283749897	717.993611423801	"Chassy_KM_2256;KMXK_0C06020;W0T8F1; Acetyl-coenzyme A synthetase - ACS1"	"Chassy_KM_2256"	"KMXK_0C06020"	"W0T8F1"	"KLMA_30602"	" Acetyl-coenzyme A synthetase - ACS1"	"6.2.1.1"
"b20.a2.a1"	37.237459412796	29.9358308085228	18.2654853385471	35.4160958225491	35.7183123480099	40.3566868000069	59.0945781196932	30.8309384217117	16.7177557027965	54.8398440589641	65.465911713865	64.0662383109739	"Chassy_KM_3568;KMXK_0E05360;W0TC09; Acetyl-coenzyme A synthetase - ACS2"	"Chassy_KM_3568"	"KMXK_0E05360"	"W0TC09"	"KLMA_50533"	" Acetyl-coenzyme A synthetase - ACS2"	"6.2.1.1"
"b21.a1.a1"	453.224921415526	1022.53598180505	1118.16594065125	474.222820162311	797.687499035569	197.907683329188	527.354539986283	645.821391848522	480.525518231662	138.781941316172	307.507060210221	400.200181763263	"Chassy_KM_3455;KMXK_0E04230;W0TDD2; Catalase - CTT1"	"Chassy_KM_3455"	"KMXK_0E04230"	"W0TDD2"	"KLMA_50419"	" Catalase - CTT1"	"1.11.1.6"
"b22.a1.a1"	54.8013861977341	73.8865563759361	81.3589444218284	140.732380966723	96.360695500696	112.384945974852	107.789755405237	144.482964948738	112.975387137871	101.779927157909	127.697403972975	158.126018250019	"Chassy_KM_2934;KMXK_0D05520;W0TAW0; Fatty acid synthase subunit beta - FAS1"	"Chassy_KM_2934"	"KMXK_0D05520"	"W0TAW0"	"KLMA_40526"	" Fatty acid synthase subunit beta - FAS1"	""
"b22.a2.a1"	90.6414961175734	206.327539804838	247.226394713186	193.55845409979	155.119119342056	278.151488608398	146.602991330313	191.328902399515	234.09710258011	256.468048020394	95.6600318057383	113.851510679387	"Chassy_KM_1408;KMXK_0B05900;W0T7K3; Isocitrate dehydrogenase [NAD] subunit, mitochondrial - IDH2"	"Chassy_KM_1408"	"KMXK_0B05900"	"W0T7K3"	"KLMA_20575"	" Isocitrate dehydrogenase [NAD] subunit, mitochondrial - IDH2"	""
"b23.a1.a1"	517.016198182407	335.471193892524	289.57968346753	687.86445274296	464.487877288073	829.906838806829	562.193407942906	456.233323071221	723.684817295567	754.300570941931	728.462657198313	1029.32715154163	"Chassy_KM_1806;KMXK_0C01510;W0TBI1; Isocitrate dehydrogenase [NADP] - IDP2"	"Chassy_KM_1806"	"KMXK_0C01510"	"W0TBI1"	"KLMA_30149"	" Isocitrate dehydrogenase [NADP] - IDP2"	"1.1.1.42"
"b23.a2.a1"	347.838932203157	210.976515539137	187.910731462478	320.877063980308	288.47646754079	339.423261904281	356.827991553774	427.994598751003	382.088911541732	323.642439847756	281.996410244722	445.789324813253	"Chassy_KM_2875;KMXK_0D04930;W0TEG4; Isocitrate dehydrogenase [NADP] - IDP1"	"Chassy_KM_2875"	"KMXK_0D04930"	"W0TEG4"	"KLMA_40470"	" Isocitrate dehydrogenase [NADP] - IDP1"	"1.1.1.42"
"b24.a1.a1"	531.636739378151	655.636764167292	601.590146753446	532.857243615233	442.422521218535	401.209512525252	638.466687558427	567.526881967971	701.37192643088	454.525986855304	454.208882932343	530.996590017523	"Chassy_KM_4542;KMXK_0G03120;W0THR5; Transketolase - TKL1"	"Chassy_KM_4542"	"KMXK_0G03120"	"W0THR5"	"KLMA_80302"	" Transketolase - TKL1"	"2.2.1.1"
"b25.a1.a1"	1391.30937789432	997.992037954521	1118.11477097222	897.435009480364	973.826661869998	1017.29192722006	982.373795609907	1348.95096865343	1179.56476231711	1167.95536482002	886.336877021285	826.67311455562	"Chassy_KM_2793;KMXK_0D04110;W0T9W3; Fructose-bisphosphate aldolase - FBA1"	"Chassy_KM_2793"	"KMXK_0D04110"	"W0T9W3"	"KLMA_40388"	" Fructose-bisphosphate aldolase - FBA1"	""
"b26.a1.a1"	637.342351369295	562.307784920389	559.468447158239	319.066847757729	335.218364994858	404.268575660054	475.990776924947	395.678202172961	488.99460399555	619.82518352503	370.811614843533	545.329134506618	"Chassy_KM_118;KMXK_0A01280;W0T8D4; Heat shock protein SSC1 - SSC1"	"Chassy_KM_118"	"KMXK_0A01280"	"W0T8D4"	"KLMA_10712"	" Heat shock protein SSC1 - SSC1"	""
"b27.a1.a1"	423.379856651566	467.392466374971	521.67706115441	637.352544042676	704.352439004601	592.29917613174	918.679766991937	1088.20068297951	993.74736627151	683.906657230501	667.825589452365	529.386599206142	"Chassy_KM_3692;KMXK_0F00380;W0TER0; Acetyltransferase component of pyruvate dehydrogenase complex - LAT1"	"Chassy_KM_3692"	"KMXK_0F00380"	"W0TER0"	"KLMA_60529"	" Acetyltransferase component of pyruvate dehydrogenase complex - LAT1"	"2.3.1.12"
"b28.a1.a1"	863.492756055491	917.370477106696	955.571172987258	326.95428911924	439.614330736951	310.404271710325	499.780933496868	491.245791111636	549.894550671387	375.117149533385	485.658334625166	516.049824016344	"Chassy_KM_1115;KMXK_0B02970;W0T5P3; Heat shock protein 60 - HSP60"	"Chassy_KM_1115"	"KMXK_0B02970"	"W0T5P3"	"KLMA_20282"	" Heat shock protein 60 - HSP60"	""
"b29.a1.a1"	817.585222869638	848.926946135399	918.406339681698	607.183289633553	751.521174208372	853.791634990502	1085.24837530457	978.700583439567	955.596897712633	967.251456777054	892.66998782096	1020.01481437787	"Chassy_KM_3280;KMXK_0E02480;W0TFM8; 60S ribosomal protein L4-B - RPL4B"	"Chassy_KM_3280"	"KMXK_0E02480"	"W0TFM8"	"KLMA_50245"	" 60S ribosomal protein L4-B - RPL4B"	""
"b30.a1.a1"	740.272089820404	568.638448747011	630.521368952145	685.238727748421	776.905220211003	619.08296816142	1063.28413996033	932.057212580878	955.244269392477	845.401393960336	940.872911475256	774.078313039834	"Chassy_KM_1919;KMXK_0C02640;W0TBT2; 60S ribosomal protein L3 - RPL3"	"Chassy_KM_1919"	"KMXK_0C02640"	"W0TBT2"	"KLMA_30264"	" 60S ribosomal protein L3 - RPL3"	""
"b31.a1.a1"	528.242876244678	545.501131029142	616.282070338034	539.923373865303	545.396029305771	394.953054825142	717.670779654702	755.046185926557	713.383633257945	603.602230265353	517.112463287331	526.468775578162	"Chassy_KM_3802;KMXK_0F01480;W0TFW6; Dihydrolipoyl dehydrogenase - LPD1"	"Chassy_KM_3802"	"KMXK_0F01480"	"W0TFW6"	"KLMA_60420"	" Dihydrolipoyl dehydrogenase - LPD1"	"1.8.1.4"
"b32.a1.a1"	408.095849408953	611.648274844271	564.362743195883	556.682437778166	572.928549850398	690.943674301833	695.749139865948	878.990900014172	914.905561442207	432.965772347026	821.467105501412	932.033154653808	"Chassy_KM_1052;KMXK_0B02340;W0T6J0; 3-ketoacyl-CoA thiolase - POT1"	"Chassy_KM_1052"	"KMXK_0B02340"	"W0T6J0"	"KLMA_20220"	" 3-ketoacyl-CoA thiolase - POT1"	""
"b34.a1.a1"	934.483963630087	1043.12364672894	883.487628642408	591.893234824182	819.832577278113	489.254519023063	840.01066802974	696.245301577836	993.03670460193	295.156659782388	483.625410925724	697.787816304056	"Chassy_KM_3352;KMXK_0E03200;W0TFU0; S-(hydroxymethyl)glutathione dehydrogenase - SFA1"	"Chassy_KM_3352"	"KMXK_0E03200"	"W0TFU0"	"KLMA_50315"	" S-(hydroxymethyl)glutathione dehydrogenase - SFA1"	"1.1.1.284"
"b35.a1.a1"	174.412132780545	256.32418312386	417.051223219934	377.82398898239	213.661527067458	278.770734429638	145.429049142887	170.235216252202	116.425604570448	295.36535996778	210.240296686536	288.68198268556	"Chassy_KM_1090;KMXK_0B02720;W0T9E2; Alpha-1,4 glucan phosphorylase - GPH1"	"Chassy_KM_1090"	"KMXK_0B02720"	"W0T9E2"	"KLMA_20256"	" Alpha-1,4 glucan phosphorylase - GPH1"	"2.4.1.1"
"b36.a1.a1"	374.303720092922	399.517964171461	350.493080812386	608.140187951588	581.621146743906	463.469335131862	518.767726398554	727.23296869493	704.498897576053	496.048379570764	405.521492763761	407.166350552771	"Chassy_KM_359;KMXK_0A03690;W0T3V9; 6-phosphogluconate dehydrogenase, decarboxylating - GND1"	"Chassy_KM_359"	"KMXK_0A03690"	"W0T3V9"	"KLMA_10468"	" 6-phosphogluconate dehydrogenase, decarboxylating - GND1"	"1.1.1.44"
"b37.a1.a1"	854.935460725245	925.629342732977	1205.34019169121	805.280415316941	668.01985222771	862.379408608162	912.951121672481	874.050557604186	842.918088447098	809.523898030624	542.374531997082	606.970401713053	"Chassy_KM_1402;KMXK_0B05840;W0T883; Succinate--CoA ligase [ADP-forming] subunit alpha, mitochondrial - LSC1"	"Chassy_KM_1402"	"KMXK_0B05840"	"W0T883"	"KLMA_20568"	" Succinate--CoA ligase [ADP-forming] subunit alpha, mitochondrial - LSC1"	"6.2.1.5"
"b38.a1.a1"	38.9879937951909	35.2168321719957	55.9298004944755	108.445800203739	97.495473731737	60.8240561402363	84.2651584553004	118.373155519827	94.1309787902607	101.207008714512	116.827838339836	137.074396460364	"Chassy_KM_4875;KMXK_0H02200;W0TEK0; Fatty acid synthase subunit alpha - FAS2"	"Chassy_KM_4875"	"KMXK_0H02200"	"W0TEK0"	"KLMA_70219"	" Fatty acid synthase subunit alpha - FAS2"	""
"b39.a1.a1"	747.851914806259	637.387774231565	453.137079737895	1016.59454564698	669.101252447681	962.980121889128	698.571446144845	509.751387549104	826.510528269917	556.040317611068	986.959130856143	874.846394154767	"Chassy_KM_2287;KMXK_0C06330;W0TCV6; Transaldolase - TAL1"	"Chassy_KM_2287"	"KMXK_0C06330"	"W0TCV6"	"KLMA_30634"	" Transaldolase - TAL1"	"2.2.1.2"
"b40.a1.a1"	1004.26815557178	793.258748351303	807.95385795086	925.179419599478	1014.03068967731	919.570634809794	962.739403361017	1135.33461369803	1094.8955686835	1032.04042647135	961.444307644568	1004.28215105861	"Chassy_KM_2887;KMXK_0D05050;W0TCH3; 40S ribosomal protein S4 - RPS4B"	"Chassy_KM_2887"	"KMXK_0D05050"	"W0TCH3"	"KLMA_40482"	" 40S ribosomal protein S4 - RPS4B"	""
"b42.a1.a1"	3022.68656034903	2108.21908476558	3123.78198434268	1744.52784688323	1974.76058165816	1606.77875871755	1899.01338450606	638.242876085948	1314.45788880503	1279.13109999223	1362.11908623137	2141.82125038011	"Chassy_KM_4740;KMXK_0H00850;W0TF05; Superoxide dismutase [Cu-Zn] - SOD1"	"Chassy_KM_4740"	"KMXK_0H00850"	"W0TF05"	"KLMA_70087"	" Superoxide dismutase [Cu-Zn] - SOD1"	"1.15.1.1"
"b43.a1.a1"	2450.90053046649	2035.42457740504	2501.60844438395	1537.57297655579	1351.50446099896	1900.93166999287	1825.04503250535	1122.48024202996	1562.82722988856	955.708986070836	1488.20535327608	2093.56757687461	"Chassy_KM_3537;KMXK_0E05050;W0TCK6; Peptidyl-prolyl cis-trans isomerase - CPR1"	"Chassy_KM_3537"	"KMXK_0E05050"	"W0TCK6"	"KLMA_50501"	" Peptidyl-prolyl cis-trans isomerase - CPR1"	"5.2.1.8"
"b44.a1.a1"	137.612664612435	107.217348776636	122.668559514215	214.743323933759	178.896380685316	244.031284191153	329.544108411401	447.825426272836	428.728596006875	86.2223247778017	286.286876247805	385.277037086005	"Chassy_KM_4967;KMXK_0H03120;W0TFK1; Long-chain-fatty-acid--CoA ligase 2 - FAA2"	"Chassy_KM_4967"	"KMXK_0H03120"	"W0TFK1"	"KLMA_70312"	" Long-chain-fatty-acid--CoA ligase 2 - FAA2"	""
"b45.a1.a1"	526.953575318998	527.805858852294	596.290766283781	574.577593692794	472.396301608787	392.884365119149	836.257352493797	1006.49961147941	721.189141442994	330.996717275667	468.755038935489	610.053803825452	"Chassy_KM_3958;KMXK_0F03040;W0TD46; Probable trans-2-enoyl-CoA reductase - ETR1"	"Chassy_KM_3958"	"KMXK_0F03040"	"W0TD46"	"KLMA_60271"	" Probable trans-2-enoyl-CoA reductase - ETR1"	""
"b46.a1.a1"	930.202158966604	1028.34186138944	1082.19068048241	810.812007115722	908.202025415074	998.704307371946	1011.48382519494	899.098218685662	1012.24981634689	1135.38913762113	965.99311271989	856.261992032288	"Chassy_KM_3208;KMXK_0E01760;W0TFG0; 40S ribosomal protein S1 - RPS1"	"Chassy_KM_3208"	"KMXK_0E01760"	"W0TFG0"	"KLMA_50170"	" 40S ribosomal protein S1 - RPS1"	""
"b47.a1.a1"	256.308119091352	360.386904767914	335.449213566349	429.681382917334	505.579290395826	321.274688218139	590.73022048318	347.232769456639	556.04147315417	543.93599109684	524.174902214139	600.780789932452	"Chassy_KM_2347;KMXK_0C06930;W0T8N1; Adenosylhomocysteinase - SAH1"	"Chassy_KM_2347"	"KMXK_0C06930"	"W0T8N1"	"KLMA_30687"	" Adenosylhomocysteinase - SAH1"	"3.3.1.1"
"b48.a1.a1"	975.700060919318	1522.69652815008	1074.56315220467	1125.27179922979	1353.12317680546	1220.03230953636	1637.75411013149	1616.8470585545	1853.04497632792	1460.05650468266	1766.28207138981	1386.42513292785	"Chassy_KM_1152;KMXK_0B03340;W0T7J2; 60S ribosomal protein L20 - RPL20B"	"Chassy_KM_1152"	"KMXK_0B03340"	"W0T7J2"	"KLMA_20318"	" 60S ribosomal protein L20 - RPL20B"	""
"b49.a1.a1"	732.633431725595	1281.08752506533	1092.51601541241	663.325861236362	789.467294515317	858.270381160498	1179.8549579212	1048.76169499789	891.365948999364	833.866166197819	731.527605254296	1199.92878144246	"Chassy_KM_3507;KMXK_0E04750;W0TBV5; 60S ribosomal protein L2 - RPL2"	"Chassy_KM_3507"	"KMXK_0E04750"	"W0TBV5"	"KLMA_50473"	" 60S ribosomal protein L2 - RPL2"	""
