"prot"	"anaerobic_A"	"anaerobic_B"	"anaerobic_C"	"high_temp_A"	"high_temp_B"	"high_temp_C"	"low_pH_A"	"low_pH_B"	"low_pH_C"	"osmotic_stress_A"	"osmotic_stress_B"	"osmotic_stress_C"	"standard_A"	"standard_B"	"standard_C"	"Top.Protein.Description"	"ChassyID"	"uniprotID_CENPK"	"GeneName_CENPK"	"uniprotID_S288c"	"GeneName_S288C"	"Protein_name"
"b17.a1.a1"	19225.4254624099	26092.8513325374	25879.7684693211	42391.6992128126	50640.8602037037	28754.6879983556	35707.8151029281	42485.436744499	46364.8187569158	42259.1840751816	38411.5615696834	38561.9365492098	37323.9514370656	44888.2946691111	51821.3537736576	"Chassy_SC_2813;N1P1J9;P19414; Aconitate hydratase, mitochondrial - ACO1"	"Chassy_SC_2813"	"N1P1J9"	"CENPK1137D_677"	"P19414"	"YLR304C"	" Aconitate hydratase, mitochondrial - ACO1"
"b17.a2.a1"	2862.83295145942	3885.09427335958	2987.097709576	2641.28715613383	3281.92548353565	1768.98916196389	2997.31181271236	3518.72814088004	3281.77494409698	2379.91032590055	2373.35353243927	2592.92984907028	3006.98243240919	3981.28243635998	4351.35859826598	"Chassy_SC_3628;N1P8L4;P39533; Homocitrate dehydratase, mitochondrial - ACO2"	"Chassy_SC_3628"	"N1P8L4"	"CENPK1137D_1295"	"P39533"	"YJL200C"	" Homocitrate dehydratase, mitochondrial - ACO2"
"b18.a1.a1"	87147.8331030916	120889.430635032	122192.966306712	102422.596204162	130735.320378882	71883.3383294743	95338.550288584	114514.472329788	110768.114479084	139694.018567971	129260.334188697	120527.48736006	126417.027508103	122361.716322088	132164.797633835	"Chassy_SC_4808;N1P8W3;P00830; ATP synthase subunit beta, mitochondrial - ATP2"	"Chassy_SC_4808"	"N1P8W3"	"CENPK1137D_1415"	"P00830"	"YJR121W"	" ATP synthase subunit beta, mitochondrial - ATP2"
"b19.a1.a1"	18400.0761823159	23886.4898147371	23874.0094327456	110043.515785215	128879.184325447	76368.6709054731	61934.0150119324	87996.3583576259	83770.0935610488	29634.4755557586	28119.5151186395	27237.978538756	75265.5220858215	83284.6119573049	90214.8295802415	"Chassy_SC_5099;N1NZK6;P31539; Heat shock protein 104 - HSP104"	"Chassy_SC_5099"	"N1NZK6"	"CENPK1137D_673"	"P31539"	"YLL026W"	" Heat shock protein 104 - HSP104"
"b20.a1.a1"	12104.3317436992	19566.8930057064	18942.0923185456	35116.2763314916	41778.110755306	22630.1818533332	19822.6090126871	29471.8643786198	33837.9551122703	47829.3331657033	42945.4987001755	46477.1348849759	33117.1278685206	33584.7826402969	40155.9223989765	"Chassy_SC_2159;N1NX50;P32589; Heat shock protein homolog SSE1 - SSE1"	"Chassy_SC_2159"	"N1NX50"	"CENPK1137D_1594"	"P32589"	"YPL106C"	" Heat shock protein homolog SSE1 - SSE1"
"b20.a2.a1"	176.420442080954	357.617458001089	449.616903960035	5318.52467068598	6419.2211694297	3679.26487267072	2140.80498077342	4132.93941085523	4774.41198420906	1797.31800201327	1811.97480120232	2489.01117355369	2901.12285453606	3441.05045089723	5042.83762816714	"Chassy_SC_2757;N1PAU3;P32590; Heat shock protein homolog SSE2 - SSE2"	"Chassy_SC_2757"	"N1PAU3"	"CENPK1137D_4723"	"P32590"	"YBR169C"	" Heat shock protein homolog SSE2 - SSE2"
"b21.a1.a1"	53910.2470309251	78641.6623389953	83185.8365294435	53108.8225493149	66720.4458555278	36597.2857510002	38334.5031054652	49077.1976347727	51353.5535055397	79393.5964279284	76929.195481865	77261.972756287	39793.5204857011	44325.1846707491	47403.2303806222	"Chassy_SC_2859;N1NWR7;P00890; Citrate synthase, mitochondrial - CIT1"	"Chassy_SC_2859"	"N1NWR7"	"CENPK1137D_2676"	"P00890"	"YNR001C"	" Citrate synthase, mitochondrial - CIT1"
"b21.a2.a1"	1874.95109102749	2946.06670960094	2788.17430229444	569.54461772396	804.553902500797	328.992431220696	56.0497584977719	67.0267171588542	170.940328947731	844.588809444388	1077.72950285296	1175.47527976253	69.649161448278	100.502447223397	118.82584170715	"Chassy_SC_3237;N1P997;P08679; Citrate synthase, peroxisomal - CIT2"	"Chassy_SC_3237"	"N1P997"	"CENPK1137D_4500"	"P08679"	"YCR005C"	" Citrate synthase, peroxisomal - CIT2"
"b21.a3.a1"	334.115109483293	416.27331064528	431.236604477382	1554.46869985799	1814.08610554059	991.767292651768	837.641942547941	1260.0003963688	1507.33100872527	1011.32240982309	843.761927437229	813.559885645512	1098.94134389182	1289.19358757306	1485.85555286536	"Chassy_SC_109;N1P1X2;P43635; Citrate synthase 3, mitochondrial - CIT3"	"Chassy_SC_109"	"N1P1X2"	"CENPK1137D_1702"	"P43635"	"YPR001W"	" Citrate synthase 3, mitochondrial - CIT3"
"b22.a1.a1"	132682.260477214	174628.05129568	178960.545599696	123400.264343191	160530.419713363	92078.5693748028	95635.8403856749	123010.661567434	126902.614176296	110828.834625736	100789.600757041	101534.756305773	146647.149059468	148641.006237045	161635.992173819	"Chassy_SC_620;N1P8V5;P00549; Pyruvate kinase 1 - CDC19"	"Chassy_SC_620"	"N1P8V5"	"CENPK1137D_4941"	"P00549"	"YAL038W"	" Pyruvate kinase 1 - CDC19"
"b22.a2.a1"	182.69540484525	335.273834672123	314.186981513398	381.046892735971	334.014140663356	304.749856135192	241.838969179396	415.882312350347	337.294550242671	152.858543800079	153.863884750992	153.032654053384	193.017546232815	225.322537115085	411.91798590759	"Chassy_SC_4384;N1P3V3;P52489; Pyruvate kinase 2 - PYK2"	"Chassy_SC_4384"	"N1P3V3"	"CENPK1137D_2362"	"P52489"	"YOR347C"	" Pyruvate kinase 2 - PYK2"
"b23.a1.a1"	18993.3614711521	27292.2269112691	25861.2999314664	17948.539440709	22723.7501215807	10513.617896296	18927.0712944802	25904.9691539281	27294.2446462105	27360.6764723649	26785.539664152	27437.429197402	31257.095101364	32214.7487459985	35026.0392217961	"Chassy_SC_709;N1NYG5;P16521; Elongation factor 3A - YEF3"	"Chassy_SC_709"	"N1NYG5"	"CENPK1137D_624"	"P16521"	"YLR249W"	" Elongation factor 3A - YEF3"
"b23.a2.a1"	47.1580515629583	65.4077374294853	105.04876991163	1581.71775704541	1700.29185180097	974.330393178354	387.087101720388	647.938137192891	630.846636731043	78.203519396062	108.759056793958	106.764433875004	486.953796368707	618.793343692914	886.431069027791	"Chassy_SC_1597;N1P4M0;P53978; Elongation factor 3B - HEF3"	"Chassy_SC_1597"	"N1P4M0"	"CENPK1137D_2662"	"P53978"	"YNL014W"	" Elongation factor 3B - HEF3"
"b24.a1.a1"	73700.7027555559	110976.974187712	115111.649000201	90027.3860236005	108852.940171511	65412.884535682	67896.4267972052	85542.1653768822	84601.7077741957	83643.6733808949	85310.1444392186	76229.7233948845	91583.9013330485	89938.0032041455	94638.9076307275	"Chassy_SC_3658;N1P1J4;P0CS90; Heat shock protein SSC1, mitochondrial - SSC1"	"Chassy_SC_3658"	"N1P1J4"	"CENPK1137D_1336"	"P0CS90"	"YJR045C"	" Heat shock protein SSC1, mitochondrial - SSC1"
"b25.a1.a1"	17234.5600363622	23342.9588773216	21934.2073891887	15743.4724080606	10224.2139244427	5797.29579805189	10387.1895763567	7371.29286192274	7606.37907167127	19110.3759656911	9550.73732883544	18402.5635684666	5714.06136500998	6579.35444011912	7980.48004370359	"Chassy_SC_20;N1P2M1;P16861; ATP-dependent 6-phosphofructokinase subunit alpha - PFK1"	"Chassy_SC_20"	"N1P2M1"	"CENPK1137D_3207"	"P16861"	"YGR240C"	" ATP-dependent 6-phosphofructokinase subunit alpha - PFK1"
"b25.a2.a1"	13726.3341387347	17479.7130780719	17557.7494047434	11227.642202838	14352.7255470836	7188.53491427658	7398.08739354811	10070.3331103098	10909.5536965714	13435.3217186895	13021.949451235	13801.066565915	10234.001567279	10454.4790440467	13340.3653065669	"Chassy_SC_12;N1P0I3;P16862; ATP-dependent 6-phosphofructokinase subunit beta - PFK2"	"Chassy_SC_12"	"N1P0I3"	"CENPK1137D_242"	"P16862"	"YMR205C"	" ATP-dependent 6-phosphofructokinase subunit beta - PFK2"
"b26.a1.a1"	120810.219075297	163213.745985028	148086.116291578	83792.1305851866	106233.590126744	58497.3794719771	90631.13947632	112642.535725786	105053.440256941	80164.1543100501	72247.3325754304	72162.1282786335	139096.636019824	129068.460195305	128484.359951411	"Chassy_SC_2377;N1NYP1;P06168; Ketol-acid reductoisomerase, mitochondrial - ILV5"	"Chassy_SC_2377"	"N1NYP1"	"CENPK1137D_724"	"P06168"	"YLR355C"	" Ketol-acid reductoisomerase, mitochondrial - ILV5"
"b27.a1.a1"	9621.23316306775	14634.2913585549	13632.7694894525	9473.03064488132	12183.740475283	6039.44047717009	12263.4512548558	18254.6586100705	15073.3560455672	12825.8015055853	12857.0742673964	13825.307200815	14997.8021655917	17263.7975001094	19029.7742219459	"Chassy_SC_4051;N1P0B3;P47169; Sulfite reductase [NADPH] subunit beta - MET5"	"Chassy_SC_4051"	"N1P0B3"	"CENPK1137D_1434"	"P47169"	"YJR137C"	" Sulfite reductase [NADPH] subunit beta - MET5"
"b27.a2.a1"	632.276136660204	966.358187290943	961.334199709325	1237.30060687819	1529.77153883523	943.619488112969	933.781356199544	1389.77200318105	1085.10130024275	1184.76589542709	957.937295138082	1310.84707822867	1033.84280180524	1292.01686739404	1485.64464895699	"Chassy_SC_598;N1P4H3;P32565; 26S proteasome regulatory subunit RPN2 - RPN2"	"Chassy_SC_598"	"N1P4H3"	"CENPK1137D_5182"	"P32565"	"YIL075C"	" 26S proteasome regulatory subunit RPN2 - RPN2"
"b28.a1.a1"	226948.015032192	300927.284492975	325106.326877269	177168.923128637	235830.197840196	122888.165656306	138272.093055124	173212.998972941	214381.883714926	229560.982552719	181172.159478708	179436.333210916	211226.105692963	203214.796198372	222198.312706188	"Chassy_SC_4132;N1P8B2;P00950; Phosphoglycerate mutase 1 - GPM1"	"Chassy_SC_4132"	"N1P8B2"	"CENPK1137D_1155"	"P00950"	"YKL152C"	" Phosphoglycerate mutase 1 - GPM1"
"b29.a1.a1"	143953.917595603	201465.064203977	192285.004980046	158796.795681025	207047.615131599	115895.941809426	132375.709927766	166521.325812819	191068.689865258	148280.932135522	131082.877796578	129618.814268395	192835.16457492	188559.475460032	221746.106491255	"Chassy_SC_4394;N1NZZ7;P06106; Homocysteine/cysteine synthase - MET17"	"Chassy_SC_4394"	"N1NZZ7"	"CENPK1137D_676"	"P06106"	"YLR303W"	" Homocysteine/cysteine synthase - MET17"
"b30.a1.a1"	107259.198969326	163349.984435269	151576.036498531	161390.988495518	211338.242742147	109497.683239281	140398.040555188	182620.066722501	181293.64998848	187230.425557272	161502.096436959	152471.232166921	254422.032743627	206759.689874565	241877.333620123	"Chassy_SC_3513;N1P7U8;P14540; Fructose-bisphosphate aldolase - FBA1"	"Chassy_SC_3513"	"N1P7U8"	"CENPK1137D_945"	"P14540"	"YKL060C"	" Fructose-bisphosphate aldolase - FBA1"
"b31.a1.a1"	76189.8768163261	105042.194980414	104210.076920151	115353.706754141	143083.416679558	76826.8877522934	99511.1129537391	133845.617369145	130267.021126496	139394.600427534	121712.804116575	115194.94458606	153909.645774164	158836.640829639	162587.94764139	"Chassy_SC_637;N1P9R2;P07251; ATP synthase subunit alpha, mitochondrial - ATP1"	"Chassy_SC_637"	"N1P9R2"	"CENPK1137D_4905"	"P07251"	"YBL099W"	" ATP synthase subunit alpha, mitochondrial - ATP1"
"b32.a1.a1"	41866.3893488676	64117.6002175412	61973.8263638953	95411.9866324454	118671.089302088	64938.2220050552	49711.0770283252	62233.904598294	66115.1553194523	57922.1701370097	57689.2021060065	53665.1163776835	68729.5614697091	77495.7567178217	76779.5411010789	"Chassy_SC_3829;N1NYH2;P19882; Heat shock protein 60, mitochondrial - HSP60"	"Chassy_SC_3829"	"N1NYH2"	"CENPK1137D_634"	"P19882"	"YLR259C"	" Heat shock protein 60, mitochondrial - HSP60"
"b33.a1.a1"	24750.1626172586	36247.994258863	32370.6380786593	27344.0212096645	33362.0704416733	17350.4978756404	31797.8275976781	39717.3450812261	38769.8192211207	36792.8006749355	34360.1408645434	30600.515585902	31532.3758548163	37932.4658571399	36742.8651400014	"Chassy_SC_3814;N1NXM0;P23254; Transketolase 1 - TKL1"	"Chassy_SC_3814"	"N1NXM0"	"CENPK1137D_1774"	"P23254"	"YPR074C"	" Transketolase 1 - TKL1"
"b33.a2.a1"	NA	18.178752065992	7.57978727292488	6233.27300714406	7398.5115944497	4805.56544003565	6505.55593550771	8461.02569753734	8139.96299345778	16899.7274006109	16093.6470502295	13258.8178606556	3371.43497240129	5139.65246247082	5591.87696961967	"Chassy_SC_106;N1PAT1;P33315; Transketolase 2 - TKL2"	"Chassy_SC_106"	"N1PAT1"	"CENPK1137D_4663"	"P33315"	"YBR117C"	" Transketolase 2 - TKL2"
