originalGene	condition	significance	direction	P_ref	P_cond	orthoGroup	protName	shortName	MWeigth	SeqLength	GOterms
YPL058C	HiT	TRUE	-1	NaN	NaN	5	ATP-dependent permease PDR12	PDR12	171065	1511	transport//organic acid transport
YHR183W	HiT	TRUE	-1	0.636062651875	0.5126073645	WGD	6-phosphogluconate dehydrogenase, decarboxylating 1 (EC 1.1.1.44)	GND1	53543	489	pentose-phosphate shunt//pentose-phosphate shunt, oxidative branch//cellular response to oxidative stress//oxidation-reduction process//D-gluconate metabolic process
YBR069C	HiT	TRUE	1	NaN	NaN	4	Valine/tyrosine/tryptophan amino-acid permease 1 (Tyrosine and tryptophan amino acid transporter 1)	TAT1	68758	619	amino acid transport//transmembrane transport//transport//tyrosine transport//tryptophan transport//amino acid transmembrane transport
YGR060W	HiT	TRUE	-1	NaN	NaN	1	Methylsterol monooxygenase (EC 1.14.18.9) (C-4 methylsterol oxidase)	ERG25	36479	309	ergosterol biosynthetic process//steroid biosynthetic process//sterol biosynthetic process//lipid biosynthetic process//fatty acid biosynthetic process//oxidation-reduction process
YGL170C	HiT	TRUE	1	NaN	NaN	3	Sporulation-specific protein 74	SPO74	47700	413	ascospore formation
YAR020C	HiT	TRUE	-1	NaN	NaN	5	Seripauperin-7	PAU7	5674	55	response to stress
YNL074C	HiT	TRUE	1	NaN	NaN	WGD	Protein MLF3 (Multicopy suppressor of leflunomide sensitivity 3)	MLF3	49210	452	response to drug
YMR169C	HiT	TRUE	-1	NaN	NaN	5	Aldehyde dehydrogenase [NAD(P)+] 2 (EC 1.2.1.3)	ALD3	55385	506	polyamine catabolic process//beta-alanine biosynthetic process//metabolic process//oxidation-reduction process//pantothenate biosynthetic process
YHR015W	HiT	TRUE	1	NaN	NaN	WGD	RNA-binding protein MIP6 (MEX67-interacting protein 6)	MIP6	75920	659	mRNA export from nucleus
YHR071W	HiT	TRUE	-1	NaN	NaN	1	PHO85 cyclin-5 (G1/S-specific cyclin PCL5)	PCL5	26467	229	cell division//negative regulation of sequence-specific DNA binding transcription factor activity//regulation of cyclin-dependent protein serine/threonine kinase activity//cell cycle//negative regulation of macroautophagy//regulation of protein stability
YFR020W	HiT	TRUE	-1	NaN	NaN	4	Secreted protein CSS2 (Condition specific secretion protein 2)	CSS2	25721	232	
YNL111C	HiT	TRUE	-1	0.172950942875	0.0950788070375	1	Cytochrome b5	CYB5	13297	120	sterol biosynthetic process//electron transport chain//transport//oxidation-reduction process
YOL064C	HiT	TRUE	-1	0.238008190041667	0.198849381166667	1	3'(2'),5'-bisphosphate nucleotidase (EC 3.1.3.7) (3'(2'),5-bisphosphonucleoside 3'(2')-phosphohydrolase) (DPNPase) (Halotolerance protein HAL2) (Methionine-requiring protein 22)	MET22	39149	357	sulfur compound metabolic process//hyperosmotic salinity response//sulfate assimilation//methionine biosynthetic process//response to stress//dephosphorylation//phosphatidylinositol phosphorylation
YMR062C	HiT	TRUE	-1	0.284662760083333	0.205566316	1	Arginine biosynthesis bifunctional protein ArgJ, mitochondrial (Extracellular mutant protein 40) [Cleaved into: Arginine biosynthesis bifunctional protein ArgJ alpha chain; Arginine biosynthesis bifunctional protein ArgJ beta chain] [Includes: Glutamate N-acetyltransferase (GAT) (EC 2.3.1.35) (Ornithine acetyltransferase) (OATase) (Ornithine transacetylase); Amino-acid acetyltransferase (EC 2.3.1.1) (N-acetylglutamate synthase) (AGS)]	ARG7	47849	441	ornithine biosynthetic process//arginine biosynthetic process//cellular amino acid biosynthetic process//fungal-type cell wall organization//metabolic process
YOR378W	HiT	TRUE	1	NaN	NaN	1	Low affinity ammonium transporter (Ammonium facilitator 1)	AMF1	56110	515	biological_process//transmembrane transport//transport
YGR294W	HiT	TRUE	-1	NaN	NaN	5	Seripauperin-12	PAU12	12820	120	response to stress
YLR354C	HiT	TRUE	-1	0.950581215083333	0.703286002458333	WGD	Transaldolase (EC 2.2.1.2)	TAL1	37036	335	carbohydrate metabolic process//pentose-phosphate shunt
YIL165C	HiT	TRUE	-1	NaN	NaN	5	Putative nitrilase-like protein YIL165C		12940	119	nitrogen compound metabolic process//autophagy of mitochondrion
YKR097W	HiT	TRUE	1	NaN	NaN	1	Phosphoenolpyruvate carboxykinase (ATP) (EC 4.1.1.49)	PCK1	60983	549	gluconeogenesis
YEL041W	HiT	TRUE	-1	NaN	NaN	WGD	ATP-NADH kinase YEF1 (EC 2.7.1.86)	YEF1	55874	495	phosphorylation//metabolic process//NADP biosynthetic process//NAD metabolic process
YPR025C	HiT	TRUE	1	NaN	NaN	1	Cyclin CCL1	CCL1	45210	393	regulation of cyclin-dependent protein serine/threonine kinase activity//phosphorylation of RNA polymerase II C-terminal domain//transcription, DNA-templated//regulation of transcription, DNA-templated//transcription from RNA polymerase II promoter
YGR175C	HiT	TRUE	-1	0.37610615725	0.184947083	1	Squalene monooxygenase (EC 1.14.14.17) (Squalene epoxidase) (SE)	ERG1	55126	496	ergosterol biosynthetic process//metabolic process//oxidation-reduction process
YDR042C	HiT	TRUE	1	NaN	NaN	4	Uncharacterized protein YDR042C		23249	200	biological_process
YER043C	HiT	TRUE	-1	0.566845452791667	0.428653264208333	1	Adenosylhomocysteinase (AdoHcyase) (EC 3.3.1.1) (S-adenosyl-L-homocysteine hydrolase)	SAH1	49126	449	one-carbon metabolic process//phosphatidylcholine biosynthetic process//triglyceride metabolic process//methionine metabolic process//S-adenosylhomocysteine catabolic process
YKR015C	HiT	TRUE	1	NaN	NaN	4	Uncharacterized protein YKR015C		66584	568	biological_process
YOR008W-B	HiT	TRUE	1	NaN	NaN	NaN	Putative uncharacterized protein YOR008W-B		3813	33	
YEL033W	HiT	TRUE	-1	NaN	NaN	4	Maintenance of telomere capping protein 7	MTC7	16094	139	biological_process
YNL112W	HiT	TRUE	-1	NaN	NaN	1	ATP-dependent RNA helicase DBP2 (EC 3.6.4.13) (DEAD box protein 2) (p68-like protein)	DBP2	60999	546	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay//rRNA processing//ribosome biogenesis//obsolete ATP catabolic process//nuclear polyadenylation-dependent mRNA catabolic process//messenger ribonucleoprotein complex assembly
YHR163W	HiT	TRUE	-1	0.301313633208333	0.292454478625	WGD	6-phosphogluconolactonase 3 (6PGL) (EC 3.1.1.31)	SOL3	27784	249	carbohydrate metabolic process//pentose-phosphate shunt//pentose-phosphate shunt, oxidative branch
YGR088W	HiT	TRUE	-1	0.0303751315041667	0.00536396384166667	2	Catalase T (EC 1.11.1.6)	CTT1	64583	562	response to reactive oxygen species//response to oxidative stress//hydrogen peroxide catabolic process//oxidation-reduction process//cellular response to salt stress
snR19	HiT	TRUE	1	NaN	NaN	NaN	NA	NA	NA	NA	
YJL119C	HiT	TRUE	1	NaN	NaN	NaN	Putative uncharacterized protein YJL119C		12425	107	
YHR007C-A	HiT	TRUE	1	NaN	NaN	5	Uncharacterized protein YHR007C-A		8384	71	biological_process
YDR273W	HiT	TRUE	1	NaN	NaN	WGD	Donuts protein 1	DON1	40162	365	sporulation resulting in formation of a cellular spore//meiotic nuclear division//ascospore wall assembly//cell division//cell cycle
YOR028C	HiT	TRUE	1	NaN	NaN	WGD	AP-1-like transcription factor YAP4 (Chromosome instability protein 5) (Transcription activator CIN5)	CIN5	32975	295	hyperosmotic salinity response//hyperosmotic response//response to drug//transcription, DNA-templated//regulation of transcription, DNA-templated//regulation of transcription from RNA polymerase II promoter
YDR523C	HiT	TRUE	1	NaN	NaN	1	Sporulation-specific protein 1 (EC 2.7.11.1)	SPS1	55704	490	ascospore formation//ascospore wall assembly//protein phosphorylation
snR76	HiT	TRUE	1	NaN	NaN	NaN	NA	NA	NA	NA	
snR83	HiT	TRUE	1	NaN	NaN	NaN	NA	NA	NA	NA	
YJL088W	HiT	TRUE	-1	0.304351805083333	0.266280777125	1	Ornithine carbamoyltransferase (EC 2.1.3.3) (Ornithine transcarbamylase) (OTCase)	ARG3	37845	338	ornithine metabolic process//arginine biosynthetic process//cellular amino acid biosynthetic process//cellular amino acid metabolic process
snR67	HiT	TRUE	1	NaN	NaN	NaN	NA	NA	NA	NA	
YER069W	HiT	TRUE	-1	0.379867271	0.289282516791667	1	Protein ARG5,6, mitochondrial [Cleaved into: N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38) (N-acetyl-glutamate semialdehyde dehydrogenase) (NAGSA dehydrogenase); Acetylglutamate kinase (EC 2.7.2.8) (N-acetyl-L-glutamate 5-phosphotransferase) (NAG kinase) (AGK)]	ARG5,6	94869	863	ornithine biosynthetic process//arginine biosynthetic process//phosphorylation//cellular amino acid biosynthetic process//metabolic process//regulation of transcription, DNA-templated//cellular amino acid metabolic process//oxidation-reduction process
YHR007C	HiT	TRUE	-1	0.157822975	0.0690326007916667	1	Lanosterol 14-alpha demethylase (EC 1.14.14.154) (CYPLI) (Cytochrome P450 51) (Cytochrome P450-14DM) (Cytochrome P450-LIA1) (Sterol 14-alpha demethylase)	ERG11	60720	530	ergosterol biosynthetic process//steroid biosynthetic process//sterol biosynthetic process//lipid biosynthetic process//oxidation-reduction process//demethylation
YER081W	HiT	TRUE	-1	0.221211547708333	0.195379344791667	WGD	D-3-phosphoglycerate dehydrogenase 1 (3-PGDH 1) (EC 1.1.1.95) (2-oxoglutarate reductase) (EC 1.1.1.399)	SER3	51193	469	serine family amino acid biosynthetic process//oxidation-reduction process//metabolic process//L-serine biosynthetic process
YLR081W	HiT	TRUE	1	NaN	NaN	5	Galactose transporter (Galactose permease)	GAL2	63626	574	galactose transport//carbohydrate transport//galactose metabolic process//transmembrane transport//transport//glucose transport
YOR381W-A	HiT	TRUE	1	NaN	NaN	5	Uncharacterized protein YOR381W-A		6702	55	biological_process
YML131W	HiT	TRUE	-1	0.18680901275	0.127968954470833	1	Uncharacterized membrane protein YML131W		39976	365	biological_process//oxidation-reduction process
YIL037C	HiT	TRUE	1	NaN	NaN	3	Pheromone-regulated membrane protein 2	PRM2	75021	656	karyogamy involved in conjugation with cellular fusion
YOR328W	HiT	TRUE	1	NaN	NaN	4	ATP-dependent permease PDR10	PDR10	176461	1564	drug transmembrane transport//transport//drug export
SRG1	HiT	TRUE	1	NaN	NaN	NaN	NA	NA	NA	NA	
YFL011W	HiT	TRUE	1	NaN	NaN	5	Hexose transporter HXT10	HXT10	60662	546	glucose transport//transmembrane transport//fructose transport//mannose transport//hexose transport//galactose transport
YLR355C	HiT	TRUE	-1	1.29777666541667	1.04691739341667	1	Ketol-acid reductoisomerase, mitochondrial (EC 1.1.1.86) (Acetohydroxy-acid reductoisomerase) (Alpha-keto-beta-hydroxylacyl reductoisomerase)	ILV5	44368	395	oxidation-reduction process//mitochondrial genome maintenance//isoleucine biosynthetic process//valine biosynthetic process//branched-chain amino acid biosynthetic process
YOL140W	HiT	TRUE	-1	0.38925116225	0.308272606083333	1	Acetylornithine aminotransferase, mitochondrial (ACOAT) (EC 2.6.1.11)	ARG8	46681	423	arginine metabolic process//ornithine biosynthetic process//arginine biosynthetic process//cellular amino acid biosynthetic process
YGL263W	HiT	TRUE	-1	NaN	NaN	4	Protein COS12	COS12	44804	380	biological_process
NME1	HiT	TRUE	1	NaN	NaN	NaN	NA	NA	NA	NA	
YMR015C	HiT	TRUE	-1	0.0353786336291667	0.0279207337208333	1	Cytochrome P450 61 (EC 1.14.19.41) (C-22 sterol desaturase)	ERG5	61334	538	ergosterol biosynthetic process//steroid biosynthetic process//sterol biosynthetic process//lipid biosynthetic process//oxidation-reduction process
YMR101C	HiT	TRUE	1	NaN	NaN	3	Dehydrodolichyl diphosphate synthase complex subunit SRT1 (EC 2.5.1.87) (Ditrans,polycis-polyprenyl diphosphate synthase ((2E,6E)-farnesyl diphosphate specific))	SRT1	40200	343	protein glycosylation
YOR130C	HiT	TRUE	-1	NaN	NaN	1	Mitochondrial ornithine transporter 1	ORT1	31520	292	arginine biosynthetic process//cellular amino acid biosynthetic process//transport//mitochondrial ornithine transport//L-ornithine transmembrane transport
YKR034W	HiT	TRUE	1	NaN	NaN	WGD	Nitrogen regulatory protein DAL80 (Regulatory protein UGA43)	DAL80	30166	269	nitrate assimilation//nitrogen catabolite repression of transcription//negative regulation of transcription from RNA polymerase II promoter//transcription, DNA-templated//regulation of transcription, DNA-templated//transcription from RNA polymerase II promoter
YML126C	HiT	TRUE	-1	0.291648368125	0.183338748583333	1	Hydroxymethylglutaryl-CoA synthase (HMG-CoA synthase) (EC 2.3.3.10) (3-hydroxy-3-methylglutaryl coenzyme A synthase)	ERG13	55014	491	ergosterol biosynthetic process//isoprenoid biosynthetic process//steroid biosynthetic process//sterol biosynthetic process//lipid biosynthetic process//metabolic process
YPL274W	HiT	TRUE	-1	NaN	NaN	WGD	S-adenosylmethionine permease SAM3 (S-adenosylmethionine metabolism protein 3)	SAM3	64354	587	amino acid transport//transmembrane transport//transport//putrescine transport//spermidine transport//S-adenosyl-L-methionine transmembrane transport//S-adenosyl-L-methionine transport//amino acid transmembrane transport
YFL020C	HiT	TRUE	-1	NaN	NaN	5	Seripauperin-5	PAU5	12845	122	response to stress
YNL280C	HiT	TRUE	-1	NaN	NaN	1	Delta(14)-sterol reductase (EC 1.3.1.70) (C-14 sterol reductase) (Sterol C14-reductase)	ERG24	50615	438	ergosterol biosynthetic process//steroid biosynthetic process//sterol biosynthetic process//lipid biosynthetic process//oxidation-reduction process
YKR106W	HiT	TRUE	1	NaN	NaN	WGD	Glutathione exchanger 2	GEX2	68954	615	glutathione transmembrane transport//ion transport//transmembrane transport//transport//hydrogen ion transmembrane transport
YGL072C	HiT	TRUE	1	NaN	NaN	NaN	Putative uncharacterized protein YGL072C		13388	119	
YOR120W	HiT	TRUE	-1	0.327590355458333	0.284795717916667	WGD	Glycerol 2-dehydrogenase (NADP(+)) (EC 1.1.1.156) (Galactose-inducible crystallin-like protein 1)	GCY1	35079	312	arabinose catabolic process//D-xylose catabolic process//cellular response to oxidative stress//oxidation-reduction process//glycerol metabolic process
YNR050C	HiT	TRUE	-1	0.422109531291667	0.359793607875	1	Saccharopine dehydrogenase [NADP(+), L-glutamate-forming] (EC 1.5.1.10) (Saccharopine reductase)	LYS9	48918	446	lysine biosynthetic process//lysine biosynthetic process via aminoadipic acid//cellular amino acid biosynthetic process//oxidation-reduction process
YDR345C	HiT	TRUE	-1	NaN	NaN	WGD	Low-affinity glucose transporter HXT3	HXT3	62558	567	glucose transport//transmembrane transport//fructose transport//mannose transport//hexose transport
YPL056C	HiT	TRUE	1	NaN	NaN	5	Long chronological lifespan protein 1	LCL1	11332	101	biological_process
YOL038C-A	HiT	TRUE	1	NaN	NaN	5	Uncharacterized protein YOL038C-A		3621	31	biological_process
YLR058C	HiT	TRUE	-1	0.783828345125	0.648398701958333	2	Serine hydroxymethyltransferase, cytosolic (SHMT) (EC 2.1.2.1) (Glycine hydroxymethyltransferase) (Serine methylase)	SHM2	52218	469	L-serine metabolic process//one-carbon metabolic process//glycine metabolic process//tetrahydrofolate interconversion
YGL032C	HiT	TRUE	1	NaN	NaN	3	A-agglutinin-binding subunit	AGA2	9464	87	cell adhesion//agglutination involved in conjugation with cellular fusion
YGR177C	HiT	TRUE	-1	NaN	NaN	4	Alcohol O-acetyltransferase 2 (AATase 2) (EC 2.3.1.84) (Acetyl-CoA:pregnenolone acetyltransferase) (APAT)	ATF2	61898	535	steroid metabolic process//response to toxic substance//sterol acetylation//alcohol metabolic process//acetate ester metabolic process
YOR064C	HiT	TRUE	1	NaN	NaN	3	Protein YNG1 (ING1 homolog 1)	YNG1	25350	219	histone acetylation//transcription, DNA-templated//regulation of transcription, DNA-templated//positive regulation of transcription elongation from RNA polymerase II promoter
YLL046C	HiT	TRUE	1	NaN	NaN	WGD	Ribonucleoprotein 1	RNP1	28862	249	ribosome biogenesis
YFL013W-A	HiT	TRUE	-1	NaN	NaN	NaN	Putative uncharacterized protein YFL013W-A		28771	267	
YKL182W	HiT	TRUE	-1	0.473428342291667	0.393788653	1	Fatty acid synthase subunit beta (EC 2.3.1.86) [Includes: 3-hydroxyacyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.59); Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9); [Acyl-carrier-protein] acetyltransferase (EC 2.3.1.38); [Acyl-carrier-protein] malonyltransferase (EC 2.3.1.39); S-acyl fatty acid synthase thioesterase (EC 3.1.2.14)]	FAS1	228691	2051	lipid biosynthetic process//fatty acid biosynthetic process//metabolic process//oxidation-reduction process//long-chain fatty acid biosynthetic process
YLL005C	HiT	TRUE	1	NaN	NaN	3	Sporulation-specific protein 75	SPO75	102170	868	ion transport//ascospore formation//ascospore wall assembly
YHR094C	HiT	TRUE	-1	NaN	NaN	WGD	Low-affinity glucose transporter HXT1	HXT1	63261	570	glucose transport//transmembrane transport//fructose transport//mannose transport//galactose transport//pentose transport
YCR021C	HiT	TRUE	-1	0.0489529942083333	0.0238617672458333	3	30 kDa heat shock protein	HSP30	37045	332	cellular response to DNA damage stimulus//response to stress//ion transport//cellular response to ethanol//negative regulation of ATPase activity//cellular response to heat//cellular response to osmotic stress//cellular response to hydrogen peroxide
YOL132W	HiT	TRUE	1	NaN	NaN	3	1,3-beta-glucanosyltransferase GAS4 (EC 2.4.1.-) (Glycolipid-anchored surface protein 4)	GAS4	53813	471	carbohydrate metabolic process//ascospore wall assembly
YER044C	HiT	TRUE	-1	NaN	NaN	1	Meiosis-specific protein MEI4	MEI4	48215	408	ergosterol biosynthetic process//steroid biosynthetic process//sterol biosynthetic process//lipid biosynthetic process
YDL248W	HiT	TRUE	-1	NaN	NaN	5	Protein COS7	COS7	45680	383	biological_process
YER188C-A	HiT	TRUE	1	NaN	NaN	5	UPF0320 protein YER188C-A		11411	99	biological_process
YDL182W	HiT	TRUE	-1	0.495872425875	0.404580562375	WGD	Homocitrate synthase, cytosolic isozyme (HCS) (EC 2.3.3.14)	LYS20	47099	428	lysine biosynthetic process//lysine biosynthetic process via aminoadipic acid//carboxylic acid metabolic process//cellular amino acid biosynthetic process//metabolic process
YCL001W-B	HiT	TRUE	1	NaN	NaN	WGD	Putative pelota-like protein YCL001W-B		9572	84	biological_process//RNA surveillance//nuclear-transcribed mRNA catabolic process, non-stop decay//nuclear-transcribed mRNA catabolic process, no-go decay
YLR249W	HiT	TRUE	-1	0.536566914666667	0.408155172791667	WGD	Elongation factor 3A (EF-3) (EF-3A) (Eukaryotic elongation factor 3) (eEF3) (Translation elongation factor 3A) (Yeast elongation factor 3)	YEF3	115945	1044	translational termination//translational elongation//translation//obsolete ATP catabolic process
YGR035C	HiT	TRUE	1	NaN	NaN	WGD	Uncharacterized protein YGR035C		12907	116	biological_process
YHR048W	HiT	TRUE	1	NaN	NaN	1	Probable drug/proton antiporter YHK8	YHK8	57838	514	drug transport//proton transport//ion transport//transmembrane transport//transport
YDL081C	HiT	TRUE	-1	0.13963756405	0.0388230526708333	1	60S acidic ribosomal protein P1-alpha (A1) (L12eIIA) (Large ribosomal subunit protein P1-A) (P1A) (YP1alpha)	RPP1A	10908	106	cytoplasmic translation//translational elongation//positive regulation of protein kinase activity
YNL328C	HiT	TRUE	1	NaN	NaN	3	Mitochondrial DnaJ homolog 2	MDJ2	16474	146	protein import into mitochondrial matrix//protein transport//response to stress//transport//positive regulation of ATPase activity
YBR106W	HiT	TRUE	-1	0.313184421458333	0.251482347666667	1	SRP-independent targeting protein 3 (Inorganic phosphate transport protein PHO88) (Phosphate metabolism protein PHO88)	PHO88	21137	188	protein maturation//phosphate ion transport
YIL121W	HiT	TRUE	-1	NaN	NaN	5	Quinidine resistance protein 2	QDR2	59618	542	potassium ion transport//drug transmembrane transport//ion transport//transmembrane transport//transport//potassium ion import//copper ion export
YDR502C	HiT	TRUE	-1	0.910227115	0.810429003291667	WGD	S-adenosylmethionine synthase 2 (AdoMet synthase 2) (EC 2.5.1.6) (Methionine adenosyltransferase 2) (MAT 2)	SAM2	42256	384	one-carbon metabolic process//methionine metabolic process//S-adenosylmethionine biosynthetic process
YLR167W	HiT	TRUE	-1	1.20829738066667	1.37691969666667	1	Ubiquitin-40S ribosomal protein S31 [Cleaved into: Ubiquitin; 40S ribosomal protein S31 (CEP76) (S37) (Small ribosomal subunit protein eS31) (YS24)]	RPS31	17216	152	cytoplasmic translation//ribosome biogenesis//ribosomal small subunit assembly//translation//maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, LSU-rRNA,5S)
