originalGene	condition	significance	direction	P_ref	P_cond	orthoGroup	protName	shortName	MWeigth	SeqLength	GOterms
KMXK_0E04920	HiT	TRUE	1	NaN	NaN	1	Inositol-3-phosphate synthase	INO1	58,964	530	inositol biosynthetic process//phospholipid biosynthetic process
KMXK_0B04400	HiT	TRUE	1	NaN	NaN	2	Uncharacterized protein		23,532	229	fungal-type cell wall organization//mitochondrial genome maintenance
KMXK_0D02910	HiT	TRUE	1	NaN	NaN	3	Initiation-specific alpha-1	OCH1	54,992	475	protein N-linked glycosylation
KMXK_0H00910	HiT	TRUE	-1	NaN	NaN	3	Uncharacterized protein		27,252	245	
KMXK_0E05410	HiT	TRUE	1	NaN	NaN	3	NA	NA	NA	NA	cytoskeleton organization//response to stress
KMXK_0D01520	HiT	TRUE	1	NaN	NaN	2	Heat shock protein 26	HSP26	21,946	193	cellular response to heat//protein folding
KMXK_0C00850	HiT	TRUE	1	NaN	NaN	4	Centromere DNA-binding protein complex CBF3 subunit		10,097	91	
KMXK_0H01060	HiT	TRUE	1	NaN	NaN	3	Uncharacterized protein		38,555	342	
KMXK_0C03100	HiT	TRUE	1	NaN	NaN	3	Uncharacterized protein		9,370	82	
KMXK_0C03250	HiT	TRUE	-1	NaN	NaN	3	Uncharacterized protein		61,706	556	
KMXK_0F00540	HiT	TRUE	1	NaN	NaN	2	Protein YLR218C	SCM3	23,492	203	chromosome segregation//G2/M transition of mitotic cell cycle//kinetochore assembly//negative regulation of ubiquitin-dependent protein catabolic process//protein localization to chromosome, centromeric region
KMXK_0G00220	HiT	FALSE	-1	NaN	NaN	4	Uncharacterized protein	hyuA	108,168	996	metabolic process
KMXK_0G03730	HiT	TRUE	1	0.297340186125	1.03359404920833	1	Heat shock protein SSA3	SSA3	70,079	650	protein folding//response to stress//SRP-dependent cotranslational protein targeting to membrane, translocation
KMXK_0C00790	HiT	TRUE	1	NaN	NaN	1	High-affinity methionine permease	MUP1	63,384	579	amino acid transmembrane transport//cysteine transport//methionine import across plasma membrane
KMXK_0E00610	HiT	TRUE	1	NaN	NaN	2	Uncharacterized protein YJL049W		51,454	447	protein transport
KMXK_0C00210	HiT	TRUE	1	NaN	NaN	2	Thiol-specific monooxygenase	fmo1	60,584	537	oxidation-reduction process
KMXK_0F02740	HiT	TRUE	-1	NaN	NaN	3	Outer spore wall protein 2	OSW2	76,069	662	ascospore wall assembly
KMXK_0C04390	HiT	FALSE	1	NaN	NaN	1	NA	NA	NA	NA	nucleoside catabolic process
KMXK_0E04790	HiT	TRUE	1	NaN	NaN	2	NA	NA	NA	NA	cellular response to copper ion//filamentous growth of a population of unicellular organisms//positive regulation of phosphatase activity
KMXK_0D06590	HiT	TRUE	-1	NaN	NaN	3	Flocculation protein FLO9		80,001	736	flocculation
KMXK_0B05890	HiT	TRUE	1	NaN	NaN	3	Protein SIA1	SIA1	67,068	579	
KMXK_0H03460	HiT	TRUE	1	NaN	NaN	3	Uncharacterized protein YBR085C-A		9,427	84	
KMXK_0C00200	HiT	TRUE	1	NaN	NaN	2	Uncharacterized oxidoreductase YGL157W	ARI1	38,311	341	cellular metabolic process
KMXK_0B06260	HiT	TRUE	1	NaN	NaN	1	Sporulation-specific chitinase 2	CTS2	55,107	480	carbohydrate metabolic process//chitin catabolic process
KMXK_0C06270	HiT	TRUE	1	NaN	NaN	2	Uncharacterized protein		24,619	214	
KMXK_0D02500	HiT	TRUE	1	NaN	NaN	2	POU domain		36,292	331	oxidation-reduction process
KMXK_0A02460	HiT	TRUE	1	NaN	NaN	3	Uncharacterized protein		17,042	152	
KMXK_0H00120	HiT	TRUE	1	NaN	NaN	3	Vacuolar basic amino acid transporter 2	VBA2	61,649	565	basic amino acid transport//transmembrane transport
KMXK_0H03280	HiT	TRUE	-1	NaN	NaN	3	Sporulation-specific mitogen-activated protein kinase SMK1	SMK1	50,578	439	ascospore wall assembly//negative regulation of sporulation resulting in formation of a cellular spore//protein phosphorylation
KMXK_0E06330	HiT	TRUE	1	NaN	NaN	1	Ribosyldihydronicotinamide dehydrogenase [quinone]	Nqo2	25,238	226	
KMXK_0B03320	HiT	TRUE	-1	NaN	NaN	2	Sexual differentiation process protein isp4	isp4	89,638	797	cellular response to drug//nitrogen utilization//oligopeptide transmembrane transport
KMXK_0D04670	HiT	TRUE	-1	NaN	NaN	1	3-hydroxy-3-methylglutaryl coenzyme A reductase (HMG-CoA reductase) (EC 1.1.1.34)	HMG1	117,385	1073	coenzyme A metabolic process//ergosterol biosynthetic process//isopentenyl diphosphate biosynthetic process, mevalonate pathway//oxidation-reduction process
KMXK_0H04430	HiT	TRUE	-1	0.487560780291667	0.0717366989458333	1	Citrate synthase	CIT3	52,696	474	cellular carbohydrate metabolic process//propionate catabolic process, 2-methylcitrate cycle//tricarboxylic acid cycle
KMXK_0B04680	HiT	TRUE	-1	NaN	NaN	1	Uncharacterized protein		62,178	553	adenine biosynthetic process//filamentous growth//regulation of transcription, DNA-templated
KMXK_0C06410	HiT	TRUE	1	NaN	NaN	4	Conserved hypothetical transmembrane protein		20,748	179	
KMXK_0F05620	HiT	TRUE	1	NaN	NaN	2	Protein UTH1	UTH1	39,248	381	autophagy of mitochondrion//division septum assembly//fungal-type cell wall biogenesis//negative regulation of chromatin silencing involved in replicative cell aging//polysaccharide catabolic process//response to stress
KMXK_0A04140	HiT	TRUE	1	NaN	NaN	2	NA	NA	NA	NA	potassium ion transmembrane transport
KMXK_0E02690	HiT	FALSE	1	NaN	NaN	1	Beige protein homolog 1	BPH1	228,745	1993	
KMXK_0F02060	HiT	FALSE	1	NaN	NaN	2	Uncharacterized protein YOR389W		71,663	630	
KMXK_0B08280	HiT	TRUE	1	NaN	NaN	3	Tyrosine-protein phosphatase 2	PTP2	101,359	895	peptidyl-tyrosine dephosphorylation
KMXK_0G04240	HiT	TRUE	-1	NaN	NaN	2	Sexual differentiation process protein isp4	isp4	89,821	796	cellular response to drug//nitrogen utilization//oligopeptide transmembrane transport
KMXK_0A06560	HiT	TRUE	1	NaN	NaN	1	Uncharacterized protein C12G12.12		41,033	371	transmembrane transport
KMXK_0B04700	HiT	TRUE	-1	0.593083314166667	0.143872270916667	2	Heat shock protein SSA2	SSA2	69,677	640	protein folding//response to stress//SRP-dependent cotranslational protein targeting to membrane, translocation
KMXK_0F04730	HiT	TRUE	1	NaN	NaN	1	Heat shock protein 78	HSP78	93,355	836	cellular response to heat//mitochondrial genome maintenance//protein refolding//protein stabilization//protein unfolding
KMXK_0D01860	HiT	TRUE	-1	NaN	NaN	4	NA	NA	NA	NA	
KMXK_0F00970	HiT	TRUE	-1	NaN	NaN	3	Uncharacterized protein YMR206W		38,510	346	
KMXK_0F05630	HiT	TRUE	1	NaN	NaN	5	NA	NA	NA	NA	
KMXK_0E03710	HiT	TRUE	1	NaN	NaN	1	ATP-dependent DNA helicase RRM3 (EC 3.6.4.12) (rDNA recombination mutation protein 3)	RRM3	77,373	704	DNA duplex unwinding//DNA repair//G-quadruplex DNA unwinding//mitochondrial genome maintenance//replication fork progression beyond termination site//telomere maintenance
KMXK_0G02530	HiT	TRUE	-1	NaN	NaN	2	Protein GDS1	GDS1	48,817	452	aerobic respiration
KMXK_0F00530	HiT	TRUE	1	NaN	NaN	1	Peptidyl-prolyl cis-trans isomerase D	CPR6	41,405	372	protein peptidyl-prolyl isomerization//protein refolding
KMXK_0E00700	HiT	TRUE	1	NaN	NaN	2	Probable serine/threonine-protein kinase IKS1	IKS1	54,784	481	protein phosphorylation
KMXK_0A02180	HiT	TRUE	-1	NaN	NaN	1	Cytochrome b2	CYB2	64,707	592	entry into host through natural portals//lactate metabolic process//metabolism by symbiont of substance in host//oxidation-reduction process
KMXK_0A05070	HiT	TRUE	1	NaN	NaN	2	Biotin synthase	BIO2	42,493	384	biotin biosynthetic process
KMXK_0A06440	HiT	TRUE	-1	NaN	NaN	3	3,2-trans-enoyl-CoA isomerase	ECI1	31,341	280	fatty acid beta-oxidation
KMXK_0E04700	HiT	TRUE	-1	NaN	NaN	2	Aspartic proteinase yapsin-3	BAR1	54,746	501	adaptation of signaling pathway by response to pheromone involved in conjugation with cellular fusion//peptide catabolic process//proteolysis
KMXK_0D01260	HiT	TRUE	-1	NaN	NaN	2	Phosphatidylethanolamine N-methyltransferase (PE methyltransferase) (PEAMT) (PEMT) (EC 2.1.1.17)	CHO2	102,671	895	methylation//phosphatidylcholine biosynthetic process
KMXK_0A03950	HiT	TRUE	1	NaN	NaN	2	Uncharacterized protein		24,733	215	
KMXK_0A01100	HiT	FALSE	1	NaN	NaN	2	Mito_carr super family		50,563	439	transport
KMXK_0H04290	HiT	TRUE	-1	NaN	NaN	2	Isocitrate lyase	ICL2	64,122	572	propionate catabolic process, 2-methylcitrate cycle
KMXK_0A06730	HiT	TRUE	1	NaN	NaN	3	Phosphoglycerate mutase 3	GPM3	33,156	287	glycolytic process
KMXK_0B02760	HiT	TRUE	1	NaN	NaN	4	Uncharacterized protein		31,067	269	
KMXK_0B06000	HiT	TRUE	1	NaN	NaN	3	Ammonia transport outward protein 3	ATO3	29,727	270	ammonium transport//nitrogen utilization//transmembrane transport
KMXK_0G01500	HiT	TRUE	1	NaN	NaN	2	Glucoamylase	SGA1	67,770	595	ascospore formation//glycogen catabolic process
KMXK_0H03120	HiT	TRUE	-1	0.315744265866667	0.153124405375	1	Long-chain-fatty-acid--CoA ligase 2	FAA2	84,313	752	long-chain fatty acid metabolic process
KMXK_0C06240	HiT	TRUE	-1	NaN	NaN	2	Protein ECM9		36,231	305	
KMXK_0D02690	HiT	TRUE	1	NaN	NaN	2	Pleiotropic ABC efflux transporter of multiple drugs	PDR5	170,871	1515	azole transport//cellular response to drug//drug export//drug transmembrane transport//obsolete ATP catabolic process//response to antibiotic//response to cycloheximide//sterol import//xenobiotic transport
KMXK_0B04980	HiT	TRUE	-1	NaN	NaN	1	Putative mitochondrial carrier protein PET8	PET8	29,961	274	S-adenosyl-L-methionine transport//transmembrane transport
KMXK_0C02570	HiT	FALSE	1	NaN	NaN	1	Protein SGT1	SGT1	43,992	383	cAMP-mediated signaling//kinetochore assembly//protein ubiquitination//regulation of cell cycle
KMXK_0F04540	HiT	TRUE	-1	1.45910177291667	0.688204316541667	2	Histone H2B	HTB1	14,415	132	negative regulation of transcription by RNA polymerase II//nucleosome assembly//postreplication repair
KMXK_0E00270	HiT	TRUE	1	NaN	NaN	2	Zinc-type alcohol dehydrogenase-like protein C2E1P3.01		43,265	382	oxidation-reduction process
KMXK_0E05350	HiT	TRUE	-1	NaN	NaN	2	Uncharacterized transporter YLR152C		69,854	640	transmembrane transport
KMXK_0D01560	HiT	TRUE	1	NaN	NaN	4	Transcription activator		94,183	847	
KMXK_0A04960	HiT	TRUE	1	NaN	NaN	4	Uncharacterized protein		20,656	185	
KMXK_0B01990	HiT	TRUE	-1	NaN	NaN	1	Uncharacterized protein		42,824	405	
KMXK_0B04730	HiT	TRUE	1	NaN	NaN	1	Purine permease	uapC	66,938	618	nucleobase transport//transmembrane transport
KMXK_0H03810	HiT	TRUE	-1	NaN	NaN	3	NA	NA	NA	NA	
KMXK_0D04300	HiT	TRUE	1	NaN	NaN	2	Mitochondrial acidic protein MAM33	MAM33	29,606	261	aerobic respiration
KMXK_0H04310	HiT	TRUE	1	NaN	NaN	4	Uncharacterized protein		51,104	450	
KMXK_0B00590	HiT	FALSE	1	NaN	NaN	1	Mannosyl-oligosaccharide glucosidase	CWH41	86,701	750	fungal-type cell wall biogenesis//oligosaccharide metabolic process//protein N-linked glycosylation
KMXK_0A08330	HiT	TRUE	1	NaN	NaN	4	Mating-type protein ALPHA1	MATALPHA1	30,258	259	positive regulation of mating-type specific transcription, DNA-templated//regulation of transcription by RNA polymerase II
KMXK_0C05200	HiT	TRUE	-1	NaN	NaN	1	Porphobilinogen deaminase	HEM3	36,137	327	peptidyl-pyrromethane cofactor linkage//protoporphyrinogen IX biosynthetic process
KMXK_0D06540	HiT	TRUE	1	NaN	NaN	2	Uncharacterized protein		24,001	203	
KMXK_0A08300	HiT	TRUE	1	NaN	NaN	1	Catabolic L-serine/threonine dehydratase	CHA1	39,387	358	L-serine catabolic process//threonine catabolic process
KMXK_0B01120	HiT	TRUE	-1	NaN	NaN	2	Uncharacterized protein	ADY2	30,328	277	acetate transport//ammonium transport//nitrogen utilization//transmembrane transport
KMXK_0E06320	HiT	TRUE	-1	NaN	NaN	3	7-keto 8-aminopelargonic acid transporter	BIO5	60,597	554	amino acid transmembrane transport//biotin biosynthetic process//vitamin transport
KMXK_0D00710	HiT	FALSE	1	NaN	NaN	1	Interstrand crosslink repair protein	PSO2	57,974	505	DNA repair
KMXK_0A08290	HiT	TRUE	-1	NaN	NaN	3	Uncharacterized protein	VAC17	56,231	494	
KMXK_0C00360	HiT	TRUE	-1	NaN	NaN	1	Alpha-factor-transporting ATPase	STE6	145,778	1296	obsolete ATP catabolic process//peptide pheromone export//transmembrane transport
KMXK_0C00390	HiT	TRUE	1	NaN	NaN	2	Meiotically up-regulated gene 157 protein	mug157	69,646	608	metabolic process
KMXK_0B05340	HiT	TRUE	1	NaN	NaN	2	Putative dioxygenase C576.01c		42,057	373	oxidation-reduction process
KMXK_0F03920	HiT	TRUE	1	NaN	NaN	2	Nuclear fusion protein KAR5	KAR5	53,676	467	
KMXK_0D00840	HiT	FALSE	1	NaN	NaN	1	Iron transporter SMF3	SMF3	52,937	483	cellular iron ion homeostasis//iron ion transport
KMXK_0C04430	HiT	TRUE	1	NaN	NaN	4	Uncharacterized protein		22,691	219	
KMXK_0A05080	HiT	TRUE	1	NaN	NaN	4	NA	NA	NA	NA	
KMXK_0A01670	HiT	TRUE	1	NaN	NaN	1	Glutathione peroxidase	GPX2	19,183	165	cellular response to oxidative stress//oxidation-reduction process
KMXK_0F03580	HiT	TRUE	1	NaN	NaN	4	Uncharacterized protein		55,181	487	
KMXK_0B01360	HiT	TRUE	1	NaN	NaN	3	SVF1-like protein YDR222W		47,241	426	response to oxidative stress
KMXK_0C05010	HiT	FALSE	1	NaN	NaN	2	Putative lipase ATG15	ATG15	60,513	544	lipid catabolic process//multivesicular body membrane disassembly//piecemeal microautophagy of the nucleus//vacuolar protein processing
KMXK_0B06020	HiT	TRUE	-1	NaN	NaN	1	60S acidic ribosomal protein P2-B		10,935	109	cytoplasmic translation//positive regulation of protein kinase activity//translational elongation
KMXK_0G00180	HiT	TRUE	-1	NaN	NaN	1	Nuclease 1	NUC1	37,614	341	apoptotic DNA fragmentation//DNA recombination//RNA catabolic process
KMXK_0H04280	HiT	FALSE	-1	NaN	NaN	4	Uncharacterized protein		182,380	1633	
KMXK_0B03110	HiT	TRUE	1	NaN	NaN	3	Glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)	GPD2	39,385	356	apoptotic process//gluconeogenesis//glycolytic process//oxidation-reduction process//reactive oxygen species metabolic process
KMXK_0A01380	HiT	TRUE	-1	NaN	NaN	1	60S acidic ribosomal protein P1-alpha	RPP1A	10,902	107	cytoplasmic translation//positive regulation of protein kinase activity//translational elongation
KMXK_0C00370	HiT	TRUE	-1	NaN	NaN	1	Phosphatidyl-N-methylethanolamine N-methyltransferase (EC 2.1.1.71) (Phospholipid methyltransferase) (PLMT)	OPI3	24,282	217	methylation//phosphatidylcholine biosynthetic process
KMXK_0A03640	HiT	TRUE	1	NaN	NaN	2	High-affinity nicotinic acid transporter	TNA1	56,575	508	NAD transport//nicotinamide mononucleotide transport//transmembrane transport
KMXK_0E00250	HiT	TRUE	-1	NaN	NaN	1	Glutamate dehydrogenase	GDH3	49,796	461	ammonia assimilation cycle//glutamate biosynthetic process//oxidation-reduction process
KMXK_0G03350	HiT	FALSE	1	NaN	NaN	1	Uncharacterized protein YMR259C		162,344	1409	
KMXK_0A06810	HiT	FALSE	1	NaN	NaN	3	Uncharacterized protein		42,672	377	
KMXK_0C04210	HiT	FALSE	1	NaN	NaN	1	Delta-1-pyrroline-5-carboxylate dehydrogenase		63,621	575	glutamate biosynthetic process//oxidation-reduction process//proline biosynthetic process//proline catabolic process to glutamate
KMXK_0C03390	HiT	TRUE	-1	NaN	NaN	4	Uncharacterized protein		49,812	445	
KMXK_0C06680	HiT	FALSE	-1	NaN	NaN	3	Protein GIS4	GIS4	60,698	533	cellular ion homeostasis//intracellular signal transduction
KMXK_0B05620	HiT	TRUE	1	NaN	NaN	3	Protein BTN2		43,313	373	cellular protein localization//intracellular transport//organic substance transport//transport
KMXK_0D05700	HiT	FALSE	1	NaN	NaN	1	Spindle assembly checkpoint kinase	IPL1	43,877	385	attachment of spindle microtubules to kinetochore//homologous chromosome segregation//meiotic sister chromatid segregation//mitotic DNA integrity checkpoint//mitotic spindle disassembly//negative regulation of protein import into nucleus during spindle assembly checkpoint//positive regulation of spindle checkpoint//protein phosphorylation//regulation of cytokinesis
KMXK_0H03480	HiT	FALSE	-1	0.128661797333333	0.0501579795916667	1	KH domain-containing protein YBL032W	HEK2	39,942	372	chromatin organization//intracellular mRNA localization//mRNA stabilization//mRNA transport//regulation of translation//telomere maintenance via telomerase
KMXK_0E06300	HiT	TRUE	1	NaN	NaN	2	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase	BIO3	54,419	488	biotin biosynthetic process
KMXK_0A06710	HiT	FALSE	1	NaN	NaN	4	Initiation-specific alpha-1,6-mannosyltransferase	och1	47,014	409	cellular process//filamentous growth//metabolic process//response to stress
KMXK_0G03800	HiT	TRUE	-1	NaN	NaN	3	Uncharacterized protein YBL081W		42,262	377	
KMXK_0F03570	HiT	FALSE	1	NaN	NaN	1	Uncharacterized protein	TYE7	33,931	307	positive regulation of glycolytic process//transcription, DNA-templated
KMXK_0D04290	HiT	FALSE	1	NaN	NaN	3	Tyrosine-protein phosphatase 3	PTP3	116,460	1048	peptidyl-tyrosine dephosphorylation
KMXK_0F00170	HiT	TRUE	-1	NaN	NaN	1	Uncharacterized transporter C4B3.13	ERC1	53,276	491	drug transmembrane transport
KMXK_0G03090	HiT	TRUE	-1	NaN	NaN	2	L-aminoadipate-semialdehyde dehydrogenase	LYS2	153,325	1386	lysine biosynthetic process via aminoadipic acid//oxidation-reduction process
KMXK_0B03940	HiT	TRUE	1	NaN	NaN	4	Uncharacterized protein		10,601	90	
KMXK_0C04790	HiT	TRUE	-1	NaN	NaN	4	NA	NA	NA	NA	
KMXK_0C01690	HiT	FALSE	1	NaN	NaN	2	Protein SIP4	SIP4	85,928	749	regulation of transcription by RNA polymerase II
KMXK_0E03530	HiT	FALSE	1	NaN	NaN	4	Aminopeptidase (EC 3.4.11.-)	APE2	100,283	882	proteolysis
KMXK_0F03300	HiT	FALSE	1	NaN	NaN	3	NA	NA	NA	NA	heme transport//response to stress
KMXK_0G02050	HiT	TRUE	1	0.01661284750125	0.0235810660291667	2	1,3-beta-glucanosyltransferase (EC 2.4.1.-)	GAS1	58,526	541	carbohydrate metabolic process//fungal-type cell wall organization
KMXK_0D00160	HiT	FALSE	1	NaN	NaN	2	Iron transport multicopper oxidase FET5	FET3	77,747	677	oxidation-reduction process
KMXK_0A04940	HiT	FALSE	1	NaN	NaN	3	Protein GON7	GON7	13,141	117	cell wall mannoprotein biosynthetic process//positive regulation of transcription by RNA polymerase II//telomere maintenance//tRNA processing
KMXK_0H00100	HiT	TRUE	1	NaN	NaN	3	Uncharacterized protein YJL171C		43,174	395	
KMXK_0D03400	HiT	FALSE	1	NaN	NaN	1	Uncharacterized membrane protein YMR034C		51,981	470	calcium ion import
KMXK_0D05440	HiT	TRUE	1	NaN	NaN	1	Vacuolar protein sorting-associated protein 70	VPS70	87,713	774	proteolysis
KMXK_0A02310	HiT	TRUE	1	NaN	NaN	4	Uncharacterized protein		48,162	423	
KMXK_0E04560	HiT	FALSE	-1	NaN	NaN	1	G2/mitotic-specific cyclin-2	CLB2	61,817	543	G2/M transition of mitotic cell cycle//G2/MI transition of meiotic cell cycle//mitotic cell cycle//mitotic spindle organization//negative regulation of protein dephosphorylation//positive regulation of mitotic spindle pole body separation//regulation of cyclin-dependent protein serine/threonine kinase activity//regulation of mitotic spindle elongation
KMXK_0F04470	HiT	TRUE	1	NaN	NaN	5	RCR super family protein		19,076	171	
KMXK_0C01510	HiT	TRUE	-1	1.04670432504167	0.4758612815	2	Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)	IDP2	46,883	415	glutamate biosynthetic process//glyoxylate cycle//isocitrate metabolic process//tricarboxylic acid cycle
KMXK_0A03210	HiT	TRUE	-1	NaN	NaN	2	Uncharacterized protein AN0679		27,586	240	oxidation-reduction process
KMXK_0D06310	HiT	FALSE	1	NaN	NaN	1	tRNA (Uracil-5-)-methyltransferase TRM9	TRM9	31,952	274	cellular response to drug//chronological cell aging//tRNA methylation//tRNA wobble uridine modification
KMXK_0C03090	HiT	FALSE	1	NaN	NaN	1	NEDD8-conjugating enzyme UBC12	UBC12	21,545	190	protein neddylation
KMXK_0G03980	HiT	FALSE	1	NaN	NaN	2	Protein KRE1		29,716	294	fungal-type cell wall organization
KMXK_0B01350	HiT	FALSE	1	NaN	NaN	1	Glucosidase 2 subunit beta	GTB1	77,262	678	N-glycan processing
KMXK_0A00250	HiT	FALSE	1	NaN	NaN	2	Ureidoglycolate hydrolase	DAL3	24,116	210	allantoin catabolic process
KMXK_0H03590	HiT	TRUE	-1	NaN	NaN	1	Uncharacterized protein		45,746	444	cellular response to copper ion//cellular response to drug//cellular response to heat//cellular response to neutral pH//positive regulation of filamentous growth of a population of unicellular organisms in response to biotic stimulus//positive regulation of filamentous growth of a population of unicellular organisms in response to chemical stimulus//positive regulation of filamentous growth of a population of unicellular organisms in response to neutral pH//positive regulation of pseudohyphal growth by positive regulation of transcription from RNA polymerase II promoter//symbiont process
KMXK_0A02350	HiT	FALSE	1	NaN	NaN	1	Mitochondrial outer membrane protein IML2	IML2	82,163	726	
KMXK_0B08200	HiT	FALSE	1	NaN	NaN	1	Guanine nucleotide-binding protein subunit beta	STE4	47,399	426	invasive growth in response to glucose limitation//obsolete heterotrimeric G-protein complex cycle//pheromone-dependent signal transduction involved in conjugation with cellular fusion//regulation of transposition, RNA-mediated
KMXK_0D04010	HiT	TRUE	1	NaN	NaN	1	Polyamine oxidase FMS1	FMS1	56,327	501	oxidation-reduction process//pantothenate biosynthetic process//polyamine catabolic process
KMXK_0D02880	HiT	FALSE	1	NaN	NaN	2	NA	NA	NA	NA	fatty acid transport
KMXK_0C03480	HiT	TRUE	1	NaN	NaN	1	YTH1[COG5084]	LEE1	53,782	486	
KMXK_0D02710	HiT	FALSE	1	NaN	NaN	2	SDO1-like protein YHR087W	RTC3	12,513	112	ribosome biogenesis//RNA metabolic process
KMXK_0A00130	HiT	FALSE	1	NaN	NaN	3	Dihydroorotate dehydrogenase (fumarate) (EC 1.3.98.1) (Dihydroorotate oxidase)	URA1	34,768	315	'de novo' pyrimidine nucleobase biosynthetic process//'de novo' UMP biosynthetic process//oxidation-reduction process
KMXK_0G03010	HiT	FALSE	-1	NaN	NaN	1	Chitobiosyldiphosphodolichol beta-mannosyltransferase	ALG1	58,999	515	mannosylation//oligosaccharide-lipid intermediate biosynthetic process//protein N-linked glycosylation
KMXK_0E04600	HiT	TRUE	1	NaN	NaN	2	Uncharacterized protein YGR111W		46,343	400	regulation of cell size
KMXK_0E02410	HiT	FALSE	-1	NaN	NaN	1	Kinase (EC 2.7.-.-)	KCS1	103,015	903	phosphorylation//regulation of inositol phosphate biosynthetic process
