originalGene	condition	significance	direction	P_ref	P_cond	orthoGroup	protName	shortName	MWeigth	SeqLength	GOterms
CENPK1137D_2050	HiT	TRUE	1	NaN	NaN	3	Cin5p		29,243	263	hyperosmotic salinity response//hyperosmotic response//response to drug//transcription, DNA-templated//regulation of transcription, DNA-templated//regulation of transcription from RNA polymerase II promoter
CENPK1137D_5238	HiT	FALSE	-1	NaN	NaN	2	Hxt4p		63,885	576	glucose transport//transmembrane transport//fructose transport//mannose transport//hexose transport//pentose transport
CENPK1137D_467	HiT	TRUE	1	NaN	NaN	2	Tfc1p		34,262	301	galactose transport//carbohydrate transport//galactose metabolic process//transmembrane transport//transport//glucose transport
CENPK1137D_676	HiT	FALSE	-1	1.02806151216667	1.03069998220833	2	Met17p		48,672	444	methionine metabolic process//cysteine biosynthetic process//methionine biosynthetic process//cellular amino acid biosynthetic process//metabolic process//cellular amino acid metabolic process//'de novo' L-methionine biosynthetic process
CENPK1137D_3469	HiT	FALSE	-1	0.189035655666667	0.193581229708333	3	Hor2p		27,814	250	dephosphorylation//metabolic process//response to osmotic stress//cellular carbohydrate metabolic process//glycerol biosynthetic process
CENPK1137D_5024	HiT	TRUE	1	NaN	NaN	3	Prm2p		75,021	656	karyogamy involved in conjugation with cellular fusion
CENPK1137D_736	HiT	FALSE	-1	NaN	NaN	2	Rps22bp		14,626	130	cytoplasmic translation//translation
CENPK1137D_1	HiT	TRUE	-1	0.18680901275	0.127968954470833	1	Fatty acid synthase subunit beta (EC 2.3.1.86) [Includes: 3-hydroxyacyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.59); Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9); [Acyl-carrier-protein] acetyltransferase (EC 2.3.1.38); [Acyl-carrier-protein] malonyltransferase (EC 2.3.1.39); S-acyl fatty acid synthase thioesterase (EC 3.1.2.14)]		228,691	2051	biological_process//oxidation-reduction process
CENPK1137D_3371	HiT	TRUE	1	NaN	NaN	2	Hxt10p		60,600	546	glucose transport//transmembrane transport//fructose transport//mannose transport//hexose transport//galactose transport
CENPK1137D_2345	HiT	TRUE	1	NaN	NaN	2	Pdr10p		176,461	1564	drug transmembrane transport//transport//drug export
CENPK1137D_1944	HiT	FALSE	-1	NaN	NaN	1	rRNA adenine N(6)-methyltransferase (EC 2.1.1.-)		35,951	318	rRNA methylation//rRNA modification//rRNA processing//ribosome biogenesis//methylation//maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
CENPK1137D_2993	HiT	TRUE	1	NaN	NaN	3	Mtl1p		19,215	168	cellular response to glucose starvation//cellular response to oxidative stress//fungal-type cell wall organization//response to stress
CENPK1137D_2843	HiT	FALSE	1	NaN	NaN	2	Snt2p		163,203	1403	transcription, DNA-templated//histone ubiquitination//histone catabolic process//regulation of transcription from RNA polymerase II promoter in response to oxidative stress
CENPK1137D_1220	HiT	FALSE	1	NaN	NaN	1	Iml2p		82,536	731	
CENPK1137D_2903	HiT	FALSE	1	NaN	NaN	3	Aft1p		77,683	690	high-affinity iron ion transmembrane transport//positive regulation of transcription from RNA polymerase II promoter//transcription, DNA-templated//regulation of transcription, DNA-templated//chromosome segregation//transcription from RNA polymerase II promoter//positive regulation of transcription from RNA polymerase II promoter in response to iron ion starvation//establishment of mitotic sister chromatid cohesion//meiotic chromosome segregation//positive regulation of iron ion transport
CENPK1137D_3481	HiT	FALSE	-1	0.307989082791667	0.244231587166667	2	Ald5p		56,693	520	acetate biosynthetic process//metabolic process//oxidation-reduction process//ethanol catabolic process
CENPK1137D_1043	HiT	TRUE	1	NaN	NaN	2	Dal80p		30,166	269	nitrate assimilation//nitrogen catabolite repression of transcription//negative regulation of transcription from RNA polymerase II promoter//transcription, DNA-templated//regulation of transcription, DNA-templated//transcription from RNA polymerase II promoter
CENPK1137D_203	HiT	TRUE	-1	NaN	NaN	5	Ald3p		6,500	59	polyamine catabolic process//beta-alanine biosynthetic process//metabolic process//oxidation-reduction process//pantothenate biosynthetic process
CENPK1137D_4231	HiT	FALSE	1	NaN	NaN	3	Dit1p		61,391	536	sporulation resulting in formation of a cellular spore//ascospore wall assembly//metabolic process
CENPK1137D_3641	HiT	FALSE	1	NaN	NaN	1	Npp2p		57,355	493	metabolic process//nucleoside triphosphate metabolic process//nucleic acid phosphodiester bond hydrolysis
CENPK1137D_5130	HiT	FALSE	-1	NaN	NaN	4	Nit1p		21,620	199	nitrogen compound metabolic process//biological_process
CENPK1137D_724	HiT	TRUE	-1	1.29777666541667	1.04691739341667	2	Ketol-acid reductoisomerase, mitochondrial (EC 1.1.1.86) (Acetohydroxy-acid reductoisomerase) (Alpha-keto-beta-hydroxylacyl reductoisomerase)		44,368	395	oxidation-reduction process//mitochondrial genome maintenance//isoleucine biosynthetic process//valine biosynthetic process//branched-chain amino acid biosynthetic process
CENPK1137D_3833	HiT	FALSE	1	NaN	NaN	1	Gal3p		58,129	520	positive regulation of transcription from RNA polymerase II promoter by galactose//maintenance of protein location//carbohydrate phosphorylation//galactose metabolic process//carbohydrate metabolic process//phosphorylation//metabolic process
CENPK1137D_5239	HiT	TRUE	-1	NaN	NaN	2	Hxt1p		63,162	570	glucose transport//transmembrane transport//fructose transport//mannose transport//galactose transport//pentose transport
CENPK1137D_3410	HiT	FALSE	1	NaN	NaN	1	Eco1p		31,873	281	internal peptidyl-lysine acetylation//chromosome organization//double-strand break repair//telomere organization//regulation of DNA replication//establishment of mitotic sister chromatid cohesion//tRNA gene clustering//mitotic chromosome condensation//regulation of mitotic nuclear division//cell cycle//DNA replication//DNA repair
CENPK1137D_1217	HiT	FALSE	1	NaN	NaN	2	Aly2p		117,216	1046	positive regulation of ubiquitin-dependent endocytosis//regulation of intracellular transport//ubiquitin-dependent endocytosis
CENPK1137D_5437	HiT	FALSE	-1	NaN	NaN	2	Mediator of RNA polymerase II transcription subunit 20 (Mediator complex subunit 20)		22,894	210	regulation of transcription from RNA polymerase II promoter//RNA polymerase II transcriptional preinitiation complex assembly//positive regulation of transcription from RNA polymerase II promoter//negative regulation of ribosomal protein gene transcription from RNA polymerase II promoter in response to nutrient levels//negative regulation of ribosomal protein gene transcription from RNA polymerase II promoter in response to chemical stimulus
CENPK1137D_132	HiT	TRUE	1	NaN	NaN	3	Gea1p		159,437	1408	protein glycosylation
CENPK1137D_2104	HiT	TRUE	-1	0.38925116225	0.308272606083333	2	Arg8p		46,681	423	arginine metabolic process//ornithine biosynthetic process//arginine biosynthetic process//cellular amino acid biosynthetic process
CENPK1137D_3456	HiT	FALSE	-1	0.259151037541667	0.212712777708333	2	Aspartokinase (EC 2.7.2.4)		58,110	527	metabolic process//methionine biosynthetic process//threonine biosynthetic process//homoserine biosynthetic process//lysine biosynthetic process via diaminopimelate//cellular amino acid biosynthetic process
CENPK1137D_4688	HiT	FALSE	-1	NaN	NaN	1	Dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase (EC 2.4.1.258) (Dol-P-Man-dependent alpha(1-3)-mannosyltransferase)		52,861	458	protein glycosylation//oligosaccharide-lipid intermediate biosynthetic process//mannosylation
CENPK1137D_327	HiT	FALSE	1	NaN	NaN	1	Histone deacetylase (EC 3.5.1.98)		51,433	452	chromatin silencing//double-strand break repair via nonhomologous end joining//DNA recombination//double-strand break repair via break-induced replication//telomere maintenance//double-strand break repair via homologous recombination//chromatin assembly or disassembly//chromatin silencing at silent mating-type cassette//cellular response to DNA damage stimulus//DNA repair//mitochondrial double-strand break repair via homologous recombination
CENPK1137D_3996	HiT	FALSE	1	NaN	NaN	2	Kinase (EC 2.7.-.-)		40,581	357	inositol phosphate biosynthetic process//protein stabilization//regulation of arginine metabolic process//phosphatidylinositol phosphorylation//arginine metabolic process//phosphorylation//negative regulation of transcription from RNA polymerase II promoter//positive regulation of transcription from RNA polymerase II promoter//transcription, DNA-templated//regulation of transcription, DNA-templated
CENPK1137D_1339	HiT	FALSE	-1	0.904739177791667	0.680997603791667	1	Cyc1p		12,182	109	mitochondrial electron transport, cytochrome c to oxygen//mitochondrial electron transport, ubiquinol to cytochrome c//electron transport chain//transport
CENPK1137D_1371	HiT	FALSE	1	NaN	NaN	1	Bna2p		48,978	437	'de novo' NAD biosynthetic process from tryptophan//oxidation-reduction process//tryptophan catabolic process to kynurenine
CENPK1137D_2149	HiT	TRUE	-1	NaN	NaN	2	Ort1p		31,520	292	arginine biosynthetic process//cellular amino acid biosynthetic process//transport//mitochondrial ornithine transport//L-ornithine transmembrane transport
CENPK1137D_44	HiT	TRUE	-1	0.0353786336291667	0.0279207337208333	1	Leu2p		8,863	85	ergosterol biosynthetic process//steroid biosynthetic process//sterol biosynthetic process//lipid biosynthetic process//oxidation-reduction process
CENPK1137D_5333	HiT	FALSE	1	NaN	NaN	3	Uncharacterized protein		90,109	785	signal transduction//biological_process
CENPK1137D_3867	HiT	FALSE	-1	NaN	NaN	1	Uroporphyrinogen decarboxylase (EC 4.1.1.37)		41,337	362	porphyrin-containing compound biosynthetic process//heme biosynthetic process//protoporphyrinogen IX biosynthetic process
CENPK1137D_384	HiT	TRUE	-1	0.291648368125	0.183338748583333	1	3-hydroxy-3-methylglutaryl coenzyme A synthase (HMG-CoA synthase) (EC 2.3.3.10)		55,014	491	ergosterol biosynthetic process//isoprenoid biosynthetic process//steroid biosynthetic process//sterol biosynthetic process//lipid biosynthetic process//metabolic process
CENPK1137D_484	HiT	TRUE	1	NaN	NaN	4	Peptide hydrolase (EC 3.4.-.-)		60,137	537	ribosome biogenesis
CENPK1137D_1837	HiT	FALSE	-1	0.281482459458333	0.234534894166667	1	Asn1p		64,470	572	asparagine biosynthetic process//cellular amino acid biosynthetic process//glutamine metabolic process//L-asparagine biosynthetic process
CENPK1137D_5424	HiT	FALSE	-1	0.0971084585375	0.102315453858333	1	Yhi9p		32,563	294	endoplasmic reticulum unfolded protein response//biosynthetic process
CENPK1137D_1524	HiT	TRUE	-1	NaN	NaN	3	Sam3p		64,371	587	amino acid transport//transmembrane transport//transport//putrescine transport//spermidine transport//S-adenosyl-L-methionine transmembrane transport//S-adenosyl-L-methionine transport//amino acid transmembrane transport
CENPK1137D_1483	HiT	FALSE	1	NaN	NaN	3	Das1p		77,427	663	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process//protein ubiquitination
CENPK1137D_2760	HiT	TRUE	-1	NaN	NaN	1	Erg24p		50,615	438	ergosterol biosynthetic process//steroid biosynthetic process//sterol biosynthetic process//lipid biosynthetic process//oxidation-reduction process
CENPK1137D_840	HiT	TRUE	1	NaN	NaN	3	Spo75p		102,099	868	ion transport//ascospore formation//ascospore wall assembly
CENPK1137D_4578	HiT	FALSE	-1	0.0651268691166667	0.0228525989916667	1	Hmt1p		39,786	348	mRNA export from nucleus//positive regulation of transcription elongation from RNA polymerase II promoter//protein methylation//negative regulation of DNA-templated transcription, termination//peptidyl-arginine methylation//peptidyl-arginine methylation, to asymmetrical-dimethyl arginine//peptidyl-arginine omega-N-methylation
CENPK1137D_538	HiT	FALSE	-1	NaN	NaN	2	Hse1p		51,221	452	biological_process//transmembrane transport//transport
CENPK1137D_120	HiT	FALSE	-1	0.181653307833333	0.12875271585	3	Bck1p		31,471	279	biological_process
