originalGene	condition	significance	direction	P_ref	P_cond	orthoGroup	protName	shortName	MWeigth	SeqLength	GOterms
YALI1_E32776g	HiT	TRUE	1	NaN	NaN	2	RTA1 like protein-domain-containing protein		40,268	358	fungal-type vacuole//phospholipid-translocating ATPase activity//plasma membrane//response to stress//integral component of membrane//phospholipid translocation
YALI1_E33799g	HiT	TRUE	-1	NaN	NaN	4	Uncharacterized protein		25,930	223	
YALI1_B21935g	HiT	TRUE	1	NaN	NaN	4	Uncharacterized protein		35,295	312	integral component of membrane
YALI1_A01537g	HiT	TRUE	-1	NaN	NaN	4	Uncharacterized protein		59,529	520	
YALI1_B25258g	HiT	TRUE	-1	NaN	NaN	5	Major facilitator superfamily domain-containing protein		69,151	626	integral component of plasma membrane//siderophore transmembrane transporter activity//iron assimilation by chelation and transport//siderophore transmembrane transport
YALI1_F15641g	HiT	TRUE	-1	NaN	NaN	3	FAD-binding domain-containing protein (FAD-binding domain-domain-containing protein)		85,039	750	ferric-chelate reductase activity//plasma membrane//iron ion transport//cellular iron ion homeostasis//copper ion import//integral component of membrane//oxidation-reduction process
YALI1_F36094g	HiT	TRUE	-1	NaN	NaN	3	Major facilitator superfamily domain-containing protein		56,985	505	integral component of membrane//transmembrane transport
YALI1_A08126g	HiT	TRUE	1	NaN	NaN	5	Uncharacterized protein		65,117	564	
YALI1_E27997g	HiT	TRUE	1	NaN	NaN	4	Uncharacterized protein		50,848	453	
YALI1_B02604g	HiT	TRUE	1	NaN	NaN	2	Rhodanese-like domain-containing protein		15,888	143	
YALI1_E35249g	HiT	TRUE	1	NaN	NaN	4	Uncharacterized protein		14,997	128	
YALI1_C10385g	HiT	TRUE	-1	NaN	NaN	4	Uncharacterized protein		65,200	595	RNA polymerase II proximal promoter sequence-specific DNA binding//proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific//nucleus//zinc ion binding//positive regulation of transcription from RNA polymerase II promoter by a nonfermentable carbon source
YALI1_C08923g	HiT	TRUE	1	NaN	NaN	5	Uncharacterized protein		17,592	157	
YALI1_F26793g	HiT	TRUE	-1	NaN	NaN	3	Uncharacterized protein		179,585	1623	ATP binding//integral component of membrane//ATPase activity, coupled to transmembrane movement of substances//transmembrane transport
YALI1_F32948g	HiT	TRUE	-1	NaN	NaN	1	Major facilitator superfamily domain-containing protein		54,527	499	transporter activity//ion transmembrane transport//integral component of fungal-type vacuolar membrane
YALI1_D26454g	HiT	TRUE	-1	NaN	NaN	5	Uncharacterized protein		9,901	90	
YALI1_F06410g	HiT	TRUE	1	NaN	NaN	5	Uncharacterized protein		9,308	86	
YALI1_F21467g	HiT	TRUE	1	NaN	NaN	3	Formate dehydrogenase (FDH) (EC 1.17.1.9) (NAD-dependent formate dehydrogenase)		40,172	365	cytosol//formate dehydrogenase (NAD+) activity//oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor//formate catabolic process//NAD binding//oxidation-reduction process
YALI1_B10525g	HiT	TRUE	-1	NaN	NaN	4	Uncharacterized protein		37,764	346	catalytic activity//coenzyme binding
YALI1_F38220g	HiT	TRUE	-1	NaN	NaN	2	Permease for cytosine/purines, uracil, thiamine, allantoin-domain-containing protein		52,879	476	fungal-type vacuole membrane//plasma membrane//integral component of membrane//transmembrane transporter activity//transmembrane transport
YALI1_A03450g	HiT	TRUE	-1	NaN	NaN	4	Major facilitator superfamily domain-containing protein		56,208	501	integral component of membrane//transmembrane transport
YALI1_B04068g	HiT	TRUE	-1	NaN	NaN	2	E1-E2 ATPase-domain-containing protein		131,781	1209	nucleotide binding//copper ion binding//integral component of membrane//cation-transporting ATPase activity//metal ion transport//ATP hydrolysis coupled cation transmembrane transport
YALI1_A06989g	HiT	TRUE	1	NaN	NaN	4	Uncharacterized protein		69,827	624	N,N-dimethylaniline monooxygenase activity//flavin adenine dinucleotide binding//NADP binding//oxidation-reduction process
YALI1_C10762g	HiT	TRUE	1	NaN	NaN	5	Formate dehydrogenase (FDH) (EC 1.17.1.9) (NAD-dependent formate dehydrogenase)		40,483	368	cytosol//formate dehydrogenase (NAD+) activity//oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor//formate catabolic process//NAD binding//oxidation-reduction process
YALI1_C19058g	HiT	TRUE	1	NaN	NaN	5	Uncharacterized protein		7,660	66	
YALI1_E10148g	HiT	TRUE	1	NaN	NaN	5	Uncharacterized protein		10,604	91	
YALI1_C09260g	HiT	TRUE	-1	NaN	NaN	4	Uncharacterized protein		17,765	168	integral component of membrane
YALI1_B09002g	HiT	TRUE	1	NaN	NaN	4	Uncharacterized protein		48,973	462	
YALI1_D17832g	HiT	TRUE	1	NaN	NaN	5	Uncharacterized protein		10,453	92	
YALI1_B10463g	HiT	TRUE	1	NaN	NaN	5	Uncharacterized protein		58,838	541	
YALI1_E28863g	HiT	TRUE	1	NaN	NaN	5	Uncharacterized protein		17,656	158	
YALI1_C07152g	HiT	TRUE	-1	NaN	NaN	5	Uncharacterized protein		19,856	180	
YALI1_F16551g	HiT	TRUE	-1	NaN	NaN	5	Uncharacterized protein		15,040	132	
YALI1_E21799g	HiT	TRUE	1	NaN	NaN	5	Uncharacterized protein		19,036	171	
YALI1_D00515g	HiT	TRUE	-1	NaN	NaN	3	Amino acid/polyamine transporter I		59,156	543	cytoplasm//integral component of plasma membrane//cation transmembrane transporter activity//branched-chain amino acid biosynthetic process//L-amino acid transmembrane transporter activity//antiporter activity//oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor//metal ion binding//L-alpha-amino acid transmembrane transport
YALI1_E21256g	HiT	TRUE	-1	NaN	NaN	5	Uncharacterized protein		16,157	142	
YALI1_F00399g	HiT	TRUE	1	NaN	NaN	5	Uncharacterized protein		64,814	594	
YALI1_A08107g	HiT	TRUE	1	NaN	NaN	5	Uncharacterized protein		17,168	159	glutathione-disulfide reductase activity//nucleus//cytosol//glutathione metabolic process//electron transfer activity//protein glutathionylation//electron transport chain//cellular response to oxidative stress//cell redox homeostasis//flavin adenine dinucleotide binding//NADP binding//cellular oxidant detoxification
YALI1_D31258g	HiT	TRUE	1	NaN	NaN	4	Uncharacterized protein		30,660	261	
YALI1_A16808g	HiT	TRUE	1	NaN	NaN	5	Uncharacterized protein		12,270	104	
YALI1_E30849g	HiT	TRUE	-1	NaN	NaN	5	Uncharacterized protein		16,266	147	
YALI1_E10140g	HiT	TRUE	1	NaN	NaN	5	Uncharacterized protein		9,636	84	
YALI1_A00058g	HiT	TRUE	1	NaN	NaN	5	OPT oligopeptide transporter protein-domain-containing protein		101,670	887	integral component of plasma membrane//oligopeptide transmembrane transport//oligopeptide transmembrane transporter activity
YALI1_A17239g	HiT	TRUE	-1	NaN	NaN	5	Uncharacterized protein		18,448	158	
YALI1_F26367g	HiT	TRUE	-1	NaN	NaN	3	Uncharacterized protein		30,569	273	nucleic acid binding//regulation of transcription, DNA-templated
YALI1_A19010g	HiT	TRUE	-1	NaN	NaN	5	Uncharacterized protein		9,895	86	
YALI1_E36494g	HiT	TRUE	-1	NaN	NaN	3	Uncharacterized protein		42,122	370	
YALI1_F00534g	HiT	TRUE	1	NaN	NaN	4	Uncharacterized protein		18,106	179	integral component of membrane
YALI1_C13928g	HiT	TRUE	1	NaN	NaN	5	Uncharacterized protein		17,556	158	
YALI1_A19195g	HiT	TRUE	-1	NaN	NaN	5	Uncharacterized protein		15,984	142	
YALI1_D00422g	HiT	TRUE	-1	NaN	NaN	2	Major facilitator superfamily domain-containing protein		62,199	542	integral component of membrane//transmembrane transport
YALI1_A02365g	HiT	TRUE	1	NaN	NaN	2	Rec8 like protein-domain-containing protein		56,918	518	nuclear cohesin complex//chromatin binding//double-strand break repair//sister chromatid cohesion
YALI1_B03288g	HiT	TRUE	1	NaN	NaN	5	Uncharacterized protein		8,898	79	
YALI1_B13641g	HiT	TRUE	1	NaN	NaN	4	Uncharacterized protein		32,786	300	
YALI1_F15769g	HiT	TRUE	1	NaN	NaN	2	Pheromone A receptor-domain-containing protein		44,665	388	pheromone-dependent signal transduction involved in conjugation with cellular fusion//cytogamy//mating-type factor pheromone receptor activity//integral component of plasma membrane//G protein-coupled receptor signaling pathway
YALI1_F18979g	HiT	TRUE	1	NaN	NaN	4	Lysophospholipase (EC 3.1.1.5)		58,132	540	lysophospholipase activity//phospholipid catabolic process
YALI1_C13910g	HiT	TRUE	1	NaN	NaN	5	Uncharacterized protein		8,369	73	
YALI1_B08461g	HiT	TRUE	-1	NaN	NaN	2	General substrate transporter		60,379	545	carbohydrate:proton symporter activity//glucose transmembrane transporter activity//integral component of membrane//glucose import//proton transmembrane transport
YALI1_B03225g	HiT	TRUE	1	NaN	NaN	4	Uncharacterized protein		36,418	317	
YALI1_D22568g	HiT	TRUE	1	NaN	NaN	4	Uncharacterized protein		31,876	281	DNA-binding transcription factor activity, RNA polymerase II-specific//RNA polymerase II transcription regulator recruiting activity//nucleus//regulation of transcription by RNA polymerase II//cell differentiation//sequence-specific DNA binding//transcription regulatory region DNA binding
YALI1_F38056g	HiT	TRUE	1	NaN	NaN	5	Uncharacterized protein		22,060	190	
YALI1_D20968g	HiT	TRUE	-1	NaN	NaN	2	Uncharacterized protein		15,265	137	
YALI1_E30561g	HiT	TRUE	1	NaN	NaN	4	Aspartic peptidase domain-containing protein		42,923	393	aspartic-type endopeptidase activity//extracellular region//proteolysis//fungal-type cell wall//protein catabolic process//anchored component of external side of plasma membrane//fungal-type cell wall organization
YALI1_C29302g	HiT	TRUE	1	NaN	NaN	5	Uncharacterized protein		21,261	191	
YALI1_C28686g	HiT	TRUE	1	NaN	NaN	4	Uncharacterized protein		32,050	286	
YALI1_E11181g	HiT	TRUE	1	NaN	NaN	1	Uncharacterized protein		37,066	340	magnesium ion transmembrane transporter activity//integral component of membrane//magnesium ion transmembrane transport
YALI1_B16087g	HiT	TRUE	1	NaN	NaN	2	Uncharacterized protein		26,175	223	
YALI1_F16715g	HiT	TRUE	1	NaN	NaN	5	Uncharacterized protein		15,460	136	
YALI1_D26006g	HiT	TRUE	-1	NaN	NaN	2	Uncharacterized protein		71,767	658	DNA-binding transcription factor activity//regulation of transcription, DNA-templated//zinc ion binding//sequence-specific DNA binding
YALI1_F16199g	HiT	TRUE	1	NaN	NaN	5	Uncharacterized protein		12,931	113	
YALI1_A21175g	HiT	TRUE	1	NaN	NaN	4	Cytochrome P450		59,854	521	iron ion binding//integral component of membrane//oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen//heme binding//oxidation-reduction process
YALI1_F22115g	HiT	TRUE	-1	NaN	NaN	4	Uncharacterized protein		40,455	354	cytoplasm//membrane-bounded organelle
YALI1_E06737g	HiT	TRUE	1	NaN	NaN	3	Uncharacterized protein		25,107	229	
YALI1_A02335g	HiT	TRUE	-1	NaN	NaN	2	General substrate transporter		58,946	533	carbohydrate:proton symporter activity//glucose transmembrane transporter activity//integral component of membrane//glucose import//proton transmembrane transport
YALI1_D19623g	HiT	TRUE	-1	NaN	NaN	4	Lipase 12 (EC 3.1.1.3)	Lip12	36,209	324	triglyceride lipase activity//lipid metabolic process//integral component of membrane
YALI1_C10318g	HiT	TRUE	1	NaN	NaN	3	Uncharacterized protein		56,974	527	integral component of membrane
YALI1_A20242g	HiT	TRUE	1	NaN	NaN	5	Uncharacterized protein		18,600	174	
YALI1_A11439g	HiT	TRUE	-1	NaN	NaN	3	Uncharacterized protein		137,982	1254	ATP binding//integral component of membrane//ATPase activity, coupled to transmembrane movement of substances//cell part//transmembrane transport
