originalGene	condition	significance	direction	P_ref	P_cond	orthoGroup	protName	shortName	MWeigth	SeqLength	GOterms
YALI1_E36437g	HiT	FALSE	1	0.0954369860325534	0.246503134825365	1	Acetyl-CoA deacylase		58,051	524	acetyl-CoA hydrolase activity//mitochondrion//cytosol//acetate metabolic process//acetyl-CoA metabolic process//acetate CoA-transferase activity//propionate metabolic process, methylcitrate cycle
YALI1_B23237g	HiT	FALSE	1	NaN	NaN	1	Sulfate transporter family-domain-containing protein		92,832	840	chloride channel activity//integral component of plasma membrane//secondary active sulfate transmembrane transporter activity//bicarbonate transmembrane transporter activity//anion:anion antiporter activity//bicarbonate transport//oxalate transmembrane transporter activity//oxalate transport//regulation of membrane potential//regulation of intracellular pH//sulfate transmembrane transport//chloride transmembrane transport
YALI1_E02744g	HiT	TRUE	1	NaN	NaN	1	Transposase	tra1	85,499	759	nucleic acid binding//transferase activity, transferring alkyl or aryl (other than methyl) groups
YALI1_C06222g	HiT	TRUE	1	NaN	NaN	5	Uncharacterized protein		67,619	608	carbohydrate:proton symporter activity//glucose transmembrane transporter activity//integral component of membrane//glucose import//proton transmembrane transport
YALI1_E04719g	HiT	FALSE	-1	NaN	NaN	4	Uncharacterized protein		15,695	162	
YALI1_F14136g	HiT	FALSE	-1	0.0176217070040692	0.00263742404238725	1	Uncharacterized protein		102,159	911	integral component of membrane
YALI1_F17988g	HiT	TRUE	-1	NaN	NaN	1	Uncharacterized protein		44,549	422	RNA binding//nucleus//single-species biofilm formation on inanimate substrate
YALI1_C04925g	HiT	FALSE	1	NaN	NaN	4	Protein yippee-like		15,816	138	metal ion binding
YALI1_C25391g	HiT	TRUE	1	NaN	NaN	4	Uncharacterized protein		73,877	655	
YALI1_C01161g	HiT	TRUE	1	NaN	NaN	1	Uncharacterized protein		59,931	526	glycolipid metabolic process//endomembrane system//integral component of membrane//glucosyltransferase activity
YALI1_E30677g	HiT	FALSE	-1	NaN	NaN	3	Uncharacterized protein		12,733	111	integral component of membrane
YALI1_B27968g	HiT	TRUE	1	NaN	NaN	3	Uncharacterized protein		38,609	345	sulfonate dioxygenase activity//taurine dioxygenase activity//cytoplasm//sulfur compound catabolic process//oxidation-reduction process
YALI1_F25924g	HiT	FALSE	-1	0.0707351001042726	0.0450669076941336	1	Ferrochelatase (EC 4.99.1.1)		43,608	393	ferrochelatase activity//mitochondrial inner membrane//heme biosynthetic process//2 iron, 2 sulfur cluster binding
YALI1_E01530g	HiT	FALSE	-1	NaN	NaN	4	Galactosyl transferase GMA12/MNN10 family-domain-containing protein		76,462	665	Golgi membrane//protein N-linked glycosylation//fungal-type cell wall biogenesis//integral component of membrane//alpha-1,2-galactosyltransferase activity//protein galactosylation
YALI1_D35025g	HiT	TRUE	1	NaN	NaN	1	Alkaline-phosphatase-like protein		62,599	556	arylsulfatase activity//nucleus//cytoplasm//sulfolipid metabolic process
YALI1_A12356g	HiT	FALSE	-1	NaN	NaN	1	Uncharacterized protein		62,116	559	cytoplasm//signal transduction//regulation of GTPase activity
YALI1_F29798g	HiT	TRUE	1	NaN	NaN	4	Uncharacterized protein		22,550	199	
YALI1_C04720g	HiT	TRUE	1	NaN	NaN	1	Uncharacterized protein		53,633	493	protein dimerization activity
YALI1_C20793g	HiT	TRUE	-1	NaN	NaN	4	Uncharacterized protein		112,207	1001	integral component of membrane
YALI1_C08922g	HiT	TRUE	1	NaN	NaN	3	1,3-beta-glucanosyltransferase (EC 2.4.1.-)		49,569	435	fungal-type cell wall//integral component of membrane//ascospore wall assembly//anchored component of external side of plasma membrane//1,3-beta-glucanosyltransferase activity//fungal-type cell wall (1->3)-beta-D-glucan biosynthetic process
YALI1_B13328g	HiT	TRUE	-1	NaN	NaN	4	Uncharacterized protein		60,910	549	
YALI1_B21155g	HiT	TRUE	1	NaN	NaN	4	Tryptophan synthase beta subunit-like PLP-dependent enzyme		38,968	364	cellular amino acid metabolic process//lyase activity//pyridoxal phosphate binding
YALI1_E10295g	HiT	TRUE	1	NaN	NaN	4	Uncharacterized protein		42,171	378	
YALI1_D26671g	HiT	TRUE	1	NaN	NaN	1	Uncharacterized protein		44,947	399	sulfonate dioxygenase activity//taurine dioxygenase activity//cytoplasm//sulfur compound catabolic process//oxidation-reduction process
YALI1_F26427g	HiT	FALSE	1	NaN	NaN	5	Uncharacterized protein		67,811	619	amino acid transmembrane transport//endosome//plasma membrane//cation transport//cation transmembrane transporter activity//L-amino acid transmembrane transporter activity//drug transmembrane transporter activity//polyamine transport//integral component of membrane
YALI1_C24850g	HiT	FALSE	-1	0.182145901525941	0.133219635164463	4	CRAL-TRIO domain-containing protein		46,589	410	
YALI1_A16681g	HiT	TRUE	1	NaN	NaN	4	Uncharacterized protein		77,017	668	nucleic acid binding//RNA-DNA hybrid ribonuclease activity//RNA phosphodiester bond hydrolysis, endonucleolytic
YALI1_E34842g	HiT	FALSE	-1	NaN	NaN	5	Uncharacterized protein		12,282	113	
YALI1_E20794g	HiT	TRUE	1	NaN	NaN	5	Uncharacterized protein		101,011	883	integral component of plasma membrane//oligopeptide transmembrane transport//oligopeptide transmembrane transporter activity
YALI1_F08784g	HiT	FALSE	1	NaN	NaN	1	Peptidase C1B, bleomycin hydrolase		57,720	509	cysteine-type endopeptidase activity//cytoplasm//proteolysis//response to toxic substance//homocysteine catabolic process
YALI1_A06594g	HiT	FALSE	1	NaN	NaN	1	ADP-ribose 1''-phosphate phosphatase		18,589	169	phosphoprotein phosphatase activity//protein dephosphorylation//ADP-ribosyl-[dinitrogen reductase] hydrolase activity
YALI1_C15465g	HiT	TRUE	1	NaN	NaN	1	Uncharacterized protein		53,658	480	protein tyrosine phosphatase activity//protein tyrosine/serine/threonine phosphatase activity//peptidyl-tyrosine dephosphorylation
YALI1_C21789g	HiT	TRUE	-1	NaN	NaN	1	P-loop containing nucleoside triphosphate hydrolase protein		37,774	329	branched-chain-amino-acid transaminase activity//mitochondrion//leucine biosynthetic process//valine biosynthetic process
YALI1_E02850g	HiT	TRUE	-1	0.0539361654577823	0.0154029593421499	1	Superoxide dismutase		24,593	244	superoxide dismutase activity//copper ion binding//extracellular space//cytoplasm//zinc ion binding//removal of superoxide radicals
YALI1_D11256g	HiT	TRUE	1	NaN	NaN	5	Uncharacterized protein		36,751	333	catalytic activity//coenzyme binding
YALI1_F02132g	HiT	FALSE	1	NaN	NaN	5	ALK2	ALK2	60,451	523	iron ion binding//membrane//oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen//heme binding//oxidation-reduction process
YALI1_C14931g	HiT	FALSE	1	NaN	NaN	1	Uncharacterized protein		40,117	353	
YALI1_B12409g	HiT	FALSE	-1	NaN	NaN	1	Vacuolar calcium ion transporter		42,790	400	fungal-type vacuole//vacuolar membrane//cellular process//calcium:proton antiporter activity//integral component of membrane//calcium ion transmembrane transport
YALI1_C07638g	HiT	FALSE	-1	NaN	NaN	1	Acyl-CoA desaturase (EC 1.14.19.1)		54,887	482	mitochondrion inheritance//stearoyl-CoA 9-desaturase activity//unsaturated fatty acid biosynthetic process//electron transfer activity//heme binding//electron transport chain//integral component of endoplasmic reticulum membrane//metal ion binding
YALI1_D00094g	HiT	TRUE	1	NaN	NaN	4	And other transporter-domain-containing protein		74,111	659	carbohydrate:proton symporter activity//glucose transmembrane transporter activity//integral component of membrane//glucose import//proton transmembrane transport
YALI1_A12772g	HiT	TRUE	-1	NaN	NaN	4	Uncharacterized protein		21,186	196	magnesium ion binding//nucleic acid binding//RNA-DNA hybrid ribonuclease activity//nucleus//DNA replication, removal of RNA primer//RNA phosphodiester bond hydrolysis, endonucleolytic
YALI1_E20463g	HiT	TRUE	1	NaN	NaN	5	Proline dehydrogenase (EC 1.5.5.2)		16,354	149	proline dehydrogenase activity//proline catabolic process//oxidation-reduction process
YALI1_C16621g	HiT	FALSE	1	0.0245118020829095	0.0200671089013225	1	Ribulose-phosphate 3-epimerase (EC 5.1.3.1)		27,203	249	ribulose-phosphate 3-epimerase activity//carbohydrate metabolic process//pentose-phosphate shunt//metal ion binding
YALI1_D01234g	HiT	TRUE	1	NaN	NaN	5	Uncharacterized protein		70,533	633	carbohydrate:proton symporter activity//glucose transmembrane transporter activity//integral component of membrane//glucose import//proton transmembrane transport
YALI1_B21381g	HiT	TRUE	1	NaN	NaN	5	Major facilitator superfamily domain-containing protein		66,153	578	integral component of membrane//transmembrane transport
YALI1_B03910g	HiT	TRUE	-1	NaN	NaN	5	ABC-2 type transporter-domain-containing protein		167,108	1485	ATP binding//plasma membrane//integral component of membrane//ATPase activity, coupled to transmembrane movement of substances//transmembrane transport
YALI1_B15587g	HiT	FALSE	-1	NaN	NaN	1	Uncharacterized protein		50,783	483	nucleolus
YALI1_F37171g	HiT	TRUE	1	NaN	NaN	5	Uncharacterized protein		20,639	188	
YALI1_D00376g	HiT	TRUE	1	NaN	NaN	4	General substrate transporter		59,789	539	carbohydrate:proton symporter activity//glucose transmembrane transporter activity//integral component of membrane//glucose import//proton transmembrane transport
YALI1_B05832g	HiT	TRUE	-1	NaN	NaN	1	P-loop containing nucleoside triphosphate hydrolase protein		121,663	1102	ATP binding//cytoplasm//polysome//plasma membrane//ATPase activity//poly(A)+ mRNA export from nucleus//ribosomal small subunit biogenesis
YALI1_B05313g	HiT	FALSE	1	NaN	NaN	5	Uncharacterized protein		44,143	389	
YALI1_A06530g	HiT	FALSE	1	NaN	NaN	5	Uncharacterized protein		105,111	1142	integral component of membrane
YALI1_E09568g	HiT	TRUE	-1	NaN	NaN	3	Permease family-domain-containing protein		64,382	607	fungal-type vacuole//integral component of plasma membrane//xanthine transport//xanthine transmembrane transporter activity//transmembrane transport
YALI1_A05254g	HiT	FALSE	-1	NaN	NaN	1	Ribosome biogenesis protein NOP53		53,227	464	ribosomal large subunit assembly//ribosomal large subunit export from nucleus//nucleoplasm//nucleolus//rRNA binding
YALI1_D31482g	HiT	TRUE	-1	NaN	NaN	1	Uncharacterized protein		74,231	644	integral component of membrane
YALI1_B02047g	HiT	TRUE	1	NaN	NaN	5	Uncharacterized protein		50,914	459	nucleic acid binding
YALI1_E02162g	HiT	FALSE	1	NaN	NaN	1	Uncharacterized protein		38,876	344	oxidoreductase activity//metal ion binding//oxidation-reduction process
YALI1_C24891g	HiT	TRUE	-1	0.614232120803662	0.309867790776534	4	Uncharacterized protein		27,248	262	GTPase activity//DNA repair//ATPase activity//cellular response to oxidative stress
YALI1_A19398g	HiT	TRUE	1	NaN	NaN	4	Uncharacterized protein		32,804	332	
YALI1_F12578g	HiT	FALSE	1	NaN	NaN	1	Uncharacterized protein		78,688	712	GTP binding
YALI1_E41569g	HiT	FALSE	1	NaN	NaN	1	Metallo-dependent phosphatase-like protein		38,624	341	integral component of membrane//hydrolase activity
YALI1_F07699g	HiT	FALSE	-1	NaN	NaN	1	Uncharacterized protein		74,669	655	nucleic acid binding
YALI1_B11759g	HiT	FALSE	-1	NaN	NaN	1	Uncharacterized protein		50,939	442	nucleic acid binding//cytosolic large ribosomal subunit//preribosome, large subunit precursor//ribosomal large subunit biogenesis
YALI1_B13355g	HiT	FALSE	1	NaN	NaN	1	Uncharacterized protein		81,416	724	regulation of transcription involved in G1/S transition of mitotic cell cycle//protein polyubiquitination//catalytic activity//regulation of DNA-dependent DNA replication initiation//protein binding, bridging//SCF-dependent proteasomal ubiquitin-dependent protein catabolic process//identical protein binding//ubiquitin binding//nuclear SCF ubiquitin ligase complex//response to arsenic-containing substance//response to cadmium ion
YALI1_E21983g	HiT	TRUE	-1	NaN	NaN	1	S-adenosyl-L-methionine-dependent methyltransferase		37,455	326	nucleus//mRNA export from nucleus//peptidyl-arginine methylation, to asymmetrical-dimethyl arginine//positive regulation of transcription elongation from RNA polymerase II promoter//protein-arginine omega-N monomethyltransferase activity//protein-arginine omega-N asymmetric methyltransferase activity//identical protein binding//negative regulation of DNA-templated transcription, termination
YALI1_E02317g	HiT	FALSE	-1	NaN	NaN	1	RNA helicase (EC 3.6.4.13)		67,213	605	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)//maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)//RNA binding//ATP-dependent RNA helicase activity//ATP binding//nuclear envelope//cytoplasm//RNA secondary structure unwinding//preribosome, large subunit precursor//box C/D snoRNP complex//box H/ACA snoRNP complex//identical protein binding//snoRNA release from pre-rRNA
YALI1_F18835g	HiT	TRUE	1	NaN	NaN	4	Major facilitator superfamily domain-containing protein		58,678	531	integral component of membrane//transmembrane transport
YALI1_A12540g	HiT	TRUE	1	NaN	NaN	4	Formate dehydrogenase (FDH) (EC 1.17.1.9) (NAD-dependent formate dehydrogenase)		40,269	368	cytosol//formate dehydrogenase (NAD+) activity//oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor//formate catabolic process//NAD binding//oxidation-reduction process
YALI1_D14915g	HiT	FALSE	-1	NaN	NaN	3	Uncharacterized protein		20,908	197	nucleic acid binding//zinc ion binding
YALI1_A19025g	HiT	FALSE	1	NaN	NaN	3	Uncharacterized protein		80,739	700	
YALI1_D18770g	HiT	FALSE	-1	NaN	NaN	1	CBF/Mak21 family-domain-containing protein		123,440	1096	ribosomal large subunit assembly//Noc1p-Noc2p complex
YALI1_D17666g	HiT	FALSE	-1	NaN	NaN	2	Protein PNS1		63,808	571	plasma membrane//integral component of membrane
YALI1_F04848g	HiT	FALSE	1	NaN	NaN	1	Autophagy-related protein 13		76,855	715	phagophore assembly site//autophagy//protein transport//Atg1/ULK1 kinase complex
YALI1_D24249g	HiT	FALSE	1	NaN	NaN	4	Malate synthase (EC 2.3.3.9)		60,012	531	malate synthase activity//peroxisomal matrix//glyoxylate cycle//tricarboxylic acid cycle
YALI1_A09064g	HiT	FALSE	1	NaN	NaN	4	Major facilitator superfamily domain-containing protein		58,112	521	integral component of membrane//cellular response to drug//transmembrane transport
YALI1_B10635g	HiT	FALSE	1	NaN	NaN	1	Phosphoadenosine phosphosulfate reductase family-domain-containing protein		28,986	255	phosphoadenylyl-sulfate reductase (thioredoxin) activity//cytoplasm//glutathione biosynthetic process//sulfate assimilation, phosphoadenylyl sulfate reduction by phosphoadenylyl-sulfate reductase (thioredoxin)
YALI1_A16292g	HiT	FALSE	1	0.278678897126144	0.362008219633774	4	Chaperonin 10-like protein		37,055	349	alcohol dehydrogenase (NAD) activity//cytoplasm//ethanol metabolic process//NADH oxidation//zinc ion binding
YALI1_E09817g	HiT	FALSE	-1	NaN	NaN	2	Uncharacterized protein		9,744	91	
YALI1_C04553g	HiT	TRUE	1	NaN	NaN	4	HSP20-like chaperone		17,154	149	
YALI1_B25427g	HiT	FALSE	-1	0.0916835513046795	0.0821374363140047	1	Fatty acid synthase subunit alpha (EC 2.3.1.86) [Includes: 3-oxoacyl-[acyl-carrier-protein] reductase (EC 1.1.1.100); 3-oxoacyl-[acyl-carrier-protein] synthase (EC 2.3.1.41)]		177,477	1623	magnesium ion binding//[acyl-carrier-protein] S-malonyltransferase activity//3-oxoacyl-[acyl-carrier-protein] synthase activity//3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity//fatty acid synthase complex//holo-[acyl-carrier-protein] synthase activity//pathogenesis//long-chain fatty acid biosynthetic process//oxidation-reduction process
YALI1_F02265g	HiT	FALSE	1	NaN	NaN	2	Uncharacterized protein		46,750	428	
YALI1_F03120g	HiT	TRUE	-1	NaN	NaN	1	Uncharacterized protein		28,022	246	nucleolus//ribosomal small subunit biogenesis
YALI1_E07409g	HiT	FALSE	-1	NaN	NaN	4	Uncharacterized protein		33,356	291	DNA binding
YALI1_E19483g	HiT	FALSE	-1	NaN	NaN	1	Uncharacterized protein		80,789	741	
YALI1_D11722g	HiT	FALSE	-1	NaN	NaN	1	AdoMet-dependent rRNA methyltransferase SPB1 (EC 2.1.1.-) (2'-O-ribose RNA methyltransferase) (S-adenosyl-L-methionine-dependent methyltransferase)	SPB1	97,467	850	enzyme-directed rRNA 2'-O-methylation//maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)//maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)//nucleolus//rRNA (uridine-2'-O-)-methyltransferase activity//preribosome, large subunit precursor//rRNA (guanosine-2'-O-)-methyltransferase activity
YALI1_E01649g	HiT	FALSE	-1	NaN	NaN	1	Pre-rRNA-processing protein PNO1		28,494	258	endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)//endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)//RNA binding//nucleolus//cytoplasm//proteasome assembly//unfolded protein binding
YALI1_B28150g	HiT	FALSE	-1	NaN	NaN	1	C2H2-type zinc finger protein Mhy1p	MHY1	32,636	285	nucleic acid binding
YALI1_D13126g	HiT	FALSE	-1	NaN	NaN	1	Nucleolar complex-associated protein 3		78,636	685	chromatin binding//nucleolus//ribosome biogenesis//nucleic acid metabolic process
YALI1_A05168g	HiT	FALSE	1	NaN	NaN	3	Uncharacterized protein		29,015	259	
YALI1_B16239g	HiT	FALSE	-1	NaN	NaN	4	Uncharacterized protein		138,563	1269	integral component of membrane
YALI1_F12649g	HiT	TRUE	1	NaN	NaN	4	Uncharacterized protein		36,137	323	catalytic activity//coenzyme binding
YALI1_E28779g	HiT	TRUE	-1	NaN	NaN	1	Voltage-dependent anion channel		47,372	428	integral component of membrane//transmembrane transport
YALI1_E40251g	HiT	FALSE	-1	NaN	NaN	3	Uncharacterized protein		63,485	588	
YALI1_C12333g	HiT	FALSE	1	NaN	NaN	1	Uncharacterized protein		63,070	575	mRNA binding//cytoplasm//protein folding//protein targeting to mitochondrion//Hsp70 protein binding//ATPase inhibitor activity//negative regulation of catalytic activity//Hsp90 protein binding
YALI1_C32461g	HiT	FALSE	-1	NaN	NaN	3	Uncharacterized protein		42,286	378	
YALI1_D11937g	HiT	FALSE	-1	NaN	NaN	1	Uncharacterized protein		44,935	403	nucleus
YALI1_C01043g	HiT	FALSE	1	NaN	NaN	4	Uncharacterized protein		57,801	513	
YALI1_C07137g	HiT	FALSE	-1	NaN	NaN	1	Putative metalloprotease ARX1		52,671	484	nucleus//cytoplasm//proteolysis//metallopeptidase activity//metal ion binding
YALI1_F07318g	HiT	FALSE	-1	NaN	NaN	1	Surfeit locus protein 6-domain-containing protein		51,069	452	DNA binding//RNA binding//nucleolus//cytosolic large ribosomal subunit//ribosomal large subunit biogenesis//ribosomal small subunit biogenesis
YALI1_A06416g	HiT	FALSE	1	NaN	NaN	4	Glutathione S-transferase		25,664	228	glutathione transferase activity//cytoplasm//glutathione metabolic process
YALI1_B12993g	HiT	FALSE	1	0.232308768133266	0.34098710332316	1	Aldehyde/histidinol dehydrogenase		62,953	572	1-pyrroline-5-carboxylate dehydrogenase activity//proline catabolic process to glutamate//oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor//oxidation-reduction process
YALI1_E32664g	HiT	TRUE	-1	0.0260428536826043	0.00692537706069854	1	ATP-dependent RNA helicase DBP2		60,710	552	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay//RNA binding//ATP-dependent RNA helicase activity//ATP binding//nucleolus//cytoplasm//rRNA processing//phosphomethylpyrimidine kinase activity//thiamine biosynthetic process//RNA secondary structure unwinding//phosphorylation//thiaminase activity
YALI1_F31215g	HiT	FALSE	1	0.107037472571211	0.134821623126484	4	Aldehyde dehydrogenase		57,804	519	cellular aldehyde metabolic process//integral component of membrane//oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor//oxidation-reduction process
YALI1_F15291g	HiT	FALSE	-1	NaN	NaN	4	Uncharacterized protein		45,861	404	
YALI1_F39001g	HiT	FALSE	-1	NaN	NaN	1	Ribosome assembly factor mrt4		26,324	233	ribosomal large subunit assembly//nuclear-transcribed mRNA catabolic process//nucleolus//cytoplasm//rRNA processing
YALI1_C06770g	HiT	FALSE	1	NaN	NaN	1	Uncharacterized protein		50,837	450	RNA binding//nucleus
YALI1_F23109g	HiT	FALSE	-1	NaN	NaN	1	Armadillo-type protein		73,011	653	mRNA binding//nucleolus//regulation of translation
YALI1_B04228g	HiT	TRUE	1	NaN	NaN	4	Uncharacterized protein		40,866	379	serine-type endopeptidase activity//proteolysis
YALI1_F02508g	HiT	FALSE	1	NaN	NaN	4	Dak1 domain-containing protein		62,659	586	glycerone kinase activity//ATP binding//glycerol metabolic process//phosphorylation
YALI1_D10565g	HiT	FALSE	1	NaN	NaN	1	GTP cyclohydrolase N terminal-domain-containing protein		54,208	492	GTP cyclohydrolase II activity//cytoplasm//3,4-dihydroxy-2-butanone-4-phosphate synthase activity//riboflavin biosynthetic process
YALI1_B12375g	HiT	FALSE	-1	NaN	NaN	3	Uncharacterized protein		53,137	473	integral component of membrane
YALI1_E34586g	HiT	FALSE	1	NaN	NaN	1	Uncharacterized protein		56,075	510	DNA binding//nucleus//regulation of transcription, DNA-templated
YALI1_A14287g	HiT	FALSE	1	NaN	NaN	1	1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase (EC 1.13.11.54) (Acireductone dioxygenase (Fe(2+)-requiring)) (ARD) (Fe-ARD)	ADI1	20,356	173	iron ion binding//nucleus//cytoplasm//acireductone dioxygenase (Ni2+-requiring) activity//acireductone dioxygenase [iron(II)-requiring] activity//L-methionine salvage from methylthioadenosine//oxidation-reduction process
YALI1_F18664g	HiT	TRUE	1	NaN	NaN	5	Uncharacterized protein		9,062	86	
YALI1_C02332g	HiT	FALSE	1	NaN	NaN	4	Uncharacterized protein		135,041	1188	vacuolar membrane//malate transmembrane transporter activity//integral component of membrane//malate transmembrane transport
YALI1_F09720g	HiT	TRUE	-1	NaN	NaN	5	Uncharacterized protein		65,013	593	catalytic activity//metabolic process
YALI1_B13586g	HiT	FALSE	-1	NaN	NaN	1	U3 small nucleolar ribonucleoprotein protein MPP10		72,800	641	small nucleolar ribonucleoprotein complex//maturation of SSU-rRNA//small-subunit processome//Mpp10 complex
YALI1_F09433g	HiT	FALSE	1	NaN	NaN	1	Putative lipase ATG15		61,062	549	Golgi membrane//phospholipase activity//triglyceride lipase activity//vacuolar lumen//endoplasmic reticulum membrane//vacuolar protein processing//phosphatidylserine catabolic process//integral component of membrane//macroautophagy//multivesicular body membrane//multivesicular body membrane disassembly//piecemeal microautophagy of the nucleus//neutral lipid catabolic process
YALI1_B24564g	HiT	FALSE	-1	NaN	NaN	1	Alpha/Beta hydrolase protein		55,387	480	integral component of membrane//short-chain carboxylesterase activity//acylglycerol lipase activity//medium-chain fatty acid biosynthetic process//medium-chain fatty acid catabolic process
YALI1_D16206g	HiT	TRUE	-1	NaN	NaN	1	Uncharacterized protein		20,105	172	acyl binding//acyl carrier activity//ribosomal large subunit export from nucleus//nucleic acid binding//nucleus//cytosol//fatty acid biosynthetic process//zinc ion binding//lipid A biosynthetic process//preribosome, large subunit precursor//phosphopantetheine binding//ribosomal large subunit binding
YALI1_B16645g	HiT	FALSE	-1	NaN	NaN	3	Uncharacterized protein		53,294	509	
YALI1_B26033g	HiT	TRUE	1	NaN	NaN	4	Formate dehydrogenase (FDH) (EC 1.17.1.9) (NAD-dependent formate dehydrogenase)		40,876	371	cytosol//formate dehydrogenase (NAD+) activity//oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor//formate catabolic process//NAD binding//oxidation-reduction process
YALI1_E41315g	HiT	FALSE	-1	0.316388771236012	0.247289755815531	1	Citrate synthase-like protein		71,441	650	ATP citrate synthase activity//ATP binding//cytosol//acetyl-CoA biosynthetic process//fatty acid biosynthetic process//citrate lyase complex//ligase activity//metal ion binding//cofactor binding
YALI1_B25676g	HiT	TRUE	-1	NaN	NaN	4	Uncharacterized protein		50,573	452	DNA-binding transcription factor activity//asparaginase activity//nucleus//asparagine catabolic process//pathogenesis//sequence-specific DNA binding//positive regulation of transcription by RNA polymerase II
YALI1_B20802g	HiT	FALSE	1	0.0673057386139369	0.200010916378433	1	Activator of Hsp90 ATPase		36,180	325	ATPase activator activity//response to stress//cellular process//positive regulation of ATPase activity//chaperone binding
YALI1_F10713g	HiT	FALSE	1	NaN	NaN	1	CAAX protease self-immunity-domain-containing protein		32,594	289	cysteine-type endopeptidase activity//metalloendopeptidase activity//integral component of endoplasmic reticulum membrane//CAAX-box protein processing
YALI1_D11151g	HiT	FALSE	-1	NaN	NaN	1	Nucleolar protein,Nop52-domain-containing protein		33,776	292	nucleus//rRNA processing//preribosome, large subunit precursor//preribosome, small subunit precursor
YALI1_F03215g	HiT	FALSE	1	NaN	NaN	3	Uncharacterized protein		9,878	90	
YALI1_D18890g	HiT	FALSE	1	NaN	NaN	3	Amino acid permease/ SLC12A domain-containing protein		59,001	540	L-proline transmembrane transporter activity//gamma-aminobutyric acid transport//integral component of membrane//proline transmembrane transport
YALI1_E41251g	HiT	TRUE	-1	0.220396128560529	0.0454918420888437	4	Catalase (EC 1.11.1.6)		59,893	532	catalase activity//mitochondrion//peroxisome//heme binding//response to hydrogen peroxide//hydrogen peroxide catabolic process//metal ion binding//oxidation-reduction process//cellular oxidant detoxification
