NCBI_CBS6556	Uniprot_DMKU3_1042	Gene_name_DMKU3_1042	standard_A	standard_B	standard_C	HighTemp_A	HighTemp_B	HighTemp_C	LowpH_A	LowpH_B	LowpH_C	OsmoticStress_A	OsmoticStress_B	OsmoticStress_C	Protein_name	ec_number
KMXK_0G03120	W0THR5	KLMA_80302	454.5259869	454.2088829	530.99659	531.6367394	655.6367642	601.5901468	532.8572436	442.4225212	401.2095125	638.4666876	567.526882	701.3719264	 Transketolase - TKL1	2.2.1.1
KMXK_0D04110	W0T9W3	KLMA_40388	1167.955365	886.336877	826.6731146	1391.309378	997.992038	1118.114771	897.4350095	973.8266619	1017.291927	982.3737956	1348.950969	1179.564762	 Fructose-bisphosphate aldolase - FBA1	
KMXK_0A01280	W0T8D4	KLMA_10712	619.8251835	370.8116148	545.3291345	637.3423514	562.3077849	559.4684472	319.0668478	335.218365	404.2685757	475.9907769	395.6782022	488.994604	 Heat shock protein SSC1 - SSC1	
KMXK_0F00380	W0TER0	KLMA_60529	683.9066572	667.8255895	529.3865992	423.3798567	467.3924664	521.6770612	637.352544	704.352439	592.2991761	918.679767	1088.200683	993.7473663	 Acetyltransferase component of pyruvate dehydrogenase complex - LAT1	2.3.1.12
KMXK_0B02970	W0T5P3	KLMA_20282	375.1171495	485.6583346	516.049824	863.4927561	917.3704771	955.571173	326.9542891	439.6143307	310.4042717	499.7809335	491.2457911	549.8945507	 Heat shock protein 60 - HSP60	
KMXK_0E02480	W0TFM8	KLMA_50245	967.2514568	892.6699878	1020.014814	817.5852229	848.9269461	918.4063397	607.1832896	751.5211742	853.791635	1085.248375	978.7005834	955.5968977	 60S ribosomal protein L4-B - RPL4B	
KMXK_0C02640	W0TBT2	KLMA_30264	845.401394	940.8729115	774.078313	740.2720898	568.6384487	630.521369	685.2387277	776.9052202	619.0829682	1063.28414	932.0572126	955.2442694	 60S ribosomal protein L3 - RPL3	
KMXK_0F01480	W0TFW6	KLMA_60420	603.6022303	517.1124633	526.4687756	528.2428762	545.501131	616.2820703	539.9233739	545.3960293	394.9530548	717.6707797	755.0461859	713.3836333	 Dihydrolipoyl dehydrogenase - LPD1	1.8.1.4
KMXK_0B02340	W0T6J0	KLMA_20220	432.9657723	821.4671055	932.0331547	408.0958494	611.6482748	564.3627432	556.6824378	572.9285499	690.9436743	695.7491399	878.9909	914.9055614	 3-ketoacyl-CoA thiolase - POT1	
KMXK_0E03200	W0TFU0	KLMA_50315	295.1566598	483.6254109	697.7878163	934.4839636	1043.123647	883.4876286	591.8932348	819.8325773	489.254519	840.010668	696.2453016	993.0367046	 S-(hydroxymethyl)glutathione dehydrogenase - SFA1	1.1.1.284
KMXK_0B02720	W0T9E2	KLMA_20256	295.36536	210.2402967	288.6819827	174.4121328	256.3241831	417.0512232	377.823989	213.6615271	278.7707344	145.4290491	170.2352163	116.4256046	" Alpha-1,4 glucan phosphorylase - GPH1"	2.4.1.1
KMXK_0A03690	W0T3V9	KLMA_10468	496.0483796	405.5214928	407.1663506	374.3037201	399.5179642	350.4930808	608.140188	581.6211467	463.4693351	518.7677264	727.2329687	704.4988976	" 6-phosphogluconate dehydrogenase, decarboxylating - GND1"	1.1.1.44
KMXK_0B05840	W0T883	KLMA_20568	809.523898	542.374532	606.9704017	854.9354607	925.6293427	1205.340192	805.2804153	668.0198522	862.3794086	912.9511217	874.0505576	842.9180884	" Succinate--CoA ligase [ADP-forming] subunit alpha, mitochondrial - LSC1"	6.2.1.5
KMXK_0H02200	W0TEK0	KLMA_70219	101.2070087	116.8278383	137.0743965	38.9879938	35.21683217	55.92980049	108.4458002	97.49547373	60.82405614	84.26515846	118.3731555	94.13097879	 Fatty acid synthase subunit alpha - FAS2	
KMXK_0C06330	W0TCV6	KLMA_30634	556.0403176	986.9591309	874.8463942	747.8519148	637.3877742	453.1370797	1016.594546	669.1012524	962.9801219	698.5714461	509.7513875	826.5105283	 Transaldolase - TAL1	2.2.1.2
KMXK_0D05050	W0TCH3	KLMA_40482	1032.040426	961.4443076	1004.282151	1004.268156	793.2587484	807.953858	925.1794196	1014.03069	919.5706348	962.7394034	1135.334614	1094.895569	 40S ribosomal protein S4 - RPS4B	
KMXK_0H00850	W0TF05	KLMA_70087	1279.1311	1362.119086	2141.82125	3022.68656	2108.219085	3123.781984	1744.527847	1974.760582	1606.778759	1899.013385	638.2428761	1314.457889	 Superoxide dismutase [Cu-Zn] - SOD1	1.15.1.1
KMXK_0E05050	W0TCK6	KLMA_50501	955.7089861	1488.205353	2093.567577	2450.90053	2035.424577	2501.608444	1537.572977	1351.504461	1900.93167	1825.045033	1122.480242	1562.82723	 Peptidyl-prolyl cis-trans isomerase - CPR1	5.2.1.8
KMXK_0H03120	W0TFK1	KLMA_70312	86.22232478	286.2868762	385.2770371	137.6126646	107.2173488	122.6685595	214.7433239	178.8963807	244.0312842	329.5441084	447.8254263	428.728596	 Long-chain-fatty-acid--CoA ligase 2 - FAA2	
KMXK_0F03040	W0TD46	KLMA_60271	330.9967173	468.7550389	610.0538038	526.9535753	527.8058589	596.2907663	574.5775937	472.3963016	392.8843651	836.2573525	1006.499611	721.1891414	 Probable trans-2-enoyl-CoA reductase - ETR1	
KMXK_0E01760	W0TFG0	KLMA_50170	1135.389138	965.9931127	856.261992	930.202159	1028.341861	1082.19068	810.8120071	908.2020254	998.7043074	1011.483825	899.0982187	1012.249816	 40S ribosomal protein S1 - RPS1	
KMXK_0C06930	W0T8N1	KLMA_30687	543.9359911	524.1749022	600.7807899	256.3081191	360.3869048	335.4492136	429.6813829	505.5792904	321.2746882	590.7302205	347.2327695	556.0414732	 Adenosylhomocysteinase - SAH1	3.3.1.1
KMXK_0B03340	W0T7J2	KLMA_20318	1460.056505	1766.282071	1386.425133	975.7000609	1522.696528	1074.563152	1125.271799	1353.123177	1220.03231	1637.75411	1616.847059	1853.044976	 60S ribosomal protein L20 - RPL20B	
KMXK_0E04750	W0TBV5	KLMA_50473	833.8661662	731.5276053	1199.928781	732.6334317	1281.087525	1092.516015	663.3258612	789.4672945	858.2703812	1179.854958	1048.761695	891.365949	 60S ribosomal protein L2 - RPL2	
KMXK_0F00260	W0TDY2	KLMA_60541	205.9065475	111.3123415	160.8931508	194.5782595	123.6191684	195.9377335	167.1703548	146.9403298	206.675993	157.240412	191.4111649	219.2336648	 2-oxoglutarate dehydrogenase E1 component - KGD1	
KMXK_0F00940	W0TEH6	KLMA_60469	91.74909952	66.74140881	85.19957151	42.27239103	44.10771295	56.58232546	65.01513766	54.55688792	51.58816509	64.30509631	81.86227837	88.53824879	 Acetyl-CoA carboxylase - ACC1	
KMXK_0F04010	W0TEG9	KLMA_60167	1113.584793	650.1690208	702.6067679	891.0582555	628.302168	472.453644	777.3734355	659.5635884	485.7653566	688.6137009	529.5396608	437.165414	 Malate dehydrogenase - MDH1	1.1.1.37
KMXK_0H03500	W0TEY4	KLMA_70354	459.7764674	666.0754763	742.3052295	645.7413268	400.8418709	448.1080123	946.6480277	717.1394083	530.9470046	960.0825321	902.6544662	1049.171475	" ADP,ATP carrier protein - AAC"	
KMXK_0A00550	W0T5T9	KLMA_10786	989.9987325	907.516135	1059.400259	992.6771369	1000.630461	1016.679613	847.4117042	761.8442152	697.8252052	1086.183861	1074.313959	1111.328463	 40S ribosomal protein S6 - RPS6	
KMXK_0C00130	W0T942	KLMA_30011	11.29772102	128.273825	181.7799819	263.0764603	81.45948304	82.96851907	124.343694	96.56793775	253.3380326	386.0540307	348.2128761	422.9564319	 Beta-glucosidase - KLMA_30011	3.2.1.21
KMXK_0C01560	W0T8S6	KLMA_30153	229.3854409	147.8907061	184.3553702	92.64626703	115.219521	148.3155231	133.967471	129.9753238	146.4524009	168.7182851	197.2110601	142.0691535	 Elongation factor 3 - TEF3	
KMXK_0A05810	W0T527	KLMA_10279	449.449037	366.3271081	448.153177	277.1035347	268.2807255	329.388353	344.932193	332.6776911	341.004337	319.786967	441.9430946	430.6270084	 Rotenone-insensitive NADH-ubiquinone oxidoreductase - NDI1	
KMXK_0F05000	W0TEZ4	KLMA_60075	435.9114927	215.0310823	304.1293403	327.3053578	394.8126866	571.7281948	387.8504808	259.7397053	200.1668182	264.4983537	322.6145624	190.4650232	 Pyruvate decarboxylase - PDC1	
KMXK_0A01630	W0T8A1	KLMA_10677	452.2301141	432.3171797	505.6441721	557.8778445	268.2807255	377.6277737	385.534045	364.4688772	498.838461	385.1207279	323.2213099	345.629407	 Protein MET17 - MET17	
KMXK_0F01710	W0TDG7	KLMA_60401	201.7289112	335.2918096	436.3602028	391.0144273	356.9327763	400.4689759	359.1131051	315.2327864	284.9488107	389.9239443	414.5365258	428.3413893	 Catalase - CTA1	1.11.1.6
KMXK_0B07940	W0TAW4	KLMA_20781	45.18960192	256.5471839	415.9872507	201.3987911	156.0096752	124.5840533	253.2641389	309.0927436	275.2623062	211.4530003	267.8668001	256.7217348	 TrkA - YUC8	
KMXK_0A00300	W0T4W1	KLMA_10813	241.3319465	201.6520924	249.5737618	194.7365403	238.2778706	115.036261	219.2139311	255.2328913	183.1024958	282.6188534	322.7008124	238.7151575	 Heat shock protein homolog SSE1 - SSE1	
KMXK_0C01210			498.6520753	360.688482	392.8532791	421.3423748	214.1632582	265.4832014	315.6784332	398.4794086	586.5720078	340.4904986	498.622936	406.8710757	No description in DMKU3-1042- NA	
KMXK_0B02780	W0T7C7	KLMA_20263	71.13856221	240.2216044	350.7137426	141.4602228	110.2150742	185.1393575	172.8246605	141.4311965	85.36620552	227.4709869	272.9813969	337.9880766	 Acyl-coenzyme A oxidase - POX1	
KMXK_0A06750	W0T2L5	KLMA_10180	391.4725076	387.7848242	353.9204186	509.6026079	405.8513855	247.6320961	412.2563386	305.1231531	373.8211103	482.0738565	439.0792416	347.4165674	 Argininosuccinate synthase - ARG1	
KMXK_0G01720	W0TJY9	KLMA_80163	1023.219832	641.7927936	835.2510427	533.7215219	631.4988318	820.1957665	532.2027728	449.0314821	383.4339003	555.424861	675.7659449	561.6740579	 Mitochondrial outer membrane protein porin 1 - POR1	
KMXK_0C02840	W0T9T6	KLMA_30286	37.86054063	24.02285837	19.17278798	0	0	0	17.28296817	15.53781858	9.693507949	8.331131995	17.08388996	8.158223909	 Monothiol glutaredoxin-3 - GRX3	
KMXK_0E03090	W0TD39	KLMA_50304	54.96972956	75.6705206	100.2555181	59.69582359	21.02896946	56.70101949	77.71187387	54.72520389	92.52299616	43.56392797	38.72355549	17.18826528	 Glutamate synthase [NADH] - GLT1	
KMXK_0E04920	W0TBW7	KLMA_50488	124.9014212	94.72795123	0	406.6370808	537.8301822	599.0054484	131.5326149	87.98785608	27.01851531	101.5861839	877.1980401	782.3088535	 Inositol-3-phosphate synthase - INO1	
KMXK_0H01460	W0TEC9	KLMA_70149	1651.726063	1190.030978	1548.746924	1523.3843	1544.454689	1095.895232	908.0414518	1408.003596	1432.37354	2031.911462	1548.105249	1799.390495	 60S ribosomal protein L32 - RPL32	
KMXK_0E03480	W0TD70	KLMA_50344	120.1292743	120.9701468	118.0954226	306.8519174	174.3681502	212.9379011	131.6098932	160.9013165	274.0849166	217.163051	220.4179176	183.2040031	 ATP-dependent molecular chaperone HSC82 - HSP82	
KMXK_0B07570	W0T6Z2	KLMA_20742	509.5288732	559.4662474	617.0739984	553.8828542	515.0007719	685.3581218	779.9700806	645.2303255	618.8901036	961.1682771	833.3900481	872.1701143	 40S ribosomal protein S3 - RPS3	
KMXK_0H03540	W0THB0	KLMA_70358	875.317327	855.5830445	844.9461059	870.3146958	1233.249994	702.3513302	607.1137379	732.2146133	471.7335468	1302.237365	992.1694604	1063.135323	 60S ribosomal protein L19 - RPL19B	
KMXK_0G00370	W0TJM6	KLMA_80028	426.2290445	319.9036244	436.498873	479.3112961	304.5153347	241.1545842	278.1270524	146.2552862	294.2023658	198.5035597	192.3282122	284.2385773	 Fumarate hydratase - FUM1	
KMXK_0H00360	W0TEW1	KLMA_70037	702.9220327	707.8422972	870.9514135	577.909827	952.3330347	664.481618	608.4911151	787.671271	596.231747	848.0592214	731.7145072	709.9090303	 60S ribosomal protein L10 - RPL10	
KMXK_0E05560	W0TDR9	KLMA_50559	658.2590178	787.725626	769.0061821	531.1650014	604.1067359	1112.907725	566.7201093	652.2303964	693.2678282	664.9215247	622.1700575	685.4132834	 Ubiquitin-40S ribosomal protein S27a - ubi3	
KMXK_0C07190	W0T8Q2	KLMA_30712	566.3565088	707.8422972	746.5199807	567.8887651	536.304412	1230.969881	558.7767956	468.8926934	627.2590143	663.248399	443.318872	567.9545653	 Ubiquitin-60S ribosomal protein L40 - RPL40B	
KMXK_0H00920	W0TFW4	KLMA_70095	470.5006266	327.7398102	361.7597159	307.8917001	254.1678798	266.202842	335.7177566	301.8186196	336.6656137	320.4118585	294.1197723	253.4737879	 Cytochrome b-c1 complex subunit 1 - COR1	
KMXK_0F01020	W0TDM8	KLMA_60461	82.98114026	65.29761132	73.30046756	67.65622351	76.9470508	79.99097078	62.62651957	53.23107302	46.98174021	47.43391421	68.75412508	68.19776192	 ATP-dependent 6-phosphofructokinase - PFK2	
KMXK_0A05230	W0T4J4	KLMA_10341	82.19846294	50.76114965	41.62575801	47.51280912	49.41752849	21.97394957	66.13917113	44.86163705	37.09551361	38.39552116	55.65322847	28.11020356	 ATP-dependent 6-phosphofructokinase - PFK1	
KMXK_0A05140	W0T3J8	KLMA_10348	485.7851473	367.5918375	320.5040833	354.4038885	370.892299	455.3722719	419.9617124	259.7397053	443.1527801	479.5582315	214.2238053	314.6143105	 ATP-dependent RNA helicase eIF4A - TIF1	
KMXK_0A05270	W0T4J0	KLMA_10336	604.2107736	320.8501546	221.4033338	188.1438519	122.940521	155.8107641	439.1470761	366.4161299	434.1463644	350.7473875	311.7759706	289.7319539	" Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial - LSC2"	6.2.1.5
KMXK_0D03970	W0T9U9	KLMA_40373	27.78133017	216.4185938	172.7249835	195.9407149	352.1809844	228.597024	232.1859348	322.9196637	134.2637286	258.1999466	317.1809609	349.4222218	 Uncharacterized protein - OM45	
KMXK_0A00760	W0T4R5	KLMA_10763	294.1383392	238.2655286	260.9363616	364.1296237	144.8923631	163.692723	348.2627649	160.3246089	267.1087983	175.4042917	155.9151835	224.8033834	 Glucose-6-phosphate isomerase - RAG2	5.3.1.9
KMXK_0H00420	W0TE32	KLMA_70044	224.7049667	366.2855096	576.5006436	661.5783844	137.6024945	215.1160481	493.676367	352.4919687	475.2882728	381.2795651	279.7575942	373.3663163	 Sorbitol dehydrogenase 1 - SOR1	
KMXK_0C05990	W0TCS3	KLMA_30599	540.5985592	346.7448966	412.6846872	285.0479848	161.9780975	322.5549445	1207.076602	916.8673099	1266.706774	592.0475542	472.3572481	579.7599312	 Protein AIM2 - AIM2	
KMXK_0B06330	W0T633	KLMA_20619	240.3510081	160.5367021	90.56532962	577.909827	62.88940139	0	599.2532698	483.9450445	638.3277337	168.0967239	5.70257696	0	 Putative reductase 1 - YPR1	
KMXK_0C00180	W0T947	KLMA_30016	66.9950298	214.911198	153.6998109	158.314481	198.3019973	132.3064153	225.9269268	363.1629362	467.5700045	208.6181556	49.29514405	231.966934	 Putative reductase 1 - YPR1	
KMXK_0F02600	W0THK0	KLMA_60313	1460.056505	1474.410636	1705.700109	888.887811	1339.943617	984.6061835	1075.640296	1339.68545	1052.346091	2141.312377	1757.85423	1220.210575	 40S ribosomal protein S20 - KLMA_60313	
KMXK_0D05020	W0TBV3	KLMA_40479	507.9775625	390.8434708	399.3228347	397.5731153	227.9400532	210.7997608	359.9624556	323.6152074	434.7281749	373.6292193	379.7897576	365.8747493	 Cytochrome b-c1 complex subunit 2 - QCR2	
KMXK_0E02060	W0TFI4	KLMA_50200	449.1004915	543.9832555	351.8267498	326.290265	412.1548276	493.853376	330.8574594	491.7677068	463.9461878	493.5802647	511.2013042	330.5417149	 60S acidic ribosomal protein P0 - RPP0	
KMXK_0B02830	W0T7D4	KLMA_20268	818.2396623	507.3900424	559.6355519	456.1038629	416.3488779	516.1185627	382.0340004	453.5342322	538.7976741	723.8212751	588.390464	708.7987606	 40S ribosomal protein S2 - RPS2	
KMXK_0C06300	W0TAV6	KLMA_30631	566.8944274	343.1727141	304.1903176	104.0996505	80.63877927	80.23159883	263.9065228	352.045663	478.3870066	363.2766603	430.9052634	298.6003362	" Ketol-acid reductoisomerase, mitochondrial - ILV5"	1.1.1.86
KMXK_0D01320	W0TDD4	KLMA_40110	119.4946602	240.3658853	214.6294709	234.4716942	219.7837006	358.6597795	178.0276776	202.2777417	153.5175426	295.2265792	320.2313628	271.3157476	" 3-hydroxyisobutyryl-CoA hydrolase, mitochondrial - EHD3"	3.1.2.4
KMXK_0B03470	W0T5V9	KLMA_20332	17.94146403	72.96271607	58.23198324	1384.085132	75.13033692	105.7522929	43.5871535	13.63342868	10.59708929	284.0992445	109.4671266	143.3098137	 Bifunctional protein GAL10 - GAL10	
KMXK_0D04270	W0TEA5	KLMA_40405	1738.176263	1310.631154	719.6113512	747.994059	1071.142379	1351.062244	980.9519739	1020.897138	839.3213324	1219.406039	1200.282052	1408.960379	 40S ribosomal protein S24 - RPS24B	
KMXK_0B01850	W0T5D1	KLMA_20172	213.9105615	331.1840591	239.1760862	146.0323309	206.9301737	233.780186	244.8122755	358.8942564	242.0245179	339.1907573	502.6482017	481.7346469	 Pyruvate dehydrogenase E1 component subunit alpha - PDA1	1.2.4.1
KMXK_0E01660	W0TBQ4	KLMA_50161	116.0023225	63.85808739	220.9842387	118.8256466	144.2487373	190.225559	192.5484004	179.0878307	134.5529222	251.5341612	349.9861808	337.9880766	 Dihydroxyacetone kinase 1 - DAK1	
KMXK_0F04890	W0TE99	KLMA_60087	113.4982967	105.1247027	68.59162648	94.49886472	107.4758325	121.4212488	82.70130131	97.30946439	120.9812415	112.1207523	129.4855577	126.0375111	 C-1-tetrahydrofolate synthase - ADE3	
KMXK_0F05420	W0TE50	KLMA_60037	57.7499028	29.54938498	42.84546287	25.44050792	27.10768293	25.77077458	37.29543959	34.72239038	38.18247467	24.53459736	32.97948047	26.68348736	 Protein URA1 - URA2	
KMXK_0G01880	W0TK04	KLMA_80178	20.88257567	10.86847258	3.122183426	6.315437726	1.909376299	0	12.75039868	5.837108226	5.938137796	7.220150824	2.782017833	4.997639451	 Carbamoyl-phosphate synthase arginine-specific large chain - CPA2	
KMXK_0A01390	W0T5K9	KLMA_10701	654.044139	944.9683996	945.817191	696.1116178	791.7044913	581.7536855	505.8578577	741.5865044	589.3233491	765.9375699	953.8358085	898.2597654	 60S ribosomal protein L13 - RPL13A	
