GeneName_CENPK	uniprotID_S288c	GeneName_S288C	standard_A	standard_B	standard_C	high_temp_A	high_temp_B	high_temp_C	low_pH_A	low_pH_B	low_pH_C	osmotic_stress_A	osmotic_stress_B	osmotic_stress_C	uniprotID_CENPK	Protein_name
CENPK1137D_4810	P38063	YBL068W	64.71503556	67.73776055	78.69292118	146.0864692	145.5704697	75.78709375	77.835174	85.93784971	94.09099592	107.9629643	92.2254635	116.9445578	N1P9M4	 Ribose-phosphate pyrophosphokinase 4 - PRS4
CENPK1137D_3512	P38620	YER099C	50.84003114	36.67433612	65.59480126	103.0024448	93.17532641	77.53574799	79.6310841	55.00626064	50.94241058	58.45292208	59.03077515	71.57375198	N1P3H7	 Ribose-phosphate pyrophosphokinase 2 - PRS2
CENPK1137D_3515	P22202	YER103W	624.1717054	608.0350141	654.922669	721.8944775	635.1909924	759.7750894	698.672509	695.2954711	643.9271994	653.6137251	674.4901736	574.1348181	N1P731	 Heat shock protein SSA4 - SSA4
CENPK1137D_4754	P09435	YBL075C	562.855356	576.2542488	594.1054052	662.5925674	599.3768289	687.9162496	684.3625044	734.358391	649.732004	438.6757232	465.1489984	398.6720167	N1P8N4	 Heat shock protein SSA3 - SSA3
CENPK1137D_1268	P16474	YJL034W	303.2181192	310.8996937	318.7467666	410.4027685	400.5299061	369.5590329	342.3076888	301.1923654	340.8274319	327.2249171	344.8794618	300.9397162	N1P0X7	 78 kDa glucose-regulated protein homolog - KAR2
CENPK1137D_1888	P19097	YPL231W	420.9809302	445.187684	408.4675815	321.4846979	365.981188	293.0283285	390.1373947	398.7686225	410.9373769	395.8825515	384.3684902	400.8088304	N1NWL3	 Fatty acid synthase subunit alpha - FAS2
CENPK1137D_1128	P07149	YKL182W	365.7662572	406.0806239	364.3811404	317.7516866	309.3544054	317.9866752	366.3492258	375.9968575	362.4467663	362.010334	358.441396	373.4839893	N1P0M8	 Fatty acid synthase subunit beta - FAS1
CENPK1137D_1503	P07259	YJL130C	218.0351927	222.0491461	212.1232579	216.883207	201.9322794	215.983435	236.1551629	250.7253984	200.7098583	205.1652497	223.3770185	227.2047058	N1P1J1	 Protein URA2 - URA2
CENPK1137D_1403	P03965	YJR109C	266.1445998	298.4948058	259.8937821	198.069603	186.8091819	220.9571036	236.3810498	233.7708888	235.9114397	152.6193629	158.8385914	173.9690358	N1P185	 Carbamoyl-phosphate synthase arginine-specific large chain - CPA2
CENPK1137D_891	P06169	YLR044C	1178.705029	1058.8743	1141.447412	1099.062385	1258.607048	1034.059609	863.604126	984.7909106	1006.914554	1077.701366	985.6276844	1100.878842	N1P0G2	 Pyruvate decarboxylase isozyme 1 - PDC1
CENPK1137D_3053	P26263	YGR087C	241.5595101	260.8357926	246.8874673	307.802216	314.7512571	282.8877877	281.3215817	334.9670135	272.5321909	242.3515219	253.7209335	261.1355521	N1P9V9	 Pyruvate decarboxylase isozyme 3 - PDC6
CENPK1137D_3747	Q07471	YDL080C	76.76651331	80.35214154	83.77977992	73.87120206	96.96114675	80.68611433	82.86658635	65.94360951	69.0370819	79.21531633	89.13422522	99.77601546	N1P457	 Thiamine metabolism regulatory protein THI3 - THI3
CENPK1137D_1799	P02829	YPL240C	845.8110176	834.0266142	805.6380959	866.0198411	919.8876954	984.1591021	759.3963273	707.2160742	792.9416548	909.8461622	823.2409492	908.483652	N1NXP6	 ATP-dependent molecular chaperone HSP82 - HSP82
CENPK1137D_3329	P04806	YFR053C	630.2292947	642.5860616	600.1257324	666.9745118	603.3407066	612.9876079	629.5530646	673.0527892	672.2129988	696.4423446	712.8174762	654.827052	N1P4S9	 Hexokinase-1 - HXK1
CENPK1137D_3299	P04807	YGL253W	371.439928	307.6679403	367.9985312	277.6124864	335.3691908	272.1444973	290.1729774	289.6540367	303.2419608	456.3783995	431.2819324	456.517119	N1P4P1	 Hexokinase-2 - HXK2
CENPK1137D_3503	P05694	YER091C	842.3057839	749.3162462	764.5831168	618.6848073	604.8365244	645.2862671	787.1894937	769.0293001	712.2135898	681.3362719	718.0959469	640.6236292	N1PA49	 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase - MET6
CENPK1137D_4997	Q01574	YAL054C	611.4821144	645.8590637	627.8092073	625.7573696	689.4387738	722.6070216	511.4623118	576.8930651	590.3983542	548.0295683	546.844793	539.8068247	N1P7N2	 Acetyl-coenzyme A synthetase 1 - ACS1
CENPK1137D_541	P52910	YLR153C	278.0055281	238.4130191	213.0754327	237.4112599	202.405152	259.3133931	319.3623531	218.8722276	228.2327751	283.6601845	301.043052	280.283668	N1NZR0	 Acetyl-coenzyme A synthetase 2 - ACS2
CENPK1137D_2692	Q00955	YNR016C	222.1659504	252.7993114	273.4570841	244.4423012	243.5788939	235.0403357	260.1897248	286.2411192	261.2584135	293.1641828	289.3715869	296.3222621	N1P4Q3	 Acetyl-CoA carboxylase - ACC1
CENPK1137D_4214	P32324	YOR133W	614.9008176	643.6217486	632.4691261	588.3131661	623.7043254	575.4765469	585.2531963	583.3825863	630.2666439	581.5196843	637.1105873	705.3100505	N1P7B9	 YDR385W
CENPK1137D_677	P19414	YLR304C	481.7581572	482.4311267	513.2637891	516.5299411	532.4685551	484.4362863	522.8477956	504.3225543	513.9242541	529.9197419	583.4950581	560.0476629	N1P1J9	" Aconitate hydratase, mitochondrial - ACO1"
CENPK1137D_1295	P39533	YJL200C	171.5804763	208.8359629	175.5566011	159.6873525	155.4672659	174.419146	206.366204	203.8250307	194.3497089	177.7793346	186.1194779	185.4854002	N1P8L4	" Homocitrate dehydratase, mitochondrial - ACO2"
CENPK1137D_1415	P00830	YJR121W	1009.739605	900.5667928	874.7425009	817.064771	856.3327286	820.9323564	861.5296427	922.7435559	929.7247254	1135.334144	1241.129641	1250.921511	N1P8W3	" ATP synthase subunit beta, mitochondrial - ATP2"
CENPK1137D_673	P31539	YLL026W	608.7635776	586.7408307	598.7959942	722.6026891	695.5111823	687.3076042	551.4659811	601.7338317	627.4682895	354.4306644	411.4645677	363.2291058	N1NZK6	 Heat shock protein 104 - HSP104
CENPK1137D_1594	P32589	YPL106C	512.5553954	499.8965477	519.3065462	524.5831022	525.2227463	531.8524044	496.575592	446.7051681	484.4058594	642.5339083	648.8858609	703.1635417	N1NX50	 Heat shock protein homolog SSE1 - SSE1
CENPK1137D_4723	P32590	YBR169C	255.8352615	261.3080197	253.4649437	307.2662324	319.2310478	342.771711	300.2602244	283.4808981	274.8726872	279.899971	231.7722807	269.8789182	N1PAU3	 Heat shock protein homolog SSE2 - SSE2
CENPK1137D_2676	P00890	YNR001C	678.5731505	623.9800563	656.0257195	665.7873416	721.4766665	717.5270177	676.9979107	662.9099139	671.7213449	920.487607	892.0043057	995.6271423	N1NWR7	" Citrate synthase, mitochondrial - CIT1"
CENPK1137D_4500	P08679	YCR005C	129.3471797	145.7127837	147.631229	231.8229071	218.855993	219.7941911	155.5706515	150.6185038	139.4908429	270.2483741	316.2044786	334.2113793	N1P997	" Citrate synthase, peroxisomal - CIT2"
CENPK1137D_1702	P43635	YPR001W	44.85281537	46.94781115	64.4787181	111.533263	82.2024617	121.8226502	78.27617623	70.41500433	34.51097893	39.59898127	75.56689438	70.3559381	N1P1X2	" Citrate synthase 3, mitochondrial - CIT3"
CENPK1137D_4941	P00549	YAL038W	846.9947571	723.9675701	839.1473373	758.3774045	776.5709748	726.9766432	775.1359263	857.9229796	779.0056409	768.149705	803.093573	773.1006411	N1P8V5	 Pyruvate kinase 1 - CDC19
CENPK1137D_2362	P52489	YOR347C	43.22250145	65.64546443	80.91754491	56.87865205	60.82735029	62.12593397	86.89875688	78.17163071	53.15652176	60.99346279	83.89103171	57.3488527	N1P3V3	 Pyruvate kinase 2 - PYK2
CENPK1137D_624	P16521	YLR249W	438.6871438	422.205045	426.8684064	308.2275485	348.9752014	322.3696648	413.5721821	402.1966802	412.0652471	399.9415358	413.1562609	495.3329746	N1NYG5	 Elongation factor 3A - YEF3
CENPK1137D_2662	P53978	YNL014W	145.6762681	147.9586352	173.9908284	183.7392659	178.5420857	170.599937	154.3389289	162.2759388	167.4497769	112.0071914	86.85844562	143.4324236	N1P4M0	 Elongation factor 3B - HEF3
CENPK1137D_1336	P0CS90	YJR045C	702.9637677	647.7403947	619.087727	598.403259	611.9130021	646.4610677	612.3397153	570.7744057	589.7328696	676.678019	683.367513	668.9862683	N1P1J4	" Heat shock protein SSC1, mitochondrial - SSC1"
CENPK1137D_3207	P16861	YGR240C	215.9584422	193.5444936	213.9575839	217.3338674	243.4070691	206.0569518	233.1190793	224.1039456	203.1115724	288.5451587	291.3976544	304.0312061	N1P2M1	 ATP-dependent 6-phosphofructokinase subunit alpha - PFK1
CENPK1137D_242	P16862	YMR205C	171.4279407	193.9199169	206.2022424	198.6383962	206.2708711	195.3298139	233.8610363	195.4692412	199.414024	244.52232	236.3743025	268.9011489	N1P0I3	 ATP-dependent 6-phosphofructokinase subunit beta - PFK2
CENPK1137D_724	P06168	YLR355C	1061.200716	1030.51918	1022.944101	836.9220716	842.3530147	833.3266579	927.0209687	960.7025384	996.1471051	897.4680904	872.0855466	949.4001061	N1NYP1	" Ketol-acid reductoisomerase, mitochondrial - ILV5"
CENPK1137D_1434	P47169	YJR137C	273.395738	264.453891	279.6270929	248.4843412	218.9573306	196.7011518	253.4060056	282.9949321	288.7060789	256.1056647	241.1235378	257.0105072	N1P0B3	 Sulfite reductase [NADPH] subunit beta - MET5
CENPK1137D_5182	P32565	YIL075C	81.97176962	91.03808022	105.7615784	103.9027274	98.77301381	95.99627251	86.45240789	126.0605846	111.8659668	111.4194326	65.59455674	99.40583595	N1P4H3	 26S proteasome regulatory subunit RPN2 - RPN2
CENPK1137D_1155	P00950	YKL152C	1544.633527	1414.599649	1368.545723	1222.97104	1397.516853	1353.558285	1225.136523	1201.235073	1384.125587	1656.676297	1447.271431	1589.79098	N1P8B2	 Phosphoglycerate mutase 1 - GPM1
CENPK1137D_676	P06106	YLR303W	832.3478757	862.1316838	772.8680697	798.8658781	874.4164606	800.3976186	896.1447279	758.5748808	937.8836303	876.8043915	865.1275172	814.9457168	N1NZZ7	 Homocysteine/cysteine synthase - MET17
CENPK1137D_945	P14540	YKL060C	1200.158337	1025.723948	1064.857444	959.530858	1093.245632	972.8273591	908.301472	968.2752622	1055.923824	1090.129954	1113.226729	1161.91895	N1P7U8	 Fructose-bisphosphate aldolase - FBA1
CENPK1137D_4905	P07251	YBL099W	754.0622367	729.3109096	732.9217564	622.7809835	703.6166243	654.5258318	574.5690698	628.4565161	719.7461935	809.3615446	742.0017415	776.5108976	N1P9R2	" ATP synthase subunit alpha, mitochondrial - ATP1"
CENPK1137D_634	P19882	YLR259C	721.3192961	668.8021205	591.8906129	736.703062	699.5960744	707.765666	583.7379064	578.4467761	660.9607853	654.8875149	620.7686394	690.7388183	N1NYH2	" Heat shock protein 60, mitochondrial - HSP60"
CENPK1137D_1774	P23254	YPR074C	389.8798952	401.7357663	362.1563688	292.5698036	336.7395706	319.5605319	380.5708055	388.8917027	420.95831	370.9024551	445.6434587	395.1668367	N1NXM0	 Transketolase 1 - TKL1
CENPK1137D_4663	P33315	YBR117C	163.7357049	218.7316366	187.9462047	210.3018941	215.0497369	229.7030805	266.6796081	274.1025989	285.1803723	362.8224749	394.9421959	387.5192	N1PAT1	 Transketolase 2 - TKL2
CENPK1137D_444	P37291	YLR058C	633.1131697	662.6847674	585.3900912	523.5561059	531.8303519	500.7704269	514.3033119	537.648101	625.9420403	620.6371122	516.7255141	555.7800523	N1NY19	" Serine hydroxymethyltransferase, cytosolic - SHM2"
CENPK1137D_4822	P37292	YBR263W	256.982952	314.3930916	280.4605059	228.3042671	206.5225213	217.9631888	256.1051497	259.0742894	274.9606164	224.3083525	195.1269697	191.45953	N1P767	" Serine hydroxymethyltransferase, mitochondrial - SHM1"
CENPK1137D_723	P15019	YLR354C	711.8779027	818.1152451	751.4017684	495.7578608	679.111199	513.0173461	743.2115432	719.5535249	736.6666216	858.6451274	894.0834228	794.7658004	N1NZP0	 Transaldolase - TAL1
CENPK1137D_3011	P53228	YGR043C	278.1363871	370.4202439	424.2458814	472.2761325	498.0329468	515.8454845	410.5834974	436.6498455	404.390254	435.5301384	454.2367512	462.9157938	N1P3G9	 Transaldolase NQM1 - NQM1
CENPK1137D_4331	P19358	YDR502C	760.6949619	700.3410149	723.5090992	606.8119594	639.0021385	699.21551	705.6619554	589.8169663	670.4364298	650.7109669	681.2377024	701.1458656	N1P7G8	 S-adenosylmethionine synthase 2 - SAM2
CENPK1137D_559	P10659	YLR180W	558.2317048	496.0986711	521.8923998	485.3649693	428.7111069	555.0504797	570.0502359	478.2458785	506.7259158	544.9326653	550.319753	580.81845	N1NYC1	 S-adenosylmethionine synthase 1 - SAM1
CENPK1137D_553	P41939	YLR174W	540.2825153	606.1126152	544.9051261	547.9169906	552.2442861	540.9763329	543.7217536	531.7225323	541.3705127	508.3913097	524.9025477	510.0309968	N1NZD0	 Isocitrate dehydrogenase [NADP] cytoplasmic - IDP2
CENPK1137D_3760	P21954	YDL066W	359.5508783	366.1700871	384.975437	354.1564863	367.5112788	317.503481	409.0331355	357.383988	360.2749262	357.2215563	383.531867	367.6458323	N1P7R0	" Isocitrate dehydrogenase [NADP], mitochondrial - IDP1"
CENPK1137D_2666	P53982	YNL009W	172.5848564	191.6732318	160.4911107	207.5748908	157.1134255	214.4499179	182.0184738	175.2668568	172.9324003	98.5640638	99.53844703	104.7616636	N1NWR1	 Isocitrate dehydrogenase [NADP] - IDP3
CENPK1137D_2911	P11154	YGL062W	253.6726306	261.7097997	272.8737405	256.3344027	221.2118326	228.1169508	234.2816129	266.5759211	221.167099	262.2339753	252.0015723	274.2303228	N1P377	 Pyruvate carboxylase 1 - PYC1
CENPK1137D_4774			163.6622665	118.0606076	259.1702502	202.1523329	182.8656556	162.1221696	166.5033801	177.0740317	163.9918424	159.1669032	190.0295935	176.9254967	N1P8P8	 Pyc2p  
CENPK1137D_152	P38009	YMR120C	470.2663909	420.0033783	425.0065622	377.7582219	395.913201	362.9200329	440.6439403	434.1436545	374.1211069	429.2783097	490.0648416	471.2100305	N1P0C5	 Bifunctional purine biosynthesis protein ADE17 - ADE17
CENPK1137D_876	P54113	YLR028C	245.6195841	249.4678022	221.6343945	255.5378782	238.222515	218.6937398	242.4729822	257.866648	209.4134738	231.7891303	199.4555949	241.8363175	N1P0E7	 Bifunctional purine biosynthesis protein ADE16 - ADE16
CENPK1137D_4748	P12709	YBR196C	536.1026948	523.1446563	509.5828824	473.0587393	512.9330166	542.5189781	459.3518686	493.2835842	471.5356606	599.715506	647.6412535	571.7191026	N1PAU8	 Glucose-6-phosphate isomerase - PGI1
CENPK1137D_3343	P60010	YFL039C	900.7402836	932.1204877	851.8520021	721.946974	723.8735215	776.2702687	847.588659	885.814068	706.1356121	737.957781	781.8286026	773.1006411	N1PA17	 Actin - ACT1
CENPK1137D_4457	P17709	YCL040W	484.7753741	490.4524398	488.2952308	554.3693188	493.6698379	520.1493157	484.9520261	471.7250691	534.1934024	594.4744329	468.1669481	524.0616893	N1P652	 Glucokinase-1 - GLK1
CENPK1137D_4343	Q04409	YDR516C	101.3478163	115.7824177	136.7514311	176.8706271	142.6275416	129.5409365	76.26161779	99.54301928	92.1888036	169.076793	117.6757768	168.6780551	N1PAL7	 Putative glucokinase-2 - EMI2
CENPK1137D_3698	P25694	YDL126C	422.1327809	400.5932513	398.7391844	389.0661315	395.1231158	378.135176	370.185964	392.611772	388.4439309	428.6328788	409.775673	451.0363764	N1PA88	 Cell division control protein 48 - CDC48
CENPK1137D_3052	P53252	YGR086C	528.8815241	516.2814656	547.4020272	490.3846973	478.3884741	535.6246365	564.5125905	468.830228	518.0676936	512.0505541	460.9771422	455.3881391	N1P279	 Sphingolipid long chain base-responsive protein PIL1 - PIL1
CENPK1137D_1697	Q12230	YPL004C	514.2418024	425.952366	438.8584561	449.2218034	510.1909607	448.2640565	503.9240776	440.2929271	503.4382525	341.503432	301.4482877	361.0828923	N1P1W7	 Sphingolipid long chain base-responsive protein LSP1 - LSP1
CENPK1137D_2049	P15705	YOR027W	628.7209962	559.0332349	488.5126911	609.0438307	629.2883588	569.4044855	434.2291556	526.0622515	535.1624968	519.4170398	500.4221442	495.8476816	N1NY83	 Heat shock protein STI1 - STI1
CENPK1137D_3579	P04147	YER165W	530.3796773	525.958309	559.8266583	493.6163384	487.3550759	497.7594639	502.6710894	520.9347014	503.4998714	577.7315681	534.5591657	497.6969331	N1P5F4	" Polyadenylate-binding protein, cytoplasmic and nuclear - PAB1"
CENPK1137D_2083	P14126	YOR063W	963.9403768	811.5703462	738.3192508	679.5094105	693.4511123	572.9779803	613.5438077	607.98251	726.5361805	752.1076056	652.4653453	729.1443207	N1NWW2	 60S ribosomal protein L3 - RPL3
CENPK1137D_2114	P26786	YOR096W	1119.377236	1026.015497	1109.006188	856.2916908	1028.022605	791.1323651	1009.448065	1017.202917	1101.812443	988.2589935	1021.498857	1059.668787	N1NYD4	 40S ribosomal protein S7-A - RPS7A
CENPK1137D_2582	P48164	YNL096C	899.9342391	857.2462813	811.4046051	746.4481531	734.9953901	718.1898302	862.1105085	842.0331307	820.641836	941.6302202	856.1194203	907.3088267	N1P4E6	 40S ribosomal protein S7-B - RPS7B
CENPK1137D_2390	P07262	YOR375C	494.214082	526.6028897	507.236028	404.4462607	357.0104349	388.0903613	908.9615532	863.9010962	834.1773476	809.6343282	777.5131521	751.9314675	N1NX34	 NADP-specific glutamate dehydrogenase 1 - GDH1
CENPK1137D_4927	P39708	YAL062W	110.0701731	177.3771273	177.501507	171.2400164	145.3949923	164.0102432	340.702753	356.3879655	283.8432823	250.0916784	241.5002747	255.6309489	N1P7G4	 NADP-specific glutamate dehydrogenase 2 - GDH3
CENPK1137D_4186	P17255	YDL185W	264.9109164	293.934048	321.1595822	266.8847112	260.7973351	263.2078626	245.8880047	273.6516767	253.4343529	267.6989677	270.3453824	294.9884001	N1P711	 V-type proton ATPase catalytic subunit A - VMA1
CENPK1137D_4082	P33416	YDR258C	336.8113638	400.8104126	318.3407988	416.0226081	386.1915462	400.4676557	272.767991	291.2229185	253.859728	260.7492796	306.4198149	313.6376514	N1P535	" Heat shock protein 78, mitochondrial - HSP78"
CENPK1137D_3268	P33892	YGL195W	9.380214069	20.67172719	23.52453793	25.45833675	21.09992146	18.36266742	23.75318388	29.94874331	19.78904373	31.82531476	27.56996921	40.34300907	N1PA02	 eIF-2-alpha kinase activator GCN1 - GCN1
CENPK1137D_812	P33442	YLR441C	1018.984436	941.5549779	846.4732809	719.9642224	872.448614	894.0486867	973.0448132	908.0705436	991.2381607	807.4186594	868.720846	825.3021429	N1P1Y6	 40S ribosomal protein S1-A - RPS1A
CENPK1137D_390	P23248	YML063W	1004.125069	941.5549779	861.4067109	719.9642224	814.0162736	894.0486867	936.5196294	891.7102936	946.3895956	842.6505097	850.9807722	725.9159746	N1P675	 40S ribosomal protein S1-B - RPS1B
CENPK1137D_3922	P34730	YDR099W	719.5118829	723.0021186	811.8487217	678.5436266	780.9845263	655.63038	796.0419041	668.9949141	764.0163978	626.7745666	701.0227254	746.7165754	N1P4P6	 Protein BMH2 - BMH2
CENPK1137D_3592	P29311	YER177W	717.252611	704.6745332	768.3944287	690.2008476	780.3647801	666.8939568	720.7664012	680.4880905	733.3467429	568.3336481	643.845015	743.6815418	N1P3Q2	 Protein BMH1 - BMH1
CENPK1137D_749	P04802	YLL018C	439.0311235	497.7538007	463.9220559	447.092562	440.0042031	453.7389161	466.0008155	467.0736402	432.5663456	538.3787877	552.1557799	568.8913971	N1NYR2	" Aspartate--tRNA ligase, cytoplasmic - DPS1"
CENPK1137D_3977	P14832	YDR155C	1522.917558	1211.951763	1329.076137	1364.797698	1411.304263	1544.291905	1503.40765	1377.235383	1206.432345	1144.033242	1018.603932	871.2503281	N1P4U3	 Peptidyl-prolyl cis-trans isomerase - CPR1
CENPK1137D_594	P53691	YLR216C	163.8158982	213.9632055	215.7645817	373.2228019	249.7115807	239.3886272	213.4127633	221.1667161	177.7965652	250.3935143	252.868851	191.8189657	N1NYE5	 Peptidyl-prolyl cis-trans isomerase CPR6 - CPR6
CENPK1137D_5334	P38720	YHR183W	478.2347669	509.2368368	539.0787608	396.0055829	431.5909631	402.6611288	545.2285205	499.4706595	520.5474825	502.0321343	468.0692822	552.7057737	N1P1B1	" 6-phosphogluconate dehydrogenase, decarboxylating 1 - GND1"
CENPK1137D_3224	P53319	YGR256W	220.9772214	249.7005528	245.0132956	255.7762921	265.1505209	248.4354268	276.3680338	267.5706462	273.9342622	213.1912494	194.3986131	257.8907265	N1P4G1	" 6-phosphogluconate dehydrogenase, decarboxylating 2 - GND2"
CENPK1137D_1019	Q02207	YKR009C	329.4456942	339.9598	344.7886039	402.817364	377.7459899	385.8103684	390.63633	371.5188111	339.4228131	389.4643976	366.2820148	366.192299	N1NZF4	 Peroxisomal hydratase-dehydrogenase-epimerase - FOX2
CENPK1137D_4617	P15992	YBR072W	1507.525039	1524.200683	1271.94536	1450.667511	1328.987881	1319.756725	1439.560183	1575.516029	1527.673743	865.1363222	915.8170793	754.2851908	N1P6J1	 Heat shock protein 26 - HSP26
CENPK1137D_3364	P09624	YFL018C	550.1565733	508.3518866	529.1521729	494.5849935	564.6129148	482.7029194	495.7475457	463.7306218	543.2256268	549.0639783	648.0943756	568.6883046	N1P4X6	" Dihydrolipoyl dehydrogenase, mitochondrial - LPD1"
CENPK1137D_5133	P20967	YIL125W	236.3279237	282.7741217	288.4071899	285.1441479	290.4275666	276.7611322	258.5494289	218.6193745	274.9091079	334.6948292	328.2934772	359.5656396	N1P1W8	" 2-oxoglutarate dehydrogenase, mitochondrial - KGD1"
CENPK1137D_3170	P07245	YGR204W	242.796075	273.1215187	285.2655194	230.901374	253.0754932	230.5787214	203.1380073	233.0056262	252.3867108	263.4214011	250.0534043	237.7762413	N1P634	" C-1-tetrahydrofolate synthase, cytoplasmic - ADE3"
CENPK1137D_4629	P09440	YBR084W	34.34431481	57.45920129	59.36001759	47.95428214	53.24192607	46.33494884	66.02442853	64.82504645	44.81616125	57.29602093	57.86243712	59.34386208	N1P8D0	" C-1-tetrahydrofolate synthase, mitochondrial - MIS1"
CENPK1137D_2964	P05030	YGL008C	277.51045	251.4381177	237.9923378	242.422425	255.6435661	231.4418626	271.9424926	249.7314148	278.0692884	361.4325546	354.3531565	403.7095473	N1P3Q6	 Plasma membrane ATPase 1 - PMA1
CENPK1137D_1665	P19657	YPL036W	238.0120625	201.0372163	204.0355402	195.9563213	213.1204606	214.0340715	225.4178088	197.742112	224.7706037	268.4138121	276.3577486	301.274151	N1NVZ2	 Plasma membrane ATPase 2 - PMA2
CENPK1137D_1884	P07257	YPR191W	706.3893865	683.549474	699.8446776	630.9918147	695.4204531	651.142546	668.7391066	554.404463	589.6998069	787.6848828	795.4717668	763.6353555	N1NXW6	" Cytochrome b-c1 complex subunit 2, mitochondrial - QCR2"
CENPK1137D_495	P29453	YLL045C	926.1923193	796.2256798	738.5918193	717.381784	752.4981234	693.1570399	823.1902085	855.8279158	670.4364298	822.0919872	812.4758684	789.4567836	N1P6J4	 60S ribosomal protein L8-B - RPL8B
CENPK1137D_5197	P17076	YHL033C	806.1234687	812.1032489	708.3982756	651.2390648	767.1847256	693.1570399	804.7382185	823.0322524	639.5959009	769.279819	759.0349071	756.4490029	N1P4I2	 60S ribosomal protein L8-A - RPL8A
CENPK1137D_3869	P00942	YDR050C	891.9678275	852.4418891	883.7037314	889.8708844	865.1053617	935.4803622	866.4978859	864.2729696	893.7640334	1254.339542	1160.605956	997.6089657	N1P6G4	 Triosephosphate isomerase - TPI1
CENPK1137D_547	P05759	YLR167W	955.2033555	973.5615559	971.1488022	1050.980611	1047.268388	1206.358273	966.6858639	979.1313569	957.1269024	835.9389515	754.3313839	868.8734437	N1P195	 Ubiquitin-40S ribosomal protein S31 - RPS31
CENPK1137D_1107 CENPK1137D_5109	(P0CH09-P0CH08)	YKR094C YIL148W	881.3394444	859.5725447	873.1738205	1009.025464	912.7577229	1206.358273	987.7057941	1050.411391	822.8687679	698.3520924	705.2558516	789.4567836	N1P2T8	Ubiquitin-60S ribosomal protein L40
CENPK1137D_1068	P10081	YKR059W	691.7605286	598.3983055	626.1274317	634.5694518	564.2603386	562.3148925	577.5109631	662.0941503	603.1185507	587.3277064	545.6070843	563.2445521	N1P0I8	 YJL138C
CENPK1137D_4556	P00817	YBR011C	820.479444	788.1377721	759.4102977	792.769836	782.7139694	753.9349115	724.5667919	741.0382967	713.6374231	881.2911356	842.7486036	901.5022934	N1P7Y2	 Inorganic pyrophosphatase - IPP1
CENPK1137D_5357	(P0CX35-P0CX36)	YJR145C YHR203C	1069.90764	921.6639164	799.2853733	737.0410692	839.7509288	840.1639243	826.7914384	840.763637	748.8101036	824.84888	885.0050677	967.7724182	N1P4X8	40S ribosomal protein S4
